panel zone shear distortion (rad),panel zone shear force (kN)
-0.000192154,0
0.000842634,131.2261461
-0.00128203,-106.925008
0.00070723,128.7960323
-0.001402831,-104.4948941
0.000685326,121.5056909
-0.001274728,-104.4948941
0.001098839,131.2261461
-0.001516331,-99.63466651
0.00070723,128.7960323
-0.001289331,-109.3551218
0.000857237,136.0863738
-0.001666337,-106.925008
0.000835332,128.7960323
0.001676305,238.1511541
-0.002229201,-208.9897883
0.001676305,238.1511541
-0.002734309,-206.5596745
0.00204601,233.2909265
-0.002101098,-208.9897883
0.001683606,240.5812679
-0.001965694,-206.5596745
0.001826312,245.4414955
-0.002101098,-208.9897883
0.00181901,243.0113817
0.002509976,345.0761621
-0.003062872,-315.9147962
0.002396477,349.9363897
-0.003688782,-311.0545686
0.002418381,357.2267311
-0.003176372,-311.0545686
0.00253188,352.3665035
-0.003432577,-311.0545686
0.00253188,352.3665035
-0.003447179,-315.9147962
0.002689188,362.0869588
-0.003447179,-315.9147962
0.002769504,388.8182108
0.00336953,417.9795766
0.004580864,437.4204871
0.003370843,247.8716094
-0.000410539,-157.9573981
-0.001931854,-323.2051377
-0.003666221,-388.8182108
-0.004537055,-422.8398042
-0.006238895,-434.9903733
-0.004623318,-153.0971705
-0.002736278,48.60227635
-0.00135369,167.6778534
-0.000252534,235.7210403
0.000669411,286.7534304
0.001305944,328.0653653
0.001799772,364.5170726
0.002798709,398.538666
0.003541441,432.5602595
0.004181954,432.5602595
0.001249502,53.46250398
-0.000129108,-106.925008
-0.001335806,-252.731837
-0.002352668,-335.3557068
-0.003501612,-376.6676417
-0.004785959,-420.4096904
-0.006202388,-422.8398042
-0.004041873,-87.48409742
-0.002220546,92.34432506
-0.000610958,201.6994468
0.000625602,272.1727475
0.001598656,340.2159344
0.003062216,400.9687799
0.004247666,454.4312838
0.005986012,478.732422
0.007695153,493.3131049
0.007651345,478.732422
0.007490714,425.269918
0.007425658,318.3449101
0.004595425,-26.73125199
0.003498248,-136.0863738
0.002532495,-201.6994468
0.000805429,-264.8824061
-0.000928938,-330.4954792
-0.003530817,-386.388097
-0.005561875,-422.8398042
-0.008196939,-447.1409424
-0.009785278,-464.1517391
-0.009566237,-391.2483246
-0.006604579,-2.430113817
-0.00600123,70.4733007
-0.005105169,155.5272843
-0.004025917,216.2801297
-0.00297587,267.3125199
-0.001263407,325.6352515
0.00109687,386.388097
0.002480114,420.4096904
0.002223909,420.4096904
0.004254968,456.8613977
0.007010832,478.732422
0.008185659,486.0227635
0.005659418,114.2153494
0.004229699,-63.18295925
0.001518956,-240.5812679
-8.73093E-05,-306.194341
-0.002304881,-362.0869588
-0.004335939,-398.538666
-0.006345093,-427.7000318
-0.008482349,-456.8613977
-0.010433092,-466.5818529
-0.007061901,-26.73125199
-0.005434388,131.2261461
-0.004168622,211.4199021
-0.002276947,286.7534304
-0.000549881,349.9363897
0.001510383,396.1085522
0.003706051,444.7108286
0.005308993,466.5818529
0.007288941,486.0227635
0.008884582,505.463674
0.010202114,517.6142431
0.011768549,527.3346984
0.012057939,495.7432187
0.009480589,106.925008
0.007758158,-82.62386979
0.0067632,-157.9573981
0.004835017,-245.4414955
0.002866349,-303.7642272
-0.000284447,-371.807414
-0.003519537,-425.269918
-0.006326511,-464.1517391
-0.009232383,-493.3131049
-0.012522561,-522.4744707
-0.014758715,-541.9153813
-0.011983571,-172.538081
-0.010590359,-7.290341452
-0.009178565,121.5056909
-0.008070108,191.9789916
-0.006149227,277.0329752
-0.004886783,313.4846824
-0.002299507,364.5170726
2.42631E-05,413.1193489
0.003336346,449.5710562
0.0053455,478.732422
0.009539697,510.3239016
0.011497742,522.4744707
0.011882049,522.4744707
0.009769322,160.3875119
0.007966576,-55.8926178
0.005848557,-206.5596745
0.003294465,-289.1835443
0.001197694,-347.5062759
-0.002721717,-415.5494628
-0.005535992,-456.8613977
-0.008178357,-483.5926496
-0.010429113,-507.8937878
-0.013042273,-524.9045845
-0.014908721,-549.2057227
-0.012049283,-194.4091054
-0.010791475,-31.59147962
-0.009394284,92.34432506
-0.00718467,230.8608126
-0.005556501,303.7642272
-0.003090026,357.2267311
1.69617E-05,410.6892351
0.00426957,461.7216253
0.010158306,503.0335602
0.012957979,539.4852674
0.016112754,566.2165194
0.018725913,583.2273162
0.020405848,588.0875438
0.020453635,561.3562918
0.0180701,194.4091054
0.016139251,-21.87102436
0.014935876,-123.9358047
0.01282118,-230.8608126
0.010303595,-301.3341133
0.007950619,-359.656845
0.003917708,-422.8398042
7.86127E-05,-464.1517391
-0.00727036,-522.4744707
-0.013971518,-578.3670885
-0.018378112,-595.3778852
-0.023161713,-609.9585681
-0.022079794,-420.4096904
-0.019311952,-53.46250398
-0.01769174,102.0647803
-0.015598948,201.6994468
-0.013286459,289.1835443
-0.009736752,362.0869588
-0.005326836,422.8398042
-0.000419112,478.732422
0.00328458,517.6142431
0.007742284,551.6358365
