panel zone shear distortion (rad),panel zone shear force (kN)
0,0
0.002932011,1327.658339
-0.001912181,-1729.043418
4.25E-04,-72.04347576
0.002932011,1327.658339
-0.001699717,-1687.875718
0.002464589,1214.447163
0.002974504,1440.869515
0.003739377,1667.291868
0.004886686,1893.71422
0.006033994,2089.260797
0.006543909,2151.012348
0.006798867,2130.428498
0.005311615,936.5651849
0.002974504,-391.0931541
0.00233711,-833.6459338
0.001104816,-1327.658339
-5.52E-04,-1780.503044
-0.001869688,-2068.676947
-0.003314448,-2346.558925
-0.004249292,-2470.062026
-0.005269122,-2655.316678
-0.005779037,-2655.316678
-0.003866856,-1296.782564
-0.00203966,-51.45962555
-7.22E-04,566.055881
5.10E-04,1070.360211
0.001572238,1409.99374
0.00276204,1687.875718
0.004164306,1924.589995
0.005269122,2078.968872
0.006798867,2305.391224
0.007011331,2284.807374
0.004886686,720.4347576
0.003484419,-82.33540087
0.002634561,-566.055881
8.92E-04,-1420.285665
8.50E-05,-1729.043418
-7.65E-04,-2006.925396
-0.001657224,-2171.596198
-0.002677054,-2377.4347
-0.003739377,-2511.229727
-0.004716714,-2634.732828
-0.005906516,-2634.732828
-0.003101983,-802.7701585
-0.001104816,401.3850793
3.40E-04,1008.608661
0.001232295,1317.366414
0.002082153,1595.248392
0.003994334,1945.173846
0.005651558,2161.304273
0.007011331,2336.267
0.008073654,2449.478176
0.009348442,2500.937801
0.010538244,2521.521652
0.011175637,2552.397427
0.010835694,2253.931599
0.007606232,298.4658282
0.006203966,-411.6770044
0.005609065,-710.1428325
0.005184136,-926.2732598
0.004674221,-1183.571388
0.00407932,-1348.242189
0.003144476,-1605.540317
0.002124646,-1811.378819
8.07E-04,-2017.217321
-8.92E-04,-2264.223524
-0.002507082,-2428.894326
-0.004376771,-2572.981277
-0.005949008,-2686.192453
-0.00786119,-2778.819779
-0.009305949,-2789.111705
-0.009985836,-2789.111705
-0.008031161,-1420.285665
-0.006586402,-473.428555
-0.005184136,247.0062026
-0.004121813,699.8509074
-0.003229462,1029.192511
-0.00233711,1265.906788
-0.001274788,1512.912991
2.12E-04,1729.043418
0.001444759,1893.71422
0.003824363,2140.720423
0.005609065,2305.391224
0.008243626,2470.062026
0.010410765,2542.105502
0.012492918,2645.024753
0.013937677,2675.900528
0.014957507,2696.484379
0.015212465,2634.732828
0.01427762,1945.173846
0.012705382,946.85711
0.011133144,123.5031013
0.010028329,-452.8447048
0.008796034,-988.0248105
0.007478754,-1379.117965
0.00582153,-1708.459568
0.004291785,-1955.465771
0.00305949,-2089.260797
0.001572238,-2264.223524
-2.55E-04,-2418.602401
-0.00407932,-2655.316678
-0.006543909,-2737.652079
-0.009518414,-2861.15518
-0.011005666,-2922.906731
-0.01266289,-2964.074431
-0.013087819,-2943.490581
-0.013215297,-2665.608603
-0.009815864,-535.1801057
-0.008371105,185.254652
-0.007648725,566.055881
-0.007011331,813.0620836
-0.006246459,1070.360211
-0.005524079,1235.031013
-0.004164306,1492.329141
-0.002974504,1687.875718
-0.001827195,1842.254595
-0.001402266,1842.254595
-8.50E-04,1924.589995
8.07E-04,2078.968872
0.003696884,2264.223524
0.005694051,2356.85085
0.004419263,1121.819837
