panel zone shear distortion (rad),panel zone shear force (kN)
9.99001E-05,-1.132686095
0.000819181,144.9838202
0.001418581,284.3042099
0.002617383,437.2168327
0.003896104,573.1391641
0.006013986,729.4498452
0.008011988,865.3721767
0.01032967,1011.488683
0.014125874,1154.207131
0.0203996,1303.721695
0.026953047,1385.275094
0.025514486,1014.886741
0.022957043,437.2168327
0.021398601,138.1877036
0.01956044,-137.0550175
0.018481518,-289.9676403
0.017162837,-436.0841466
0.015804196,-578.8025946
0.012407592,-714.724926
0.010609391,-867.6375488
0.007452547,-1020.550172
0.003576424,-1156.472503
-0.001698302,-1295.792893
-0.010529471,-1411.326874
-0.009210789,-1013.754055
-0.007092907,-731.7152174
-0.006333666,-446.2783215
-0.004895105,-143.8511341
-0.003936064,-4.53074438
-0.006639175,9.700602144
-0.005030928,226.3473834
-0.002969072,465.6289029
-0.000412371,643.4732756
0.001649485,782.5152396
0.005319588,995.9284868
0.008041237,1099.401576
0.010474227,1186.706996
0.013608247,1251.377677
0.015340206,1303.114221
0.018639175,1358.0843
0.026597938,1477.72506
0.026309278,1341.91663
0.024247423,727.5451608
0.023051546,446.2276986
0.021484536,151.9761003
0.019381443,-139.0419641
0.017154639,-433.2935624
0.015546392,-575.5690605
0.01228866,-714.6110246
0.010556701,-866.5871249
0.007628866,-995.9284868
0.003587629,-1151.138121
-0.001773196,-1286.946551
-0.009731959,-1435.689117
-0.014391753,-1490.659196
-0.020989691,-1555.329877
-0.026845361,-1587.665218
-0.025525773,-1134.970451
-0.025072165,-1012.096157
-0.023670103,-727.5451608
-0.022185567,-426.8264943
-0.020247423,-129.3413619
-0.019134021,0
