panel zone shear distortion (rad),panel zone shear force (kN)
4.14E-05,9.545347139
-0.001304348,-248.1790256
-4.76E-04,-47.7267357
2.07E-05,92.27168901
3.52E-04,171.8162485
5.80E-04,219.5429842
7.87E-04,267.2697199
1.45E-04,28.63604142
-1.04E-04,-44.54495332
-0.00115942,-248.1790256
-0.001283644,-248.1790256
-7.04E-04,-66.81742997
-6.21E-05,79.54455949
5.59E-04,219.5429842
7.45E-04,264.0879375
4.97E-04,149.5437718
-6.42E-04,-139.9984247
-0.001138716,-225.906549
-0.001304348,-270.4515023
-0.001677019,-337.2689322
-0.001904762,-365.9049737
-0.001614907,-244.9972432
-8.28E-04,-57.27208283
4.35E-04,184.543378
0.001035197,311.8146732
0.001552795,429.5406213
0.001780538,477.267357
0.001490683,330.9053675
6.00E-04,60.45386521
-6.21E-05,-104.9988185
-5.59E-04,-206.8158547
-0.001076605,-279.9968494
-0.001697723,-349.9960618
-0.001987578,-394.5410151
-0.002194617,-423.1770565
-0.002298137,-429.5406213
-0.001449275,-143.1802071
-3.93E-04,54.09030045
2.28E-04,187.7251604
7.45E-04,311.8146732
0.001138716,388.1774503
0.00136646,423.1770565
0.001697723,474.0855746
0.001801242,461.3584451
0.001242236,273.6332847
6.00E-04,69.99921235
4.14E-05,-92.27168901
-5.59E-04,-203.6340723
-0.001138716,-270.4515023
-0.001511387,-321.3600203
-0.001780538,-369.086756
-0.00252588,-439.0859684
-0.003416149,-553.6301341
-0.004037267,-604.5386521
-0.004575569,-623.6293464
-0.004616977,-607.7204345
-0.004057971,-343.632497
-0.003271222,-146.3619895
-0.002670807,-3.18178238
-0.002070393,120.9077304
-0.001242236,216.3612018
-3.73E-04,343.632497
3.31E-04,426.3588389
8.49E-04,483.6309217
0.001511387,531.3576574
0.002380952,585.4479579
0.002732919,601.3568698
0.002732919,569.539046
0.002650104,489.9944865
0.001242236,69.99921235
8.70E-04,0
1.66E-04,-92.27168901
-7.87E-04,-216.3612018
-0.001987578,-432.7224036
-0.00252588,-521.8123103
-0.003167702,-572.7208283
-0.004782609,-649.0836055
-0.005134576,-664.9925174
-0.005175983,-623.6293464
-0.004554865,-397.7227975
-0.003995859,-222.7247666
-0.003354037,-50.90851807
-0.002650104,76.36277711
-0.002008282,174.9980309
-0.001097308,286.3604142
-3.73E-04,375.4503208
3.31E-04,454.9948803
0.001407867,534.5394398
0.002546584,588.6297402
0.003250518,626.8111288
0.003975155,652.2653878
0.004409938,664.9925174
0.004865424,668.1742997
0.005217391,677.7196469
0.005486542,677.7196469
0.005548654,649.0836055
0.003871636,165.4526837
0.002877847,-34.99960618
0.001614907,-190.9069428
