panel zone shear distortion (rad),panel zone shear force (kN)
0,0
0.002597809,538.3224023
0.002734742,550.7873739
0.0015982,319.2950432
8.86E-04,164.3732526
5.58E-04,91.36413291
2.70E-04,32.6006951
-8.61E-05,-47.53126555
-0.00129108,-321.760642
-0.001701878,-410.7961538
-0.001989437,-455.3139097
-0.002235915,-487.366694
-0.002400235,-517.638768
-0.002591941,-531.8844499
-0.002824726,-549.6915523
-0.002961659,-549.6915523
-0.001866197,-321.760642
-3.87E-04,13.0128825
-2.09E-04,50.40779747
3.79E-04,176.8382243
0.001201095,356.6899582
0.001543427,436.8219188
0.001872066,481.3396747
0.002118545,516.9538795
0.002378717,543.664533
0.002556729,568.5944763
0.002762128,577.4980275
0.002844288,577.4980275
0.001707746,317.514333
2.97E-04,4.109331315
-7.02E-04,-225.6022892
-0.001414319,-378.7433696
-0.001729264,-439.2875176
-0.001975743,-478.4631428
-0.002181142,-496.2702452
-0.002441315,-517.638768
-0.002728873,-544.3494216
-0.002934272,-553.2529727
-0.002961659,-551.4722625
-0.001934664,-336.0063239
-0.001099374,-147.2510388
-3.46E-04,34.38140534
-1.68E-04,75.33774078
2.70E-04,185.7417754
5.44E-04,244.5052133
7.49E-04,292.5843896
0.001091549,372.7163503
0.001502347,449.2868905
0.00176252,493.8046464
0.002077465,538.3224023
0.002255477,565.0330558
0.002625196,600.6472606
0.003118153,634.4807551
0.003542645,666.5335393
0.00393975,680.7792212
0.004268388,695.0249031
0.004542254,702.1477441
0.004638106,702.1477441
0.004692879,705.7091645
0.003214006,385.1813219
0.002419797,212.452429
0.001844679,93.14484314
0.001461268,4.109331315
9.68E-04,-118.759675
5.71E-04,-202.4530561
2.43E-04,-275.4621758
-2.64E-04,-352.032716
-7.02E-04,-419.699705
-0.001154147,-482.0245633
-0.001441706,-508.7352168
-0.001784038,-540.7880011
-0.002181142,-562.1565239
-0.002619327,-585.305757
-0.003139671,-610.2357003
-0.003769562,-624.4813822
-0.004372066,-647.6306153
-0.004769171,-660.0955869
-0.005207355,-665.4377176
-0.004906103,-603.1128594
-0.003947574,-369.8398184
-0.002906886,-143.6896183
-0.002359155,-27.94345294
-0.002098983,18.35501321
-0.001688185,109.1712353
-0.001222613,212.452429
-9.35E-04,265.8737361
-7.71E-04,313.9529125
-4.97E-04,354.9092479
-2.23E-04,402.9884243
1.19E-04,449.2868905
5.30E-04,499.1467771
9.82E-04,541.8838228
0.001488654,581.059448
0.001899452,613.1122322
0.00235133,639.8228858
0.002734742,666.5335393
0.003255086,686.1213519
0.00393975,716.393426
0.004377934,725.2969771
0.004679186,734.2005283
0.00231025,208.8910085
9.82E-04,-86.70689075
2.56E-04,-238.0672609
-8.61E-05,-295.0499884
-3.46E-04,-323.5413522
-7.02E-04,-360.9362672
-0.001030908,-394.7697617
-0.001359546,-432.1646767
-0.001770344,-467.7788814
-0.002167449,-508.7352168
-0.002455008,-537.2265806
-0.003084898,-572.8407853
-0.003577856,-601.3321491
-0.004166667,-626.2620924
-0.004604851,-642.2884846
-0.00493349,-656.5341665
-0.005179969,-656.5341665
-0.003495696,-303.9535396
-0.002441315,-79.5840498
-0.002016823,2.328621079
-0.001660798,75.33774078
-0.00125,167.9346731
-7.84E-04,265.8737361
-4.83E-04,329.9793046
-1.55E-04,381.6199015
1.19E-04,426.1376574
5.85E-04,475.997544
9.96E-04,524.0767204
0.001406495,561.4716354
0.001954225,598.8665503
0.002515649,634.4807551
0.003008607,654.0685677
0.003446792,686.1213519
0.004104069,707.4898748
0.005144757,743.1040795
0.005582942,755.5690512
0.006240219,762.6918921
0.006541471,764.4726023
0.006281299,714.6127157
0.005089984,438.602629
0.004870892,394.0848731
0.00456964,324.6371739
0.004131455,224.9174007
0.003734351,137.6625991
0.003392019,61.09205889
0.003200313,16.57430297
0.002871674,-67.11907815
0.002584116,-136.5667774
0.002269171,-189.9880845
0.001954225,-236.2865506
0.001858372,-262.9972042
0.001611894,-298.6114089
0.001269562,-344.9098751
8.59E-04,-389.427631
3.66E-04,-439.2875176
-9.98E-05,-492.7088247
-7.84E-04,-526.5423192
-0.001660798,-579.9636263
-0.002304382,-617.3585413
-0.003071205,-644.0691948
-0.004070814,-668.9991381
-0.00497457,-692.1483712
-0.005741393,-704.6133428
-0.006412363,-713.516894
-0.007042254,-727.7625759
-0.007507825,-727.7625759
-0.007754304,-727.7625759
-0.007275039,-642.2884846
-0.006248044,-419.699705
-0.00556338,-264.7779144
-0.005056729,-156.15459
-0.004837637,-108.0754136
-0.004111894,61.09205889
-0.003646322,160.8118321
-0.00334507,224.9174007
-0.003016432,289.0229692
-0.002605634,363.8127991
-0.002304382,399.4270038
-0.001825117,452.8483109
-0.001496479,488.4625157
-0.001099374,518.7345897
-6.20E-04,565.0330558
-9.98E-05,598.8665503
1.88E-04,616.6736527
