Total story drift angle (rad),Force in the actuator (kN)
0,0
0.00739844,303.2878364
-0.006683818,-288.9215704
0.000336293,0
0.00739844,298.4990811
-0.006515671,-282.5365633
0.000336293,-1.59625177
0.007188257,301.6915846
0.008239171,341.5978789
0.009079903,362.3491519
0.009710452,371.9266625
0.009668415,360.7529001
0.002858488,63.85007081
-0.007188257,-317.6541023
-0.008449354,-352.7716412
-0.009332123,-376.7154178
-0.009752489,-384.6966767
-0.009878598,-370.3304107
-0.004161622,-127.7001416
0.002438122,143.6626593
0.006851964,298.4990811
0.007860842,335.2128718
0.008953793,354.367893
0.009710452,371.9266625
0.009332123,343.1941306
0.003320891,86.1975956
-0.004119586,-229.8602549
-0.006389561,-314.4615988
-0.007482513,-347.9828859
-0.008491391,-365.5416554
-0.00924805,-375.119166
-0.009710452,-384.6966767
-0.009962672,-389.485432
-0.008953793,-330.4241165
-0.001807573,-31.92503541
0.002185903,130.8926452
0.005338647,253.8040315
0.007440476,317.6541023
0.009037867,360.7529001
0.009962672,381.5041731
0.011139696,402.2554461
0.012863196,418.2179638
0.014796879,434.1804815
0.01601594,443.7579922
0.017781477,450.1429992
0.018832392,450.1429992
0.019631087,453.3355028
0.019673123,440.5654886
0.014376513,209.1089819
0.009374159,-1.59625177
0.006431598,-110.1413722
0.004287732,-173.991443
0.002690342,-223.4752478
0.001639427,-255.4002833
-0.000420366,-304.8840881
-0.002143866,-333.61662
-0.003278854,-352.7716412
-0.005086427,-387.8891802
-0.00739844,-411.8329567
-0.010383037,-438.9692368
-0.015763721,-478.8755311
-0.018075733,-494.8380488
-0.019336831,-499.6268041
-0.020009416,-496.4343006
-0.019925343,-466.1055169
-0.011980428,-137.2776522
-0.008365281,19.15502124
-0.005759013,110.1413722
-0.003362927,180.37645
-0.002269976,218.6864925
-0.00012611,268.1702974
0.001891646,311.2690952
0.00382533,347.9828859
0.006347525,379.9079213
0.008701574,411.8329567
0.010761367,430.987978
0.012737086,450.1429992
0.015049099,462.9130134
0.017235001,477.2792793
0.018790355,485.2605382
0.019757197,486.85679
0.019547014,462.9130134
0.01231672,151.6439182
0.006851964,-57.46506373
0.003909403,-156.4326735
0.000840732,-249.0152762
-0.002143866,-317.6541023
-0.005759013,-379.9079213
-0.008659537,-427.7954744
-0.012737086,-454.9317545
-0.01601594,-480.4717829
-0.018159806,-486.85679
-0.019252758,-488.4530417
-0.019883306,-478.8755311
-0.01614205,-316.0578505
-0.01071933,-105.3526168
-0.00874361,-17.55876947
-0.006725854,62.25381904
-0.004413842,138.873904
-0.002480159,202.7239748
-0.000420366,260.1890386
0.001471281,301.6915846
0.003236817,333.61662
0.005128464,370.3304107
0.007776769,397.4666908
0.009962672,424.6029709
0.012022464,443.7579922
0.013956147,454.9317545
0.016352233,472.490524
0.018201843,486.85679
0.019631087,490.0492935
0.019673123,470.8942722
0.012947269,175.5876947
0.007104183,-47.88755311
0.00369922,-167.6064359
0.002017756,-217.0902408
0.000504439,-260.1890386
-0.001261098,-303.2878364
-0.003194781,-340.0016271
-0.004876244,-373.5229143
-0.006978074,-403.8516979
-0.008659537,-419.8142156
-0.009290086,-415.0254603
-0.009962672,-407.0442014
-0.011181733,-407.0442014
-0.012190611,-407.0442014
-0.01269505,-419.8142156
-0.013451708,-423.0067191
-0.013956147,-423.0067191
-0.015385391,-287.3253187
-0.010046745,-113.3338757
-0.007986952,-39.90629426
-0.007314366,-9.577510622
-0.009710452,-78.21633675
-0.012400794,-167.6064359
-0.015133172,-264.9777939
-0.016057977,-285.7290669
-0.017655367,-284.1328151
-0.018538136,-258.5927868
-0.019042575,-242.6302691
-0.019210721,-231.4565067
-0.019210721,-151.6439182
