Total story drift angle (rad),Force in the actuator (kN)
0,0
0.005947136,502.9775522
-0.005947136,-597.9794905
0.006095814,506.5290265
-0.005848017,-601.5309649
0.005947136,506.5290265
0.007285241,609.5217821
0.008425109,669.8968457
0.010011012,744.4778067
0.011249999,772.8896014
0.01204295,787.0954987
0.012142069,779.99255
0.012389866,787.0954987
0.004311674,2.219671457
0.000346916,-338.7218644
-0.001784141,-466.5749403
-0.005352422,-708.0751948
-0.007830396,-821.7223734
-0.009515417,-871.4430141
-0.011051761,-899.8548087
-0.011943831,-906.9577574
-0.012142069,-892.75186
-0.006541849,-374.2366077
-0.002626652,-29.74359752
-0.000247797,176.2419137
0.002230176,346.7126816
0.004361233,495.8746035
0.00743392,662.7938971
0.00926762,737.374858
0.011200439,801.301396
0.012142069,815.5072933
0.012488985,815.5072933
0.006442731,233.065503
-0.003419603,-562.4647472
-0.006839206,-722.2810921
-0.009465858,-835.9282707
-0.01209251,-910.5092317
-0.010952642,-885.6489114
-0.012191629,-899.8548087
-0.006442731,-360.0307103
-0.000842511,130.0727474
0.00282489,407.0877452
0.006194933,609.5217821
0.009564977,758.683704
0.01115088,808.4043447
0.012588104,851.0220366
0.014223567,897.191203
0.016305064,922.0515233
0.017791848,932.7059463
0.0185848,936.2574206
0.0185848,907.8456259
0.014174007,478.1172319
0.006442731,-207.3173141
0.000842511,-562.4647472
-0.000297357,-619.2883365
-0.002973568,-725.8325665
-0.006740087,-839.4797451
-0.009614536,-892.75186
-0.012885461,-921.1636547
-0.017990086,-1006.399039
-0.0185848,-995.7446156
-0.0185848,-946.023975
-0.011646474,-328.0674414
-0.008177312,-36.84654619
-0.005699339,154.9330677
-0.003865638,293.4405666
-0.001982379,421.2936426
-4.95595E-05,502.9775522
0.002131057,602.4188335
0.004906387,698.3086404
0.007879955,762.2351784
0.011002201,815.5072933
0.014074888,882.9853056
0.016998897,946.9118436
0.018832597,950.4633179
0.018683919,918.5000489
0.012439426,321.8523613
0.008127752,-58.15539218
0.004559471,-338.7218644
0.001932819,-526.9500039
-0.000991189,-633.4942339
-0.005748898,-793.3105788
-0.008871144,-857.2371167
-0.014570483,-960.2298723
-0.017098016,-981.5387183
-0.018634359,-988.641667
-0.017742289,-864.3400654
-0.009812774,-154.0451991
-0.00555066,165.5874907
-0.00188326,414.1906939
0.001139868,574.0070388
0.004906387,705.4115891
0.009515417,808.4043447
0.01481828,882.9853056
0.01853524,929.1544719
0.02131057,975.3236382
0.023937222,985.9780612
0.025225768,985.9780612
0.025126649,957.5662666
0.024333698,875.882357
0.02131057,588.2129361
0.017098016,211.756657
0.013827091,-72.3612895
0.011349118,-278.3468007
0.008623347,-445.2660943
0.005699339,-583.7735932
0.002527533,-686.7663488
0.000743392,-725.8325665
-0.001238987,-768.4502584
-0.00560022,-857.2371167
-0.011696034,-942.4725007
-0.01853524,-1017.053462
-0.02136013,-1024.15641
-0.024482376,-1031.259359
-0.025176209,-1020.604936
-0.024829292,-949.5754493
-0.019377751,-448.8175686
-0.014372245,-58.15539218
-0.012241188,105.2124271
-0.009961453,272.1317206
-0.007186123,435.4995399
-0.003865638,549.1467185
-0.00089207,634.3821024
0.0018337,723.1689607
0.004856828,772.8896014
0.010407488,847.4705623
0.011349118,712.5145377
0.01209251,574.0070388
0.012290748,449.7054372
0.012290748,357.3671046
0.008970263,137.175696
0.003964757,-136.2878275
-0.001685022,-377.788082
-0.006442731,-601.5309649
-0.010308369,-743.5899381
-0.014917399,-832.3767964
-0.018485681,-921.1636547
-0.021756606,-960.2298723
-0.024432817,-981.5387183
-0.025275328,-981.5387183
-0.016850218,-253.4864804
-0.014174007,-54.60391784
-0.011894272,76.80063242
-0.009069382,186.8963367
-0.006789647,272.1317206
-0.004757709,328.9553099
-0.003122246,364.4700533
-0.001387665,389.3303736
-0.000247797,424.8451169
-0.001288546,314.7494126
-0.005352422,83.90358108
-0.008425109,-104.3245585
-0.011200439,-217.9717371
-0.013133258,-296.1041724
-0.015066078,-395.5454537
-0.017098016,-530.5014782
-0.018783038,-640.5971825
-0.020517619,-743.5899381
-0.0222522,-853.6856424
-0.023986781,-946.023975
-0.025572684,-995.7446156
-0.026960349,-1017.053462
-0.028694931,-1027.707885
-0.032164093,-455.9205173
-0.03062775,-345.824813
-0.028100217,-186.0084681
-0.026514314,-83.0157125
-0.024531936,-8.434751537
-0.023144271,-1.331802874
