Total story drift angle (rad),Force in the actuator (kN)
-1.05E-05,-0.836265661
-1.05E-05,-0.960815866
-8.79E-06,-0.960815866
-1.05E-05,-0.876299655
-7.03E-06,-0.876299655
-8.79E-06,-0.876299655
-5.27E-06,-0.876299655
-7.03E-06,-0.91633365
-2.81E-05,-2.00169972
-7.95E-05,-4.296982066
-1.53E-04,-7.7843878
-2.59E-04,-12.63294934
-3.99E-04,-18.99390623
-5.34E-04,-25.17693426
-6.49E-04,-30.15894245
-7.66E-04,-35.18543286
-8.79E-04,-39.72261889
-1.03E-03,-45.81668248
-1.15E-03,-51.1545484
-1.25E-03,-55.60277
-1.34E-03,-59.60616944
-1.43E-03,-63.16474672
-1.50E-03,-66.723324
-1.59E-03,-70.28190128
-1.70E-03,-75.17494504
-1.81E-03,-80.0679888
-1.95E-03,-85.85067688
-2.07E-03,-91.63336496
-2.18E-03,-96.08158656
-2.26E-03,-99.64016384
-2.34E-03,-102.753919
-2.40E-03,-105.4228519
-2.47E-03,-108.536607
-2.55E-03,-111.6503622
-2.61E-03,-114.3192951
-2.67E-03,-116.5434059
-2.74E-03,-119.657161
-2.81E-03,-123.2157383
-2.91E-03,-127.2191378
-3.00E-03,-130.777715
-3.09E-03,-134.3362923
-3.16E-03,-137.4500474
-3.23E-03,-141.0086247
-3.29E-03,-143.2327355
-3.35E-03,-145.4568463
-3.40E-03,-147.6809571
-3.45E-03,-149.9050679
-3.49E-03,-151.6843566
-3.54E-03,-153.9084674
-3.59E-03,-155.687756
-3.64E-03,-157.4670446
-3.66E-03,-159.2463333
-3.70E-03,-161.0256219
-3.73E-03,-161.9152662
-3.75E-03,-162.3600884
-3.75E-03,-162.8049106
-3.75E-03,-162.8049106
-3.76E-03,-162.8049106
-3.78E-03,-163.6945549
-3.79E-03,-164.139377
-3.79E-03,-164.5841992
-3.79E-03,-164.5841992
-3.80E-03,-164.5841992
-3.80E-03,-164.5841992
-3.80E-03,-164.5841992
-3.80E-03,-164.5841992
-3.80E-03,-164.5841992
-3.80E-03,-164.5841992
-3.80E-03,-164.5841992
-3.80E-03,-164.5841992
-3.72E-03,-159.6911554
-3.59E-03,-153.018823
-3.47E-03,-148.1257793
-3.42E-03,-145.0120242
-3.36E-03,-142.7879134
-3.30E-03,-140.1189804
-3.24E-03,-137.0052253
-3.16E-03,-133.446648
-3.12E-03,-131.6673594
-3.07E-03,-128.9984264
-3.00E-03,-126.3294934
-2.94E-03,-123.6605605
-2.86E-03,-120.5468054
-2.76E-03,-116.0985838
-2.66E-03,-112.0951843
-2.56E-03,-107.6469627
-2.47E-03,-103.6435633
-2.37E-03,-99.64016384
-2.17E-03,-91.1885428
-2.04E-03,-84.96103256
-1.93E-03,-80.51281096
-1.85E-03,-76.95423368
-1.78E-03,-73.84047856
-1.71E-03,-70.72672344
-1.65E-03,-68.05779048
-1.57E-03,-64.94403536
-1.52E-03,-62.71992456
-1.47E-03,-60.49581376
-1.41E-03,-58.27170296
-1.36E-03,-56.04759216
-1.31E-03,-53.82348136
-1.27E-03,-51.59937056
-1.13E-03,-45.81668248
-9.99E-04,-40.83467429
-9.21E-04,-38.0767769
-8.79E-04,-36.07507718
-8.30E-04,-33.76200194
-7.66E-04,-31.04858677
-7.17E-04,-29.1803337
-6.82E-04,-27.75690278
-6.46E-04,-26.06657858
-6.08E-04,-24.24280772
-5.65E-04,-22.37455465
-5.37E-04,-21.04008817
-4.96E-04,-19.08287066
-4.66E-04,-17.7928864
-4.29E-04,-16.19152662
-3.75E-04,-13.87845139
-3.22E-04,-11.52089394
-2.62E-04,-8.762996552
-2.11E-04,-6.716814616
-1.65E-04,-4.377050054
-1.05E-04,-1.75259931
-5.27E-05,0.502649041
-1.76E-06,2.877999375
3.69E-05,4.67063268
8.30E-05,6.44992132
1.27E-04,8.318174392
1.74E-04,10.54228519
2.27E-04,12.98880707
2.83E-04,15.74670446
3.40E-04,17.83736862
3.82E-04,20.06147942
5.87E-04,29.53619142
8.16E-04,39.7671011
9.77E-04,47.15114896
1.15E-03,55.15794784
1.27E-03,60.94063592
1.36E-03,65.38885752
1.41E-03,67.61296832
1.48E-03,70.28190128
1.55E-03,74.28530072
1.62E-03,77.39905584
1.68E-03,80.0679888
1.73E-03,82.2920996
1.78E-03,84.5162104
1.82E-03,86.7403212
1.86E-03,88.51960984
1.90E-03,90.29889848
1.94E-03,92.07818712
1.98E-03,94.30229792
2.03E-03,96.08158656
2.07E-03,98.75051952
2.10E-03,100.084986
2.14E-03,101.8642746
2.21E-03,104.9780298
2.27E-03,108.0917849
2.33E-03,110.7607178
2.38E-03,112.9848286
2.43E-03,115.6537616
2.48E-03,117.8778724
2.52E-03,119.657161
2.55E-03,121.4364497
2.60E-03,123.2157383
2.64E-03,124.995027
2.80E-03,133.0018258
2.92E-03,138.3396918
3.00E-03,141.4534469
3.04E-03,143.6775577
3.10E-03,146.3464906
3.15E-03,148.5706014
3.20E-03,150.7947122
3.26E-03,153.4636452
3.32E-03,156.5774003
3.38E-03,158.8015111
3.42E-03,160.5807998
3.46E-03,162.8049106
3.52E-03,165.0290214
3.56E-03,167.2531322
3.58E-03,168.1427765
3.59E-03,168.5875986
3.63E-03,169.9220651
3.64E-03,170.3668873
3.64E-03,170.8117094
3.64E-03,170.8117094
3.66E-03,171.2565316
3.66E-03,171.7013538
3.66E-03,171.7013538
3.67E-03,172.1461759
3.68E-03,172.5909981
3.68E-03,172.5909981
3.68E-03,172.5909981
3.69E-03,172.5909981
3.69E-03,172.5909981
3.69E-03,172.5909981
3.68E-03,172.1461759
3.65E-03,170.3668873
3.58E-03,166.80831
3.48E-03,162.3600884
3.38E-03,157.0222225
3.25E-03,150.7947122
3.12E-03,144.567202
3.00E-03,138.7845139
2.83E-03,130.777715
2.66E-03,122.326094
2.51E-03,114.7641173
2.36E-03,107.6469627
2.19E-03,99.64016384
2.03E-03,91.1885428
1.86E-03,83.62656608
1.73E-03,76.95423368
1.59E-03,70.72672344
1.45E-03,64.05439104
1.34E-03,58.71652512
1.22E-03,53.3786592
1.10E-03,47.59597112
9.77E-04,41.94672969
8.93E-04,38.16574133
6.84E-04,28.6465471
3.99E-04,15.96911554
1.02E-04,3.171582001
-1.50E-04,-8.318174392
-3.57E-04,-17.65943975
-5.33E-04,-25.39934534
-6.77E-04,-31.4044445
-8.09E-04,-37.72091917
-9.63E-04,-43.85946498
-1.09E-03,-49.37525976
-1.22E-03,-54.71312568
-1.34E-03,-59.60616944
-1.44E-03,-64.4992132
-1.55E-03,-69.39225696
-1.65E-03,-73.3956564
-1.71E-03,-76.06458936
-1.78E-03,-79.17834448
-1.88E-03,-83.18174392
-1.99E-03,-88.07478768
-2.10E-03,-92.96783144
-2.18E-03,-96.08158656
-2.31E-03,-101.8642746
-2.46E-03,-108.536607
-2.62E-03,-115.6537616
