Total story drift angle (rad),Force in the actuator (kN)
0.000165623,-9.389385963
0.003312465,159.6195614
-0.003229653,-174.8773136
0.003478088,163.1405811
-0.002981218,-164.3142544
0.003229653,166.6616008
-0.003229653,-178.3983333
0.003229653,152.5775219
-0.00306403,-157.2722149
0.003395276,159.6195614
-0.00306403,-167.8352741
0.003395276,159.6195614
0.005962436,293.4183113
-0.006045248,-315.718103
0.005879625,293.4183113
-0.005879625,-315.718103
0.005879625,286.3762719
-0.005879625,-312.1970833
0.006128059,293.4183113
-0.005796813,-319.2391227
0.005548378,300.4603508
-0.006128059,-315.718103
0.005962436,289.8972916
0.007949915,409.6119626
-0.00819835,-438.9537938
0.007867103,406.0909429
-0.008032727,-438.9537938
0.007949915,416.6540021
-0.00819835,-442.4748135
0.007784292,406.0909429
-0.007949915,-428.3907346
0.008032727,406.0909429
-0.007949915,-442.4748135
0.008032727,402.5699232
0.010103017,515.2425547
-0.009854582,-516.416228
0.009854582,515.2425547
-0.009606147,-502.332149
0.00977177,511.721535
-0.009606147,-509.3741885
0.010103017,515.2425547
-0.009854582,-509.3741885
0.010020205,511.721535
0.01076551,550.4527521
0.011759249,575.0998902
0.013167047,617.3521271
0.014077974,652.5623244
0.014823279,666.6464034
0.014740467,610.3100876
0.013912351,539.8896929
0.008529596,240.6030153
0.003146841,-12.9104057
-0.001987479,-238.2556688
-0.00563119,-386.1384977
-0.008529596,-498.8111293
-0.011013945,-562.1894845
-0.012670177,-611.4837608
-0.013995163,-646.6939582
-0.014988902,-650.2149779
-0.014160786,-569.231524
-0.011179568,-389.6595175
-0.006293683,-143.1881359
-0.001242174,92.72018639
0.003643711,300.4603508
0.006956176,416.6540021
0.009192089,497.637456
0.011179568,568.0578508
0.01333267,631.436206
0.014657656,656.0833442
0.014988902,656.0833442
0.013995163,550.4527521
0.008612408,254.6870942
0.003643711,18.77877193
-0.001904667,-234.7346491
-0.007535857,-467.1219517
-0.010517075,-562.1894845
-0.01333267,-625.5678398
-0.014409221,-650.2149779
-0.015237337,-660.7780372
-0.01233893,-453.0378727
-0.007784292,-217.1295504
-0.004389016,-48.12060306
-0.001324986,99.76222586
0.002898406,261.7291337
0.006045248,384.9648245
0.008695219,494.1164363
0.010517075,575.0998902
0.014077974,649.0413047
0.016148265,687.7725218
0.017473251,719.4616994
0.018384178,737.0667981
0.019129483,744.1088376
0.019791976,744.1088376
0.019791976,712.4196599
0.019377918,670.1674231
0.015982641,511.721535
0.007370234,46.94692982
0.001407797,-217.1295504
-0.003560899,-386.1384977
-0.00819835,-523.4582674
-0.011676438,-604.4417214
-0.013581105,-657.2570174
-0.015154525,-685.4251753
-0.017224816,-710.0723135
-0.019129483,-738.2404713
-0.019626352,-745.2825108
-0.020040411,-745.2825108
-0.019046671,-674.8621161
-0.015651395,-463.6009319
-0.011262379,-241.7766885
-0.00819835,-86.85182016
-0.004968697,57.50998902
-0.000414058,244.124035
0.002981218,370.8807455
0.005465567,451.8641995
0.00819835,511.721535
0.010351452,575.0998902
0.013167047,631.436206
0.017307627,726.5037389
0.018798236,740.5878178
0.019543541,744.1088376
0.019791976,691.2935415
0.017473251,571.5788705
0.01333267,346.2336074
0.007784292,61.03100876
0.002318725,-185.4403728
-0.002153102,-347.4072806
-0.006790552,-488.2480701
-0.010434263,-576.2735635
-0.013167047,-639.6519187
-0.015071714,-674.8621161
-0.016727946,-710.0723135
-0.018715425,-731.1984319
-0.020040411,-734.7194516
-0.018218555,-618.5258003
-0.014326409,-400.2225767
-0.011013945,-224.1715899
-0.007784292,-55.16264253
-0.003395276,127.9303837
0.000165623,279.3342324
0.003312465,384.9648245
0.006210871,472.9903179
0.009274901,539.8896929
0.012090496,613.8311073
0.014657656,663.1253836
0.016645134,705.3776205
0.018549801,740.5878178
0.019957599,768.7559757
0.02153102,789.8820941
0.023684122,825.0922915
0.026499716,856.7814691
0.028570007,863.8235086
0.029977804,867.3445283
0.029977804,835.6553507
0.029563746,775.7980152
0.028321572,694.8145613
0.022276324,399.0489034
0.015485772,46.94692982
0.009192089,-210.0875109
0.004803074,-357.9703398
0.001490609,-453.0378727
-0.001159363,-491.7690898
-0.004223392,-555.1474451
-0.008446785,-629.0888595
-0.01233893,-695.9882345
-0.016645134,-748.8035306
-0.019543541,-787.5347477
-0.023766933,-826.2659647
-0.027410644,-872.0392213
-0.029646558,-893.1653397
-0.030143427,-893.1653397
-0.030143427,-840.3500437
-0.029066876,-773.4506687
-0.0256716,-565.7105043
-0.020702903,-315.718103
-0.016645134,-107.9779386
-0.013498293,22.29979166
-0.010351452,152.5775219
-0.007287422,265.2501535
-0.004471827,353.2756469
-0.001656232,434.2591008
0.000828116,480.0323574
0.004140581,543.4107126
0.007038987,599.7470284
0.010351452,638.4782455
0.013001423,687.7725218
0.016479511,722.9827192
0.020454469,772.2769955
0.023684122,821.5712718
0.026085658,839.1763704
0.027327833,856.7814691
0.028984065,863.8235086
0.029812181,863.8235086
0.029894993,821.5712718
0.028901253,747.6298573
0.020620092,293.4183113
0.015568583,61.03100876
0.011013945,-132.6250767
0.007121799,-276.9868859
0.003146841,-410.7856359
0.000248435,-481.2060306
-0.003229653,-555.1474451
-0.00770148,-643.1729385
-0.013084235,-717.1143529
-0.016065453,-755.84557
-0.01896386,-784.0137279
-0.021862266,-822.744945
-0.026002847,-857.9551424
-0.028404384,-875.5602411
-0.030060616,-886.1233003
-0.029646558,-798.0978069
-0.026416905,-622.0468201
-0.023932556,-474.1639911
-0.020206034,-276.9868859
-0.017059192,-118.5409978
-0.013746728,22.29979166
-0.010434263,156.0985416
-0.006128059,300.4603508
-0.002815595,409.6119626
0.00049687,487.0743968
0.004554639,564.536831
0.008778031,620.8731468
0.012090496,673.6884428
0.015734207,719.4616994
0.018632613,754.6718968
0.02153102,793.4031139
0.024760673,828.6133112
0.026913774,849.7394297
0.029729369,874.3865678
0.031054355,881.4286073
0.032379341,895.5126862
0.033704327,902.5547257
0.034863689,913.1177849
0.035194936,891.9916665
0.034946501,846.2184099
0.034201197,814.5292323
0.029894993,564.536831
0.024180991,289.8972916
0.018715425,22.29979166
0.015237337,-118.5409978
0.012256119,-245.2977083
0.008860843,-343.8862609
0.005714001,-431.9117543
0.002235914,-505.8531688
8.28116E-05,-551.6264253
-0.002815595,-590.3576424
-0.006542117,-639.6519187
-0.010517075,-695.9882345
-0.015568583,-738.2404713
-0.020123222,-798.0978069
-0.023932556,-840.3500437
-0.028073137,-889.64432
-0.030557486,-893.1653397
-0.032793399,-924.8545174
-0.03386995,-928.3755371
-0.034946501,-928.3755371
-0.034946501,-900.2073792
-0.034284008,-843.8710634
-0.032130906,-706.5512937
-0.029729369,-583.315603
-0.026830963,-403.7435964
-0.023684122,-259.3817872
-0.021779454,-164.3142544
-0.019295106,-41.07856359
-0.016231076,92.72018639
-0.012504554,226.5189364
-0.009440524,328.6285087
-0.006210871,409.6119626
-0.002898406,487.0743968
0.000331246,546.9317323
0.00306403,578.62091
0.006128059,624.3941665
0.009274901,663.1253836
0.012918612,701.8566007
0.016479511,737.0667981
0.019129483,761.7139363
0.021945078,793.4031139
0.024843484,825.0922915
0.027741891,856.7814691
0.030557486,881.4286073
0.032710587,891.9916665
0.034780878,909.5967652
0.035360559,888.4706468
0.035029313,832.134331
0.033207457,761.7139363
0.02823876,483.5533771
0.023270063,230.0399561
0.018135743,18.77877193
0.013912351,-171.3562938
0.009606147,-333.3232017
0.005879625,-438.9537938
0.002815595,-516.416228
8.28116E-05,-569.231524
-0.003809334,-622.0468201
-0.008032727,-667.8200766
-0.013084235,-731.1984319
-0.018549801,-787.5347477
-0.025091919,-833.3080042
-0.032876211,-914.2914582
-0.035029313,-928.3755371
-0.035029313,-893.1653397
-0.033538704,-787.5347477
-0.030723109,-632.6098793
-0.027741891,-456.5588925
-0.02409818,-259.3817872
-0.019791976,-69.24672148
-0.016479511,89.19916665
-0.012421742,226.5189364
-0.008612408,346.2336074
-0.005217132,420.1750218
-0.000828116,522.2845942
0.003892146,592.7049889
0.008695219,663.1253836
0.016727946,740.5878178
0.024926296,839.1763704
0.028652818,860.3024889
0.031551225,884.949627
0.03386995,899.033706
