Total story drift angle (rad),Force in the actuator (kN)
-0.000206734,-46.74509804
0.000482379,63.43977591
-6.89113E-05,-45.07563025
0.000482379,65.1092437
-0.000206734,-45.91036415
0.000620201,65.94397759
6.89113E-05,-48.41456583
0.000482379,64.2745098
-6.89113E-05,-48.41456583
0.001033669,125.210084
-0.000758024,-102.6722689
0.000895846,123.5406162
-0.000895846,-102.6722689
0.001171492,124.3753501
-0.000758024,-103.5070028
0.001033669,124.3753501
-0.000895846,-102.6722689
0.001171492,123.5406162
-0.000620201,-102.6722689
0.001033669,124.3753501
-0.000620201,-102.6722689
0.001171492,164.442577
-0.001033669,-133.557423
0.001171492,162.7731092
-0.001171492,-131.8879552
0.001171492,165.2773109
-0.001033669,-135.2268908
0.001171492,163.6078431
-0.001033669,-133.557423
0.001309314,165.2773109
-0.001033669,-133.557423
0.001033669,166.1120448
-0.000895846,-134.3921569
0.001309314,222.0392157
-0.002687539,-169.4509804
0.001447137,223.7086835
-0.002549717,-169.4509804
0.001309314,220.3697479
-0.002687539,-169.4509804
0.001309314,222.0392157
-0.002687539,-169.4509804
0.001584959,219.535014
0.002274072,227.8823529
0.002549717,232.0560224
0.003101007,237.8991597
0.003652297,241.2380952
0.004065765,244.5770308
0.004617055,247.0812325
0.005719635,245.4117647
0.006408748,242.0728291
0.006408748,237.8991597
0.006270925,230.3865546
0.006270925,216.1960784
0.006270925,201.1708683
0.006270925,186.9803922
0.006408748,50.08403361
0.006408748,43.40616246
0.006408748,35.05882353
0.00654657,25.04201681
0.006408748,14.19047619
0.006408748,7.512605042
0.006133103,-1.669467787
0.006133103,-10.01680672
0.005581812,-25.8767507
0.0048927,-44.24089636
0.004203587,-58.43137255
0.003514475,-75.96078431
0.002825362,-93.49019608
0.001998427,-109.3501401
0.000758024,-124.3753501
-0.000206734,-138.5658263
-0.001033669,-143.5742297
-0.001998427,-154.4257703
-0.003376652,-164.442577
-0.0048927,-172.789916
-0.006822215,-183.6414566
-0.007924795,-186.1456583
-0.007786973,-176.1288515
-0.007786973,-163.6078431
-0.007235683,-100.1680672
-0.006408748,-16.69467787
-0.006133103,0.834733894
-0.005857458,11.68627451
-0.005719635,20.86834734
-0.00544399,27.54621849
-0.00544399,32.55462185
-0.00544399,38.3977591
-0.004065765,80.96918768
-0.003514475,91.82072829
-0.002825362,109.3501401
-0.002136249,122.7058824
-0.001447137,138.5658263
-0.000620201,155.2605042
-0.000344556,161.9383754
0.000206734,174.4593838
0.000758024,186.9803922
0.001447137,198.6666667
0.001998427,207.8487395
0.002687539,218.7002801
0.00379012,224.5434174
0.004203587,233.7254902
0.004754877,237.0644258
0.0048927,239.5686275
0.00544399,238.7338936
0.006270925,237.0644258
0.006684393,230.3865546
0.006684393,222.0392157
0.006684393,210.3529412
0.00544399,62.60504202
0.005306167,35.05882353
0.0048927,18.36414566
0.004617055,0
0.003514475,-45.91036415
0.002411894,-65.94397759
0.001309314,-90.1512605
0.000620201,-111.0196078
-0.000206734,-122.7058824
-0.001860604,-142.7394958
-0.003376652,-161.1036415
-0.004754877,-168.6162465
-0.006270925,-176.1288515
-0.007373505,-181.1372549
-0.00764915,-162.7731092
-0.007511328,-146.0784314
-0.007373505,-122.7058824
-0.006822215,-77.6302521
-0.006133103,-38.3977591
-0.005857458,-6.677871148
-0.005581812,2.504201681
-0.00544399,10.01680672
-0.005306167,15.85994398
-0.005168345,25.04201681
-0.005030522,37.56302521
-0.004479232,46.74509804
-0.004065765,64.2745098
-0.003514475,82.63865546
-0.002687539,97.66386555
-0.001722782,120.2016807
-0.000895846,139.4005602
0.000206734,161.9383754
0.001171492,182.8067227
0.001722782,196.162465
