Total story drift angle (rad),Force in the actuator (kN)
-4.13E-06,13.02084819
-5.40E-06,13.05214527
4.41E-05,22.00311118
0.000132936,24.06871867
0.000214159,25.79005824
0.000300459,26.07173199
0.000385489,28.88846944
0.000466712,32.11206895
0.000554281,37.43257294
0.000635504,43.12864184
0.000723073,47.8857982
0.000804296,53.51927282
0.000888058,59.05885607
0.000975627,64.53584515
0.001059388,70.57618152
0.00114188,75.61501134
0.001226911,81.68664464
0.001308134,87.16363341
0.001393165,92.73451332
0.001475657,98.64966103
0.001559418,105.0029677
0.00164318,110.2295796
0.00172821,116.7393716
0.001808164,122.1537657
0.001895733,128.3505867
0.001976956,134.4848135
0.002063256,139.9930987
0.00214321,146.3464049
0.002225702,152.0737694
0.002310733,158.3331842
0.002391956,164.1544399
0.002478256,169.756616
0.002560748,175.9221393
0.002645778,181.9624743
0.002727002,187.2829765
0.002812032,193.6675791
0.002893255,199.0506754
0.002982093,205.1849013
0.003059509,211.1313447
0.003148347,216.5457379
0.003225763,222.7425578
0.003313332,228.4386244
0.003393286,234.4789589
0.003482124,240.2689166
0.003560808,245.8397948
0.003649646,251.6297525
0.003727062,257.6074925
0.003763866,255.510589
0.003762597,253.8831414
0.003763866,253.5388737
0.003762597,253.3510912
0.00375879,253.3510912
0.00375879,253.4136854
0.003757521,253.5388737
0.003757521,253.6014678
0.003754983,253.7579531
0.003756252,253.6640619
0.003752444,253.6640619
0.003749906,253.5701707
0.003753714,253.4449825
0.003706756,243.3360294
0.003624264,232.75762
0.003535426,224.3074113
0.003454203,216.9838969
0.003364096,209.910759
0.003281604,203.6826419
0.003197842,197.2980394
0.003112812,191.8836461
0.00302905,185.2173697
0.002942751,179.8029763
0.002861528,173.3870764
0.002773959,167.221553
0.002695274,161.4941886
0.002607705,155.1408827
0.002525213,149.5700035
0.002436375,143.467074
0.002356421,137.0511737
0.002268852,131.6054826
0.002187629,125.7216324
0.00210006,119.4622172
0.002021375,113.7035551
0.001935076,107.3502485
0.001851314,102.1862308
0.001767553,95.89551821
0.001683791,89.35442889
0.00160003,83.84614311
0.001517538,78.02488641
0.001431238,72.36011508
0.001350015,66.22588743
0.001267522,59.90387726
0.001181223,55.08412684
0.001103807,49.35676103
0.001016238,43.12864184
0.000933746,37.77684084
0.000848715,31.95558354
0.000767492,26.82286198
0.000682462,20.56344535
0.000602507,15.27423823
0.000514939,10.48578437
0.000432446,4.508041253
0.000347416,-0.530789407
0.000264924,-4.724598829
0.000181162,-10.42066841
9.99E-05,-14.39539833
1.49E-05,-16.71138272
-6.63E-05,-18.65180208
-0.000155153,-19.5281205
-0.000232569,-22.21966996
-0.000321406,-25.69364662
-0.00040263,-28.41649321
-0.00048766,-33.14235342
-0.000567614,-38.80712634
-0.000655183,-44.22152264
-0.000736406,-49.85499864
-0.000821437,-55.80144564
-0.00090266,-61.43492181
-0.000982614,-66.88061556
-0.001070183,-72.70187444
-0.001150137,-78.89869858
-0.001236437,-83.84363907
-0.001316391,-90.22824595
-0.00140269,-95.73653432
-0.001483914,-101.5577937
-0.001570213,-107.7546183
-0.001652706,-113.0438273
-0.001735198,-119.3345434
-0.00181769,-125.2809916
-0.00190399,-131.3839254
-0.001982675,-137.2051853
-0.002071513,-142.9325542
-0.002150198,-149.0980825
-0.00223269,-155.4513935
-0.002313913,-161.0535742
-0.002401482,-167.1252115
-0.002480167,-173.0716606
-0.002563929,-179.3623779
-0.002646421,-185.4340156
-0.002735259,-190.7232258
-0.002815213,-196.7009724
-0.002901513,-202.7726105
-0.002982736,-208.8442486
-0.003067766,-214.8845898
-0.00314899,-219.9860179
-0.003232751,-226.4019246
-0.003315243,-232.692643
-0.003396467,-238.0131512
-0.003482766,-244.2099785
-0.003563989,-250.0938348
-0.00364902,-256.447148
-0.003728974,-262.4248959
-0.003767047,-260.484475
-0.003765778,-259.1386994
-0.003769586,-258.6066485
-0.003769586,-258.8570254
-0.003765778,-258.8257283
-0.003761971,-258.6692427
-0.003761971,-258.48146
-0.00376324,-258.3875687
-0.003760702,-258.4188658
-0.003758164,-258.5440543
-0.003755625,-258.5440543
-0.003748011,-255.9463942
-0.003669326,-242.6451231
-0.003581757,-232.6300488
-0.003496726,-224.8996635
-0.003409158,-217.8578148
-0.003326665,-212.2243359
-0.003242904,-205.9023208
-0.003156604,-199.7054943
-0.003072843,-193.226994
-0.002989081,-187.1866533
-0.00290532,-181.8035518
-0.00281902,-175.9196968
-0.002739066,-169.2847115
-0.002648959,-163.0878857
-0.002569005,-157.1101397
-0.002481436,-151.5392561
-0.002400213,-145.6554017
-0.002315182,-138.7700402
-0.002233959,-133.2930482
-0.002151467,-127.2214115
-0.002072782,-121.7131227
-0.001983944,-115.4537036
-0.001901452,-109.0690963
-0.001815152,-103.7798873
-0.001735198,-97.73954827
-0.001648898,-91.88699184
-0.001566406,-85.65887045
-0.001481375,-79.8063142
-0.001398883,-74.48580867
-0.001316391,-68.75844098
-0.001232629,-62.12345781
-0.001147599,-56.89684378
-0.001066376,-50.82520843
-0.000983883,-45.53600036
-0.000897584,-39.05750305
-0.00081636,-32.98586798
-0.000728792,-27.94703689
-0.000651376,-22.72042335
-0.000565076,-16.24192642
-0.000486391,-11.76644311
-0.000397553,-6.852800643
-0.000315061,-0.875057343
-0.00023003,3.63172288
-0.000148807,8.107205971
-6.25E-05,12.9895511
4.76E-06,14.61699946
8.56E-06,12.64528318
6.02E-06,12.61398609
1.11E-05,12.8017686
3.49E-06,12.58268901
3.49E-06,12.67658026
3.49E-06,12.67658026
4.76E-06,12.77047151
9.48E-07,12.8017686
-3.21E-07,12.73917443
-1.59E-06,12.83306568
5.04E-05,19.49934451
0.000138012,22.66034993
0.000221774,23.38018285
0.000301728,24.25650117
0.000389297,26.85415906
0.000471789,31.01667106
0.000556819,35.27307427
0.000638043,40.46838989
0.000725611,45.97667625
0.000808104,51.42236839
0.000895672,56.89935752
0.000978165,61.9068904
0.001060657,67.91592975
0.00114188,73.92496906
0.001229449,78.83861049
0.001309403,85.00413498
0.001393165,90.66890618
0.001478195,96.83443054
0.001563226,102.4992016
0.001644449,108.2265667
0.001732018,114.2981996
0.001811972,120.4324265
0.001898271,125.8155236
0.001979494,132.2314241
0.002065794,138.05268
0.002144479,144.1869067
0.00222951,150.2585391
0.00231454,155.7355271
0.002395763,162.1827243
0.002480794,168.1604652
0.002560748,174.3885827
0.002649586,180.3976207
0.00272954,185.9684995
0.002812032,192.5095875
0.002897063,198.2682486
0.002980824,204.8719306
0.003063316,210.9122652
0.003149616,216.5457379
0.003228301,223.305905
0.00331587,229.1584571
0.003398362,235.6995445
0.003483393,241.7085818
0.003564616,247.3733512
0.003650915,254.1335179
0.003732139,259.7356931
0.003761328,258.1395427
0.003762597,256.2617186
0.003761328,256.4807981
0.003761328,256.6685805
0.003757521,256.6059863
0.003757521,256.7937687
0.00375879,256.8250658
0.00375879,256.8250658
0.003757521,256.88766
0.003748637,256.88766
0.003753714,257.0128482
0.003753714,257.0128482
0.003751175,257.0128482
0.003739753,253.7892502
0.003657261,240.3002137
0.003576038,231.4431431
0.003489738,223.6501728
0.0034009,216.4831438
0.003320946,209.5664912
0.003230839,203.6200478
0.003148347,197.2041482
0.003062047,191.6332695
0.002980824,185.0921815
0.002893255,179.7090851
0.002810763,173.2931852
0.002723194,167.1589589
0.002641971,161.3690003
0.002556941,155.266071
0.002473179,149.4761123
0.002389418,143.467074
0.002303118,137.0198766
0.002223164,131.6680767
0.002136864,125.6590382
0.002055641,119.4622172
