Total story drift angle (rad),Force in the actuator (kN)
-1.49E-04,4.748991032
0.006625156,930.8022423
-0.008119552,-783.5835203
0.006425903,921.3042602
-0.007920299,-778.8345293
0.006425903,935.5512333
-0.007820672,-759.8385651
-0.009016189,-859.5673768
-0.010809465,-916.5552692
-0.012403487,-973.5431616
-0.014097136,-1016.284081
-0.014993773,-1021.033072
-0.016986301,-1049.527018
-0.017185554,-1021.033072
-0.017085928,-959.2961885
-0.01618929,-878.5633409
-0.013200498,-555.6319507
-0.010211706,-218.4535875
-0.008019925,-4.748991032
-0.005230386,284.9394619
-0.002141968,569.8789238
6.48E-04,764.5875562
0.003337484,907.0572871
0.006924035,1082.769955
0.008219178,1154.004821
0.008816936,1177.749776
0.009713574,1196.74574
0.010311333,1187.247758
0.011407223,1187.247758
0.013897883,1187.247758
0.015392279,1073.271973
0.013399751,797.8304934
0.011008717,484.3970853
0.006924035,14.2469731
0.003138232,-318.1823991
8.47E-04,-508.1420404
-1.49E-04,-584.1258969
-0.002739726,-717.0976458
-0.004931507,-816.8264575
-0.007721046,-911.8062781
-0.011307597,-997.2881167
-0.014396015,-1068.522982
-0.016488169,-1101.765919
-0.017185554,-1106.51491
-0.017384807,-1044.778027
-0.015890411,-935.5512333
-0.014196762,-736.09361
-0.011407223,-446.405157
-0.007123288,-9.497982064
-0.002739726,417.9112108
-7.47E-04,574.6279149
0.001643836,712.3486548
0.005031133,888.061323
0.008019925,992.5391257
0.010709838,1092.267937
0.012702366,1149.25583
0.014595268,1201.494731
0.015691158,1220.490695
0.015591532,1158.753812
0.013897883,964.0451795
0.010809465,531.8869956
0.007023661,99.72881167
0.005529265,-18.99596413
0.003835616,-185.2106502
7.47E-04,-451.154148
-0.001544209,-612.6198431
-0.003337484,-717.0976458
-0.00622665,-840.5714127
-0.008617684,-916.5552692
-0.010610212,-978.2921526
-0.013798257,-1054.276009
-0.016388543,-1097.016928
-0.017285181,-1097.016928
-0.017285181,-1035.280045
-0.015890411,-930.8022423
-0.014097136,-750.3405831
-0.011606476,-441.656166
-0.00732254,0
-0.002839352,417.9112108
-8.47E-04,579.3769059
0.001344956,717.0976458
0.00483188,892.810314
0.008119552,1011.53509
0.012104608,1144.506839
0.014595268,1210.992713
0.015392279,1220.490695
0.015491905,1149.25583
0.010809465,531.8869956
0.006724782,85.48183858
0.00373599,-194.7086323
5.48E-04,-455.9031391
-0.001643836,-607.8708521
-0.004632628,-769.3365472
-0.008617684,-916.5552692
-0.012303861,-1025.782063
-0.017285181,-1130.259866
-0.021768369,-1173.000785
-0.024856787,-1196.74574
-0.026052304,-1196.74574
-0.026849315,-1177.749776
-0.026650062,-1097.016928
-0.024856787,-916.5552692
-0.021369863,-527.1380046
-0.015890411,4.748991032
-0.011506849,408.4132288
-0.008019925,655.3607624
-0.004134496,840.5714127
-2.49E-04,959.2961885
0.004732254,1073.271973
0.009613948,1163.502803
0.014794521,1239.486659
0.019576588,1286.97657
0.023462017,1320.219507
0.024358655,1320.219507
0.025255293,1320.219507
0.025354919,1263.231615
0.023462017,1021.033072
0.019875467,574.6279149
0.014396015,-4.748991032
0.010211706,-379.9192826
0.006924035,-593.623879
0.004433375,-721.8466369
0.002042341,-821.5754485
4.98E-05,-888.061323
-0.008119552,-1049.527018
-0.01120797,-1082.769955
-0.01618929,-1149.25583
-0.019775841,-1177.749776
-0.023561644,-1177.749776
-0.026351183,-1163.502803
-0.026948941,-1149.25583
-0.026948941,-1106.51491
-0.026450809,-1040.029036
-0.025255293,-926.0532512
-0.016089664,-4.748991032
-0.010510585,451.154148
-0.007422167,650.6117714
-0.004533001,783.5835203
-6.48E-04,921.3042602
0.00622665,1073.271973
0.011805729,1173.000785
0.015890411,1234.737668
0.016687422,1234.737668
0.018480697,1263.231615
0.022963885,1301.223543
0.024358655,1310.721525
0.025354919,1296.474552
0.02505604,1229.988677
0.014495641,4.748991032
0.009115816,-451.154148
0.005330012,-674.3567265
0.001444583,-831.0734306
-0.00513076,-987.7901347
-0.012204234,-1097.016928
-0.01758406,-1135.008857
-0.020473225,-1139.757848
-0.024059776,-1111.263901
-0.032727273,-1049.527018
-0.036214197,-1025.782063
-0.036712329,-987.7901347
-0.035118306,-797.8304934
-0.026550436,-9.497982064
-0.022067248,327.6803812
-0.01867995,536.6359866
-0.014694894,693.3526907
-0.008318804,888.061323
-0.002938979,983.0411436
0.001643836,1059.025
0.006326276,1120.761884
0.012901619,1220.490695
0.017085928,1296.474552
0.020672478,1324.968498
0.023860523,1353.462444
0.029339975,1348.713453
0.032727273,1329.717489
0.034520548,1310.721525
0.035716065,1296.474552
0.035915318,1225.239686
0.036014944,1187.247758
0.033823163,940.3002243
0.03003736,479.6480942
0.027247821,185.2106502
0.02505604,-9.497982064
0.021369863,-322.9313902
0.017285181,-579.3769059
0.014396015,-717.0976458
0.010909091,-835.8224216
0.006425903,-935.5512333
0.002540473,-992.5391257
-0.001843088,-1035.280045
-0.006625156,-1063.773991
-0.019875467,-1025.782063
-0.030635118,-973.5431616
-0.03501868,-954.5471974
-0.035417186,-930.8022423
-0.035516812,-892.810314
-0.033424658,-702.8506727
-0.02505604,-4.748991032
-0.021569116,270.6924888
-0.018580324,427.4091929
-0.01618929,536.6359866
-0.013499377,617.3688342
-0.009912827,702.8506727
-0.006127024,812.0774665
0.001145704,926.0532512
0.007222914,997.2881167
0.014595268,1073.271973
0.019676214,1092.267937
0.029838107,1144.506839
0.036014944,1144.506839
0.037210461,1139.757848
0.03750934,1097.016928
0.037210461,1035.280045
0.033325031,612.6198431
0.026650062,-9.497982064
