Chord Rotation [rads],Axial Shortening [mm]
0,0
2.700000e-03,-2.010000e+00
-2.400000e-03,-2.560000e+00
8.500000e-03,-2.200000e+00
-6.200000e-03,-3.300000e+00
7.400000e-03,-3.300000e+00
-6.200000e-03,-4.760000e+00
1.610000e-02,-5.460000e+00
-1.600000e-02,-6.960000e+00
1.620000e-02,-9.150000e+00
-1.580000e-02,-1.153000e+01
2.400000e-02,-1.245000e+01
-2.320000e-02,-1.629000e+01
2.400000e-02,-1.995000e+01
-2.310000e-02,-2.435000e+01
3.200000e-02,-2.654000e+01
-3.090000e-02,-3.322000e+01
3.160000e-02,-4.302000e+01
-3.100000e-02,-4.924000e+01
3.930000e-02,-5.913000e+01
-3.850000e-02,-6.773000e+01
3.340000e-02,-9.172000e+01
