Chord Rotation [rads],Axial Shortening [mm]
2.100000e-03,-3.970000e+00
-1.900000e-03,-4.270000e+00
7.200000e-03,-5.190000e+00
-7.000000e-03,-5.190000e+00
7.400000e-03,-6.110000e+00
-6.900000e-03,-7.480000e+00
1.370000e-02,-1.023000e+01
-1.330000e-02,-1.221000e+01
1.370000e-02,-1.466000e+01
-1.310000e-02,-1.725000e+01
1.950000e-02,-2.153000e+01
-1.930000e-02,-2.489000e+01
1.980000e-02,-2.931000e+01
-1.910000e-02,-3.420000e+01
2.580000e-02,-4.137000e+01
-2.520000e-02,-4.656000e+01
2.620000e-02,-5.344000e+01
-2.500000e-02,-6.015000e+01
3.230000e-02,-7.099000e+01
-3.130000e-02,-80
3.200000e-02,-8.412000e+01
-4.700000e-03,-8.595000e+01
