Chord Rotation [rads],Axial Shortening [mm]
0,0
0,-3.000000e-02
0,1.000000e-02
0,-1.000000e-02
0,0
0,0
0,0
0,0
0,-1.000000e-02
0,-1.000000e-02
0,0
0,-1.000000e-02
0,-1.000000e-02
0,-1.000000e-02
0,1.000000e-02
0,-2.000000e-02
0,-1.000000e-02
0,-1.000000e-02
0,1.000000e-02
0,-1.000000e-02
0,0
0,-1.000000e-02
0,0
0,-1.000000e-02
0,-1.000000e-02
0,0
0,0
0,-1.000000e-02
0,0
0,0
0,0
0,-1.000000e-02
0,-1.000000e-02
0,1.000000e-02
0,1.000000e-02
0,-1.000000e-02
0,-1.000000e-02
0,0
0,-1.000000e-02
0,-1.000000e-02
0,0
0,-1.000000e-02
0,1.000000e-02
0,0
0,-1.000000e-02
0,-2.000000e-02
0,0
0,0
0,-1.000000e-02
0,-2.000000e-02
0,-1.000000e-02
0,0
0,1.000000e-02
0,0
0,-1.000000e-02
0,1.000000e-02
0,-1.000000e-02
0,0
0,0
0,0
0,-1.000000e-02
0,0
0,-1.000000e-02
0,-1.000000e-02
0,0
0,-1.000000e-02
0,0
0,-1.000000e-02
0,0
0,0
0,0
0,-1.000000e-02
0,-1.000000e-02
0,0
0,0
0,0
0,-1.000000e-02
0,0
0,-1.000000e-02
0,-1.000000e-02
0,-1.000000e-02
0,-1.000000e-02
0,-1.000000e-02
0,-1.000000e-02
0,-1.000000e-02
0,0
0,0
0,-2.000000e-02
0,-1.000000e-02
0,0
0,-1.000000e-02
0,-2.000000e-02
0,0
0,-2.000000e-02
0,-1.000000e-02
0,-1.000000e-02
0,-1.000000e-02
0,-3.000000e-02
0,-1.000000e-02
0,0
0,-2.000000e-02
0,-1.000000e-02
0,-1.000000e-02
0,-1.000000e-02
0,0
0,-1.000000e-02
-1.000000e-04,-1.000000e-02
-1.000000e-04,-2.000000e-02
-1.000000e-04,-2.000000e-02
-1.000000e-04,-3.000000e-02
-1.000000e-04,-3.000000e-02
-1.000000e-04,-3.000000e-02
-1.000000e-04,-5.000000e-02
0,-4.000000e-02
0,-4.000000e-02
-1.000000e-04,-6.000000e-02
-1.000000e-04,-7.000000e-02
0,-8.000000e-02
-1.000000e-04,-1.200000e-01
-1.000000e-04,-1.300000e-01
-1.000000e-04,-1.300000e-01
0,-1.300000e-01
-1.000000e-04,-1.500000e-01
-1.000000e-04,-1.600000e-01
-1.000000e-04,-1.800000e-01
-1.000000e-04,-1.800000e-01
0,-1.700000e-01
0,-1.900000e-01
-1.000000e-04,-2.000000e-01
-1.000000e-04,-1.900000e-01
0,-1.900000e-01
-1.000000e-04,-2.100000e-01
-1.000000e-04,-2.300000e-01
-1.000000e-04,-2.300000e-01
-1.000000e-04,-2.500000e-01
-1.000000e-04,-2.500000e-01
0,-2.700000e-01
-1.000000e-04,-3.000000e-01
-1.000000e-04,-3.000000e-01
-1.000000e-04,-3.200000e-01
-1.000000e-04,-3.200000e-01
-1.000000e-04,-3.100000e-01
-1.000000e-04,-3.300000e-01
-1.000000e-04,-3.400000e-01
-1.000000e-04,-3.500000e-01
-1.000000e-04,-3.700000e-01
-1.000000e-04,-3.800000e-01
-1.000000e-04,-3.700000e-01
-1.000000e-04,-3.800000e-01
-1.000000e-04,-3.900000e-01
-1.000000e-04,-3.900000e-01
-1.000000e-04,-4.100000e-01
-1.000000e-04,-4.200000e-01
-1.000000e-04,-4.300000e-01
-1.000000e-04,-4.300000e-01
-1.000000e-04,-4.200000e-01
-1.000000e-04,-4.300000e-01
-1.000000e-04,-4.400000e-01
-1.000000e-04,-4.700000e-01
-1.000000e-04,-4.600000e-01
-1.000000e-04,-4.900000e-01
-1.000000e-04,-5.100000e-01
-1.000000e-04,-5.100000e-01
-1.000000e-04,-5.100000e-01
-1.000000e-04,-5.400000e-01
