type,section,h,b,t,h_over_t,b_over_t,r_o,r_i,wei,perim,area,a_vz,a_vy,i_y,r_y,s_y,z_y,i_z,r_z,s_z,z_z,j,c_w,,,,,,,,,,,,
SHS,HSS 3.5 x 3.5 x 3/16,88.9,88.9,4.7752,17.1,17.1,14.3,9.6,0.1,355.6,1445.2,712.2,712.2,1685737.3,34.0,37854.1,45228.3,1685737.3,34.0,37854.1,45228.3,2730478.2,62762.5,,,,,,,,,,,,
SHS,HSS 3.5 x 3.5 x 0.134,88.9,88.9,3.4036,25,25,10.2,6.8,0.1,355.6,1064.5,535.7,535.7,1286155.1,34.8,29005.1,33921.2,1286155.1,34.8,29005.1,33921.2,2039534.0,46539.3,,,,,,,,,,,,
SHS,HSS 3.5 x 3.5 x 1/8,88.9,88.9,3.175,27.2,27.2,9.5,6.4,0.1,355.6,993.5,504.0,504.0,1207071.1,34.8,27202.5,31627.0,1207071.1,34.8,27202.5,31627.0,1906339.9,43425.7,,,,,,,,,,,,
SHS,HSS 3.5 x 3.5 x .120,88.9,88.9,3.048,28.3,28.3,9.1,6.1,0.1,355.6,961.3,486.2,486.2,1169610.3,34.8,26383.2,30643.8,1169610.3,34.8,26383.2,30643.8,1843905.2,42114.8,,,,,,,,,,,,
SHS,HSS 3 x 3 x 3/8,76.2,76.2,9.525,5.6,5.6,28.6,19.1,0.2,304.8,2187.1,907.3,907.3,1573354.8,26.9,41295.4,53258.0,1573354.8,26.9,41295.4,53258.0,2763776.7,77674.7,,,,,,,,,,,,
SHS,HSS 3 x 3 x 5/16,76.2,76.2,7.9502,7.3,7.3,23.9,15.9,0.2,304.8,1896.8,832.4,832.4,1435998.4,27.4,37690.2,47522.5,1435998.4,27.4,37690.2,47522.5,2472414.7,68497.9,,,,,,,,,,,,
SHS,HSS 3 x 3 x 1/4,76.2,76.2,6.35,9.9,9.9,19.1,12.7,0.1,304.8,1574.2,725.8,725.8,1257018.9,28.2,32938.0,40639.9,1257018.9,28.2,32938.0,40639.9,2114455.6,57682.5,,,,,,,,,,,,
SHS,HSS 3 x 3 x .238,76.2,76.2,6.0452,10.6,10.6,18.1,12.1,0.1,304.8,1503.2,702.0,702.0,1215395.8,28.4,31954.8,39001.2,1215395.8,28.4,31954.8,39001.2,2031209.4,55224.4,,,,,,,,,,,,
SHS,HSS 3 x 3 x 3/16,76.2,76.2,4.7752,14.2,14.2,14.3,9.6,0.1,304.8,1219.4,590.9,590.9,1023929.3,29.0,26874.8,32282.5,1023929.3,29.0,26874.8,32282.5,1677412.6,45228.3,,,,,,,,,,,,
SHS,HSS 3 x 3 x .134,76.2,76.2,3.4036,21,21,10.2,6.8,0.1,304.8,903.2,449.2,449.2,790839.7,29.5,20811.6,24416.7,790839.7,29.5,20811.6,24416.7,1261181.2,33757.4,,,,,,,,,,,,
SHS,HSS 3 x 3 x 1/8,76.2,76.2,3.175,22.9,22.9,9.5,6.4,0.1,304.8,838.7,423.4,423.4,740891.9,29.7,19500.6,22941.9,740891.9,29.7,19500.6,22941.9,1182097.2,31463.2,,,,,,,,,,,,
SHS,HSS 3 x 3 x .120,76.2,76.2,3.048,23.8,23.8,9.1,6.1,0.1,304.8,812.9,408.8,408.8,720080.4,29.7,18845.1,22122.5,720080.4,29.7,18845.1,22122.5,1144636.4,30479.9,,,,,,,,,,,,
SHS,HSS 2.5 x 2.5 x 5/16,63.5,63.5,7.9502,5.6,5.6,23.9,15.9,0.1,254.0,1516.1,630.4,630.4,757541.2,22.4,23925.1,30807.7,757541.2,22.4,23925.1,30807.7,1331940.6,44900.6,,,,,,,,,,,,
SHS,HSS 2.5 x 2.5 x 1/4,63.5,63.5,6.35,7.7,7.7,19.1,12.7,0.1,254.0,1271.0,564.5,564.5,678457.2,23.1,21303.2,26710.9,678457.2,23.1,21303.2,26710.9,1161285.7,38509.6,,,,,,,,,,,,
SHS,HSS 2.5 x 2.5 x .238,63.5,63.5,6.0452,8.3,8.3,18.1,12.1,0.1,254.0,1219.4,548.5,548.5,657645.7,23.2,20647.7,25891.6,657645.7,23.2,20647.7,25891.6,1119662.5,36870.9,,,,,,,,,,,,
SHS,HSS 2.5 x 2.5 x 3/16,63.5,63.5,4.7752,11.4,11.4,14.3,9.6,0.1,254.0,993.5,469.6,469.6,561912.4,23.8,17698.0,21630.9,561912.4,23.8,17698.0,21630.9,936520.7,30479.9,,,,,,,,,,,,
SHS,HSS 2.5 x 2.5 x .134,63.5,63.5,3.4036,17,17,10.2,6.8,0.1,254.0,741.9,362.8,362.8,441205.3,24.4,13929.0,16550.9,441205.3,24.4,13929.0,16550.9,711755.7,22941.9,,,,,,,,,,,,
SHS,HSS 2.5 x 2.5 x 1/8,63.5,63.5,3.175,18.6,18.6,9.5,6.4,0.1,254.0,690.3,342.7,342.7,415399.0,24.5,13076.9,15518.5,415399.0,24.5,13076.9,15518.5,670132.6,21467.1,,,,,,,,,,,,
SHS,HSS 2.5 x 2.5 x .120,63.5,63.5,3.048,19.3,19.3,9.1,6.1,0.1,254.0,671.0,331.4,331.4,403744.5,24.5,12716.4,15059.7,403744.5,24.5,12716.4,15059.7,649321.0,20811.6,,,,,,,,,,,,
SHS,HSS 2.5 x 2.5 x .083,63.5,63.5,2.1082,29.5,29.5,6.3,4.2,0.0,254.0,471.0,241.1,241.1,294691.8,25.0,9275.1,10799.1,294691.8,25.0,9275.1,10799.1,462016.9,14748.4,,,,,,,,,,,,
SHS,HSS 2.125 x 2.125 x 3/16,53.975,53.975,4.7752,9.1,9.1,14.3,9.6,0.1,215.9,832.3,378.7,378.7,328406.6,19.9,12175.6,15076.1,328406.6,19.9,12175.6,15076.1,553587.8,21467.1,,,,,,,,,,,,
SHS,HSS 2.125 x 2.125 x .134,53.975,53.975,3.4036,14,14,10.2,6.8,0.1,215.9,619.4,297.9,297.9,260560.9,20.5,9652.0,11618.4,260560.9,20.5,9652.0,11618.4,428718.4,16223.2,,,,,,,,,,,,
SHS,HSS 2.125 x 2.125 x 1/8,53.975,53.975,3.175,15.3,15.3,9.5,6.4,0.0,215.9,580.6,282.3,282.3,246409.0,20.6,9127.6,10930.2,246409.0,20.6,9127.6,10930.2,399582.2,15240.0,,,,,,,,,,,,
SHS,HSS 2 x 2 x 1/4,50.8,50.8,6.35,5.6,5.6,19.1,12.7,0.1,203.2,974.2,403.2,403.2,310924.9,17.9,12241.1,15797.1,310924.9,17.9,12241.1,15797.1,545263.2,23105.8,,,,,,,,,,,,
SHS,HSS 2 x 2 x 3/16,50.8,50.8,4.7752,8.5,8.5,14.3,9.6,0.1,203.2,767.7,348.3,348.3,266804.3,18.6,10504.1,13060.5,266804.3,18.6,10504.1,13060.5,453692.3,18681.3,,,,,,,,,,,,
SHS,HSS 2 x 2 x .134,50.8,50.8,3.4036,13,13,10.2,6.8,0.0,203.2,580.6,276.3,276.3,213943.0,19.2,8423.0,10176.4,213943.0,19.2,8423.0,10176.4,353796.7,14256.7,,,,,,,,,,,,
SHS,HSS 2 x 2 x 1/8,50.8,50.8,3.175,14.2,14.2,9.5,6.4,0.0,203.2,541.9,262.1,262.1,202288.5,19.3,7964.1,9570.0,202288.5,19.3,7964.1,9570.0,331320.2,13388.2,,,,,,,,,,,,
SHS,HSS 2 x 2 x .120,50.8,50.8,3.048,14.9,14.9,9.1,6.1,0.0,203.2,522.6,253.9,253.9,196877.5,19.4,7751.1,9307.9,196877.5,19.4,7751.1,9307.9,321746.9,12994.9,,,,,,,,,,,,
SHS,HSS 2 x 2 x .100,50.8,50.8,2.54,18.5,18.5,7.6,5.1,0.0,203.2,445.2,219.4,219.4,170654.9,19.6,6718.7,7964.1,170654.9,19.6,6718.7,7964.1,274712.7,11028.5,,,,,,,,,,,,
SHS,HSS 2 x 2 x .083,50.8,50.8,2.1082,23,23,6.3,4.2,0.0,203.2,374.2,187.5,187.5,146097.2,19.8,5751.9,6751.5,146097.2,19.8,5751.9,6751.5,232673.4,9307.9,,,,,,,,,,,,
SHS,HSS 2 x 2 x .065,50.8,50.8,1.651,30.3,30.3,5.0,3.3,0.0,203.2,296.8,151.4,151.4,117793.5,19.9,4637.5,5407.7,117793.5,19.9,4637.5,5407.7,185223.0,7390.6,,,,,,,,,,,,
SHS,HSS 1.5 x 1.5 x 1/4,38.1,38.1,6.35,3.4,3.4,19.1,12.7,0.1,152.4,671.0,241.9,241.9,108220.2,12.7,5686.3,7685.5,108220.2,12.7,5686.3,7685.5,195628.8,11454.6,,,,,,,,,,,,
SHS,HSS 1.5 x 1.5 x 3/16,38.1,38.1,4.7752,5.6,5.6,14.3,9.6,0.0,152.4,541.9,227.1,227.1,98230.6,13.5,5161.9,6653.1,98230.6,13.5,5161.9,6653.1,172319.8,9701.1,,,,,,,,,,,,
SHS,HSS 1.5 x 1.5 x .134,38.1,38.1,3.4036,9,9,10.2,6.8,0.0,152.4,419.4,189.8,189.8,81997.6,14.0,4309.8,5342.2,81997.6,14.0,4309.8,5342.2,139021.3,7620.0,,,,,,,,,,,,
SHS,HSS 1.5 x 1.5 x 1/8,38.1,38.1,3.175,9.9,9.9,9.5,6.4,0.0,152.4,393.5,181.5,181.5,78251.5,14.1,4113.2,5063.6,78251.5,14.1,4113.2,5063.6,131529.1,7177.5,,,,,,,,,,,,
SHS,HSS 1.5 x 1.5 x 0.120,38.1,38.1,3.048,10.4,10.4,9.1,6.1,0.0,152.4,380.6,176.5,176.5,76586.6,14.2,4014.8,4932.5,76586.6,14.2,4014.8,4932.5,128199.3,6980.9,,,,,,,,,,,,
SHS,HSS 1.5 x 1.5 x 0.100,38.1,38.1,2.54,13.1,13.1,7.6,5.1,0.0,152.4,322.6,154.8,154.8,67429.5,14.5,3539.6,4260.6,67429.5,14.5,3539.6,4260.6,110717.6,5981.3,,,,,,,,,,,,
SHS,HSS 1.5 x 1.5 x 0.083,38.1,38.1,2.1082,16.5,16.5,6.3,4.2,0.0,152.4,271.0,134.0,134.0,58272.4,14.7,3064.4,3654.3,58272.4,14.7,3064.4,3654.3,94484.5,5080.0,,,,,,,,,,,,
SHS,HSS 1.5 x 1.5 x 0.065,38.1,38.1,1.651,22,22,5.0,3.3,0.0,152.4,219.4,109.5,109.5,47866.6,14.8,2507.2,2949.7,47866.6,14.8,2507.2,2949.7,76170.4,4064.0,,,,,,,,,,,,
SHS,HSS 1.25 x 1.25 x 1/8,31.75,31.75,3.175,7.8,7.8,9.5,6.4,0.0,127.0,316.1,141.1,141.1,42455.6,11.6,2671.1,3343.0,42455.6,11.6,2671.1,3343.0,72424.3,4785.0,,,,,,,,,,,,
SHS,HSS 1.25 x 1.25 x 0.120,31.75,31.75,3.048,8.2,8.2,9.1,6.1,0.0,127.0,309.7,137.8,137.8,41206.9,11.5,2589.2,3261.0,41206.9,11.5,2589.2,3261.0,70759.3,4670.3,,,,,,,,,,,,
SHS,HSS 1.25 x 1.25 x 0.100,31.75,31.75,2.54,10.4,10.4,7.6,5.1,0.0,127.0,264.5,122.6,122.6,37044.6,11.8,2327.0,2851.3,37044.6,11.8,2327.0,2851.3,61602.3,4031.2,,,,,,,,,,,,
SHS,HSS 1.25 x 1.25 x 0.083,31.75,31.75,2.1082,13.2,13.2,6.3,4.2,0.0,127.0,225.8,107.2,107.2,32466.1,12.0,2048.4,2458.1,32466.1,12.0,2048.4,2458.1,53277.6,3441.3,,,,,,,,,,,,
SHS,HSS 1.25 x 1.25 x 0.065,31.75,31.75,1.651,17.8,17.8,5.0,3.3,0.0,127.0,180.6,88.5,88.5,26638.8,12.1,1671.5,1999.2,26638.8,12.1,1671.5,1999.2,42871.8,2769.4,,,,,,,,,,,,
SHS,HSS 1 x 1 x 1/8,25.4,25.4,3.175,5.6,5.6,9.5,6.4,0.0,101.6,245.2,100.8,100.8,19562.9,8.9,1540.4,1966.4,19562.9,8.9,1540.4,1966.4,34131.0,2867.7,,,,,,,,,,,,
SHS,HSS 1 x 1 x 0.120,25.4,25.4,3.048,5.9,5.9,9.1,6.1,0.0,101.6,238.7,99.1,99.1,19146.6,9.0,1507.6,1933.7,19146.6,9.0,1507.6,1933.7,33298.5,2802.2,,,,,,,,,,,,
SHS,HSS 1 x 1 x 0.100,25.4,25.4,2.54,7.8,7.8,7.6,5.1,0.0,101.6,206.5,90.3,90.3,17481.7,9.2,1376.5,1704.3,17481.7,9.2,1376.5,1704.3,29552.4,2458.1,,,,,,,,,,,,
SHS,HSS 1 x 1 x 0.083,25.4,25.4,2.1082,10,10,6.3,4.2,0.0,101.6,174.2,80.4,80.4,15400.6,9.4,1212.6,1491.2,15400.6,9.4,1212.6,1491.2,25806.3,2113.9,,,,,,,,,,,,
SHS,HSS 1 x 1 x 0.065,25.4,25.4,1.651,13.7,13.7,5.0,3.3,0.0,101.6,141.9,67.5,67.5,12903.2,9.5,1016.0,1229.0,12903.2,9.5,1016.0,1229.0,21227.8,1720.6,,,,,,,,,,,,
SHS,HSS 0.75 x 0.75 x 0.120,19.05,19.05,3.048,3.7,3.7,9.1,6.1,0.0,76.2,161.3,60.4,60.4,6659.7,6.4,704.6,950.4,6659.7,6.4,704.6,950.4,12070.7,1409.3,,,,,,,,,,,,
SHS,HSS 0.75 x 0.75 x 0.083,19.05,19.05,2.1082,6.7,6.7,6.3,4.2,0.0,76.2,122.6,53.7,53.7,5827.2,6.9,606.3,770.2,5827.2,6.9,606.3,770.2,9989.6,1114.3,,,,,,,,,,,,
SHS,HSS 0.75 x 0.75 x 0.065,19.05,19.05,1.651,9.5,9.5,5.0,3.3,0.0,76.2,103.2,46.5,46.5,4994.8,7.0,524.4,655.5,4994.8,7.0,524.4,655.5,8324.6,917.7,,,,,,,,,,,,
SHS,HSS 0.5 x 0.5 x 0.065,12.7,12.7,1.651,5.3,5.3,5.0,3.3,0.0,50.8,64.5,25.6,25.6,1248.7,4.4,196.6,245.8,1248.7,4.4,196.6,245.8,2081.2,360.5,,,,,,,,,,,,
RHS,HSS 34 x 10 x 1,863.6,254,25.4,33.6,7.8,76.2,50.8,277.07,2235.2,49161.2,39999.9,9032.2,3995821685.8,285.0,9258691.2,12290298.0,557750110.3,106.4,4391733.2,5030828.6,1681574959.4,9094820.5,,,,,,,,,,,,
RHS,HSS 34 x 10 x 7/8,863.6,254,22.225,38.8,9.3,66.7,44.5,244.88,2235.2,43419.3,35423.3,8326.6,3579590260.2,287.0,8291854.4,10946558.8,503640025.0,107.7,3965669.5,4490055.5,1510920074.9,8095209.6,,,,,,,,,,,,
RHS,HSS 34 x 10 x 3/4,863.6,254,19.05,45.7,11.3,57.2,38.1,212,2235.2,37548.3,30725.7,7500.0,3142547263.3,289.3,7275856.4,9537271.2,445367625.4,109.0,3506831.7,3932895.4,1327778247.7,7062824.6,,,,,,,,,,,,
RHS,HSS 34 x 10 x 5/8,863.6,254,15.875,55.5,14.2,47.6,31.8,178.41,2235.2,31548.3,25907.2,6552.4,2676368066.6,291.3,6194310.2,8078822.6,384597837.3,110.5,3031606.8,3359348.1,1132149477.6,5981278.4,,,,,,,,,,,,
RHS,HSS 34 x 10 x 1/2,863.6,254,12.7,70.1,18.5,38.1,25.4,144.13,2235.2,25483.8,20967.7,5483.9,2189377298.7,293.1,5063602.8,6571212.7,318000809.2,111.8,2507220.8,2736639.7,928196079.1,4866958.0,,,,,,,,,,,,
RHS,HSS 30 x 10 x 1,762,254,25.4,29.3,7.8,76.2,50.8,249.85,2032.0,44322.5,34838.6,9032.2,2871996836.6,254.5,7538049.4,9930560.8,491153082.2,105.2,3867347.1,4473668.5,1440160732.6,7980500.2,,,,,,,,,,,,
RHS,HSS 30 x 10 x 7/8,762,254,22.225,33.9,9.3,66.7,44.5,221.06,2032.0,39225.7,30907.2,8326.6,2576472524.5,256.3,6767857.4,8849014.6,445367625.4,106.7,3506831.7,4014830.7,1294479733.6,7111985.8,,,,,,,,,,,,
RHS,HSS 30 x 10 x 3/4,762,254,19.05,40,11.3,57.2,38.1,191.58,2032.0,33935.4,26854.8,7500.0,2264298955.3,258.3,5948504.2,7718307.1,396252317.2,108.0,3113542.2,3523218.8,1136311791.9,6210697.3,,,,,,,,,,,,
RHS,HSS 30 x 10 x 5/8,762,254,15.875,48.6,14.2,47.6,31.8,161.4,2032.0,28580.6,22681.4,6552.4,1931313814.8,259.8,5063602.8,6554825.6,341309769.0,109.2,2687478.5,2998832.7,969819221.6,5260247.5,,,,,,,,,,,,
RHS,HSS 30 x 10 x 1/2,762,254,12.7,61.5,18.5,38.1,25.4,130.52,2032.0,23096.7,18387.1,5483.9,1585841731.5,262.1,4162314.3,5342182.9,282621138.0,110.7,2228640.7,2441672.5,795002022.9,4293410.8,,,,,,,,,,,,
RHS,HSS 30 x 10 x 3/8,762,254,9.525,83,25.7,28.6,19.1,98.94,2032.0,17483.8,13971.7,4294.3,1219558077.0,264.2,3195477.5,4080378.9,219353961.3,112.0,1720641.7,1884512.4,611860195.6,3277412.8,,,,,,,,,,,,
RHS,HSS 24 x 16 x 1,609.6,406.4,25.4,22.8,14.2,76.2,50.8,249.85,2032.0,44322.5,27096.7,16774.2,2218513498.4,223.8,7275856.4,8930949.9,1182097248.7,163.3,5817407.7,6751470.4,2509875496.4,10553269.2,,,,,,,,,,,,
RHS,HSS 24 x 16 x 7/8,609.6,406.4,22.225,26.5,16.7,66.7,44.5,221.06,2032.0,39225.7,24133.0,15100.8,1989586214.4,225.3,6522051.5,7947726.0,1061390135.3,164.6,5227473.4,6014052.5,2235162755.5,9357013.5,,,,,,,,,,,,
RHS,HSS 24 x 16 x 3/4,609.6,406.4,19.05,31.4,19.9,57.2,38.1,191.58,2032.0,33935.4,21048.3,13306.4,1748171987.5,227.1,5735472.4,6948115.1,936520707.6,166.1,4604765.0,5260247.5,1947963071.8,8127983.7,,,,,,,,,,,,
RHS,HSS 24 x 16 x 5/8,609.6,406.4,15.875,38.3,24.5,47.6,31.8,161.4,2032.0,28580.6,17842.7,11391.1,1490108503.6,228.3,4883345.1,5882956.0,799164337.2,167.1,3932895.4,4457281.4,1648276445.4,6866179.8,,,,,,,,,,,,
RHS,HSS 24 x 16 x 1/2,609.6,406.4,12.7,48.6,31.4,38.1,25.4,130.52,2032.0,23096.7,14516.1,9354.8,1219558077.0,229.9,3998443.6,4785022.7,656396958.2,168.7,3228251.6,3637928.2,1340265190.4,5571601.8,,,,,,,,,,,,
RHS,HSS 24 x 16 x 3/8,609.6,406.4,9.525,65.8,42.8,28.6,19.1,98.94,2032.0,17483.8,11068.5,7197.6,936520707.6,231.4,3080768.0,3654315.3,505721182.1,170.2,2490833.7,2769413.8,1023929307.0,4227862.5,,,,,,,,,,,,
RHS,HSS 24 x 12 x 1,609.6,304.8,25.4,22.8,9.9,76.2,50.8,222.63,1828.8,39548.3,27096.7,11612.9,1806444387.1,213.6,5932117.2,7521662.4,607697881.4,124.0,3982056.6,4621152.0,1510920074.9,7734694.2,,,,,,,,,,,,
RHS,HSS 24 x 12 x 7/8,609.6,304.8,22.225,26.5,11.7,66.7,44.5,197.24,1828.8,35032.2,24133.0,10584.7,1627464874.1,215.6,5342182.9,6718696.2,549425481.8,125.2,3605154.1,4129540.1,1352752133.2,6882566.9,,,,,,,,,,,,
RHS,HSS 24 x 12 x 3/4,609.6,304.8,19.05,31.4,14.2,57.2,38.1,171.16,1828.8,30387.0,21048.3,9435.5,1431836104.1,217.2,4703087.4,5882956.0,486990768.0,126.5,3195477.5,3621541.1,1186259563.0,5997665.4,,,,,,,,,,,,
RHS,HSS 24 x 12 x 5/8,609.6,304.8,15.875,38.3,17.7,47.6,31.8,144.39,1828.8,25548.3,17842.7,8165.3,1223720391.3,218.9,4014830.7,4981667.5,416231425.6,127.8,2736639.7,3080768.0,1011442364.2,5079989.8,,,,,,,,,,,,
RHS,HSS 24 x 12 x 1/2,609.6,304.8,12.7,48.6,22.8,38.1,25.4,116.91,1828.8,20709.6,14516.1,6774.2,1007280050.0,220.5,3310186.9,4063991.9,345055851.8,129.0,2261414.8,2523607.9,824138222.7,4129540.1,,,,,,,,,,,,
RHS,HSS 24 x 12 x 3/8,609.6,304.8,9.525,65.8,31.4,28.6,19.1,88.73,1828.8,15677.4,11068.5,5262.1,774190451.6,222.3,2539994.9,3113542.2,267220575.2,130.6,1753415.8,1933673.6,632671766.9,3146316.3,,,,,,,,,,,,
RHS,HSS 22 x 18 x 1,558.8,457.2,25.4,20.7,16.4,76.2,50.8,249.85,2032.0,44322.5,24516.1,19354.8,1964612328.8,210.6,7030050.5,8472112.1,1440160732.6,180.3,6292632.6,7390565.9,2684692695.1,10913784.6,,,,,,,,,,,,
RHS,HSS 22 x 18 x 7/8,558.8,457.2,22.225,24,19.1,66.7,44.5,221.06,2032.0,39225.7,21875.0,17358.8,1764821244.5,212.1,6309019.6,7554436.5,1294479733.6,181.6,5669924.1,6587599.7,2389168382.9,9684754.8,,,,,,,,,,,,
RHS,HSS 22 x 18 x 3/4,558.8,457.2,19.05,28.5,22.8,57.2,38.1,191.58,2032.0,33935.4,19112.9,15241.9,1548380903.2,213.6,5538827.6,6587599.7,1136311791.9,182.9,4965280.4,5751859.5,2081157128.0,8406563.8,,,,,,,,,,,,
RHS,HSS 22 x 18 x 5/8,558.8,457.2,15.875,34.9,28,47.6,31.8,161.4,2032.0,28580.6,16229.8,13004.0,1319453619.2,214.9,4719474.4,5587988.8,969819221.6,184.2,4244249.6,4866958.0,1760658930.3,7095598.7,,,,,,,,,,,,
RHS,HSS 22 x 18 x 1/2,558.8,457.2,12.7,44.3,35.7,38.1,25.4,130.52,2032.0,23096.7,13225.8,10645.1,1082201706.6,216.4,3867347.1,4539216.7,796666948.6,185.7,3490444.6,3965669.5,1431836104.1,5751859.5,,,,,,,,,,,,
RHS,HSS 22 x 18 x 3/8,558.8,457.2,9.525,60,48.6,28.6,19.1,98.94,2032.0,17483.8,10100.8,8165.3,832462851.2,218.2,2982445.6,3474057.6,612692658.5,187.2,2687478.5,3031606.8,1090526335.1,4375346.1,,,,,,,,,,,,
RHS,HSS 20 x 16 x 1,508,406.4,25.4,18.5,14.2,76.2,50.8,222.63,1828.8,39548.3,21935.4,16774.2,1423511475.6,189.7,5604375.9,6800631.6,1007280050.0,159.5,4965280.4,5833794.8,1918826872.0,8701531.0,,,,,,,,,,,,
RHS,HSS 20 x 16 x 7/8,508,406.4,22.225,21.6,16.7,66.7,44.5,197.24,1828.8,35032.2,19616.9,15100.8,1277830476.6,191.0,5030828.6,6063213.7,907384507.8,161.0,4473668.5,5211086.4,1710711159.2,7734694.2,,,,,,,,,,,,
RHS,HSS 20 x 16 x 3/4,508,406.4,19.05,25.7,19.9,57.2,38.1,171.16,1828.8,30387.0,17177.4,13306.4,1127987163.4,192.8,4440894.3,5309408.7,799164337.2,162.1,3932895.4,4555603.8,1494270817.9,6735083.3,,,,,,,,,,,,
RHS,HSS 20 x 16 x 5/8,508,406.4,15.875,31.4,24.5,47.6,31.8,144.39,1828.8,25548.3,14616.9,11391.1,965656907.4,194.3,3801798.8,4506442.6,682619538.0,163.6,3359348.1,3867347.1,1265343533.8,5686311.2,,,,,,,,,,,,
RHS,HSS 20 x 16 x 1/2,508,406.4,12.7,40,31.4,38.1,25.4,116.91,1828.8,20709.6,11935.5,9354.8,790839708.6,195.3,3113542.2,3670702.3,563161118.8,164.8,2769413.8,3162703.4,1032253935.5,4621152.0,,,,,,,,,,,,
RHS,HSS 20 x 16 x 3/8,508,406.4,9.525,54.3,42.8,28.6,19.1,88.73,1828.8,15677.4,9133.0,7197.6,611860195.6,197.6,2408898.4,2818575.0,434545608.3,166.4,2146705.4,2425285.5,786677394.4,3523218.8,,,,,,,,,,,,
RHS,HSS 20 x 12 x 1,508,304.8,25.4,18.5,9.9,76.2,50.8,195.4,1625.6,34709.6,21935.4,11612.9,1140474106.1,181.4,4490055.5,5637150.0,511964653.5,121.4,3359348.1,3949282.4,1173772620.2,6390955.0,,,,,,,,,,,,
RHS,HSS 20 x 12 x 7/8,508,304.8,22.225,21.6,11.7,66.7,44.5,173.43,1625.6,30774.1,19616.9,10584.7,1032253935.5,183.1,4063991.9,5047215.7,462016882.4,122.4,3031606.8,3539605.8,1053065506.8,5686311.2,,,,,,,,,,,,
RHS,HSS 20 x 12 x 3/4,508,304.8,19.05,25.7,14.2,57.2,38.1,150.75,1625.6,26774.1,17177.4,9435.5,911546822.1,184.4,3588767.0,4424507.3,411236648.5,124.0,2703865.6,3113542.2,924033764.8,4965280.4,,,,,,,,,,,,
RHS,HSS 20 x 12 x 5/8,508,304.8,15.875,31.4,17.7,47.6,31.8,127.37,1625.6,22580.6,14616.9,8165.3,782515080.1,186.2,3080768.0,3769024.7,354212943.2,125.2,2326963.1,2654704.4,786677394.4,4211475.4,,,,,,,,,,,,
RHS,HSS 20 x 12 x 1/2,508,304.8,12.7,40,22.8,38.1,25.4,103.3,1625.6,18258.0,11935.5,6774.2,645158709.7,188.0,2539994.9,3080768.0,293443155.0,126.7,1933673.6,2163092.4,640996395.4,3424896.4,,,,,,,,,,,,
RHS,HSS 20 x 12 x 3/8,508,304.8,9.525,54.3,31.4,28.6,19.1,78.52,1625.6,13870.9,9133.0,5262.1,499477710.7,189.7,1966447.7,2359737.2,227678589.8,128.0,1494500.2,1671480.5,491153082.2,2621930.2,,,,,,,,,,,,
RHS,HSS 20 x 12 x 5/16,508,304.8,7.9502,65.7,38.2,23.9,15.9,65.87,1625.6,11677.4,7698.2,4467.2,420393739.9,189.7,1655093.5,1999221.8,193131381.5,128.5,1266720.0,1406010.1,416231425.6,2195866.6,,,,,,,,,,,,
RHS,HSS 20 x 8 x 1,508,203.2,25.4,18.5,5.6,76.2,50.8,168.18,1422.4,29935.4,21935.4,6451.6,857436736.7,169.2,3375735.2,4473668.5,196461232.9,81.0,1933673.6,2302382.5,550257944.6,4063991.9,,,,,,,,,,,,
RHS,HSS 20 x 8 x 7/8,508,203.2,22.225,21.6,6.8,66.7,44.5,149.61,1422.4,26580.6,19616.9,6068.5,782515080.1,171.7,3080768.0,4031217.7,179811975.9,82.3,1769802.9,2079518.4,499061479.3,3637928.2,,,,,,,,,,,,
RHS,HSS 20 x 8 x 3/4,508,203.2,19.05,25.7,8.5,57.2,38.1,130.33,1422.4,23161.2,17177.4,5564.5,695106480.8,173.2,2736639.7,3539605.8,161497793.1,83.6,1589545.2,1840267.3,442870236.8,3195477.5,,,,,,,,,,,,
RHS,HSS 20 x 8 x 5/8,508,203.2,15.875,31.4,10.8,47.6,31.8,110.36,1422.4,19548.3,14616.9,4939.5,599373252.9,175.0,2359737.2,3031606.8,140686221.9,84.8,1384706.9,1579713.0,381267985.8,2736639.7,,,,,,,,,,,,
RHS,HSS 20 x 8 x 1/2,508,203.2,12.7,40,14.2,38.1,25.4,89.68,1422.4,15870.9,11935.5,4193.5,495315396.5,176.8,1950060.6,2490833.7,117793493.4,86.1,1160204.1,1302771.6,315087189.2,2245027.8,,,,,,,,,,,,
RHS,HSS 20 x 8 x 3/8,508,203.2,9.525,54.3,19.9,28.6,19.1,68.31,1422.4,12064.5,9133.0,3326.6,385430300.1,178.8,1517442.1,1917286.5,92403376.5,87.6,909482.1,1007804.4,243911615.4,1720641.7,,,,,,,,,,,,
RHS,HSS 20 x 8 x 5/16,508,203.2,7.9502,65.7,24.5,23.9,15.9,57.36,1422.4,10129.0,7698.2,2851.7,327157900.5,179.8,1288023.2,1615764.5,78667739.4,88.1,775108.1,852127.3,206450787.1,1446977.8,,,,,,,,,,,,
RHS,HSS 20 x 4 x 1/2,508,101.6,12.7,40,5.6,38.1,25.4,76.07,1219.2,13483.8,11935.5,1612.9,348801934.7,160.8,1373236.0,1884512.4,24432784.7,42.7,481779.7,557160.2,81165128.0,1045494.7,,,,,,,,,,,,
