type,section,h,b,t,h_over_t,b_over_t,r_o,r_i,wei,perim,area,a_vz,a_vy,i_y,r_y,s_y,z_y,i_z,r_z,s_z,z_z,j,c_w,,,,,,,,,,,,
RHS,HSS 20 x 4 x 3/8,508,101.6,9.525,54.3,8.5,28.6,19.1,58.1,1219.2,10322.6,9133.0,1391.1,273464046.6,162.8,1076630.1,1463364.8,19812615.9,43.7,390012.1,439173.3,64932102.4,817714.5,,,,,,,,,,,,
RHS,HSS 20 x 4 x 5/16,508,101.6,7.9502,65.7,10.7,23.9,15.9,48.86,1219.2,8645.1,7698.2,1236.2,233089598.3,164.1,917675.6,1238862.0,17148734.7,44.5,337573.5,375263.8,55775011.0,694811.5,,,,,,,,,,,,
RHS,HSS 20 x 4 x 1/4,508,101.6,6.35,82.8,14.2,19.1,12.7,39.43,1219.2,6967.7,6209.7,1048.4,190633992.9,165.4,750527.5,1007804.4,14276737.9,45.2,281857.5,306438.1,46201688.2,568631.1,,,,,,,,,,,,
RHS,HSS 18 x 6 x 5/8,457.2,152.4,15.875,28,7.3,47.6,31.8,93.34,1219.2,16580.6,13004.0,3326.6,384181605.8,152.1,1687867.6,2212253.6,65764565.2,63.0,863598.3,999610.9,192298918.6,1786190.0,,,,,,,,,,,,
RHS,HSS 18 x 6 x 1/2,457.2,152.4,12.7,35.7,9.9,38.1,25.4,76.07,1219.2,13483.8,10645.1,2903.2,320498197.7,154.2,1402732.7,1835351.2,55775011.0,64.3,732501.8,830824.1,161081561.7,1473197.1,,,,,,,,,,,,
RHS,HSS 18 x 6 x 3/8,457.2,152.4,9.525,48.6,14.2,28.6,19.1,58.1,1219.2,10322.6,8165.3,2358.9,250571318.2,155.7,1096294.6,1415842.3,44120531.1,65.3,578463.4,647289.0,125701890.5,1138900.9,,,,,,,,,,,,
RHS,HSS 18 x 6 x 5/16,457.2,152.4,7.9502,58.9,17.6,23.9,15.9,48.86,1219.2,8645.1,6890.4,2044.0,213526721.3,157.2,934062.6,1197894.4,38001929.2,66.3,498166.7,548966.6,106971476.4,961920.7,,,,,,,,,,,,
RHS,HSS 18 x 6 x 1/4,457.2,152.4,6.35,74.3,22.8,19.1,12.7,39.43,1219.2,6967.7,5564.5,1693.5,174400967.3,158.2,763637.2,973391.6,31258980.1,67.1,409676.6,447366.8,87408599.4,781663.0,,,,,,,,,,,,
RHS,HSS 16 x 12 x 1,406.4,304.8,25.4,14.2,9.9,76.2,50.8,168.18,1422.4,29935.4,16774.2,11612.9,653483338.2,147.8,3211864.5,3998443.6,416231425.6,117.9,2736639.7,3277412.8,844949794.0,5030828.6,,,,,,,,,,,,
RHS,HSS 16 x 12 x 7/8,406.4,304.8,22.225,16.7,11.7,66.7,44.5,149.61,1422.4,26580.6,15100.8,10584.7,595210938.6,149.6,2933284.5,3588767.0,378770597.3,119.4,2490833.7,2933284.5,761703508.8,4490055.5,,,,,,,,,,,,
RHS,HSS 16 x 12 x 3/4,406.4,304.8,19.05,19.9,14.2,57.2,38.1,130.33,1422.4,23161.2,13306.4,9435.5,528613910.5,151.1,2605543.2,3162703.4,337147454.7,120.7,2212253.6,2589156.1,670132595.2,3932895.4,,,,,,,,,,,,
RHS,HSS 16 x 12 x 5/8,406.4,304.8,15.875,24.5,17.7,47.6,31.8,110.36,1422.4,19548.3,11391.1,8165.3,453692253.9,152.4,2228640.7,2703865.6,291361997.9,122.2,1917286.5,2212253.6,570237053.1,3342961.1,,,,,,,,,,,,
RHS,HSS 16 x 12 x 1/2,406.4,304.8,12.7,31.4,22.8,38.1,25.4,89.68,1422.4,15870.9,9354.8,6774.2,376273208.7,153.9,1851738.2,2212253.6,241830458.3,123.4,1586267.8,1818964.1,466179196.7,2720252.6,,,,,,,,,,,,
RHS,HSS 16 x 12 x 3/8,406.4,304.8,9.525,42.8,31.4,28.6,19.1,68.31,1422.4,12064.5,7197.6,5262.1,292194460.8,155.7,1438784.2,1704254.7,188136604.4,125.0,1233945.9,1401094.0,358791488.9,2081157.1,,,,,,,,,,,,
RHS,HSS 16 x 12 x 5/16,406.4,304.8,7.9502,52,38.2,23.9,15.9,57.36,1422.4,10129.0,6082.7,4467.2,247657698.2,156.5,1219197.6,1437145.5,159832867.4,125.7,1048772.1,1183146.0,302600246.4,1753415.8,,,,,,,,,,,,
RHS,HSS 16 x 8 x 7/8,406.4,203.2,22.225,16.7,6.8,66.7,44.5,125.79,1219.2,22387.1,15100.8,6068.5,437042996.9,139.7,2146705.4,2785800.9,144848536.1,80.5,1425674.6,1704254.7,369613505.9,2884123.3,,,,,,,,,,,,
RHS,HSS 16 x 8 x 3/4,406.4,203.2,19.05,19.9,8.5,57.2,38.1,109.91,1219.2,19548.3,13306.4,5564.5,390841308.6,141.5,1917286.5,2458059.6,130696667.6,81.8,1286384.5,1505971.2,328822826.2,2539994.9,,,,,,,,,,,,
RHS,HSS 16 x 8 x 5/8,406.4,203.2,15.875,24.5,10.8,47.6,31.8,93.34,1219.2,16580.6,11391.1,4939.5,339228611.9,143.0,1671480.5,2113931.3,114047410.6,83.1,1122513.9,1297855.5,283453600.8,2163092.4,,,,,,,,,,,,
RHS,HSS 16 x 8 x 1/2,406.4,203.2,12.7,31.4,14.2,38.1,25.4,76.07,1219.2,13483.8,9354.8,4193.5,282621138.0,144.8,1391261.7,1737028.8,95733227.9,84.3,942256.2,1073352.7,234338292.6,1769802.9,,,,,,,,,,,,
RHS,HSS 16 x 8 x 3/8,406.4,203.2,9.525,42.8,19.9,28.6,19.1,58.1,1219.2,10322.6,7197.6,3326.6,221018887.0,146.3,1088101.0,1345378.0,75337888.0,85.3,742334.0,832462.9,181476901.6,1366681.1,,,,,,,,,,,,
RHS,HSS 16 x 8 x 5/16,406.4,203.2,7.9502,52,24.5,23.9,15.9,48.86,1219.2,8645.1,6082.7,2851.7,187720372.9,147.3,924230.4,1137262.2,64515871.0,86.4,635818.1,704643.8,153589396.0,1153649.3,,,,,,,,,,,,
RHS,HSS 16 x 8 x 1/4,406.4,203.2,6.35,65.7,31.3,19.1,12.7,39.43,1219.2,6967.7,4919.3,2338.7,153173164.6,148.3,753804.9,924230.4,52861391.1,87.1,521108.6,573547.2,124869427.7,934062.6,,,,,,,,,,,,
RHS,HSS 16 x 4 x 5/8,406.4,101.6,15.875,24.5,3.9,47.6,31.8,76.33,1016.0,13548.4,11391.1,1713.7,224348738.4,128.8,1104488.1,1522358.2,22518120.1,40.9,444089.4,532579.6,72424268.1,991417.4,,,,,,,,,,,,
RHS,HSS 16 x 4 x 1/2,406.4,101.6,12.7,31.4,5.6,38.1,25.4,62.46,1016.0,11096.8,9354.8,1612.9,189385298.6,130.6,932423.9,1266720.0,19562877.0,41.9,385096.0,449005.6,62434713.8,830824.1,,,,,,,,,,,,
RHS,HSS 16 x 4 x 3/8,406.4,101.6,9.525,42.8,8.5,28.6,19.1,47.9,1016.0,8516.1,7197.6,1391.1,149843313.2,132.6,737417.9,986501.3,15941663.6,43.2,314631.6,355599.3,49947771.1,650566.4,,,,,,,,,,,,
RHS,HSS 16 x 4 x 5/16,406.4,101.6,7.9502,52,10.7,23.9,15.9,40.35,1016.0,7161.3,6082.7,1236.2,128199279.1,133.9,630902.0,837379.0,13818883.3,43.9,272025.3,303160.7,42871836.8,553882.8,,,,,,,,,,,,
RHS,HSS 16 x 4 x 1/4,406.4,101.6,6.35,65.7,14.2,19.1,12.7,32.63,1016.0,5780.6,4919.3,1048.4,105306550.7,134.9,517831.2,683340.6,11529610.5,44.7,227780.2,249083.4,35462917.5,452283.0,,,,,,,,,,,,
RHS,HSS 14 x 10 x 5/8,355.6,254,15.875,21.1,14.2,47.6,31.8,93.34,1219.2,16580.6,9778.2,6552.4,285950989.4,131.3,1607571.0,1966447.7,169406190.2,101.1,1333907.0,1558409.8,346304546.1,2392511.3,,,,,,,,,,,,
RHS,HSS 14 x 10 x 1/2,355.6,254,12.7,27.1,18.5,38.1,25.4,76.07,1219.2,13483.8,8064.5,5483.9,238500606.9,133.1,1342100.5,1619041.9,141934916.1,102.6,1117597.8,1286384.5,285118526.5,1966447.7,,,,,,,,,,,,
RHS,HSS 14 x 10 x 3/8,355.6,254,9.525,37.1,25.7,28.6,19.1,58.1,1219.2,10322.6,6229.8,4294.3,186055447.2,134.4,1047133.4,1250333.0,111133790.6,103.9,875069.2,994694.8,219770192.7,1504332.5,,,,,,,,,,,,
RHS,HSS 14 x 10 x 5/16,355.6,254,7.9502,45.1,31.4,23.9,15.9,48.86,1219.2,8645.1,5274.9,3659.5,158167941.7,135.4,889817.6,1058604.3,94484533.6,104.6,743972.7,842295.1,185639215.8,1268358.8,,,,,,,,,,,,
RHS,HSS 14 x 10 x 1/4,355.6,254,6.35,57.1,39.9,19.1,12.7,39.43,1219.2,6967.7,4274.2,2983.9,129031741.9,136.1,725946.9,858682.2,77419045.2,105.4,609598.8,684979.3,150675776.1,1025830.2,,,,,,,,,,,,
RHS,HSS 14 x 6 x 5/8,355.6,152.4,15.875,21.1,7.3,47.6,31.8,76.33,1016.0,13548.4,9778.2,3326.6,198958621.4,121.2,1119236.5,1453532.6,51612696.8,61.7,676785.7,793133.9,139021296.2,1371597.3,,,,,,,,,,,,
RHS,HSS 14 x 6 x 1/2,355.6,152.4,12.7,27.1,9.9,38.1,25.4,62.46,1016.0,11096.8,8064.5,2903.2,167325033.1,122.7,940617.5,1206087.9,43704299.7,62.7,573547.2,662037.4,116128567.7,1135623.5,,,,,,,,,,,,
RHS,HSS 14 x 6 x 3/8,355.6,152.4,9.525,37.1,14.2,28.6,19.1,47.9,1016.0,8516.1,6229.8,2358.9,131945361.9,124.5,742334.0,938978.8,35005062.9,64.0,458837.8,517831.2,91154682.2,879985.3,,,,,,,,,,,,
RHS,HSS 14 x 6 x 5/16,355.6,152.4,7.9502,45.1,17.6,23.9,15.9,40.35,1016.0,7161.3,5274.9,2044.0,112798716.3,125.5,634179.4,796411.3,30093532.1,64.8,394928.2,440812.0,77419045.2,745611.4,,,,,,,,,,,,
RHS,HSS 14 x 6 x 1/4,355.6,152.4,6.35,57.1,22.8,19.1,12.7,32.63,1016.0,5780.6,4274.2,1693.5,92403376.5,126.5,519469.9,648927.7,24807393.0,65.5,326102.6,360515.4,63267176.7,604682.7,,,,,,,,,,,,
RHS,HSS 14 x 6 x 3/16,355.6,152.4,4.7752,77.5,31.5,14.3,9.6,24.73,1016.0,4361.3,3259.3,1318.7,70759342.4,127.3,398205.7,493250.6,19105022.4,66.3,250722.1,273664.0,48282845.4,458837.8,,,,,,,,,,,,
RHS,HSS 14 x 4 x 5/8,355.6,101.6,15.875,21.1,3.9,47.6,31.8,67.82,914.4,12064.5,9778.2,1713.7,155254321.7,113.5,873430.5,1197894.4,19646123.3,40.4,386734.7,467031.3,61602251.0,861959.6,,,,,,,,,,,,
RHS,HSS 14 x 4 x 1/2,355.6,101.6,12.7,27.1,5.6,38.1,25.4,55.66,914.4,9870.9,8064.5,1612.9,131945361.9,115.6,742334.0,999610.9,17148734.7,41.7,337573.5,394928.2,52861391.1,722669.5,,,,,,,,,,,,
RHS,HSS 14 x 4 x 3/8,355.6,101.6,9.525,37.1,8.5,28.6,19.1,42.79,914.4,7612.9,6229.8,1391.1,104890319.3,117.3,589934.3,783301.7,13985375.9,42.9,275302.7,312992.9,42455605.4,566992.4,,,,,,,,,,,,
RHS,HSS 14 x 4 x 5/16,355.6,101.6,7.9502,45.1,10.7,23.9,15.9,36.1,914.4,6400.0,5274.9,1236.2,89905987.9,118.6,506360.3,665314.8,12153957.6,43.7,239251.1,268747.8,36503496.0,483418.4,,,,,,,,,,,,
RHS,HSS 14 x 4 x 1/4,355.6,101.6,6.35,57.1,14.2,19.1,12.7,29.23,914.4,5180.6,4274.2,1048.4,74089193.8,119.6,416231.4,544050.5,10156046.8,44.2,199922.2,221225.4,30135155.2,394928.2,,,,,,,,,,,,
RHS,HSS 14 x 4 x 3/16,355.6,101.6,4.7752,77.5,20,14.3,9.6,22.18,914.4,3909.7,3259.3,833.5,57023705.3,120.7,321186.5,414592.7,7908397.1,45.0,155677.1,168786.8,23225713.5,301522.0,,,,,,,,,,,,
RHS,HSS 12 x 10 x 5/8,304.8,254,15.875,17.7,14.2,47.6,31.8,84.84,1117.6,15032.2,8165.3,6552.4,196461232.9,114.3,1289661.9,1561687.2,148178387.5,99.3,1166759.0,1378152.1,275128972.3,2031995.9,,,,,,,,,,,,
RHS,HSS 12 x 10 x 1/2,304.8,254,12.7,22.8,18.5,38.1,25.4,69.27,1117.6,12258.0,6774.2,5483.9,164411413.1,115.8,1078268.8,1291300.6,124036964.8,100.6,976669.0,1140539.7,226846127.0,1671480.5,,,,,,,,,,,,
RHS,HSS 12 x 10 x 3/8,304.8,254,9.525,31.4,25.7,28.6,19.1,53,1117.6,9419.3,5262.1,4294.3,129031741.9,117.1,847211.2,1001249.6,97398153.6,101.6,766914.6,884901.5,175233430.2,1283107.1,,,,,,,,,,,,
RHS,HSS 12 x 10 x 5/16,304.8,254,7.9502,38.2,31.4,23.9,15.9,44.6,1117.6,7871.0,4467.2,3659.5,109885096.4,118.1,721030.8,847211.2,83246285.1,102.9,655482.6,748888.8,148178387.5,1083184.9,,,,,,,,,,,,
RHS,HSS 12 x 10 x 1/4,304.8,254,6.35,48.5,39.9,19.1,12.7,36.03,1117.6,6387.1,3629.0,2983.9,89905987.9,118.6,589934.3,689895.4,68261953.8,103.4,537495.7,609598.8,120290882.0,876707.9,,,,,,,,,,,,
RHS,HSS 12 x 8 x 3/4,304.8,203.2,19.05,14.2,8.5,57.2,38.1,89.5,1016.0,15935.5,9435.5,5564.5,188552835.8,108.7,1237223.3,1556771.1,99479310.7,79.0,979946.4,1171675.1,218521498.4,1866486.6,,,,,,,,,,,,
RHS,HSS 12 x 8 x 5/8,304.8,203.2,15.875,17.7,10.8,47.6,31.8,76.33,1016.0,13548.4,8165.3,4939.5,165243876.0,110.5,1084823.6,1345378.0,87408599.4,80.3,860320.9,1014359.3,188969067.2,1601016.2,,,,,,,,,,,,
RHS,HSS 12 x 8 x 1/2,304.8,203.2,12.7,22.8,14.2,38.1,25.4,62.46,1016.0,11096.8,6774.2,4193.5,138605064.7,111.8,909482.1,1115959.1,74089193.8,81.8,729224.3,843933.8,156919247.5,1317519.9,,,,,,,,,,,,
RHS,HSS 12 x 8 x 3/8,304.8,203.2,9.525,31.4,19.9,28.6,19.1,47.9,1016.0,8516.1,5262.1,3326.6,109052633.5,113.3,716114.7,868514.4,58272399.6,82.8,573547.2,657121.3,121955807.7,1017636.7,,,,,,,,,,,,
RHS,HSS 12 x 8 x 5/16,304.8,203.2,7.9502,38.2,24.5,23.9,15.9,40.35,1016.0,7161.3,4467.2,2851.7,93235839.3,114.0,611237.5,735779.2,49947771.1,83.6,491611.9,558798.9,103225393.5,858682.2,,,,,,,,,,,,
RHS,HSS 12 x 8 x 1/4,304.8,203.2,6.35,48.5,31.3,19.1,12.7,32.63,1016.0,5780.6,3629.0,2338.7,76586582.3,115.1,503082.9,599766.5,41123664.8,84.3,404760.5,455560.4,84078748.0,696450.2,,,,,,,,,,,,
RHS,HSS 12 x 8 x 3/16,304.8,203.2,4.7752,66,43,14.3,9.6,24.73,1016.0,4361.3,2774.1,1803.8,58272399.6,115.6,381818.6,455560.4,31508718.9,85.1,309715.5,345767.1,63683408.1,527663.5,,,,,,,,,,,,
RHS,HSS 12 x 6 x 5/8,304.8,152.4,15.875,17.7,7.3,47.6,31.8,67.82,914.4,12064.5,8165.3,3326.6,133610287.6,105.2,876707.9,1127430.0,44536762.5,60.7,585018.2,689895.4,112798716.3,1165120.3,,,,,,,,,,,,
RHS,HSS 12 x 6 x 1/2,304.8,152.4,12.7,22.8,9.9,38.1,25.4,55.66,914.4,9870.9,6774.2,2903.2,112798716.3,106.9,740695.3,940617.5,37918682.9,62.0,498166.7,576824.7,94484533.6,966836.8,,,,,,,,,,,,
RHS,HSS 12 x 6 x 3/8,304.8,152.4,9.525,31.4,14.2,28.6,19.1,42.79,914.4,7612.9,5262.1,2358.9,89489756.5,108.5,586656.9,734140.5,30343270.9,63.2,398205.7,453921.7,74089193.8,750527.5,,,,,,,,,,,,
RHS,HSS 12 x 6 x 5/16,304.8,152.4,7.9502,38.2,17.6,23.9,15.9,36.1,914.4,6400.0,4467.2,2044.0,76586582.3,109.5,503082.9,624347.1,26139333.5,64.0,342489.6,386734.7,63267176.7,635818.1,,,,,,,,,,,,
RHS,HSS 12 x 6 x 1/4,304.8,152.4,6.35,48.5,22.8,19.1,12.7,29.23,914.4,5180.6,3629.0,1693.5,62850945.3,110.2,412954.0,509637.7,21602411.0,64.5,283496.2,316270.3,51612696.8,517831.2,,,,,,,,,,,,
RHS,HSS 12 x 6 x 3/16,304.8,152.4,4.7752,66,31.5,14.3,9.6,22.18,914.4,3909.7,2774.1,1318.7,48282845.4,111.3,316270.3,388373.4,16649257.0,65.3,217948.0,240889.8,39375492.9,393289.5,,,,,,,,,,,,
RHS,HSS 12 x 4 x 5/8,304.8,101.6,15.875,17.7,3.9,47.6,31.8,59.32,812.8,10580.6,8165.3,1713.7,101976699.3,98.3,668592.2,909482.1,16815749.6,39.9,331018.7,401483.1,50780233.9,730863.1,,,,,,,,,,,,
RHS,HSS 12 x 4 x 1/2,304.8,101.6,12.7,22.8,5.6,38.1,25.4,48.85,812.8,8709.7,6774.2,1612.9,87408599.4,100.1,573547.2,765275.9,14692969.3,41.1,290051.0,342489.6,43704299.7,614514.9,,,,,,,,,,,,
RHS,HSS 12 x 4 x 3/8,304.8,101.6,9.525,31.4,8.5,28.6,19.1,37.69,812.8,6709.7,5262.1,1391.1,69926879.5,102.1,458837.8,601405.2,12029088.2,42.4,237612.4,272025.3,35005062.9,483418.4,,,,,,,,,,,,
RHS,HSS 12 x 4 x 5/16,304.8,101.6,7.9502,38.2,10.7,23.9,15.9,31.84,812.8,5651.6,4467.2,1236.2,59937325.3,102.9,393289.5,512915.1,10489031.9,43.2,206477.0,232696.3,30135155.2,412954.0,,,,,,,,,,,,
RHS,HSS 12 x 4 x 1/4,304.8,101.6,6.35,48.5,14.2,19.1,12.7,25.82,812.8,4580.6,3629.0,1048.4,49531539.6,103.9,324463.9,419508.8,8740859.9,43.7,172064.2,191728.6,24890639.3,337573.5,,,,,,,,,,,,
RHS,HSS 12 x 4 x 3/16,304.8,101.6,4.7752,66,20,14.3,9.6,19.63,812.8,3464.5,2774.1,833.5,38210044.9,104.9,250722.1,321186.5,6826195.4,44.5,134373.9,147483.6,19188268.7,257276.9,,,,,,,,,,,,
RHS,HSS 12 x 3 x 3/8,304.8,76.2,9.525,31.4,5.6,28.6,19.1,35.13,762.0,6238.7,5262.1,907.3,59937325.3,98.0,393289.5,534218.3,6201848.2,31.5,162723.5,190089.9,19687746.4,350683.2,,,,,,,,,,,,
RHS,HSS 12 x 3 x 5/16,304.8,76.2,7.9502,38.2,7.3,23.9,15.9,29.72,762.0,5271.0,4467.2,832.4,51612696.8,99.1,339212.2,457199.1,5452631.7,32.3,143059.1,163870.6,17190357.9,301522.0,,,,,,,,,,,,
RHS,HSS 12 x 3 x 1/4,304.8,76.2,6.35,48.5,9.9,19.1,12.7,24.12,762.0,4277.4,3629.0,725.8,42871836.8,100.1,281857.5,375263.8,4620168.8,32.8,121264.3,135684.9,14359984.2,247444.7,,,,,,,,,,,,
RHS,HSS 12 x 3 x 3/16,304.8,76.2,4.7752,66,14.2,14.3,9.6,18.35,762.0,3238.7,2774.1,590.9,33132021.5,101.1,217948.0,286773.6,3629538.0,33.5,95208.8,104877.2,11155002.2,190089.9,,,,,,,,,,,,
RHS,HSS 10 x 8 x 5/8,254,203.2,15.875,14.2,10.8,47.6,31.8,67.82,914.4,12064.5,6552.4,4939.5,105306550.7,93.5,829185.4,1019275.4,74089193.8,78.5,729224.3,873430.5,144016073.3,1317519.9,,,,,,,,,,,,
RHS,HSS 10 x 8 x 1/2,254,203.2,12.7,18.5,14.2,38.1,25.4,55.66,914.4,9870.9,5483.9,4193.5,89073525.1,95.0,701366.3,850488.6,62850945.3,79.8,619431.0,729224.3,119874650.6,1088101.0,,,,,,,,,,,,
RHS,HSS 10 x 8 x 3/8,254,203.2,9.525,25.7,19.9,28.6,19.1,42.79,914.4,7612.9,4294.3,3326.6,70343110.9,96.0,553882.8,663676.1,49947771.1,81.0,491611.9,570269.8,93235839.3,842295.1,,,,,,,,,,,,
RHS,HSS 10 x 8 x 5/16,254,203.2,7.9502,31.4,24.5,23.9,15.9,36.1,914.4,6400.0,3659.5,2851.7,60353556.7,97.0,475224.9,563715.0,42871836.8,81.8,422786.3,485057.1,79083970.9,712837.3,,,,,,,,,,,,
RHS,HSS 10 x 8 x 1/4,254,203.2,6.35,39.9,31.3,19.1,12.7,29.23,914.4,5180.6,2983.9,2338.7,49531539.6,97.8,390012.1,460476.5,35254801.7,82.6,347405.8,396566.9,64515871.0,578463.4,,,,,,,,,,,,
RHS,HSS 10 x 8 x 3/16,254,203.2,4.7752,54.5,43,14.3,9.6,22.18,914.4,3909.7,2289.0,1803.8,38043552.3,98.6,299883.3,350683.2,27096665.8,83.3,267109.1,301522.0,49115308.2,437534.6,,,,,,,,,,,,
RHS,HSS 10 x 6 x 5/8,254,152.4,15.875,14.2,7.3,47.6,31.8,59.32,812.8,10580.6,6552.4,3326.6,83662516.5,88.9,658760.0,840656.4,37211089.4,59.2,488334.5,586656.9,86992368.0,960282.0,,,,,,,,,,,,
RHS,HSS 10 x 6 x 1/2,254,152.4,12.7,18.5,9.9,38.1,25.4,48.85,812.8,8709.7,5483.9,2903.2,71175573.8,90.4,560437.6,704643.8,31966573.5,60.7,419508.8,493250.6,73256730.9,798050.0,,,,,,,,,,,,
RHS,HSS 10 x 6 x 3/8,254,152.4,9.525,25.7,14.2,28.6,19.1,37.69,812.8,6709.7,4294.3,2358.9,57023705.3,92.2,449005.6,553882.8,25723102.1,62.0,337573.5,388373.4,57856168.2,621069.7,,,,,,,,,,,,
RHS,HSS 10 x 6 x 5/16,254,152.4,7.9502,31.4,17.6,23.9,15.9,31.84,812.8,5651.6,3659.5,2044.0,49115308.2,93.2,386734.7,471947.4,22185135.0,62.7,291689.7,331018.7,49115308.2,527663.5,,,,,,,,,,,,
RHS,HSS 10 x 6 x 1/4,254,152.4,6.35,39.9,22.8,19.1,12.7,25.82,812.8,4580.6,2983.9,1693.5,40332825.1,93.7,317909.0,386734.7,18355805.9,63.2,240889.8,272025.3,40249578.9,429341.1,,,,,,,,,,,,
RHS,HSS 10 x 6 x 3/16,254,152.4,4.7752,54.5,31.5,14.3,9.6,19.63,812.8,3464.5,2289.0,1318.7,31050864.3,94.7,244167.3,294967.2,14193491.6,64.0,186812.5,208115.7,30717879.2,326102.6,,,,,,,,,,,,
RHS,HSS 10 x 5 x 5/8,254,127,15.875,14.2,5.6,47.6,31.8,55.06,762.0,9806.4,6552.4,2520.2,72840499.5,86.1,573547.2,750527.5,24016553.3,49.5,378541.2,457199.1,62018482.4,780024.2,,,,,,,,,,,,
RHS,HSS 10 x 5 x 1/2,254,127,12.7,18.5,7.8,38.1,25.4,45.45,762.0,8064.5,5483.9,2258.1,62434713.8,87.9,491611.9,632540.7,20811571.3,50.8,327741.3,386734.7,52861391.1,652205.1,,,,,,,,,,,,
RHS,HSS 10 x 5 x 3/8,254,127,9.525,25.7,11.3,28.6,19.1,35.13,762.0,6238.7,4294.3,1875.0,49947771.1,89.4,393289.5,498166.7,16898995.9,52.1,265470.4,306438.1,41623142.6,511276.4,,,,,,,,,,,,
RHS,HSS 10 x 5 x 5/16,254,127,7.9502,31.4,14.2,23.9,15.9,29.72,762.0,5271.0,3659.5,1640.1,43288068.3,90.7,340850.9,426063.7,14651346.2,52.8,231057.6,262193.0,35795902.6,434257.2,,,,,,,,,,,,
RHS,HSS 10 x 5 x 1/4,254,127,6.35,39.9,18.5,19.1,12.7,24.12,762.0,4277.4,2983.9,1371.0,35712656.3,91.4,281857.5,349044.5,12195580.8,53.3,191728.6,216309.2,29427561.8,353960.6,,,,,,,,,,,,
RHS,HSS 10 x 5 x 3/16,254,127,4.7752,54.5,25.7,14.3,9.6,18.35,762.0,3238.7,2289.0,1076.1,27554520.4,92.2,216309.2,267109.1,9448453.4,54.1,148794.5,165509.3,22518120.1,270386.6,,,,,,,,,,,,
RHS,HSS 10 x 4 x 5/8,254,101.6,15.875,14.2,3.9,47.6,31.8,50.81,711.2,9032.2,6552.4,1713.7,62018482.4,82.8,488334.5,660398.7,13943752.8,39.4,275302.7,337573.5,39833347.4,601405.2,,,,,,,,,,,,
RHS,HSS 10 x 4 x 1/2,254,101.6,12.7,18.5,5.6,38.1,25.4,42.05,711.2,7483.9,5483.9,1612.9,53693853.9,84.6,422786.3,558798.9,12278827.1,40.4,242528.5,288412.3,34380715.8,507999.0,,,,,,,,,,,,
RHS,HSS 10 x 4 x 3/8,254,101.6,9.525,25.7,8.5,28.6,19.1,32.58,711.2,5787.1,4294.3,1391.1,43288068.3,86.6,340850.9,442450.7,10114423.6,41.9,199922.2,229418.9,27679389.8,399844.4,,,,,,,,,,,,
RHS,HSS 10 x 4 x 5/16,254,101.6,7.9502,31.4,10.7,23.9,15.9,27.59,711.2,4896.8,3659.5,1236.2,37502451.4,87.6,294967.2,378541.2,8824106.2,42.4,173702.9,198283.5,23850060.7,342489.6,,,,,,,,,,,,
RHS,HSS 10 x 4 x 1/4,254,101.6,6.35,39.9,14.2,19.1,12.7,22.42,711.2,3980.6,2983.9,1048.4,31092487.5,88.4,244167.3,311354.2,7367296.2,42.9,145025.5,163870.6,19729369.6,280218.8,,,,,,,,,,,,
RHS,HSS 10 x 4 x 3/16,254,101.6,4.7752,54.5,20,14.3,9.6,17.08,711.2,3012.9,2289.0,833.5,24058176.4,89.4,190089.9,239251.1,5785616.8,43.9,113890.1,125524.9,15192447.0,214670.5,,,,,,,,,,,,
RHS,HSS 10 x 3.5 x 3/8,254,88.9,9.525,25.7,7,28.6,19.1,31.31,685.8,5561.3,4294.3,1149.2,39999840.0,84.8,314631.6,414592.7,7408919.4,36.6,167148.1,193367.4,21435918.4,345767.1,,,,,,,,,,,,
RHS,HSS 10 x 3.5 x 5/16,254,88.9,7.9502,31.4,9,23.9,15.9,26.53,685.8,4709.7,3659.5,1034.3,34630454.6,85.9,272025.3,355599.3,6493210.2,37.1,146008.7,167148.1,18563921.6,294967.2,,,,,,,,,,,,
RHS,HSS 10 x 3.5 x 1/4,254,88.9,6.35,39.9,12,19.1,12.7,21.57,685.8,3825.8,2983.9,887.1,28761591.5,86.6,226141.5,293328.4,5452631.7,37.8,122739.1,138470.7,15400562.7,242528.5,,,,,,,,,,,,
RHS,HSS 10 x 3.5 x 3/16,254,88.9,4.7752,54.5,17.1,14.3,9.6,16.44,685.8,2903.2,2289.0,712.2,22310004.4,87.6,175341.6,224502.8,4287183.7,38.4,96519.8,106843.7,11904218.8,186812.5,,,,,,,,,,,,
RHS,HSS 10 x 3.5 x 0.134,254,88.9,3.4036,77,25,10.2,6.8,11.91,685.8,2109.7,1659.5,535.7,16482764.5,88.4,129457.8,165509.3,3204982.0,38.9,72103.1,78821.8,8824106.2,136012.6,,,,,,,,,,,,
RHS,HSS 10 x 3.5 x 0.125,254,88.9,3.175,83.2,27.2,9.5,6.4,11.13,685.8,1961.3,1552.4,504.0,15400562.7,88.6,121264.3,154038.4,2996866.3,39.1,67350.8,73414.0,8241382.2,127819.1,,,,,,,,,,,,
RHS,HSS 10 x 3 x 3/8,254,76.2,9.525,25.7,5.6,28.6,19.1,30.03,660.4,5335.5,4294.3,907.3,36628365.5,82.8,288412.3,388373.4,5161269.7,31.0,135521.0,159446.1,15733547.9,290051.0,,,,,,,,,,,,
