type,section,h,b,t,h_over_t,b_over_t,r_o,r_i,wei,perim,area,a_vz,a_vy,i_y,r_y,s_y,z_y,i_z,r_z,s_z,z_z,j,c_w,,,,,,,,,,,,
RHS,HSS 700x600x38,700,600,38,18.4,15.8,87.5,87.5,672,2600.0,85600.0,44536.0,36936.0,5630000000.0,256.0,16100000.0,19900000.0,4450000000.0,228.0,14800000.0,17900000.0,9554669095.9,165266272189.3,,,,,,,,,,,,
RHS,HSS 700x600x40,700,600,40,17.5,15.0,98,98,702,2600.0,89360.0,46400.0,38400.0,5820000000.0,255.0,16600000.0,20600000.0,4600000000.0,227.0,15300000.0,18600000.0,10018831108.2,173964497041.4,,,,,,,,,,,,
RHS,HSS 800x600x19,800,600,19,42.1,31.6,66.5,66.5,392,2800.0,49900.0,28234.0,20634.0,4580000000.0,303.0,11500000.0,13700000.0,2960000000.0,244.0,9870000.0,11300000.0,5997421007.1,744489795918.4,,,,,,,,,,,,
RHS,HSS 800x600x22,800,600,22,36.4,27.3,77,77,449,2800.0,57170.0,32296.0,23496.0,5180000000.0,301.0,13000000.0,15600000.0,3350000000.0,242.0,11200000.0,12800000.0,6903263430.4,862040816326.5,,,,,,,,,,,,
RHS,HSS 800x600x25,800,600,25,32.0,24.0,87.5,87.5,505,2800.0,64280.0,36250.0,26250.0,5750000000.0,299.0,14400000.0,17400000.0,3710000000.0,240.0,12400000.0,14300000.0,7797900833.3,979591836734.7,,,,,,,,,,,,
RHS,HSS 800x600x28,800,600,28,28.6,21.4,98,98,559,2800.0,71230.0,40096.0,28896.0,6280000000.0,297.0,15700000.0,19100000.0,4060000000.0,239.0,13500000.0,15700000.0,8681336664.0,1097142857142.9,,,,,,,,,,,,
RHS,HSS 800x600x32,800,600,32,25.0,18.8,66.5,66.5,630,2800.0,80230.0,45056.0,32256.0,6950000000.0,294.0,17400000.0,21300000.0,4480000000.0,236.0,14900000.0,17600000.0,9841832512.4,1253877551020.4,,,,,,,,,,,,
RHS,HSS 800x600x36,800,600,36,22.2,16.7,77,77,698,2800.0,88940.0,49824.0,35424.0,7560000000.0,291.0,18900000.0,23400000.0,4870000000.0,234.0,16200000.0,19300000.0,10982429196.7,1410612244898.0,,,,,,,,,,,,
RHS,HSS 800x600x38,800,600,38,21.1,15.8,87.5,87.5,732,2800.0,93190.0,52136.0,36936.0,7840000000.0,290.0,19600000.0,24400000.0,5050000000.0,233.0,16800000.0,20100000.0,11545268063.3,1488979591836.7,,,,,,,,,,,,
RHS,HSS 800x600x40,800,600,40,20.0,15.0,98,98,764,2800.0,97360.0,54400.0,38400.0,8110000000.0,289.0,20300000.0,25300000.0,5220000000.0,232.0,17400000.0,20800000.0,12103135418.2,1567346938775.5,,,,,,,,,,,,
RHS,HSS 800x700x19,800,700,19,42.1,36.8,66.5,66.5,422,3000.0,53700.0,28234.0,24434.0,5160000000.0,310.0,12900000.0,15200000.0,4220000000.0,280.0,12000000.0,13900000.0,7676022348.9,110340740740.7,,,,,,,,,,,,
RHS,HSS 800x700x22,800,700,22,36.4,31.8,77,77,483,3000.0,61570.0,32296.0,27896.0,5850000000.0,308.0,14600000.0,17300000.0,4780000000.0,279.0,13600000.0,15800000.0,8846194256.3,127762962963.0,,,,,,,,,,,,
RHS,HSS 800x700x25,800,700,25,32.0,28.0,87.5,87.5,544,3000.0,69280.0,36250.0,31250.0,6500000000.0,306.0,16200000.0,19300000.0,5310000000.0,277.0,15200000.0,17700000.0,10004959396.6,145185185185.2,,,,,,,,,,,,
RHS,HSS 800x700x28,800,700,28,28.6,25.0,98,98,603,3000.0,76830.0,40096.0,34496.0,7120000000.0,304.0,17800000.0,21300000.0,5810000000.0,275.0,16600000.0,19400000.0,11152318464.0,162607407407.4,,,,,,,,,,,,
RHS,HSS 800x700x32,800,700,32,25.0,21.9,77,77,680,3000.0,86630.0,45056.0,38656.0,7890000000.0,302.0,19700000.0,23800000.0,6440000000.0,273.0,18400000.0,21700000.0,12664388995.9,185837037037.0,,,,,,,,,,,,
RHS,HSS 800x700x36,800,700,36,22.2,19.4,87.5,87.5,755,3000.0,96140.0,49824.0,42624.0,8610000000.0,299.0,21500000.0,26100000.0,7020000000.0,270.0,20100000.0,23900000.0,14156185027.8,209066666666.7,,,,,,,,,,,,
RHS,HSS 800x700x38,800,700,38,21.1,18.4,98,98,791,3000.0,55600.0,52136.0,44536.0,8940000000.0,298.0,22400000.0,27200000.0,7300000000.0,269.0,20900000.0,24900000.0,14894480649.8,220681481481.5,,,,,,,,,,,,
RHS,HSS 800x700x40,800,700,40,20.0,17.5,77,77,827,3000.0,63770.0,54400.0,46400.0,9260000000.0,297.0,23200000.0,28300000.0,7560000000.0,268.0,21600000.0,25900000.0,15627708304.2,232296296296.3,,,,,,,,,,,,
RHS,HSS 900x650x19,900,650,19,47.4,34.2,87.5,87.5,436,3100.0,71780.0,32034.0,22534.0,6440000000.0,340.0,14300000.0,17100000.0,3930000000.0,266.0,12100000.0,13700000.0,8069436293.4,1762019543444.3,,,,,,,,,,,,
RHS,HSS 900x650x22,900,650,22,40.9,29.5,98,98,501,3100.0,79630.0,36696.0,25696.0,7310000000.0,339.0,16200000.0,19500000.0,4460000000.0,264.0,13700000.0,15700000.0,9291795980.1,2040233155567.1,,,,,,,,,,,,
RHS,HSS 900x650x25,900,650,25,36.0,26.0,112,112,563,3100.0,89830.0,41250.0,28750.0,8130000000.0,337.0,18100000.0,21800000.0,4960000000.0,263.0,15300000.0,17500000.0,10500052083.3,2318446767689.9,,,,,,,,,,,,
RHS,HSS 900x650x28,900,650,28,32.1,23.2,126,126,625,3100.0,99740.0,45696.0,31696.0,8910000000.0,334.0,19800000.0,24000000.0,5430000000.0,261.0,16700000.0,19300000.0,11694209563.3,2596660379812.7,,,,,,,,,,,,
RHS,HSS 900x650x32,900,650,32,28.1,20.3,133,133,705,3100.0,57500.0,51456.0,35456.0,9890000000.0,332.0,22000000.0,26900000.0,6020000000.0,259.0,18500000.0,21600000.0,13264497067.9,2967611862643.1,,,,,,,,,,,,
RHS,HSS 900x650x36,900,650,36,25.0,18.1,140,140,783,3100.0,65970.0,57024.0,39024.0,10800000000.0,329.0,24000000.0,29500000.0,6570000000.0,257.0,20200000.0,23700000.0,14809741496.4,3338563345473.5,,,,,,,,,,,,
RHS,HSS 900x650x38,900,650,38,23.7,17.1,112,112,821,3100.0,74280.0,59736.0,40736.0,11200000000.0,328.0,24900000.0,30800000.0,6830000000.0,255.0,21000000.0,24800000.0,15572976433.5,3524039086888.7,,,,,,,,,,,,
RHS,HSS 900x650x40,900,650,40,22.5,16.3,126,126,859,3100.0,82430.0,62400.0,42400.0,11600000000.0,326.0,25800000.0,32100000.0,7070000000.0,254.0,21800000.0,25800000.0,16329955287.1,3709514828303.9,,,,,,,,,,,,
RHS,HSS 900x700x19,900,700,19,47.4,36.8,133,133,541,3200.0,93030.0,32034.0,24434.0,6810000000.0,344.0,15100000.0,17900000.0,4660000000.0,285.0,13300000.0,15200000.0,9098073986.5,981914062500.0,,,,,,,,,,,,
RHS,HSS 900x700x22,900,700,22,40.9,31.8,140,140,518,3200.0,70370.0,36696.0,27896.0,7730000000.0,342.0,17200000.0,20500000.0,5280000000.0,283.0,15100000.0,17300000.0,10482265243.4,1136953125000.0,,,,,,,,,,,,
RHS,HSS 900x700x25,900,700,25,36.0,28.0,112,112,583,3200.0,79280.0,41250.0,31250.0,8610000000.0,340.0,19100000.0,22900000.0,5880000000.0,281.0,16800000.0,19300000.0,11852187822.6,1291992187500.0,,,,,,,,,,,,
RHS,HSS 900x700x28,900,700,28,32.1,25.0,126,126,647,3200.0,88030.0,45696.0,34496.0,9440000000.0,338.0,21000000.0,25200000.0,6440000000.0,280.0,18400000.0,21300000.0,13207844598.7,1447031250000.0,,,,,,,,,,,,
RHS,HSS 900x700x32,900,700,32,28.1,21.9,133,133,730,3200.0,99430.0,51456.0,38656.0,10500000000.0,336.0,23300000.0,28200000.0,7160000000.0,277.0,20400000.0,23900000.0,14993200770.7,1653750000000.0,,,,,,,,,,,,
RHS,HSS 900x700x36,900,700,36,25.0,19.4,140,140,811,3200.0,74770.0,57024.0,42624.0,11500000000.0,333.0,25500000.0,31100000.0,7820000000.0,275.0,22300000.0,26300000.0,16753207758.4,1860468750000.0,,,,,,,,,,,,
RHS,HSS 900x700x38,900,700,38,23.7,18.4,112,112,851,3200.0,84280.0,59736.0,44536.0,11900000000.0,332.0,26500000.0,32500000.0,8130000000.0,274.0,23200000.0,27400000.0,17623707551.0,1963828125000.0,,,,,,,,,,,,
RHS,HSS 900x700x40,900,700,40,22.5,17.5,126,126,890,3200.0,93630.0,62400.0,46400.0,12400000000.0,330.0,27500000.0,33800000.0,8430000000.0,273.0,24100000.0,28600000.0,18487872757.9,2067187500000.0,,,,,,,,,,,,
RHS,HSS 1000x700x22,1000,700,22,45.5,31.8,133,133,552,3400.0,100800.0,41096.0,27896.0,9950000000.0,376.0,19900000.0,23900000.0,5790000000.0,287.0,16500000.0,18800000.0,12165019637.9,4196366782006.9,,,,,,,,,,,,
RHS,HSS 1000x700x25,1000,700,25,40.0,28.0,140,140,622,3400.0,105400.0,46250.0,31250.0,11100000000.0,374.0,22200000.0,26700000.0,6450000000.0,285.0,18400000.0,21000000.0,13751646136.4,4768598615917.0,,,,,,,,,,,,
RHS,HSS 1000x700x28,1000,700,28,35.7,25.0,112,112,691,3400.0,104600.0,51296.0,34496.0,12200000000.0,372.0,24400000.0,29500000.0,7080000000.0,284.0,20200000.0,23200000.0,15320955193.9,5340830449827.0,,,,,,,,,,,,
RHS,HSS 1000x700x32,1000,700,32,31.3,21.9,126,126,781,3400.0,109400.0,57856.0,38656.0,13600000000.0,369.0,27100000.0,33100000.0,7870000000.0,281.0,22500000.0,26000000.0,17386440641.4,6103806228373.7,,,,,,,,,,,,
RHS,HSS 1000x700x36,1000,700,36,27.8,19.4,133,133,868,3400.0,103300.0,64224.0,42624.0,14800000000.0,366.0,29700000.0,36500000.0,8610000000.0,279.0,24600000.0,28700000.0,19421167647.4,6866782006920.4,,,,,,,,,,,,
RHS,HSS 1000x700x38,1000,700,38,26.3,18.4,140,140,911,3400.0,108400.0,67336.0,44536.0,15500000000.0,365.0,30900000.0,38100000.0,8960000000.0,278.0,25600000.0,29900000.0,20427001878.2,7248269896193.8,,,,,,,,,,,,
RHS,HSS 1000x700x40,1000,700,40,25.0,17.5,112,112,953,3400.0,113400.0,70400.0,46400.0,16000000000.0,364.0,32100000.0,39700000.0,9300000000.0,277.0,26600000.0,31200000.0,21425152711.1,7629757785467.1,,,,,,,,,,,,
RHS,HSS 1000x800x22,1000,800,22,45.5,36.4,126,126,587,3600.0,110500.0,41096.0,32296.0,11000000000.0,384.0,22000000.0,26000000.0,7840000000.0,324.0,19600000.0,22400000.0,15105963864.5,1448559670781.9,,,,,,,,,,,,
RHS,HSS 1000x800x25,1000,800,25,40.0,32.0,133,133,662,3600.0,116000.0,46250.0,36250.0,12300000000.0,382.0,24600000.0,29200000.0,8750000000.0,322.0,21900000.0,25100000.0,17092140071.4,1646090534979.4,,,,,,,,,,,,
RHS,HSS 1000x800x28,1000,800,28,35.7,28.6,140,140,735,3600.0,121400.0,51296.0,40096.0,13500000000.0,380.0,27000000.0,32200000.0,9620000000.0,321.0,24100000.0,27700000.0,19060629062.2,1843621399177.0,,,,,,,,,,,,
RHS,HSS 1000x800x32,1000,800,32,31.3,25.0,112,112,831,3600.0,105800.0,57856.0,45056.0,15100000000.0,377.0,30100000.0,36200000.0,10700000000.0,318.0,26800000.0,31100000.0,21657771918.7,2106995884773.7,,,,,,,,,,,,
RHS,HSS 1000x800x36,1000,800,36,27.8,22.2,126,126,942,3600.0,117700.0,64224.0,49824.0,16500000000.0,375.0,33000000.0,39900000.0,11800000000.0,316.0,29400000.0,34400000.0,24223481282.7,2370370370370.4,,,,,,,,,,,,
RHS,HSS 1000x800x38,1000,800,38,26.3,21.1,133,133,970,3600.0,123600.0,67336.0,52136.0,17200000000.0,373.0,34400000.0,41700000.0,12300000000.0,315.0,30600000.0,35900000.0,25494550313.1,2502057613168.7,,,,,,,,,,,,
RHS,HSS 1000x800x40,1000,800,40,25.0,20.0,140,140,1016,3600.0,129400.0,70400.0,54400.0,17900000000.0,372.0,35800000.0,43500000.0,12700000000.0,314.0,31800000.0,37500000.0,26757763274.4,2633744855967.1,,,,,,,,,,,,
