Elongation [mm],Triaxiality
0.0,0.0
0.01,0.8465469841971982
0.02,0.8696872787779507
0.03,1.084301847366464
0.04,1.07249425891802
0.05,1.0657060626257793
0.059999998,1.0631088423208515
0.07,1.0604742366457813
0.079999998,1.056999099841286
0.090000004,1.0533854716382511
0.100000002,1.0501697375541488
0.11,1.0477632586384522
0.119999998,1.0461739339969178
0.129999996,1.0454229919768216
0.14,1.0455042627325895
0.150000006,1.0462331938601632
0.159999996,1.0475613547400695
0.170000002,1.0494305818714658
0.180000008,1.0518449239689156
0.189999998,1.0547420689447395
0.200000002,1.058068866354059
0.209999994,1.0618004515412904
0.219999998,1.0659434818154419
0.230000004,1.0705251970883065
0.239999994,1.0755201505781347
0.25,1.0809403047311004
0.25999999,1.0869382260410798
0.27000001,1.093157382113727
0.280000002,1.0999858958067854
0.289999992,1.1073317241320404
0.300000012,1.115195673077262
0.310000002,1.1235944911142075
0.319999992,1.1325464035196233
0.330000014,1.1420899154996138
0.340000004,1.1522702864350391
0.349999994,1.1631039895822166
0.360000014,1.1745392319850063
0.370000004,1.1864381637890322
0.379999996,1.1986020286205505
0.389999986,1.2106728534863953
0.400000006,1.2223545414021624
0.409999996,1.2335134475170637
0.419999986,1.2441800655799102
0.430000008,1.254172867605345
0.439999998,1.2627028222153909
0.449999988,1.268541551932361
0.460000008,1.2719045168793977
0.469999998,1.2727337342124194
0.47999999,1.270406329623484
0.49000001,1.2662316089186059
0.5,1.262157840140279
0.50999999,1.258108347133684
0.51999998,1.2530561017083692
0.529999972,1.2471363648901528
0.540000022,1.2414492252395715
0.550000012,1.2368029995477425
0.560000002,1.2326311404230241
0.569999992,1.2270474034840313
0.579999984,1.2183341774530805
0.589999974,1.2071306327553832
0.600000024,1.195688358650686
0.610000014,1.185341267136215
0.620000004,1.1764391492352777
0.629999996,1.1681219183744989
0.639999986,1.1593022029388462
0.649999976,1.1495993980854262
0.660000026,1.1397085756048684
0.670000016,1.130042298113428
0.680000008,1.1209071279203986
0.689999998,1.112421301519596
0.699999988,1.1040967649822622
0.709999978,1.095033366215621
0.720000028,1.0848524584155639
0.73000002,1.0738689087215696
0.74000001,1.0626432657279912
0.75,1.0519089017378391
0.75999999,1.0421673113637593
0.76999998,1.0327700199857774
0.779999972,1.0235500691032517
0.790000022,1.0139892432565925
0.800000012,1.0040331843861452
0.810000002,0.9940459705151669
0.819999992,0.9845114348358948
0.829999984,0.9760622440205591
0.839999974,0.9685829836188681
0.850000024,0.9614342561820978
0.860000014,0.9538568543947851
0.870000004,0.9451637206361363
0.879999996,0.935167816413103
0.889999986,0.9242421402518242
0.899999976,0.9127098349566949
0.910000026,0.9022387938896969
0.920000016,0.8941885944067565
0.930000008,0.8894554923159619
0.939999998,0.887772725761309
0.949999988,0.8884868614808504
0.959999978,0.8906215106284266
0.970000028,0.8930793823547541
0.98000002,0.895257934855848
0.99000001,0.8967535913264227
1.0,0.897936740929484
