Elongation [mm],Triaxiality
0.0,0.0
0.031,1.0867238417561238
0.061999998,1.0624053976879033
0.093000002,1.0523548669120943
0.123999998,1.0454923137510792
0.155000002,1.0458359035044167
0.186000004,1.0519261537921978
0.216999992,1.0625955996234755
0.247999996,1.077413343002156
0.279000014,1.0965755134360853
0.310000002,1.120633637594369
0.279000014,0.9936247907366861
0.247999996,-0.27554818424229566
0.216999992,-0.884941241176013
0.186000004,-1.006645491241133
0.155000002,-1.0277262786328958
0.123999998,-1.0313517876213356
0.093000002,-1.038877958587295
0.061999998,-1.0514482324272505
0.031,-1.067204210676803
0.0,-1.0849094613237695
0.031,-0.850207165763718
0.061999998,0.37138919053900127
0.093000002,1.0486597861899993
0.123999998,1.1552565422666392
0.155000002,1.1470670939530927
0.186000004,1.1203866621340883
0.216999992,1.1059140804650252
0.247999996,1.103995443765955
0.279000014,1.1112700328761873
0.310000002,1.1260662790994485
0.279000014,0.9605018723336948
0.247999996,-0.5789965333960765
0.216999992,-1.0143400002843352
0.186000004,-1.0900970699760888
0.155000002,-1.086292795804397
0.123999998,-1.0797518048426018
0.093000002,-1.0824312321893892
0.061999998,-1.0915898704016542
0.031,-1.1045751672812056
0.0,-1.1197126091183232
0.031,-0.9163364903995378
0.061999998,0.4037226532190899
0.093000002,1.0622269006095006
0.123999998,1.158266647716824
0.155000002,1.144496688231975
0.186000004,1.1189773419716134
0.216999992,1.107832274875256
0.247999996,1.108847825461287
0.279000014,1.1186270964729135
0.310000002,1.1356558628928939
0.279000014,0.958321663484801
0.247999996,-0.6597917580604485
0.216999992,-1.0382069702796233
0.186000004,-1.0969120170746673
0.155000002,-1.0893264381138634
0.123999998,-1.0847614753886876
0.093000002,-1.08949180543963
0.061999998,-1.1001270807614496
0.031,-1.114019779852657
0.0,-1.129551213007352
0.031,-0.9246336240960215
0.061999998,0.4591063053881908
0.093000002,1.0794063125029272
0.123999998,1.1614199824032574
0.155000002,1.1443338581308977
0.186000004,1.121050726683888
0.216999992,1.1125669123960236
0.247999996,1.1157596597494548
0.279000014,1.127424779399033
0.310000002,1.14620043225011
0.279000014,0.9615267781373524
0.247999996,-0.6848261311387326
0.216999992,-1.0486483557523392
0.186000004,-1.100220698604831
0.155000002,-1.0919664249300052
0.123999998,-1.0887441984064319
0.093000002,-1.0947318472219603
0.061999998,-1.106162026868716
0.031,-1.1204724321841621
0.0,-1.1360599175424513
0.031,-0.9242521339989257
0.061999998,0.4923361674261445
0.093000002,1.0930229060243701
0.123999998,1.1665602533568051
0.155000002,1.1476034908141348
0.186000004,1.12578992856706
0.216999992,1.118980197102719
0.247999996,1.1236036782408456
0.279000014,1.1365694817217837
0.310000002,1.156587200433009
0.279000014,0.9647542238938441
0.247999996,-0.6958031992826851
0.216999992,-1.0569588610569498
0.186000004,-1.1053781160279257
0.155000002,-1.0968669920726954
0.123999998,-1.094354572827089
0.093000002,-1.1008900775409127
0.061999998,-1.1126127260799845
0.031,-1.1269496091561468
0.0,-1.142334241968357
0.031,-0.9223321153670233
0.061999998,0.5100566977141678
0.093000002,1.1037515288573365
0.123999998,1.1724085431521163
0.155000002,1.1525608092972603
0.186000004,1.131924671375557
0.216999992,1.1263369221757484
0.247999996,1.1320606227308005
0.279000014,1.1460606961283653
0.310000002,1.1670959886297056
0.279000014,0.968186129894509
0.247999996,-0.7035271250852344
0.216999992,-1.065122341624431
0.186000004,-1.112161757265637
0.155000002,-1.1034224534518495
0.123999998,-1.1011761777191618
0.093000002,-1.1079065774860049
0.061999998,-1.119668542156721
0.031,-1.1338289560403345
0.0,-1.1488518523613518
0.100000002,1.155938919369068
0.200000002,1.1348820979043877
0.300000012,1.1618675201553
0.400000006,1.2836109411313594
0.5,1.3297385124322023
0.600000024,1.2446385804912448
0.699999988,1.1154460033822085
0.800000012,1.0015940816307374
0.899999976,0.9508890420937045
1.0,0.8730725911756371
