id,specimen_designation,experimental_program,date,specimen_type,piece,loading,loading_protocol,location_coupon,section_type,section_profile,steel_type,coupon_direction,crack_opening_direction,plate_thickness,f_yn,f_un,fy_m,fu_m,elongation_fr,temperature,chemical_composition_C,chemical_composition_Si,chemical_composition_Mn,chemical_composition_P,chemical_composition_S,chemical_composition_Cu,chemical_composition_Ni,chemical_composition_Cr,chemical_composition_V,chemical_composition_Nb,chemical_composition_Mo,chemical_composition_Ti,chemical_composition_Al,chemical_composition_N,gauge_length,nom_notch_radius,nom_whole_diameter_cnt,nom_notch_diameter_cnt,nom_notch_width,nom_width_gp,nom_whole_thickness_gp,nom_notch_thickness_gp,meas_whole_diameter_cnt,meas_notch_diameter_cnt,meas_notch_width,meas_width_gp,meas_whole_thickness_gp,meas_notch_thickness_gp,disp_fract,exc_at_fract,step_fract,fract_loc,young_mod,nu,triax_at_fr,triax_avg_till_fr,lode_at_fr,lode_avg_till_fr,peeq_at_fr,cvgm_etamono,cvgm_lambda,swdfm_alpha_pos,swdfm_alpha_neg,swdfm_kappa,swdfm_C,swdfm_beta,kk_alpha_1,kk_alpha_2,kk_beta_1,kk_beta_2,kk_d_cr,l_star,reference,link,latitude,longitude
Skiadopoulos_and_Lignos_GP_T1_9_M_C1_R1_2,GP_T1_9_M_C1_R1_2,Skiadopoulos and Lignos,2026,GP,T1_9,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.2,NA,NA,2.4,25,12,2.6,NA,NA,2.4,"[24.96, 25.01, 24.98]",12,2.6,0.604,1,2791,center,205000,0.3,1.3276,1.3222,-0.0022,0.0161,1.028,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T1_6_M_C2_R1_2,GP_T1_6_M_C2_R1_2,Skiadopoulos and Lignos,2026,GP,T1_6,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.2,NA,NA,2.4,25,12,2.6,NA,NA,"[2.47, 2.48, 2.52]","[25.11, 24.9, 24.92]","[11.9, 11.87, 11.96]","[2.56, 2.5, 2.48]",0.603,1,6658,center,205000,0.3,1.3276,1.3222,-0.0022,0.0161,1.028,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T1_3_M_C3_R1_2,GP_T1_3_M_C3_R1_2,Skiadopoulos and Lignos,2026,GP,T1_3,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.2,NA,NA,2.4,25,12,2.6,NA,NA,"[2.5, 2.5, 2.51]","[24.91, 24.9, 24.91]","[11.9, 11.92, 11.96]","[2.62, 2.59, 2.60]",0.611,1,6530,center,205000,0.3,1.3161,1.3222,-0.0017,0.0157,1.0534,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T1_8_M_C1_R1_5,GP_T1_8_M_C1_R1_5,Skiadopoulos and Lignos,2026,GP,T1_8,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.5,NA,NA,3,25,12,2.4,NA,NA,"[3.09, 3.08, 3.04, 3.04]","[24.88, 24.92, 24.92, 24.91]","[11.82, 11.81, 11.83, 11.83]","[2.24, 2.22, 2.26]",0.638,1,6852,center,205000,0.3,1.1873,1.1971,-0.0039,0.0112,1.1579,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T1_5_M_C2_R1_5,GP_T1_5_M_C2_R1_5,Skiadopoulos and Lignos,2026,GP,T1_5,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.5,NA,NA,3,25,12,2.4,NA,NA,"[3.09, 3.08, 3.09]","[24.95, 24.89, 24.92, 24.94]","[11.92, 11.93, 11.95, 11.98]","[2.31, 2.31, 2.29]",0.626,1,6545,center,205000,0.3,1.1937,1.1973,-0.0034,0.0115,1.1353,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T1_2_M_C3_R1_5,GP_T1_2_M_C3_R1_5,Skiadopoulos and Lignos,2026,GP,T1_2,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.5,NA,NA,3,25,12,2.4,NA,NA,"[3.07, 3.04, 3.07, 3.04]","[24.9, 24.91, 24.97, 24.93]","[11.92, 11.90, 11.97, 11.94]","[2.29, 2.30, 2.34]",0.606,1,6473,center,205000,0.3,1.1853,1.1987,-0.0056,0.0118,1.0869,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T1_7_M_C1_R3_0,GP_T1_7_M_C1_R3_0,Skiadopoulos and Lignos,2026,GP,T1_7,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,3,NA,NA,6,25,12,2.2,NA,NA,"[6.09, 6.08, 6.08, 6.08]","[24.9, 24.89, 24.89, 24.89]","[11.92, 11.87, 11.92, 11.94]","[2.2, 2.09, 2.13]",0.849,1,7414,center,205000,0.3,1.0495,1.0093,-0.0031,0.008,1.4389,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T1_4_M_C2_R3_0,GP_T1_4_M_C2_R3_0,Skiadopoulos and Lignos,2026,GP,T1_4,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,3,NA,NA,6,25,12,2.2,NA,NA,"[6.01, 6.01, 6.08, 6.18]","[24.93, 24.95, 25.01, 24.99]","[12.0, 11.98, 12.01, 12.00]","[2.24, 2.18, 2.25]",0.819,1,7319,center,205000,0.3,1.0511,1.008,-0.0028,0.0087,1.3833,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T1_1_M_C3_R3_0,GP_T1_1_M_C3_R3_0,Skiadopoulos and Lignos,2026,GP,T1_1,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,3,NA,NA,6,25,12,2.2,NA,NA,"[6.11, 6.12, 6.07, 6.04]","[24.96, 24.92, 24.96, 25.01]","[11.93, 11.95, 11.94, 11.96]","[2.21, 2.16, 2.22, 2.13]",0.769,1,5723,center,205000,0.3,1.0211,1.0019,-0.005,0.009,1.2933,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T5_9_C_C1_R1_2,GP_T5_9_C_C1_R1_2,Skiadopoulos and Lignos,2026,GP,T5_9,cyclic_1_2,"[0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.2,NA,NA,2.4,25,12,2.6,NA,NA,"[2.38, 2.38, 2.37, 2.38]","[24.97, 24.96, 24.96, 25.02]","[11.95, 11.96, 12.03, 11.95]","[2.61, 2.6, 2.6, 2.56]",0.279,13,39528,center,205000,0.3,1.263702109,0.236409038,0.03952108,0.014269818,1.872300029,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T5_6_C_C2_R1_2,GP_T5_6_C_C2_R1_2,Skiadopoulos and Lignos,2026,GP,T5_6,cyclic_1_2,"[0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.2,NA,NA,2.4,25,12,2.6,NA,NA,"[2.38, 2.39, 2.39, 2.39]","[24.98, 24.91, 24.9, 24.91]","[11.85, 11.88, 11.85, 11.85]","[2.58, 2.50, 2.58, 2.49]",0.379,13,39117,center,205000,0.3,1.370275464,0.322153256,0.006853802,0.014977433,2.033672333,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T5_3_C_C3_R1_2,GP_T5_3_C_C3_R1_2,Skiadopoulos and Lignos,2026,GP,T5_3,cyclic_1_2,"[0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.2,NA,NA,2.4,25,12,2.6,NA,NA,"[2.45, 2.44, 2.44, 2.45]","[24.87, 24.86, 24.83, 24.86]","[11.87, 11.94, 11.90, 11.84]","[2.49, 2.51, 2.53, 2.51]",0.277,13,38878,center,205000,0.3,1.263702109,0.236409038,0.03952108,0.014269818,1.872300029,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T5_8_C_C1_R1_5,GP_T5_8_C_C1_R1_5,Skiadopoulos and Lignos,2026,GP,T5_8,cyclic_1_2,"[0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.5,NA,NA,3,25,12,2.4,NA,NA,"[3.12, 3.12, 3.11, 3.11]","[24.93, 24.93, 24.93, 24.93]","[11.92, 11.92, 11.94, 11.94]","[2.3, 2.33, 2.31, 2.36]",0.36,13,39479,center,205000,0.3,1.283170696,0.271451134,0.004662283,0.003327131,2.37573719,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T5_5_C_C2_R1_5,GP_T5_5_C_C2_R1_5,Skiadopoulos and Lignos,2026,GP,T5_5,cyclic_1_2,"[0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.5,NA,NA,3,25,12,2.4,NA,NA,"[3.04, 3.04, 3.04, 3.03]","[24.89, 24.89, 24.9, 24.9]","[11.89, 11.9, 11.94, 11.91]","[2.35, 2.39, 2.34, 2.33]",0.239,13,40102,center,205000,0.3,1.134821013,0.155906751,0.056890575,0.000440264,2.112309694,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T5_2_C_C3_R1_5,GP_T5_2_C_C3_R1_5,Skiadopoulos and Lignos,2026,GP,T5_2,cyclic_1_2,"[0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.5,NA,NA,3,25,12,2.4,NA,NA,"[3.03, 3.04, 3.06, 3.04]","24.85, 24.87, 24.9, 24.9]","[11.87, 11.87, 11.89, 11.88]","[2.33, 2.3, 2.3, 2.38]",0.282,13,40204,center,205000,0.3,1.161791388,0.194347759,0.03002977,0.002106658,2.197427988,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T5_7_C_C1_R3_0,GP_T5_7_C_C1_R3_0,Skiadopoulos and Lignos,2026,GP,T5_7,cyclic_1_2,"[0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,3,NA,NA,6,25,12,2.2,NA,NA,"[6.1, 6.11, 6.11, 6.08]","[24.89, 24.92, 24.9, 24.91]","[11.92, 11.93, 11.89, 11.9]","[2.14, 2.16, 2.14, 2.16]",0.375,9,38928,center,205000,0.3,1.114787018,0.318726917,0.012179782,0.021423489,2.130774975,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T5_4_C_C2_R3_0,GP_T5_4_C_C2_R3_0,Skiadopoulos and Lignos,2026,GP,T5_4,cyclic_1_2,"[0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,3,NA,NA,6,25,12,2.2,NA,NA,"[6.09, 6.07, 6.11, 6.08]","[24.89, 24.9, 24.87, 24.88]","[11.89, 11.88, 11.88, 11.9]","[2.16, 2.14, 2.13, 2.14]",0.252,11,46286,center,205000,0.3,1.064035515,0.301618904,0.045565221,0.019365774,2.457230568,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_T5_1_C_C3_R3_0,GP_T5_1_C_C3_R3_0,Skiadopoulos and Lignos,2026,GP,T5_1,cyclic_1_2,"[0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,0,2]",column flange,wide flange,H498x432x45/70,SM490A,transverse,longitudinal,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,3,NA,NA,6,25,12,2.2,NA,NA,"[6.12, 6.12, 6.14, 6.10]","[24.9, 24.92, 24.92, 24.94]","[11.94, 11.94, 11.95, 11.95]","[2.21, 2.22, 2.19, 2.16]",0.401,9,39295,center,205000,0.3,1.114787018,0.318726917,0.012179782,0.021423489,2.130774975,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L2_1_M_C1_R1_2,GP_L2_1_M_C1_R1_2,Skiadopoulos and Lignos,2026,GP,L2_1,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.2,NA,NA,2.4,25,12,2.6,NA,NA,"[2.51, 2.50, 2.47, 2.47]","[24.93, 24.91, 24.89, 24.86]","[11.89, 11.85, 11.91, 11.91]","[2.61, 2.56, 2.55, 2.46]",0.62,1,6491,center,205000,0.3,1.3067,1.322,-0.0013,0.0153,1.078,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L2_4_M_C2_R1_2,GP_L2_4_M_C2_R1_2,Skiadopoulos and Lignos,2026,GP,L2_4,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.2,NA,NA,2.4,25,12,2.6,NA,NA,"[2.49, 2.45, 2.52, 2.47]","[24.92, 24.86, 24.93, 24.89]","[11.87, 11.90, 11.86, 11.86]","[2.59, 2.51, 2.52, 2.60]",0.629,1,6529,center,205000,0.3,1.2973,1.3216,-0.002,0.0149,1.1017,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L3_2_M_C3_R1_2,GP_L3_2_M_C3_R1_2,Skiadopoulos and Lignos,2026,GP,L3_2,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.2,NA,NA,2.4,25,12,2.6,NA,NA,"[2.51, 2.47, 2.46, 2.50]","[24.92, 24.99, 24.90, 24.89]","[11.86, 11.81, 11.85, 11.86]","[2.63, 2.49, 2.50, 2.55]",0.621,1,6506,center,205000,0.3,1.3067,1.322,-0.0013,0.0153,1.078,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L2_2_M_C1_R1_5,GP_L2_2_M_C1_R1_5,Skiadopoulos and Lignos,2026,GP,L2_2,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.5,NA,NA,3,25,12,2.4,NA,NA,"[3.05, 3.05, 3.07, 3.09]","24.83, 24.85, 24.88, 24.93]","[11.85, 11.88, 11.88, 11.92]","[2.34, 2.29, 2.30, 2.36]",0.636,1,6569,center,205000,0.3,1.1873,1.1971,-0.0039,0.0112,1.1579,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L2_5_M_C2_R1_5,GP_L2_5_M_C2_R1_5,Skiadopoulos and Lignos,2026,GP,L2_5,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.5,NA,NA,3,25,12,2.4,NA,NA,"[3.06, 3.09, 3.07, 3.09]","[24.86, 24.86, 24.88, 24.86]","[11.88, 11.89, 11.9, 11.9]","[2.43, 2.40, 2.44, 2.41]",0.636,1,6631,center,205000,0.3,1.1873,1.1971,-0.0039,0.0112,1.1579,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L3_3_M_C3_R1_5,GP_L3_3_M_C3_R1_5,Skiadopoulos and Lignos,2026,GP,L3_3,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.5,NA,NA,3,25,12,2.4,NA,NA,"[3.05, 3.03, 3.06, 3.02]","[24.87, 24.87, 24.91, 24.88]","[11.85, 11.87, 11.87, 11.89]","[2.40, 2.44, 2.40, 2.37]",0.66,1,6652,center,205000,0.3,1.1726,1.1965,-0.0049,0.0106,1.2008,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
