id,specimen_designation,experimental_program,date,specimen_type,piece,loading,loading_protocol,location_coupon,section_type,section_profile,steel_type,coupon_direction,crack_opening_direction,plate_thickness,f_yn,f_un,fy_m,fu_m,elongation_fr,temperature,chemical_composition_C,chemical_composition_Si,chemical_composition_Mn,chemical_composition_P,chemical_composition_S,chemical_composition_Cu,chemical_composition_Ni,chemical_composition_Cr,chemical_composition_V,chemical_composition_Nb,chemical_composition_Mo,chemical_composition_Ti,chemical_composition_Al,chemical_composition_N,gauge_length,nom_notch_radius,nom_whole_diameter_cnt,nom_notch_diameter_cnt,nom_notch_width,nom_width_gp,nom_whole_thickness_gp,nom_notch_thickness_gp,meas_whole_diameter_cnt,meas_notch_diameter_cnt,meas_notch_width,meas_width_gp,meas_whole_thickness_gp,meas_notch_thickness_gp,disp_fract,exc_at_fract,step_fract,fract_loc,young_mod,nu,triax_at_fr,triax_avg_till_fr,lode_at_fr,lode_avg_till_fr,peeq_at_fr,cvgm_etamono,cvgm_lambda,swdfm_alpha_pos,swdfm_alpha_neg,swdfm_kappa,swdfm_C,swdfm_beta,kk_alpha_1,kk_alpha_2,kk_beta_1,kk_beta_2,kk_d_cr,l_star,reference,link,latitude,longitude
Ozden_et_al_CNT_M_R0_5_C5,CNT_M_R0_5_C5,Ozden et al.,2023,CNT,M_R0_5_C5,monotonic,"[0,2]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,0.5,6,4,1,NA,NA,NA,"[5.86,5.87,5.87,5.86,5.90]",NA,"[1.14,1.14,1.16,1.14,1.15]",NA,NA,NA,0.97,1,7922,center,180451,0.3,NR,1.4648,1,1,0.6281,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_M_R1_C1,CNT_M_R1_C1,Ozden et al.,2023,CNT,M_R1_C1,monotonic,"[0,2]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,1,6,4,2,NA,NA,NA,"[5.91,5.92,5.91,5.94,5.91]","[3.99,4.02,4.02,3.98,3.99]","[2.08,2.07,2.09,1.98,2.07]",NA,NA,NA,1.15,1,23237,center,180451,0.3,NR,1.3019,1,1,0.75456,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_M_R1_C2,CNT_M_R1_C2,Ozden et al.,2023,CNT,M_R1_C2,monotonic,"[0,2]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,1,6,4,2,NA,NA,NA,"[5.93,5.90,5.90,5.92,5.89]","[4.02,4.00,3.97,3.98,4.00]","[1.98,2.03,2.05,2.01,2.01]",NA,NA,NA,1.14,1,9026,center,180451,0.3,NR,1.29725,1,1,0.73625,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_M_R1_C3,CNT_M_R1_C3,Ozden et al.,2023,CNT,M_R1_C3,monotonic,"[0,2]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,1,6,4,2,NA,NA,NA,"[5.86,5.79,5.72,5.77,5.73]","[3.94,3.80,3.76,3.79,3.80]","[1.98,1.92,2.00,1.99,1.90]",NA,NA,NA,1.14,1,8639,center,180451,0.3,NR,1.29725,1,1,0.73625,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_M_R1_C4,CNT_M_R1_C4,Ozden et al.,2023,CNT,M_R1_C4,monotonic,"[0,2]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,1,6,4,2,NA,NA,NA,"[5.88,5.88,5.93,5.92,5.90]","[3.93,3.94,3.94,3.95,3.94]","[2.10,2.00,2.11,2.10,2.12]",NA,NA,NA,1.15,1,8681,center,180451,0.3,NR,1.3019,1,1,0.75456,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_M_R1_C5,CNT_M_R1_C5,Ozden et al.,2023,CNT,M_R1_C5,monotonic,"[0,2]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,1,6,4,2,NA,NA,NA,"[5.91,5.88,5.91,5.89,5.88]","[3.98,3.97,3.97,3.96,3.96]","[2.06,1.99,2.09,2.04,2.05]",NA,NA,NA,1.07,1,8420,center,180451,0.3,NR,1.26906,1,1,0.63214,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_M_R5_C1,CNT_M_R5_C1,Ozden et al.,2023,CNT,M_R5_C1,monotonic,"[0,2]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,5,6,4,6,NA,NA,NA,"[6.00,6.01,5.99,6.01,6.00]","[3.97,3.96,3.97,3.98,3.97]","[5.94,5.94,6.00,6.04,6.04]",NA,NA,NA,1.68,1,11081,center,180451,0.3,NR,0.96464,1,1,1.25019,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_M_R5_C2,CNT_M_R5_C2,Ozden et al.,2023,CNT,M_R5_C2,monotonic,"[0,2]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,5,6,4,6,NA,NA,NA,"[5.93,5.97,5.92,5.94,5.91]","[4.01,4.01,3.91,3.96,4.00]","[5.95,6.01,5.99,6.01,5.96]",NA,NA,NA,1.64,1,33129,center,180451,0.3,NR,0.94947,1,1,1.18826,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_M_R5_C3,CNT_M_R5_C3,Ozden et al.,2023,CNT,M_R5_C3,monotonic,"[0,2]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,5,6,4,6,NA,NA,NA,"[5.92,5.92,5.91,5.92,5.95]","[3.99,4.03,4.01,3.93,3.98]","[6.20,6.14,6.27,6.32,6.36]",NA,NA,NA,1.66,1,10764,center,180451,0.3,NR,0.95809,1,1,1.22328,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_M_R5_C4,CNT_M_R5_C4,Ozden et al.,2023,CNT,M_R5_C4,monotonic,"[0,2]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,5,6,4,6,NA,NA,NA,"[5.93,5.92,5.96,5.92,5.93]","[3.95,3.97,3.95,3.99,3.98]","[6.09,6.00,6.20,6.31,6.24]",NA,NA,NA,1.66,1,10617,center,180451,0.3,NR,0.9452,1,1,1.17111,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_M_R5_C5,CNT_M_R5_C5,Ozden et al.,2023,CNT,M_R5_C5,monotonic,"[0,2]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,5,6,4,6,NA,NA,NA,"[5.93,5.91,5.91,5.92,5.93]","[3.96,3.94,3.94,3.99,4.00]","[6.15,6.08,6.01,6.07,6.13]",NA,NA,NA,1.755,1,11107,center,180451,0.3,NR,0.99364,1,1,1.37361,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_C_R0_5_C4,CNT_C_R0_5_C4,Ozden et al.,2023,CNT,C_R0_5_C4,cyclic_1_2,"[0,0.48,0,0.48,0,0.48,0,0.48,0,0.48,0,0.48,0,0.48,0]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,0.5,6,4,1,NA,NA,NA,"[5.87,5.89,5.90,5.89,5.90]",NA,"[1.11,1.11,1.13,1.13,1.12]",NA,NA,NA,NR,NR,21580,center,180451,0.3,NR,0.53763,1,0.33108,1.0288,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_C_R0_5_C5,CNT_C_R0_5_C5,Ozden et al.,2023,CNT,C_R0_5_C5,cyclic_1_2,"[0,0.48,0,0.48,0,0.48,0,0.48,0,0.48,0,0.48,0,0.48,0]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,0.5,6,4,1,NA,NA,NA,"[5.89,5.90,5.90,5.89,5.89]",NA,"[1.14,1.14,1.12,1.11,1.14]",NA,NA,NA,NR,NR,22018,center,180451,0.3,NR,0.5245,1,0.32274,1.01614,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_C_R1_C5,CNT_C_R1_C5,Ozden et al.,2023,CNT,C_R1_C5,cyclic_1_2,"[0,0.56,0,0.56,0,0.56,0,0.56,0,0.56,0,0.56,0,0.56,0]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,1,6,4,2,NA,NA,NA,"[5.87,5.88,5.88,5.88,5.90]","[3.93,3.94,3.93,3.94,3.92]","[2.07,2.10,2.05,2.10,2.04]",NA,NA,NA,NR,NR,20743,center,180451,0.3,NR,0.47441,1,0.34345,1.35859,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_C_R5_C5,CNT_C_R5_C5,Ozden et al.,2023,CNT,C_R5_C5,cyclic_1_2,"[0,0.84,0,0.84,0,0.84,0,0.84,0,0.84,0,0.84,0,0.84,0]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,5,6,4,6,NA,NA,NA,"[5.87,5.86,5.86,5.86,5.85]","[3.87,3.86,3.89,3.87,3.86]","[6.32,6.12,6.20,6.19,6.13]",NA,NA,NA,NR,NR,31650,center,180451,0.3,NR,0.20319,1,0.19348,3.39226,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_C_R0_5_C1,CNT_C_R0_5_C1,Ozden et al.,2023,CNT,C_R0_5_C1,cyclic_2_3,"[0,0.64,0,0.64,0,0.64,0,0.64,0,0.64,0,0.64,0,0.64,0]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,0.5,6,4,1,NA,NA,NA,"[5.85,5.85,5.85,5.85,5.85]",NA,"[1.14,1.15,1.16,1.13,1.12]",NA,NA,NA,NR,NR,12567,center,180451,0.3,NR,0.7785,1,0.49095,0.83161,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_C_R0_5_C2,CNT_C_R0_5_C2,Ozden et al.,2023,CNT,C_R0_5_C2,cyclic_2_3,"[0,0.64,0,0.64,0,0.64,0,0.64,0,0.64,0,0.64,0,0.64,0]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,0.5,6,4,1,NA,NA,NA,"[5.89,5.90,5.92,5.88,5.86]",NA,"[1.15,1.13,1.13,1.12,1.11]",NA,NA,NA,NR,NR,12338,center,180451,0.3,NR,0.73343,1,0.4628,0.78803,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_C_R1_C1,CNT_C_R1_C1,Ozden et al.,2023,CNT,C_R1_C1,cyclic_2_3,"[0,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,1,6,4,2,NA,NA,NA,"[5.87,5.90,5.90,5.88,5.88]","[3.95,3.94,3.93,3.94,3.94]","[2.01,2.01,2.00,2.00,2.02]",NA,NA,NA,NR,NR,14608,center,180451,0.3,NR,0.62369,1,0.44309,1.23081,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_C_R1_C2,CNT_C_R1_C2,Ozden et al.,2023,CNT,C_R1_C2,cyclic_2_3,"[0,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,1,6,4,2,NA,NA,NA,"[5.90,5.89,5.90,5.90,5.90]","[3.94,3.94,3.94,3.95,3.93]","[2.01,2.10,2.06,2.04,2.05]",NA,NA,NA,NR,NR,14600,center,180451,0.3,NR,0.56723,1,0.4025,1.14719,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_C_R5_C1,CNT_C_R5_C1,Ozden et al.,2023,CNT,C_R5_C1,cyclic_2_3,"[0,1.12,0,1.12,0,1.12,0,1.12,0,1.12,0,1.12,0,1.12,0]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,5,6,4,6,NA,NA,NA,"[5.89,5.90,5.89,5.88,5.91]","[3.91,3.91,3.90,3.92,3.93]","[6.17,6.08,6.08,6.20,6.14]",NA,NA,NA,NR,NR,22368,center,180451,0.3,NR,0.38232,1,0.35495,2.71972,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_C_R5_C2,CNT_C_R5_C2,Ozden et al.,2023,CNT,C_R5_C2,cyclic_2_3,"[0,1.12,0,1.12,0,1.12,0,1.12,0,1.12,0,1.12,0,1.12,0]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,5,6,4,6,NA,NA,NA,"[5.92,5.92,5.92,5.93,5.92]","[3.95,3.92,3.95,3.93,3.92]","[6.26,6.38,6.09,6.35,6.05]",NA,NA,NA,NR,NR,22450,center,180451,0.3,NR,0.37523,1,0.34943,2.69663,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_C_R1_C3,CNT_C_R1_C3,Ozden et al.,2023,CNT,C_R1_C3,cyclic_random,"[0,0.06,-0.03,0.03,-0.06,0.3,0.09,0.15,0.03,0.12,-0.03,0,-0.15,-0.12,-0.18,0.03,0,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,1,6,4,2,NA,NA,NA,"[5.89,5.87,5.87,5.90,5.89]","[3.95,3.97,3.96,3.96,3.96]","[2.10,2.07,2.05,2.06,2.04]",NA,NA,NA,NR,NR,22468,center,180451,0.3,NR,0.6,1,0.40268,1.56647,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_C_R1_C4,CNT_C_R1_C4,Ozden et al.,2023,CNT,C_R1_C4,cyclic_random,"[0,0.06,-0.03,0.03,-0.06,0.3,0.09,0.15,0.03,0.12,-0.03,0,-0.15,-0.12,-0.18,0.03,0,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,1,6,4,2,NA,NA,NA,"[5.90,5.90,5.90,5.90,5.90]","[3.96,3.96,3.95,3.96,3.96]","[2.06,2.05,2.06,2.04,2.02]",NA,NA,NA,NR,NR,18625,center,180451,0.3,NR,0.77044,1,0.55472,1.02234,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_C_R5_C3,CNT_C_R5_C3,Ozden et al.,2023,CNT,C_R5_C3,cyclic_random,"[0,0.026,-0.013,0.013,-0.026,0.13,0.039,0.065,0.013,0.052,-0.013,0,-0.065,-0.052,-0.078,0.013,0,1.12,0,1.12,0,1.12,0,1.12,0,1.12,0,1.12,0,1.12,0]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,5,6,4,6,NA,NA,NA,"[5.91,5.89,5.90,5.91,5.88]","[3.90,3.89,3.89,3.89,3.89]","[6.50,6.31,6.16,6.31,6.19]",NA,NA,NA,NR,NR,26441,center,180451,0.3,NR,0.34437,1,0.31771,2.76209,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
Ozden_et_al_CNT_C_R5_C4,CNT_C_R5_C4,Ozden et al.,2023,CNT,C_R5_C4,cyclic_random,"[0,0.026,-0.013,0.013,-0.026,0.13,0.039,0.065,0.013,0.052,-0.013,0,-0.065,-0.052,-0.078,0.013,0,1.12,0,1.12,0,1.12,0,1.12,0,1.12,0,1.12,0,1.12,0]",beam flange,wide flange,IPE330,S355-J2-AR,longitudinal,thickness/width,11.5,355,490,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,20,5,6,4,6,NA,NA,NA,"[5.89,5.89,5.89,5.91,5.90]","[3.94,3.90,3.91,3.90,3.90]","[6.32,6.33,6.09,6.21,6.09]",NA,NA,NA,NR,NR,27971,center,180451,0.3,NR,0.34437,1,0.31771,2.76209,5.5,0.35,1.3,1.3,-1.85,0.24,1.7,0.7,-0.1,2.2,4.4,1,NR,"Ozden, S., de Castro e Sousa, A. and Lignos, D. (2023), Digital-Image-Correlation for Simulating Cyclic Local Buckling in Steel Beams. ce/papers, 6: 1717-1722. https://doi.org/10.1002/cepa.2671",https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2671,46.5172,6.5689
