Chord Rotation [rads],Moment [kN-mm]
-9.020504e-04,-2.116305e+04
-6.352016e-03,-2.814686e+06
-9.020504e-04,-2.116305e+04
6.529465e-03,3.364925e+06
-6.896552e-04,0
-7.031701e-03,-3.174458e+06
-9.490511e-03,-3.745860e+06
-9.393025e-03,-3.237947e+06
-5.929644e-03,-1.587229e+06
-2.586207e-03,0
1.449403e-03,1.862349e+06
4.138131e-03,2.920501e+06
5.122662e-03,3.259110e+06
7.074200e-03,3.470740e+06
5.662361e-03,2.814686e+06
3.663288e-03,1.756533e+06
-3.998146e-05,-2.116305e+04
-2.436351e-03,-1.015826e+06
-4.702806e-03,-2.306773e+06
-7.976251e-03,-3.491904e+06
-1.023515e-02,-3.957491e+06
-1.230664e-02,-4.232610e+06
-1.392583e-02,-4.359589e+06
-1.440058e-02,-4.063306e+06
-1.265388e-02,-3.047479e+06
-9.350426e-03,-1.481414e+06
-6.499255e-03,-6.348915e+04
-3.050879e-03,1.396761e+06
1.776807e-03,2.857012e+06
7.341582e-03,3.703534e+06
1.097728e-02,3.894002e+06
1.139955e-02,3.661208e+06
9.747823e-03,2.878175e+06
6.032065e-03,1.185131e+06
3.235881e-03,-2.116305e+04
7.720358e-04,-1.142805e+06
-1.784260e-03,-2.222120e+06
-4.085661e-03,-2.983990e+06
-7.406540e-03,-3.555393e+06
-8.880819e-03,-3.788186e+06
-1.201428e-02,-4.169121e+06
-1.396582e-02,-4.380752e+06
-1.437308e-02,-3.957491e+06
-1.217410e-02,-2.793523e+06
-8.883137e-03,-1.142805e+06
-6.724138e-03,0
-4.887509e-03,6.983807e+05
-3.238298e-03,1.206294e+06
-4.446315e-04,2.137468e+06
3.371030e-03,3.153295e+06
7.513996e-03,3.703534e+06
1.126964e-02,3.957491e+06
1.142704e-02,3.767023e+06
1.077233e-02,3.237947e+06
8.415947e-03,2.264447e+06
5.564775e-03,8.465221e+05
3.488257e-03,2.116305e+04
9.594551e-04,-9.523373e+05
-2.621353e-03,-2.391425e+06
-5.427508e-03,-3.237947e+06
-1.153702e-02,-4.190284e+06
-1.562500e-02,-4.528893e+06
-1.906079e-02,-4.613545e+06
-2.260151e-02,-4.571219e+06
-2.254401e-02,-4.084469e+06
-1.810607e-02,-1.735370e+06
-1.375312e-02,2.116305e+04
-8.098313e-03,2.010490e+06
-3.435588e-03,2.835849e+06
3.003744e-03,3.597719e+06
