coordinate,residual_stress
18.0993788819876,-60.80123
59.304347826087,9.80665
66.6211180124224,20.1036325
83.1801242236025,64.2335575
94.7329192546584,87.7695175
102.819875776398,96.10517
118.608695652174,97.5761675
136.708074534161,90.7115125
149.801242236025,71.0982125
160.968944099379,60.3108975
172.136645962733,55.897905
183.304347826087,57.859235
197.552795031056,68.1562175
206.409937888199,75.0208725
214.496894409938,75.0208725
220.273291925466,68.64655
228.360248447205,45.11059
243.763975155279,10.787315
253.006211180124,-2.941995
273.801242236025,-33.34261
292.285714285714,-59.3302325
