coordinate,residual_stress
5.97243491577335,13.3242527173913
17.457886676876,24.516625
26.1868300153139,27.1814755434783
36.2940275650842,27.1814755434783
44.5635528330781,23.9836548913044
54.2113323124043,15.9891032608696
65.6967840735069,7.99455163043478
73.5068912710567,0.532970108695652
79.47932618683,1.59891032608696
82.6952526799387,6.39564130434783
86.8300153139357,8.52752173913044
91.8836140888208,9.06049184782609
100.612557427259,1.0659402173913
114.395099540582,-15.9891032608696
186.523736600306,-79.4125461956522
198.468606431853,-11.7253423913043
202.60336906585,14.9231630434783
205.819295558959,34.6430570652174
209.035222052067,41.5716684782609
215.467075038285,35.176027173913
220.980091883614,25.0495951086957
225.574272588055,18.6539538043478
230.62787136294,17.5880135869565
235.222052067381,20.7858342391304
237.978560490046,28.7803858695652
247.166921898928,35.7089972826087
255.895865237366,37.8408777173913
265.084226646248,42.1046385869565
269.678407350689,47.434339673913
275.191424196018,48.5002798913043
286.676875957121,47.434339673913
294.027565084227,43.7035489130435
298.162327718224,40.5057282608696
