coordinate,residual_stress
11.75,-130.230859940684
35.25,-75.976878749001
58.75,-21.4648889575504
82.25,11.5056632123351
105.75,69.8444061611917
155,67.6767125257901
204.25,45.3142463675151
227.75,-10.3009604791883
251.25,-46.9114679484709
274.75,-80.3232543323757
298.25,-91.2780318862587
