id,experimental_program,date,specimen_designation,northridge,specimen_type,comments,loading_protocol,slab,connection_type,t_pl,rbs_cut,s_h,d_h,section_b,d_b,d_bg,t_bw,b_bf,t_bf,r_b,a_b,i_xb,z_xb,z_xb_bfp,r_yb,b_bf_rbs,d_gb_rbs,a_b_rbs,i_xb_rbs,z_xb_rbs,d_bm,d_bgm,t_bwm,b_bfm,t_bfm,z_xbm,steel_b,f_yb,f_ybw,f_ybf,f_yb_mill,f_yb_avg,l_b,l_fc,l_o,lo_db,section_c,d_c,t_cw,b_cf,c_c,t_cf,r_c,a_c,i_xc,d_cm,t_wcm,c_cm,b_fcm,t_fcm,steel_c,f_yc,f_ydp,f_ycw,f_ycf,f_yc_mill,f_yc_avg,h_c,backing_bar,electrode,d_electrode,cvn_0f,cvn_minus20f,cvn_70f,access_hole_geometry,w,w_l,w_r,h_t,a_s,f_sk,f_sm,h_co,slab_con_type,f_ck,f_cm,cur_days,f_c_compr_calc,d,h_sc,n_studs,n_diss,n_r,f_u_sc,h_p,b_o,deck_ribs_orientation,section_shape_c,d_pz,tw_pz,bf_pz,tf_pz,dz,zw,dz_plug,wz_plug,wd,n_dp,t_dp,t_dp_tot,t_p,t_cp,d_cp,db_plus,db_minus,a_vc,fy_pz_m,p_cm,n_pm,v_pz_el_m_europe,r_n_el_m_aisc,r_n_pl_m_aisc,v_pz_m_aij,fy_pz_n,p_cn,n_pn,v_pz_el_n_europe,r_n_el_n_aisc,r_n_pl_n_aisc,v_pz_n_aij,m_cf_minus_n,m_cf_plus_n,m_cf_minus_m,m_cf_plus_m,v_bf_plus_n,v_bf_minus_n,v_col_n,r_u_n,r_u_m,ru_rn_el_n,ru_rn_pl_n,aisc_pz_violation_n,ru_rn_el_m,ru_rn_pl_m,aisc_pz_violation_m,g_max,g_y,g_max_g_y,reference,link,latitude,longitude
Rahiminia_and_Namba_2013_HI06F,Rahiminia and Namba,2013,HI06F,Post,Interior - Beam Loaded - Subassembly,NA,Symmetric Cyclic,NO,WUF-W,NA,NA,NA,NA,H-400x200x8x13,399.9992,199.9996,8.001,199.9996,12.954,12.954,8335.4672,234998019.4,1309981.896,NA,45.593,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,SM490A,355,417,366,NA,384.673274,3999.999996,3699.999996,1849.999998,4.625009245,H-300x300x10x15,299.9999997,9.99999999,299.9999997,243.9999998,14.99999998,12.99999999,11849.99998,199327499.2,NR,NR,NR,NR,NR,SM490A,355,376,417,366,NR,377.7692308,2000,Yes,NR,NR,NR,NR,NR,AIJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,299.9999997,9.99999999,299.9999997,14.99999998,374.0912,269.9999997,NR,NR,269.9999997,1,9,9,18.99999999,12.954,270.002,387.0452,387.0452,3389.999993,377.7692308,0,0,1321.844312,1426.139998,1537.31272,1372.303853,355,0,0,1125.311105,1214.099998,1321.931463,1168.268268,716.1671026,716.1671026,NA,705.4810348,1850.344876,1850.344876,774.2347055,2926.455047,2882.788845,2.410390455,2.213772141,yes,2.021392605,1.875213031,yes,0.060689622,0.003129815,19.3908024,"Rahiminia, F., and Namba, H. (2013). “Joint panel in steel moment connections, part 1: experimental tests results.” Journal of Constructional Steel Research, 89, 272–283. https://doi.org/10.1016/j.jcsr.2013.07.002.",https://doi.org/10.1016/j.jcsr.2013.07.002,34.72349711,135.2341657
Rahiminia_and_Namba_2013_HI08F,Rahiminia and Namba,2013,HI08F,Post,Interior - Beam Loaded - Subassembly,NA,Symmetric Cyclic,NO,WUF-W,NA,NA,NA,NA,H-400x200x8x13,399.9992,199.9996,8.001,199.9996,12.954,12.954,8335.4672,234998019.4,1309981.896,NA,45.593,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,SM490A,355,417,366,NA,384.673274,3999.999996,3699.999996,1849.999998,4.625009245,H-300x300x10x15,299.9999997,9.99999999,299.9999997,243.9999998,14.99999998,12.99999999,11849.99998,199327499.2,NR,NR,NR,NR,NR,SM490A,355,364,417,366,NR,377.7692308,2000,Yes,NR,NR,NR,NR,NR,AIJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,299.9999997,9.99999999,299.9999997,14.99999998,374.0912,269.9999997,NR,NR,269.9999997,1,16,16,25.99999999,12.954,270.002,387.0452,387.0452,3389.999993,377.7692308,0,0,1380.347792,1951.559997,2062.732719,1877.889483,355,0,0,1175.116226,1661.399998,1769.231463,1598.682893,716.1671026,716.1671026,NA,705.4810348,1850.344876,1850.344876,774.2347055,2926.455047,2882.788845,1.761439178,1.654082639,yes,1.477171519,1.397558112,yes,0.052736523,0.003129815,16.84972588,"Rahiminia, F., and Namba, H. (2013). “Joint panel in steel moment connections, part 1: experimental tests results.” Journal of Constructional Steel Research, 89, 272–283. https://doi.org/10.1016/j.jcsr.2013.07.002.",https://doi.org/10.1016/j.jcsr.2013.07.002,34.72349711,135.2341657
Rahiminia_and_Namba_2013_HI10F,Rahiminia and Namba,2013,HI10F,Post,Interior - Beam Loaded - Subassembly,NA,Symmetric Cyclic,NO,WUF-W,NA,NA,NA,NA,H-400x200x8x13,399.9992,199.9996,8.001,199.9996,12.954,12.954,8335.4672,234998019.4,1309981.896,NA,45.593,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,SM490A,355,417,366,NA,384.673274,3999.999996,3699.999996,1849.999998,4.625009245,H-300x300x10x15,299.9999997,9.99999999,299.9999997,243.9999998,14.99999998,12.99999999,11849.99998,199327499.2,NR,NR,NR,NR,NR,SM490A,355,376.5,417,366,NR,377.7692308,2000,Yes,NR,NR,NR,NR,NR,AIJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,299.9999997,9.99999999,299.9999997,14.99999998,374.0912,269.9999997,NR,NR,269.9999997,2,10.5,21,30.99999999,12.954,270.002,387.0452,387.0452,3389.999993,377.7692308,0,0,1380.347792,2326.859997,2438.032719,2239.022076,355,0,0,1175.116226,1980.899997,2088.731463,1906.121911,716.1671026,716.1671026,NA,705.4810348,1850.344876,1850.344876,774.2347055,2926.455047,2882.788845,1.477336085,1.401068112,yes,1.238918048,1.182424183,yes,0.04528963,0.003129815,14.47038629,"Rahiminia, F., and Namba, H. (2013). “Joint panel in steel moment connections, part 1: experimental tests results.” Journal of Constructional Steel Research, 89, 272–283. https://doi.org/10.1016/j.jcsr.2013.07.002.",https://doi.org/10.1016/j.jcsr.2013.07.002,34.72349711,135.2341657
Ricles_et_al_2000_C1,Ricles et al.,2000,C1,Post,Interior - Column Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,WUF-W,NA,NA,NA,NA,W36x150,911.86,455.93,15.875,304.8,23.876,20.066,28516.072,3762732087,9520884.184,NA,62.89915923,NA,NA,NA,NA,NA,912.876,456.438,16.002,308.864,23.622,9488110.056,ASTM A572 Gr. 50,344.7379543,433.6803466,390.9328402,393.0012679,411.6737576,8991.6,8526.78,4263.39,4.675487465,W14x398,464.82,44.958,421.64,254,72.39,29.972,75483.72,2497388554,463.55,45.974,250.698,416.052,71.628,ASTM A572 Gr. 50,344.7379543,393.6907439,359.9064243,366.8011834,372.3169907,365.4860595,3962.4,No,E70TG-K2,1.7272,NR,NR,NR,AISC-360-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,464.82,44.958,421.64,72.39,864.108,320.04,NR,NR,319.0875,2,19.05,38.1,83.058,0,0,887.984,887.984,22032.53658,365.4860595,0,0,5257.147314,8314.17007,9936.779317,8000.31388,344.7379543,0,0,5035.581719,7985.582968,9489.183248,7684.130793,5054.603611,5054.603611,NA,5487.297435,5692.223746,5692.223746,2690.361905,8694.085588,9438.333294,1.088722717,0.916210106,no,1.135210516,0.949838272,no,0.012960607,0.002701296,4.797921675,"Ricles, J. M., Mao, C., Lu, L.-W., and Fisher, J. W. (2000). Development and evaluation of improved details for ductile welded unreinforced flange connections. Report No. SAC/BD-00/24, SAC Joint Venture, Sacramento, CA, USA.",https://store.atcouncil.org/index.php?dispatch=products.view&product_id=139,40.608028,-75.376194
Ricles_et_al_2000_C2,Ricles et al.,2000,C2,Post,Interior - Column Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,WUF-W,NA,NA,NA,NA,W36x150,911.86,455.93,15.875,304.8,23.876,20.066,28516.072,3762732087,9520884.184,NA,62.89915923,NA,NA,NA,NA,NA,912.876,456.438,16.002,308.864,23.622,9488110.056,ASTM A572 Gr. 50,344.7379543,433.6803466,390.9328402,393.0012679,411.6737576,8991.6,8526.78,4263.39,4.675487465,W14x398,464.82,44.958,421.64,254,72.39,29.972,75483.72,2497388554,463.55,45.974,250.698,416.052,71.628,ASTM A572 Gr. 50,344.7379543,393.6907439,359.9064243,366.8011834,372.3169907,365.4860595,3962.4,No,E70TG-K2,1.7272,NR,NR,NR,AISC-360-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,464.82,44.958,421.64,72.39,864.108,320.04,NR,NR,319.0875,2,19.05,38.1,83.058,25.4,319.0875,887.984,887.984,22032.53658,365.4860595,0,0,5730.77001,8314.17007,9936.779317,8000.31388,344.7379543,0,0,5504.439159,7985.582968,9489.183248,7684.130793,5054.603611,5054.603611,NA,5487.297435,5692.223746,5692.223746,2690.361905,8694.085588,9438.333294,1.088722717,0.916210106,no,1.135210516,0.949838272,no,0.013005164,0.002701296,4.814416449,"Ricles, J. M., Mao, C., Lu, L.-W., and Fisher, J. W. (2000). Development and evaluation of improved details for ductile welded unreinforced flange connections. Report No. SAC/BD-00/24, SAC Joint Venture, Sacramento, CA, USA.",https://store.atcouncil.org/index.php?dispatch=products.view&product_id=139,40.608028,-75.376194
Ricles_et_al_2000_T1,Ricles et al.,2000,T1,Post,Exterior - Column Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,WUF-W,NA,NA,NA,NA,W36x150,911.86,455.93,15.875,304.8,23.876,20.066,28516.072,3762732087,9520884.184,NA,62.89915923,NA,NA,NA,NA,NA,912.876,456.438,15.748,309.626,23.876,9537271.248,ASTM A572 Gr. 50,344.7379543,426.0961116,379.9012257,386.1065089,402.3147977,4495.8,4278.63,4278.63,4.692200557,W14x311,434.34,35.814,411.48,254,57.404,29.972,58967.624,1802282073,431.8,35.56,251.968,412.75,56.642,ASTM A572 Gr. 50,344.7379543,NA,339.2221471,326.1221048,372.3169907,328.6766489,3962.4,No,E70TG-K2,1.7272,NR,NR,NR,AISC-360-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,434.34,35.814,411.48,57.404,864.108,319.532,NA,NA,0,0,0,0,35.814,25.4,319.0875,887.984,0,17223.32039,328.6766489,0,0,3327.793231,3147.537524,4038.938634,3028.719394,344.7379543,0,0,3388.393458,3217.532978,4140.245645,3096.072552,0,5054.603611,NA,5362.549633,5692.223746,0,1340.389569,4351.834178,4616.964764,1.352537552,1.051105309,yes,1.466849793,1.143113373,yes,0.02928157,0.002546049,11.50078703,"Ricles, J. M., Mao, C., Lu, L.-W., and Fisher, J. W. (2000). Development and evaluation of improved details for ductile welded unreinforced flange connections. Report No. SAC/BD-00/24, SAC Joint Venture, Sacramento, CA, USA.",https://store.atcouncil.org/index.php?dispatch=products.view&product_id=139,40.608028,-75.376194
Ricles_et_al_2000_T2,Ricles et al.,2000,T2,Post,Exterior - Column Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,WUF-W,NA,NA,NA,NA,W36x150,911.86,455.93,15.875,304.8,23.876,20.066,28516.072,3762732087,9520884.184,NA,62.89915923,NA,NA,NA,NA,NA,912.876,456.438,15.748,309.626,23.876,9537271.248,ASTM A572 Gr. 50,344.7379543,426.0961116,379.9012257,386.1065089,402.3147977,4495.8,4278.63,4278.63,4.692200557,W14x311,434.34,35.814,411.48,254,57.404,29.972,58967.624,1802282073,431.8,35.56,251.968,412.75,56.642,ASTM A572 Gr. 50,344.7379543,NA,339.2221471,326.1221048,372.3169907,328.6766489,3962.4,No,E70TG-K2,1.7272,NR,NR,NR,AISC-360-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,434.34,35.814,411.48,57.404,864.108,319.532,NA,NA,0,0,0,0,35.814,25.4,319.0875,887.984,0,17223.32039,328.6766489,0,0,3327.793231,3147.537524,4038.938634,3028.719394,344.7379543,0,0,3388.393458,3217.532978,4140.245645,3096.072552,0,5054.603611,NA,5362.549633,5692.223746,0,1340.389569,4351.834178,4616.964764,1.352537552,1.051105309,yes,1.466849793,1.143113373,yes,0.026310956,0.002546049,10.33403292,"Ricles, J. M., Mao, C., Lu, L.-W., and Fisher, J. W. (2000). Development and evaluation of improved details for ductile welded unreinforced flange connections. Report No. SAC/BD-00/24, SAC Joint Venture, Sacramento, CA, USA.",https://store.atcouncil.org/index.php?dispatch=products.view&product_id=139,40.608028,-75.376194
Ricles_et_al_2004_SPEC-6,Ricles et al.,2004,SPEC-6,Post,Interior - Column Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,RBS,NA,0.48,571.5,NA,W30x108,756.92,378.46,13.843,266.7,19.304,22.606,20451.572,1860554472,5669924.144,NA,54.66210275,138.684,378.46,15509.13027,1188286806,3847112.095,NR,NR,NR,NR,NR,NR,ASTM A992 Gr. 50,344.7379543,353.0116652,344.0484784,379.2117498,348.4518754,8991.6,8369.3,4184.65,5.52852349,W24x131,622.3,15.367,327.66,527.05,24.384,21.336,24838.66,1673250331,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,321.9852494,359.2169484,334.3958157,389.5538884,343.2193577,3962.4,No,E70T-6,1.7272,NR,NR,NR,AISC-360-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,622.3,15.367,327.66,24.384,718.312,573.532,254,203.2,533.4,1,12.7,12.7,28.067,19.05,573.532,737.616,737.616,10274.5601,343.2193577,0,0,3277.102546,3764.470214,3919.393495,3622.363152,344.7379543,0,0,3145.01204,3612.73533,3772.450053,3476.356192,1943.066278,1943.066278,NA,1785.453877,2634.251803,2634.251803,1053.676122,4214.827484,3872.940494,1.166658252,1.117265285,yes,1.028814222,0.988147911,no,0.031597859,0.002696121,11.71974705,"Ricles, J. M., Zhang, X., Lu, L.-W., and Fisher, J. W. (2004). Development of seismic guidelines for deep-column steel moment connections. ATLSS Report No. 04-13, Lehigh University, Bethlehem, PA, USA.",https://www.aisc.org/technical-resources/research/researchlibrary/development-of-seismic-guidelines-for-deep-column-steel-moment-connections/,40.608028,-75.376194
Sato_et_al_2007_BFP-1,Sato et al.,2007,BFP-1,Post,Exterior - Beam Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,BFP,38.1,NA,609.6,NA,W30x108,756.92,378.46,13.843,266.7,19.304,22.606,20451.572,1860554472,5669924.144,NA,54.66210275,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A992 Gr. 50,344.7379543,NR,NR,393.0012679,358.5274725,4721.225,4518.025,4518.025,5.968959732,W14x233,406.4,27.178,403.86,254,43.688,29.972,44193.46,1252856591,NR,NR,NR,NR,NR,ASTM A992 Gr. 50,344.7379543,NA,NR,NR,393.0012679,355.080093,3657.6,No,105-VMC,2.38125,NR,20.33726925,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,406.4,27.178,403.86,43.688,718.312,319.024,NA,NA,0,0,0,0,27.178,25.4,319.024,795.02,0,12711.97458,355.080093,0,0,NA,NA,NA,NA,344.7379543,0,0,2505.336235,2284.607216,2916.534043,2198.364319,0,2858.273097,NA,2702.367291,3595.221625,0,816.6079079,2778.613717,2627.052969,1.216232575,0.952710881,no,NA,NA,NA,0.012,0.002665072,4.502692889,"Sato, A., Newell, J., and Uang, C.-M. (2007). Cyclic testing of bolted flange plate steel moment connections for special moment frames. Report No. SSRP-07/10, University of California, San Diego, CA, USA.",https://www.aisc.org/technical-resources/research/researchlibrary/cyclic-testing-of-bolted-flange-plate-steel-moment-connections-for-special-moment-frames/,32.88006,-117.234014
Sato_et_al_2007_BFP-2,Sato et al.,2007,BFP-2,Post,Exterior - Beam Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,BFP,44.45,NA,914.4,NA,W30x148,779.78,389.89,16.51,266.7,29.972,22.606,28064.46,2780425923,8193532,NA,57.912,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A992 Gr. 50,344.7379543,NR,NR,413.6855452,403.3434066,4870.45,4667.25,4667.25,5.98534202,W14x233,406.4,27.178,403.86,254,43.688,29.972,44193.46,1252856591,NR,NR,NR,NR,NR,ASTM A992 Gr. 50,344.7379543,393.0012679,NR,NR,393.0012679,355.080093,3657.6,No,105-VMC,2.38125,NR,20.33726925,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,406.4,27.178,403.86,43.688,719.836,319.024,431.8,139.7,319.024,1,19.05,19.05,46.228,25.4,319.024,824.23,0,12711.97458,355.080093,0,0,NA,NA,NA,NA,344.7379543,0,0,3590.277849,3885.967414,4499.368699,3739.273888,0,4479.812307,NA,4764.891271,5435.148328,0,1278.120011,4157.028317,4421.566482,1.069753777,0.923913685,no,NA,NA,NA,0.0116,0.002665072,4.352603126,"Sato, A., Newell, J., and Uang, C.-M. (2007). Cyclic testing of bolted flange plate steel moment connections for special moment frames. Report No. SSRP-07/10, University of California, San Diego, CA, USA.",https://www.aisc.org/technical-resources/research/researchlibrary/cyclic-testing-of-bolted-flange-plate-steel-moment-connections-for-special-moment-frames/,32.88006,-117.234014
Schneider_and_Teeraparbwong_2000_BFP01,Schneider and Teeraparbwong,2000,BFP01,Post,Exterior - Beam Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,BFP,25.4,NA,NA,NA,W24x68,601.98,300.99,10.541,227.838,14.859,29.972,12967.716,761703508.8,2900510.328,6531211.841,47.498,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NR,NR,386.1065089,NA,3689.35,3505.2,3505.2,5.82278481,W14x120,368.3,14.986,373.38,254,23.876,29.972,22774.148,574399367.3,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,NR,NR,355.080093,NR,3657.6,No,E71T-1,NR,NR,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,368.3,14.986,373.38,23.876,572.262,320.548,NA,NA,0,0,0,0,14.986,25.4,320.548,627.38,0,6733.53492,355.080093,0,0,NA,NA,NA,NA,344.7379543,0,0,1329.389231,1141.636375,1361.045019,1098.540114,0,1264.893736,NA,1287.891804,2016.152469,0,363.9945557,1652.157914,1682.197148,1.447184016,1.213889247,yes,NA,NA,NA,0.037665072,0.002665072,14.13285426,"Schneider, S. P., and Teeraparbwong, I. (2000). Bolted flange plate connections. Report No. SAC/BD-00/05, SAC Joint Venture, Sacramento, CA, USA.",https://store.atcouncil.org/index.php?dispatch=products.view&product_id=122,40.110558,-88.228333
Schneider_and_Teeraparbwong_2000_BFP02,Schneider and Teeraparbwong,2000,BFP02,Post,Exterior - Beam Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,BFP,25.4,NA,NA,NA,W24x68,601.98,300.99,10.541,227.838,14.859,29.972,12967.716,761703508.8,2900510.328,6531211.841,47.498,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NR,NR,386.1065089,NA,3689.35,3505.2,3505.2,5.82278481,W14x120,368.3,14.986,373.38,254,23.876,29.972,22774.148,574399367.3,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,NR,NR,355.080093,NR,3683,No,E71T-1,NR,NR,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,368.3,14.986,373.38,23.876,572.262,320.548,NA,NA,0,0,0,0,14.986,25.4,320.548,627.38,0,6733.53492,355.080093,0,0,NA,NA,NA,NA,344.7379543,0,0,1329.389231,1141.636375,1361.045019,1098.540114,0,1264.893736,NA,1287.891804,2016.152469,0,361.4842484,1654.668221,1684.753098,1.449382884,1.215733644,yes,NA,NA,NA,0.037665072,0.002665072,14.13285426,"Schneider, S. P., and Teeraparbwong, I. (2000). Bolted flange plate connections. Report No. SAC/BD-00/05, SAC Joint Venture, Sacramento, CA, USA.",https://store.atcouncil.org/index.php?dispatch=products.view&product_id=122,40.110558,-88.228333
Schneider_and_Teeraparbwong_2000_BFP03,Schneider and Teeraparbwong,2000,BFP03,Post,Exterior - Beam Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,BFP,34.925,NA,647.7,NA,W30x99,754.38,377.19,13.208,266.7,17.018,29.972,18774.156,1660763388,4408120.216,NA,53.34,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NR,NR,368.8696111,NA,3704.59,3505.2,3505.2,4.646464646,W14x211,398.78,24.892,401.32,254,39.624,29.972,39999.92,1107175592,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,NR,NR,386.1065089,NR,3708.4,No,E71T-1,NR,NR,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,398.78,24.892,401.32,39.624,720.344,319.532,NA,NA,0,0,0,0,24.892,34.925,319.532,789.305,0,11557.6543,386.1065089,0,0,NA,NA,NA,NA,344.7379543,0,0,2308.73942,2053.210667,2571.50788,1975.702886,0,2358.08589,NA,2293.774456,2987.547133,0,672.0481566,2315.498976,2252.349004,1.127745444,0.900444052,no,NA,NA,NA,0.019147942,0.002897942,6.607427249,"Schneider, S. P., and Teeraparbwong, I. (2000). Bolted flange plate connections. Report No. SAC/BD-00/05, SAC Joint Venture, Sacramento, CA, USA.",https://store.atcouncil.org/index.php?dispatch=products.view&product_id=122,40.110558,-88.228333
Schneider_and_Teeraparbwong_2000_BFP04,Schneider and Teeraparbwong,2000,BFP04,Post,Exterior - Beam Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,BFP,25.4,NA,571.5,NA,W24x68,601.98,300.99,10.541,227.838,14.859,29.972,12967.716,761703508.8,2900510.328,NA,47.498,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NR,NR,386.1065089,NA,3689.35,3505.2,3505.2,5.82278481,W14x120,368.3,14.986,373.38,254,23.876,29.972,22774.148,574399367.3,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,NR,NR,355.080093,NR,3733.8,No,E71T-1,NR,NR,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,368.3,14.986,373.38,23.876,572.262,320.548,NA,NA,0,0,0,0,14.986,25.4,320.548,627.38,0,6733.53492,355.080093,0,0,NA,NA,NA,NA,344.7379543,0,0,1329.389231,1141.636375,1361.045019,1098.540114,0,1511.301607,NA,1538.779818,2408.909444,0,426.027023,1982.882421,2018.934829,1.736877403,1.456882317,yes,NA,NA,NA,0.039885072,0.002665072,14.96585244,"Schneider, S. P., and Teeraparbwong, I. (2000). Bolted flange plate connections. Report No. SAC/BD-00/05, SAC Joint Venture, Sacramento, CA, USA.",https://store.atcouncil.org/index.php?dispatch=products.view&product_id=122,40.110558,-88.228333
Schneider_and_Teeraparbwong_2000_BFP05,Schneider and Teeraparbwong,2000,BFP05,Post,Exterior - Beam Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,BFP,34.925,NA,647.7,NA,W30x99,754.38,377.19,13.208,266.7,17.018,29.972,18774.156,1660763388,4408120.216,NA,53.34,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NR,NR,368.8696111,NA,3704.59,3505.2,3505.2,4.646464646,W14x211,398.78,24.892,401.32,254,39.624,29.972,39999.92,1107175592,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,NR,NR,386.1065089,NR,3759.2,No,E71T-1,NR,NR,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,398.78,24.892,401.32,39.624,720.344,319.532,NA,NA,0,0,0,0,24.892,34.925,319.532,789.305,0,11557.6543,386.1065089,0,0,NA,NA,NA,NA,344.7379543,0,0,2308.73942,2053.210667,2571.50788,1975.702886,0,2358.08589,NA,2293.774456,2987.547133,0,662.9664248,2324.580708,2261.183052,1.13216863,0.903975728,no,NA,NA,NA,0.016469342,0.002897942,5.683116195,"Schneider, S. P., and Teeraparbwong, I. (2000). Bolted flange plate connections. Report No. SAC/BD-00/05, SAC Joint Venture, Sacramento, CA, USA.",https://store.atcouncil.org/index.php?dispatch=products.view&product_id=122,40.110558,-88.228333
Schneider_and_Teeraparbwong_2000_BFP06,Schneider and Teeraparbwong,2000,BFP06,Post,Exterior - Beam Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,BFP,25.4,NA,50.8,NA,W24x68,601.98,300.99,10.541,227.838,14.859,29.972,12967.716,761703508.8,2900510.328,6531211.841,47.498,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NR,NR,386.1065089,NA,3693.16,3505.2,3505.2,5.82278481,W14x145,375.92,17.272,393.7,254,27.686,29.972,27548.332,711755737.8,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,NR,NR,410.2381657,NR,3784.6,No,E71T-1,NR,NR,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,375.92,17.272,393.7,27.686,572.262,320.548,NA,NA,0,0,0,0,17.272,25.4,320.548,627.38,0,7886.177776,410.2381657,0,0,NA,NA,NA,NA,344.7379543,0,0,1561.970763,1343.007419,1654.082618,1292.309492,0,1283.495115,NA,1306.83139,2045.80177,0,357.3218346,1688.479936,1719.179571,1.25723798,1.020795405,yes,NA,NA,NA,0.015579064,0.003079064,5.059675837,"Schneider, S. P., and Teeraparbwong, I. (2000). Bolted flange plate connections. Report No. SAC/BD-00/05, SAC Joint Venture, Sacramento, CA, USA.",https://store.atcouncil.org/index.php?dispatch=products.view&product_id=122,40.110558,-88.228333
