coordinate,residual_stress
50.95822454,-84.3537415
65.05744125,-103.4013605
74.45691906,-155.1020408
85.4229765,-168.707483
94.82245431,-193.1972789
116.7545692,-217.6870748
123.0208877,-236.7346939
132.4203655,-242.1768707
144.9530026,-253.0612245
154.3524804,-253.0612245
170.0182768,-242.1768707
177.8511749,-242.1768707
193.5169713,-247.6190476
206.0496084,-258.5034014
217.0156658,-255.7823129
221.7154047,-247.6190476
234.2480418,-244.8979592
249.9138381,-236.7346939
267.1462141,-225.8503401
281.2454308,-212.244898
296.9112272,-174.1496599
307.8772846,-163.2653061
320.4099217,-152.3809524
332.9425587,-111.5646259
347.0417755,-65.30612245
350.1749347,-43.53741497
361.1409922,0
