coordinate,residual_stress
6.19047619047619,-70.2342933333333
20.4761904761905,-42.58888
29.047619047619,-25.4038933333333
39.0476190476191,-5.23021333333333
48.5714285714286,12.7019466666667
57.6190476190476,25.77748
68.5714285714286,36.98508
81.9047619047619,42.58888
95.2380952380952,45.5775733333333
108.571428571429,49.6870266666667
125.714285714286,50.0606133333333
135.238095238095,43.3360533333333
148.095238095238,24.65672
155.238095238095,9.71325333333333
167.619047619048,-17.5585733333333
179.52380952381,-38.8530133333333
188.095238095238,-51.9285466666667
193.333333333333,-57.9059333333333
