coordinate,residual_stress
9.5959595959596,-26.477955
28.7878787878788,-30.400615
52.5252525252525,-29.9102825
69.1919191919192,-29.41995
84.3434343434343,-39.7169325
93.4343434343434,-47.5622525
101.515151515152,-59.3302325
108.080808080808,-68.64655
110.606060606061,-71.0982125
116.161616161616,-67.665885
122.727272727273,-47.07192
127.777777777778,-29.9102825
131.818181818182,-26.477955
141.919191919192,-30.400615
147.979797979798,-35.7942725
154.545454545455,-37.7556025
164.646464646465,-38.7362675
176.767676767677,-39.2266
183.333333333333,-50.013915
206.060606060606,-17.65197
218.686868686869,-17.1616375
230.808080808081,-22.555295
241.919191919192,-40.6975975
248.989898989899,-51.4849125
254.040404040404,-53.936575
270.20202020202,-50.99458
282.323232323232,-48.052585
292.929292929293,-47.5622525
