coordinate,residual_stress
9.1566265060241,-5.6038
28.9156626506024,-24.4165571428571
47.710843373494,-27.2184571428571
70.3614457831325,-12.0081428571429
78.0722891566265,1.60108571428571
84.3373493975904,17.6119428571429
89.1566265060241,29.6200857142857
93.4939759036145,34.0230714285714
98.3132530120482,34.8236142857143
102.168674698795,31.6214428571429
108.433734939759,16.8114
116.144578313253,2.40162857142857
128.674698795181,-12.4084142857143
137.349397590361,-14.0095
149.397590361446,-10.0067857142857
163.373493975904,0.800542857142857
173.012048192771,5.6038
180.240963855422,7.20488571428571
