coordinate,residual_stress
0,-94.02272727
9.945652174,-57.66727273
16.57608696,-32.59454545
29.83695652,1.253636364
36.4673913,18.80454545
56.35869565,42.62363636
76.25,63.93545455
92.82608696,73.96454545
106.0869565,81.48636364
125.9782609,86.50090909
145.8695652,87.75454545
162.4456522,85.24727273
185.6521739,75.21818182
205.5434783,60.17454545
225.4347826,38.86272727
235.3804348,25.07272727
255.2717391,2.507272727
268.5326087,-26.32636364
278.4782609,-57.66727273
288.423913,-92.76909091
