coordinate,residual_stress
1.86480186480186,-62.76256
12.1212121212121,-56.038
28.9044289044289,-36.6114933333333
48.951048951049,-16.4378133333333
59.2074592074592,-0.747173333333333
69.4638694638695,27.2718266666667
78.3216783216783,39.2266
87.1794871794872,50.0606133333333
89.97668997669,53.4228933333333
97.4358974358974,56.7851733333333
110.02331002331,54.1700666666667
128.205128205128,39.9737733333333
142.657342657343,16.0642266666667
150.11655011655,-2.24152
158.508158508159,-31.7548666666667
169.230769230769,-58.6531066666667
176.689976689977,-66.8720133333333
179.487179487179,-68.7399466666667
