coordinate,residual_stress
18.2153846153846,2.5904358490566
20.1846153846154,-0.740124528301887
28.8,-22.2037358490566
35.9384615384615,-30.3451056603774
39.6307692307692,-32.1954169811321
48,-32.1954169811321
58.3384615384615,-27.7546698113208
78.0307692307692,-12.2120547169811
86.4,-4.44074716981132
