coordinate,residual_stress
7.56501182033097,-13.342380952381
17.4940898345154,-20.0135714285714
26.0047281323877,-25.0836761904762
32.6241134751773,-25.3505238095238
41.6075650118203,-21.0809619047619
58.628841607565,-0.800542857142857
71.3947990543735,17.8787904761905
84.160756501182,42.4287714285714
88.8888888888889,44.5635523809524
93.1442080378251,41.6282285714286
94.5626477541371,37.3586666666667
99.290780141844,9.60651428571428
103.54609929078,-8.00542857142857
107.801418439716,-14.4097714285714
113.002364066194,-18.4124857142857
118.676122931442,-19.4798761904762
125.295508274232,-17.6119428571429
131.442080378251,-12.5418380952381
149.881796690307,15.2103142857143
156.028368794326,22.9488952380952
161.702127659574,26.9516095238095
171.158392434988,30.1537809523809
177.777777777778,31.2211714285714
185.815602836879,31.2211714285714
190.543735224586,28.8195428571429
193.853427895981,26.6847619047619
