coordinate,residual_stress
312.636734693878,172.995728448818
283.983673469388,-101.540971046045
269.975510204082,-147.923883746091
257.240816326531,-213.110679973182
243.869387755102,-239.436116911045
232.408163265306,-262.0007771435
220.310204081633,-280.804660670545
206.938775510204,-294.594175257045
194.204081632653,-297.101359727318
182.10612244898,-303.369320903
169.371428571429,-295.847767492182
157.273469387755,-308.383689843545
145.175510204082,-283.311845140818
132.440816326531,-272.029515024591
118.432653061224,-256.986408202955
106.971428571429,-233.168155735364
94.8734693877551,-209.349903267773
80.865306122449,-137.895145865
67.4938775510204,-95.2730098703636
55.3959183673469,21.3110679973182
