coordinate,residual_stress
196.0493827,144.6407244
193.5802469,78.65855124
189.6296296,37.70409894
186.6666667,18.85204947
180.7407407,-11.05120141
169.382716,-48.75530035
160.9876543,-79.95869258
150.617284,-113.1122968
141.7283951,-139.1151237
134.8148148,-152.1165371
126.9135802,-164.1428445
120,-171.9436926
112.5925926,-178.119364
100,-182.994894
87.40740741,-178.119364
80,-171.9436926
73.08641975,-164.1428445
65.18518519,-152.1165371
58.27160494,-139.1151237
49.38271605,-113.1122968
39.01234568,-79.95869258
30.61728395,-48.75530035
19.25925926,-11.05120141
13.33333333,18.85204947
10.37037037,37.70409894
6.419753086,78.65855124
3.9506173,144.6407244
