Elongation [mm],Load [kN]
0.0,0.03026418
3.1542e-05,0.035693221
1.8542e-05,0.041832503
3.1342e-05,0.064415127
6.164199999999999e-05,0.103170604
9.684199999999999e-05,0.152406707
0.000130537,0.223693922
0.00021680499999999998,0.317721754
0.000271369,0.431301326
0.000360112,0.560330212
0.00043405799999999997,0.70160234
0.0005734280000000001,0.858253419
0.0006634890000000001,1.03683579
0.0007967100000000001,1.248800159
0.0009374790000000001,1.461970448
0.001059628,1.663738251
0.001199941,1.855380416
0.001291538,2.035020113
0.001401087,2.216722965
0.001535302,2.394041061
0.001640275,2.568407774
0.001741633,2.7333951
0.001852604,2.900706291
0.001935468,3.061580658
0.0020535139999999998,3.22545433
0.002194924,3.389003515
0.00228109,3.552515745
0.002358617,3.713076353
0.0024756419999999997,3.880960226
0.002608436,4.046362877
0.002713633,4.207001686
0.0028068669999999998,4.367498398
0.0029174419999999997,4.528954983
0.003011247,4.692210674
0.0031315429999999997,4.863441944
0.0032232289999999998,5.019655228
0.0033281409999999997,5.176831722
0.0034586559999999996,5.33324337
0.003546728,5.496325016
0.003637143,5.650136471
0.003727702,5.814311028
0.003844527,5.97520256
0.003945713,6.133734226
0.004038711,6.29817009
0.004162679,6.45827961
0.004263268000000001,6.61229372
0.004345858,6.768173695
0.004443965,6.92358923
0.00458137,7.090566635
0.004677418,7.245019913
0.004768079000000001,7.407850266
0.0048899980000000004,7.566462517
0.004963591,7.727042198
0.005092921,7.885001183
0.005187888,8.042798996
0.005270783,8.196002007
0.005374497000000001,8.354792595
0.005497122,8.516105652
0.005587033,8.670885086
0.005693725,8.827368736
0.005796873,8.988998413
0.0059,9.144410133
0.006012832,9.305932045
0.0061074070000000005,9.45925808
0.006207907,9.624634743
0.006332886,9.775182724
0.006430692,9.932721138
0.006506065,10.08743095
0.006613161,10.24233341
0.00671224,10.39802837
0.006816274000000001,10.55811977
0.0069134980000000006,10.71250439
0.007012791,10.87452698
0.007124585,11.03176689
0.0072291410000000006,11.189538
0.0073228,11.34050274
0.007443526000000001,11.49555683
0.007515194,11.64494896
0.007603823,11.80219936
0.007696848,11.96098423
0.00782213,12.12484646
0.00791623,12.27497292
0.008007269999999999,12.43390369
0.008110234999999999,12.58765507
0.008208307,12.74160004
0.008339443,12.90062618
0.008430828999999999,13.05340862
0.008535204999999999,13.20290756
0.008623615999999999,13.35804367
0.008737105,13.50752544
0.008815433999999999,13.66056538
0.008942526999999999,13.81795216
0.009033811999999999,13.97260761
0.009132412999999999,14.12932873
0.009231307,14.28922558
0.009334841,14.4449892
0.009410235999999999,14.59589672
0.009538676999999999,14.74759102
0.009640214,14.90472126
0.009732869,15.04860878
0.009841331,15.2011528
0.009954491999999999,15.34538937
0.010053821999999999,15.48665142
0.010133067999999999,15.63296986
0.010234817,15.77620602
0.010339932999999999,15.92200375
0.010425423,16.06708527
0.010554741,16.2166748
0.01065725,16.36252403
0.010752378,16.504179
0.010839149,16.65033722
0.010971940999999999,16.79606438
0.01106806,16.93545723
0.011141235,17.07478714
0.011264395,17.22564125
0.011354663999999999,17.36468124
0.011455225,17.50642967
0.01154579,17.64573669
0.011629576999999999,17.78937531
0.011755202999999999,17.93359947
0.011877948999999999,18.08390808
0.011967093,18.22154617
0.012076909,18.35816383
0.012154574,18.49331856
0.012267387,18.62018776
0.012360004999999999,18.75360298
0.012445315,18.89211655
0.012573601,19.01807976
0.012645024999999999,19.153162
0.012770074999999999,19.28833961
0.012860041999999999,19.42319298
0.012964449999999999,19.55542946
0.013075995,19.68693542
0.013171954999999999,19.81484795
0.013263269999999999,19.94588089
0.013382999,20.07670593
0.013470903,20.20802498
0.013584907,20.33451653
0.013678626999999999,20.46311378
0.013766843999999999,20.59376526
0.013881122,20.72275925
0.013975541,20.84814835
0.014084099,20.97368813
0.014185278999999999,21.099823
0.01426588,21.22702408
0.014387141999999999,21.35202408
0.014489769999999999,21.47846985
0.014545457999999999,21.60283852
0.014658296999999999,21.72680855
0.014776002,21.84708595
0.014885326999999999,21.96852112
0.014978331,22.08763123
0.015059151,22.21460152
0.015197025,22.34098244
0.015289708999999999,22.46337128
0.015398849,22.57955933
0.015490846999999999,22.69816208
0.015583472,22.81711769
0.015687173,22.9355278
0.015801712,23.05296135
0.015905341,23.17165184
0.015974741,23.2905674
0.016076423,23.40241432
0.016187628,23.5161438
0.016307462999999998,23.63329124
0.016397476,23.74638748
0.0165212,23.86253738
0.016611687,23.96995544
0.01672282,24.07559967
0.016824976999999998,24.1781311
0.016931412,24.28574753
0.017003417,24.39065552
0.017108909,24.50004387
0.017207533,24.61667442
0.01734182,24.72921181
0.017441531,24.83897018
0.017531935,24.94643974
0.017642445,25.04512596
0.017735647,25.14628029
0.017817625,25.24051094
0.017933871,25.34340477
0.018033617999999998,25.43963432
0.018101815,25.53416443
0.018239500999999998,25.63241577
0.018345812,25.72484207
0.018427841,25.81861305
0.018546124,25.91183662
0.018656758,25.99758339
0.018753787,26.09410477
0.018862977,26.181633
0.018957519,26.25473022
0.019078506,26.33323479
0.019166883,26.40795898
0.019298087,26.47628021
0.019381627,26.54286766
0.019531013,26.60327911
0.019595472,26.65442276
0.019733581,26.70700073
0.019860423999999998,26.74352837
0.019949665,26.76805878
0.020112667,26.78285408
0.020206824999999998,26.78193855
0.020298019,26.7790947
0.020425442,26.78042984
0.020524436,26.77158165
0.020595561,26.76573181
0.020687136,26.76683235
0.020796040999999998,26.76879501
0.020852634,26.77058983
0.020926054,26.7902813
0.021009203,26.81941795
0.021107413999999998,26.85714149
0.021195930999999998,26.90774727
0.021281292,26.95993042
0.02139966,27.01141357
0.021498935,27.05020142
0.021598251,27.08802414
0.021737914,27.12460327
0.021828679,27.15528488
0.021944184999999998,27.17929268
0.022041153,27.20244217
0.022142936999999998,27.22436333
0.022233746,27.24281883
0.022329171999999998,27.25855064
0.022456115,27.27343369
0.022553548,27.28352356
0.022632279999999998,27.30246925
0.022729963,27.32556152
0.022785641,27.34890556
0.022947339,27.37727165
0.022997071,27.40127563
0.023092148,27.43251419
0.023191289,27.45879173
0.023305229,27.48265648
0.023391935,27.51142693
0.023526201,27.53900909
0.023598134,27.56999016
0.023714313,27.59906197
0.023802207,27.62466812
0.023907801,27.64785576
