Elongation [mm],Load [kN]
0.0,0.007461655
2.5700000000000008e-05,0.040309951
5.514500000000001e-05,0.086555548
9.2519e-05,0.14451316
0.00015194200000000002,0.204075113
0.000167548,0.263055801
0.000198283,0.332478523
0.00022985600000000002,0.404880971
0.000279865,0.479199499
0.000367239,0.556843102
0.000367522,0.637318552
0.00045486800000000004,0.72139138
0.000485124,0.808551192
0.0005483689999999999,0.892125845
0.000614814,0.979085684
0.000674213,1.063602567
0.000715057,1.150385022
0.0007694259999999999,1.243015528
0.0008527249999999999,1.337853074
0.000889849,1.440686703
0.000982154,1.550824046
0.001027951,1.647998571
0.001086741,1.749154091
0.0011454640000000001,1.857202888
0.001221729,1.959302187
0.001281421,2.054783583
0.0013388550000000001,2.150136948
0.0013787,2.248592377
0.001460932,2.340718269
0.001529164,2.430911779
0.0015652320000000002,2.520493269
0.001614702,2.606985331
0.001672717,2.694057465
0.001714051,2.774327517
0.001780033,2.859767437
0.0018672860000000001,2.948239326
0.0018652990000000002,3.036422014
0.001986996,3.126267672
0.00200391,3.211003304
0.0020816669999999997,3.296960115
0.002110041,3.386339903
0.00218251,3.471237898
0.002221118,3.556329489
0.002294512,3.644365549
0.0023118649999999998,3.7292521
0.002381195,3.813497066
0.0024162629999999997,3.900651693
0.002493676,3.985996485
0.002533413,4.069298267
0.002580447,4.150110245
0.002634576,4.23390913
0.0026758349999999997,4.315372467
0.002756668,4.399969578
0.00280243,4.484642029
0.002850305,4.572257519
0.002911899,4.652966499
0.002944768,4.730709076
0.00301213,4.811489582
0.0030657199999999996,4.892960548
0.0031409,4.970341206
0.0031540749999999997,5.049794674
0.003202249,5.131189346
0.0032227609999999998,5.215528965
0.003306777,5.305681705
0.0033705329999999998,5.389914036
0.003415993,5.476559639
0.0034821319999999998,5.562224865
0.003512135,5.640205383
0.00359137,5.715004921
0.003601807,5.796252251
0.0036771639999999997,5.880556583
0.003717809,5.968268394
0.003775715,6.045012951
0.003835073,6.122490406
0.003874093,6.201581478
0.003926474,6.282633781
0.003996554,6.361809254
0.004034455,6.440739155
0.004097738,6.517102242
0.004125303,6.592596531
0.004180747,6.670287132
0.004219693,6.747716904
0.004282159000000001,6.83037281
0.004321503,6.912216663
0.004372882000000001,6.993045807
0.00441553,7.076216221
0.004483429000000001,7.160145283
0.004538764000000001,7.242180824
0.00457772,7.324101448
0.0046337520000000005,7.404631615
0.004649385000000001,7.485610485
0.0047394640000000005,7.574736595
0.004776027,7.658565998
0.0048394430000000006,7.734668732
0.004866907,7.817965984
0.00492825,7.903260231
0.004992977,7.982076168
0.0050498,8.059716225
0.005088887,8.133572578
0.0051292180000000005,8.203025818
0.005181313,8.281193733
0.005253837,8.368257523
0.0052890440000000006,8.453900337
0.005344065,8.537853241
0.00538177,8.608888626
0.005452038,8.687749863
0.0054709120000000005,8.767663002
0.005550478,8.849089622
0.005580692,8.930142403
0.005637263,9.011695862
0.005668085000000001,9.094804764
0.005735645,9.178310394
0.005798349,9.260617256
0.005838421,9.33569622
0.005896201,9.418587685
0.0059284360000000005,9.501745224
0.005974112,9.587667465
0.006044784,9.673041344
0.006100818,9.751638412
0.006134402000000001,9.832796097
0.00618837,9.912382126
0.006230328,9.988126755
0.0062709820000000005,10.06728363
0.0063367580000000005,10.15822792
0.006416782,10.24171162
0.006436697,10.31709862
0.0064884750000000005,10.39700794
0.006535602000000001,10.4750309
0.006581919,10.55309296
0.00662672,10.6322794
0.006681825000000001,10.7081337
0.006729468000000001,10.78609943
0.0067825820000000005,10.87289143
0.0068361820000000005,10.95064354
0.006885237000000001,11.02118683
0.006907304,11.0962925
0.006985685,11.18592358
0.007034594,11.27130127
0.007110319,11.35391712
0.007122483000000001,11.43073177
0.007172652,11.51264858
0.0072310790000000005,11.59412384
0.007298233,11.67200375
0.007337474,11.75090981
0.007389803,11.82624722
0.007432303,11.90875912
0.007481588,11.99208355
0.007561686000000001,12.06938362
0.0075907760000000005,12.14071655
0.007615913,12.21710014
0.007662139,12.30491257
0.007736384000000001,12.38397026
0.00777262,12.46606064
0.007835202999999999,12.54393864
0.007901336,12.62400913
0.007931519,12.70085716
0.007984508,12.77583313
0.008005542,12.8574028
0.008088825999999999,12.93537235
0.008124948,13.01634502
0.008178048,13.0964222
0.008230287999999999,13.17067146
0.008276798,13.24889946
0.008333502999999999,13.32880974
0.008390123,13.40183163
0.008428744,13.47949028
0.008495553,13.56101322
0.008519686,13.6508646
0.008577748,13.72070122
0.008628225,13.79459095
0.008683879,13.86945915
0.00870928,13.94502163
0.008777829999999999,14.02289486
0.008821533999999999,14.10146141
0.008901744,14.17774582
0.008912759999999999,14.25335693
0.008977207,14.33448505
0.009038845,14.41617584
0.009076487,14.49324322
0.009127177,14.56646729
0.009175135,14.64748096
0.009235291,14.72555733
0.009284434,14.79258442
0.009313755,14.86696243
0.009364236,14.94385242
0.009408475,15.01847458
0.009460495999999999,15.10527515
0.009513044,15.18604088
0.009574097,15.25855541
0.00962921,15.33637238
0.009688193999999999,15.409235
0.009730371,15.48359871
0.009782858,15.56018353
0.009830512999999999,15.63681698
0.009886111999999999,15.71144581
0.009921085,15.78533554
0.009957322999999999,15.86156178
0.010027386,15.94741058
0.010066126,16.02249336
0.010128531999999999,16.09704018
0.010157939999999999,16.17548561
0.010237280999999999,16.25045586
0.010302479,16.32634735
0.010350867,16.39946556
0.010390535,16.4701519
0.010440917999999999,16.54405022
0.010487294,16.61478996
0.010528054,16.69100952
0.010578095,16.77630043
0.010621977999999999,16.85312843
0.010689197,16.92291832
0.010707148,16.99324417
0.010766396,17.07630157
0.010830681,17.15201378
0.010887286,17.22805595
0.010922602,17.30361366
0.010982780999999999,17.37741852
0.011030291999999999,17.45491409
0.011114368,17.52586937
0.011125956999999999,17.59164619
0.011186202999999999,17.66674614
0.01123224,17.741745
0.011278538999999999,17.81394577
0.011326909,17.89087105
0.011379720999999999,17.96840286
0.011450107,18.04397964
0.011491559,18.11872482
0.011531003,18.18803978
0.011574659,18.25746536
0.011619069999999999,18.33927536
0.011685481999999999,18.41126633
0.011733908999999999,18.47863579
0.011776261,18.54727364
0.011845847999999999,18.61511612
0.011908298,18.68647003
0.011919658,18.76243973
0.011994778,18.83800316
0.012041057999999999,18.90936089
0.012073673,18.97596741
0.012151937,19.04470634
0.012186384,19.11323929
0.012229845,19.18818665
0.012287982,19.26696777
0.012342472,19.341959
0.012394407,19.4041996
0.01244408,19.48108482
0.012468406,19.55073547
0.012534139,19.61867905
0.012572834,19.69559669
0.012642322999999999,19.76728821
0.01268596,19.83694077
0.012729024,19.90995407
0.012799485999999999,19.97741699
0.012846696,20.03847313
0.012873500999999999,20.10535622
0.012939898,20.18988228
0.012984461,20.26887131
0.013050612999999999,20.33289719
0.013095645,20.3956337
0.013137966,20.46517754
0.013184273,20.53939056
0.013231686999999999,20.61271667
0.01329589,20.67887688
0.013309368,20.74861526
0.013395861,20.82046318
0.013429113999999999,20.8906002
0.013480176,20.95902443
0.013536984,21.03011131
0.013610397,21.10209465
0.013641229999999999,21.17328453
0.013675669,21.23960114
0.013743916,21.31504631
0.013796659,21.38580132
0.013841668,21.45354271
0.013884853999999999,21.52017403
0.013921257,21.58977127
0.013996811,21.66359901
0.01402609,21.73749542
0.014081098,21.80986977
0.014128874999999999,21.88355255
0.014183270999999999,21.95291328
0.014245744,22.02813721
0.014270316,22.09760857
0.014330252,22.16598892
0.014380526999999999,22.23361588
0.014457701,22.30297661
0.014488213,22.36903
0.014541295,22.43595505
0.014626967999999999,22.50239372
0.01463678,22.56819534
0.014684843,22.62795639
0.014738488,22.70357323
0.014799106,22.7794075
0.014851805,22.85021973
0.014896899,22.90880775
0.014927346,22.97824669
0.014999773,23.04401588
0.015044294,23.10853767
0.015102441999999999,23.17169189
0.015165841,23.23810196
0.015215995999999999,23.30314445
0.01526878,23.36686516
0.015299963,23.42917824
0.015338227999999999,23.49597931
0.015396637999999999,23.56234169
0.015425940999999999,23.63003922
0.015520003999999999,23.71432114
0.015550462999999999,23.77476692
0.015600211,23.83760643
0.015641612,23.90232468
0.01571277,23.97106171
0.015733663999999998,24.03346252
0.015788725,24.09605789
0.015839631,24.16107941
0.015893521,24.22482872
0.015952929,24.29073334
0.016010855,24.35306549
0.016053172,24.41369247
0.016101245,24.47410583
0.0161452,24.5429287
0.01623345,24.6092701
0.016261187,24.671381
0.016298497999999998,24.730896
0.016359283,24.79315376
0.016404836,24.85393524
0.016440521,24.91894913
0.016523246,24.98033142
0.016559716999999998,25.0418129
0.016618096,25.10314178
0.016638101,25.16945457
0.01670676,25.23281097
0.016757686,25.29089355
0.016786218,25.34224892
0.016866111,25.41427803
0.016925911,25.47107887
0.016954086,25.52592468
0.017024333,25.58706284
0.017060124,25.64648628
0.017128099,25.70396042
0.017165829,25.76513672
0.017222686,25.8236351
0.017284575,25.88718033
0.017328661999999998,25.9474659
0.017360641,26.00795555
0.01741943,26.06801987
0.017480467,26.12650108
0.01755195,26.18201828
0.017557275,26.2294445
0.017623622999999998,26.28138924
0.017648265,26.34633827
0.017721587,26.40865135
0.017763515,26.46304131
0.017797497,26.51791
0.017835536,26.57596016
0.017885803,26.63985634
0.017963174,26.7018795
0.018001937,26.75903702
0.018053143,26.82078362
0.018120221,26.87354851
0.018164676,26.92996597
0.018217054,26.9849453
0.01825576,27.03993225
0.01829384,27.09735298
0.018367566999999998,27.15893555
0.018427976,27.21650124
0.018448245,27.26568985
0.018524279,27.31074142
0.018552884999999998,27.367239
0.018597179,27.42276955
0.018687046,27.48155022
0.018726554,27.5402565
0.018774117,27.59567642
0.018813922,27.64537811
0.01887956,27.69636917
0.018897393999999998,27.7526226
0.018941208,27.80624771
0.019019506,27.86293983
0.019062535,27.9185257
0.019116898,27.96908188
0.019150211,28.01940918
0.01922503,28.07210159
