coordinate,residual_stress
22.9976798143852,-73.1428571428571
48.1856148491879,-81.1428571428571
72.2784222737819,-82.2857142857143
96.3712296983759,-78.8571428571429
122.654292343387,-50.2857142857143
147.84222737819,-22.8571428571429
173.030162412993,3.42857142857143
196.027842227378,21.7142857142857
222.31090487239,34.2857142857143
249.68909512761,41.1428571428571
274.877030162413,42.2857142857143
297.874709976798,37.7142857142857
323.062645011601,25.1428571428571
348.250580046404,0
372.343387470998,-25.1428571428571
396.436194895592,-68.5714285714286
424.909512761021,-117.714285714286
450.097447795824,-174.857142857143
