coordinate,residual_stress
0,-27.3901388378748
10.2017937219731,-19.8342384688059
38.7668161434978,-32.1125765685428
63.2511210762332,-23.6121886533403
91.8161434977578,12.278338099737
116.300448430493,30.2236014762756
140.784753363229,70.8365659600209
165.269058295964,121.838893451236
189.7533632287,113.338505536033
241.782511210762,95.3932421594948
265.2466367713,90.6708044288268
292.791479820628,77.4479787829562
318.295964125561,44.3909146682798
343.800448430493,-17.9452633765386
366.244394618834,-34.0015516608101
391.748878923767,-15.1118007381378
418.273542600897,-14.1673131920042
442.757847533632,-55.7247652218831
455,-64.2251531370856
