coordinate,residual_stress
11.5877616747182,-10.0740740740741
34.3494363929147,-24.2962962962963
58.7665056360709,-27.8518518518519
81.9420289855072,10.0740740740741
104.289855072464,39.7037037037037
128.29307568438,75.2592592592593
151.882447665056,55.1111111111111
174.644122383253,37.3333333333333
198.233494363929,16
221.409017713366,-19.5555555555556
244.998389694042,-58.6666666666667
