coordinate,residual_stress
16.57894737,-60.99423077
41.44736842,-49.06057692
69.07894737,-41.10480769
93.94736842,-37.12692308
116.0526316,-37.12692308
143.6842105,-38.45288462
160.2631579,-45.08269231
174.0789474,-50.38653846
193.4210526,-59.66826923
