id,experimental_program,date,section_c,specimen_designation,d_c,k_c,k1_c,h_c,t_cw,h_over_t_cw,b_cf,t_cf,b_f_over_t_cf,a_cm,a_cn,i_xb,i_xc,s_xc,s_yc,z_xc,z_yc,j_c,c_wc,r_yc,r_xc,l_c,l_sc,l_bc,l_b_over_r_yc,k_xc,k_yc,lambda_xc,lambda_yc,lambda_ltb,steel_c,r_y,r_t,f_ymf,f_ymw,f_umf,f_umw,f_yn,f_un,e_nc,e_mc,g_nc,g_mc,boundary_condition,p_ym,p_yn,p_ye,lateral_lp,direction_lp,axis_of_bending,axial_lp,p_g,p_t,p_c,p_g_over_p_ym,p_g_over_p_yn,p_t_over_p_ym,p_c_over_p_ym,p_c_over_p_yn,p,t_top_plate,t_bottom_plate,test_procedure,comments,k_test,k_flexure_th,k_shear_th,k_theory,th_y,th_lb,th_80,th_50,th_20,th_1l,th_2l,th_3l,th_4l,th_6l,d_80,d_50,d_20,f_class_us,w_class_us,cs_class_us,f_class_eu,w_class_eu,cs_class_eu,cfe,reference,link,latitude,longitude
Suzuki_and_Lignos_W-6-34-C1-C,Suzuki & Lignos,2021,W360x79,W-6-34-C1-C,353,38.1,25.4,276.8,10.1,27.3,203.5,16.2,6.3,9860,10100,2.20E+08,22837991,1220204,224452,1373366,344506,698108,6.50E+11,48,148,1825,1825,1825,37.9,0.7,0.5,9,19,0.23,ASTM A992 Gr. 50,1.1,1.1,379,395,503,502,345,450,200000,200000,77200,76923,Fixed-Free,3815724,3484500,3832950,Collapse-Consistent,Unidirectional,Strong,Constant,1134000,NA,1134000,0.3,0.33,NA,0.3,0.33,1134000,50,76,A 11000kN high force vertical actuator was utilized to apply the constant or varying axial load. The test specimen was laterally braced at its corresponding loading height to restrain out of plane movement.,NA,556,708,4626,614,0.007,0.016,0.058,0.092,0.114,0.04,0.07,0.09,0.09,NA,0.01,0.04,0.052,compact,compact,compact,Class-1,Class-1,Class-1,no,"Suzuki, Y., and Lignos, D.G. 2021. ""Experimental evaluation of steel columns under seismic hazard-consistent collapse loading protocols."", ASCE Journal of Structural Engineering, Vol. 147(4): 04021020.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0002963,45.5041,-73.5747
Suzuki_and_Lignos_W-6-34-C1-V,Suzuki & Lignos,2021,W360x79,W-6-34-C1-V,353.3,38.1,25.4,277.1,10,27.7,204,16.3,6.3,9839,10100,2.20E+08,23019609,1222360,225682,1374485,346157,696080,6.50E+11,48,148,1825,1825,1825,37.7,0.7,0.5,9,19,0.22,ASTM A992 Gr. 50,1.1,1.1,379,395,503,502,345,450,200000,200000,77200,76923,Fixed-Free,3807733,3484500,3832950,Collapse-Consistent,Unidirectional,Strong,Varying,567000,756000,1890000,0.15,0.16,0.2,0.5,0.54,1890000,50,76,A 11000kN high force vertical actuator was utilized to apply the constant or varying axial load. The test specimen was laterally braced at its corresponding loading height to restrain out of plane movement.,NA,519,710,4565,614,0.008,0.02,0.04,0.09,NA,0.08,NA,NA,NA,NA,0.005,0.012,NA,compact,compact,compact,Class-1,Class-2,Class-2,no,"Suzuki, Y., and Lignos, D.G. 2021. ""Experimental evaluation of steel columns under seismic hazard-consistent collapse loading protocols."", ASCE Journal of Structural Engineering, Vol. 147(4): 04021020.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0002963,45.5041,-73.5747
Suzuki_and_Lignos_W-6-34-C2-C,Suzuki & Lignos,2021,W360x79,W-6-34-C2-C,353.5,38.1,25.4,277.3,9.9,28,204.5,16.3,6.3,9855,10100,2.20E+08,23302292,1228955,227895,1380746,349324,702743,6.60E+11,49,148,1825,1825,1825,37.5,0.7,0.5,9,19,0.22,ASTM A992 Gr. 50,1.1,1.1,379,395,503,502,345,450,200000,200000,77200,76923,Fixed-Free,3813996,3484500,3832950,Collapse-Consistent,Unidirectional,Strong,Constant,1134000,NA,1134000,0.3,0.33,NA,0.3,0.33,1134000,50,76,A 11000kN high force vertical actuator was utilized to apply the constant or varying axial load. The test specimen was laterally braced at its corresponding loading height to restrain out of plane movement.,NA,494,714,4516,617,0.008,0.012,0.03,0.044,0.064,0.03,0.04,0.052,0.052,0.062,0.032,0.046,0.05,compact,compact,compact,Class-1,Class-1,Class-1,no,"Suzuki, Y., and Lignos, D.G. 2021. ""Experimental evaluation of steel columns under seismic hazard-consistent collapse loading protocols."", ASCE Journal of Structural Engineering, Vol. 147(4): 04021020.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0002963,45.5041,-73.5747
Suzuki_and_Lignos_W-6-34-C2-V,Suzuki & Lignos,2021,W360x79,W-6-34-C2-V,353.3,38.1,25.4,277.1,10,27.7,204.5,16.4,6.2,9931,10100,2.20E+08,23467004,1236007,229506,1389381,351884,718759,6.60E+11,49,148,1825,1825,1825,37.5,0.7,0.5,9,19,0.22,ASTM A992 Gr. 50,1.1,1.1,379,395,503,502,345,450,200000,200000,77200,76923,Fixed-Free,3843377,3484500,3832950,Collapse-Consistent,Unidirectional,Strong,Varying,567000,756000,1890000,0.15,0.16,0.2,0.49,0.54,1890000,50,76,A 11000kN high force vertical actuator was utilized to apply the constant or varying axial load. The test specimen was laterally braced at its corresponding loading height to restrain out of plane movement.,NA,535,718,4560,620,0.008,0.018,0.03,0.07,NA,0.05,NA,NA,NA,NA,0.006,0.014,NA,compact,compact,compact,Class-1,Class-2,Class-2,no,"Suzuki, Y., and Lignos, D.G. 2021. ""Experimental evaluation of steel columns under seismic hazard-consistent collapse loading protocols."", ASCE Journal of Structural Engineering, Vol. 147(4): 04021020.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0002963,45.5041,-73.5747
Suzuki_and_Lignos_W-8-34-S-C,Suzuki & Lignos,2021,W360x91,W-8-34-S-C,355,38.1,25.4,278.8,9.4,29.7,252.5,15.6,8.1,10906,11500,2.50E+08,41824589,1427117,331284,1581187,503784,729982,1.20E+12,62,152,1825,1825,1825,29.5,0.7,0.5,8,15,0.18,ASTM A992 Gr. 50,1.1,1.1,376,402,518,508,345,450,200000,200000,77200,76923,Fixed-Free,4246609,3967500,4364250,Symmetric,Unidirectional,Strong,Constant,1317000,NA,1317000,0.31,0.33,NA,0.31,0.33,1317000,50,76,A 11000kN high force vertical actuator was utilized to apply the constant or varying axial load. The test specimen was laterally braced at its corresponding loading height to restrain out of plane movement.,NA,584,833,4264,697,0.007,0.016,0.024,0.036,NA,0.02,0.032,0.037,NA,NA,0.016,0.032,NA,compact,compact,compact,Class-1,Class-1,Class-1,no,"Suzuki, Y., and Lignos, D.G. 2021. ""Experimental evaluation of steel columns under seismic hazard-consistent collapse loading protocols."", ASCE Journal of Structural Engineering, Vol. 147(4): 04021020.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0002963,45.5041,-73.5747
Suzuki_and_Lignos_W-8-34-C1-C,Suzuki & Lignos,2021,W360x91,W-8-34-C1-C,355,38.1,25.4,278.8,9.4,29.5,252,15.5,8.1,10861,11500,2.50E+08,41310477,1418373,327861,1572258,498740,718397,1.20E+12,62,152,1825,1825,1825,29.6,0.7,0.5,8,15,0.18,ASTM A992 Gr. 50,1.1,1.1,376,402,518,508,345,450,200000,200000,77200,76923,Fixed-Free,4229218,3967500,4364250,Collapse-Consistent,Unidirectional,Strong,Constant,1317000,NA,1317000,0.31,0.33,NA,0.31,0.33,1317000,50,76,A 11000kN high force vertical actuator was utilized to apply the constant or varying axial load. The test specimen was laterally braced at its corresponding loading height to restrain out of plane movement.,NA,548,828,4294,694,0.008,0.02,0.054,0.078,0.104,0.04,0.04,0.061,0.065,0.085,0.01,0.032,0.056,compact,compact,compact,Class-1,Class-1,Class-1,no,"Suzuki, Y., and Lignos, D.G. 2021. ""Experimental evaluation of steel columns under seismic hazard-consistent collapse loading protocols."", ASCE Journal of Structural Engineering, Vol. 147(4): 04021020.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0002963,45.5041,-73.5747
Suzuki_and_Lignos_W-8-34-C1-V,Suzuki & Lignos,2021,W360x91,W-8-34-C1-V,355,38.1,25.4,278.8,9.7,28.7,252.5,15.8,8,11092,11500,2.60E+08,42283044,1444400,334915,1602937,509690,760884,1.20E+12,62,152,1825,1825,1825,29.6,0.7,0.5,8,15,0.18,ASTM A992 Gr. 50,1.1,1.1,376,402,518,508,345,450,200000,200000,77200,76923,Fixed-Free,4319108,3967500,4364250,Collapse-Consistent,Unidirectional,Strong,Varying,659000,878000,2195000,0.15,0.17,0.2,0.51,0.55,2195000,50,76,A 11000kN high force vertical actuator was utilized to apply the constant or varying axial load. The test specimen was laterally braced at its corresponding loading height to restrain out of plane movement.,NA,591,843,4412,708,0.009,0.02,0.03,0.1,NA,0.07,NA,NA,NA,NA,0.004,NA,NA,compact,compact,compact,Class-1,Class-3,Class-3,no,"Suzuki, Y., and Lignos, D.G. 2021. ""Experimental evaluation of steel columns under seismic hazard-consistent collapse loading protocols."", ASCE Journal of Structural Engineering, Vol. 147(4): 04021020.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0002963,45.5041,-73.5747
Suzuki_and_Lignos_W-6-25-S-C,Suzuki & Lignos,2021,W360x122,W-6-25-S-C,361.5,42.9,27,275.7,16.2,17,256,21.4,6,16127,15500,3.60E+08,59938302,1997100,468268,2274941,722059,2156091,1.70E+12,61,150,1825,1825,1825,29.9,0.7,0.5,9,15,0.17,ASTM A992 Gr. 50,1.1,1.1,367,379,491,499,345,450,200000,200000,77200,76923,Fixed-Free,6016948,5347500,5882250,Symmetric,Unidirectional,Strong,Constant,1741000,NA,1741000,0.29,0.33,NA,0.29,0.33,1741000,50,76,A 11000kN high force vertical actuator was utilized to apply the constant or varying axial load. The test specimen was laterally braced at its corresponding loading height to restrain out of plane movement.,NA,820,1187,7507,1025,0.007,0.032,0.04,0.052,NA,0.032,0.037,0.042,0.042,0.046,0.025,0.052,NA,compact,compact,compact,Class-1,Class-1,Class-1,no,"Suzuki, Y., and Lignos, D.G. 2021. ""Experimental evaluation of steel columns under seismic hazard-consistent collapse loading protocols."", ASCE Journal of Structural Engineering, Vol. 147(4): 04021020.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0002963,45.5041,-73.5747
Suzuki_and_Lignos_W-6-25-C1-C,Suzuki & Lignos,2021,W360x122,W-6-25-C1-C,361,42.9,27,275.2,14.1,19.5,256,21.4,6,15450,15500,3.50E+08,59968826,1963432,468506,2218662,717681,1993917,1.70E+12,62,151,1825,1825,1825,29.3,0.7,0.5,8,15,0.17,ASTM A992 Gr. 50,1.1,1.1,367,379,491,499,345,450,200000,200000,77200,76923,Fixed-Free,5764363,5347500,5882250,Collapse-Consistent,Unidirectional,Strong,Constant,1741000,NA,1741000,0.3,0.33,NA,0.3,0.33,1741000,50,76,A 11000kN high force vertical actuator was utilized to apply the constant or varying axial load. The test specimen was laterally braced at its corresponding loading height to restrain out of plane movement.,NA,886,1165,6472,987,0.006,0.062,0.075,0.115,NA,0.04,0.06,0.076,0.088,NA,0.02,0.035,NA,compact,compact,compact,Class-1,Class-1,Class-1,no,"Suzuki, Y., and Lignos, D.G. 2021. ""Experimental evaluation of steel columns under seismic hazard-consistent collapse loading protocols."", ASCE Journal of Structural Engineering, Vol. 147(4): 04021020.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0002963,45.5041,-73.5747
Suzuki_and_Lignos_W-6-25-C1-V,Suzuki & Lignos,2021, W360x122,W-6-25-C1-V,362,42.9,27,276.2,13.5,20.4,256,21.6,5.9,15355,15500,3.60E+08,60379759,1971980,471717,2223478,721377,1993208,1.70E+12,63,152,1825,1825,1825,29.1,0.7,0.5,8,15,0.17,ASTM A992 Gr. 50,1.1,1.1,367,379,491,499,345,450,200000,200000,77200,76923,Fixed-Free,5728886,5347500,5882250,Collapse-Consistent,Unidirectional,Strong,Varying,870000,1160000,2910000,0.15,0.16,0.2,0.51,0.54,2910000,50,76,A 11000kN high force vertical actuator was utilized to apply the constant or varying axial load. The test specimen was laterally braced at its corresponding loading height to restrain out of plane movement.,NA,807,1173,6216,987,0.008,0.05,0.082,0.13,NA,0.08,NA,NA,NA,NA,0.01,0.017,NA,compact,compact,compact,Class-1,Class-1,Class-1,no,"Suzuki, Y., and Lignos, D.G. 2021. ""Experimental evaluation of steel columns under seismic hazard-consistent collapse loading protocols."", ASCE Journal of Structural Engineering, Vol. 147(4): 04021020.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0002963,45.5041,-73.5747
Ozkula_Harris_Uang_1L,"Ozkula, Uang & Harris",2019,W610x262,1L,640,57.2,30.2,525.6,19.1,27.5,328,34,4.8,33229,33400,2.30E+09,200294930,7336674,1221311,8320416,1881096,10001985,1.80E+13,78,266,5486,2743,5486,70.7,0.5,0.5,10,35,0.31,ASTM A992 Gr. 50,1.1,1.1,362,403,564,569,345,450,200000,199948,77200,76903,Fixed-Fixed,12714057,11523000,12675300,Symmetric ,Unidirectional,Strong,Constant,2068320,NA,2068320,0.16,0.18,NA,0.16,0.18,2068320,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,3142,5134,23630,4217,0.008,0.04,0.053,0.058,NA,0.062,NA,NA,NA,NA,0.014,0.018,NA,compact,compact,compact,Class-1,Class-1,Class-1,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_1M,"Ozkula, Uang & Harris",2019,W610x262,1M,640,57.2,30.2,525.6,19.1,27.5,328,34,4.8,33229,33400,2.30E+09,200294930,7336674,1221311,8320416,1881096,10001985,1.80E+13,78,266,5486,2743,5486,70.7,0.5,0.5,10,35,0.31,ASTM A992 Gr. 50,1.1,1.1,362,403,564,569,345,450,200000,199948,77200,76903,Fixed-Fixed,12714057,11523000,12675300,Symmetric ,Unidirectional,Strong,Constant,4141088,NA,4141088,0.33,0.36,NA,0.33,0.36,4141088,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,3168,5134,23630,4217,0.007,0.02,0.033,0.038,NA,0.033,NA,NA,NA,NA,0.021,0.032,NA,compact,compact,compact,Class-1,Class-1,Class-1,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_1H,"Ozkula, Uang & Harris",2019,W610x262,1H,640,57.2,30.2,525.6,19.1,27.5,328,34,4.8,33229,33400,2.30E+09,200294930,7336674,1221311,8320416,1881096,10001985,1.80E+13,78,266,5486,2743,5486,70.7,0.5,0.5,10,35,0.31,ASTM A992 Gr. 50,1.1,1.1,362,403,564,569,345,450,200000,199948,77200,76903,Fixed-Fixed,12714057,11523000,12675300,Symmetric ,Unidirectional,Strong,Constant,6209408,NA,6209408,0.49,0.54,NA,0.49,0.54,6209408,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,3327,5134,23630,4217,0.005,0.015,0.02,NA,NA,0.02,NA,NA,NA,NA,0.02,NA,NA,compact,compact,compact,Class-1,Class-2,Class-2,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_2Z,"Ozkula, Uang & Harris",2019,W610x195,2Z,622,47.6,28.6,526.8,15.4,34.2,328,24.4,6.7,24834,24900,1.70E+09,143677168,5374785,876080,6047662,1346510,3904054,1.30E+13,76,259,5486,2743,5486,72.1,0.5,0.5,11,36,0.33,ASTM A992 Gr. 50,1.1,1.1,350,382,523,536,345,450,200000,199948,77200,76903,Fixed-Fixed,9090900,8590500,9449550,Symmetric ,Unidirectional,Strong,Constant,0,NA,0,0,0,NA,0,0,0,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,2352,3655,18788,3060,0.008,0.048,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,compact,compact,compact,Class-1,Class-1,Class-1,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_2L,"Ozkula, Uang & Harris",2019,W610x195,2L,622,47.6,28.6,526.8,15.4,34.2,328,24.4,6.7,24834,24900,1.70E+09,143677168,5374785,876080,6047662,1346510,3904054,1.30E+13,76,259,5486,2743,5486,72.1,0.5,0.5,11,36,0.33,ASTM A992 Gr. 50,1.1,1.1,350,382,523,536,345,450,200000,199948,77200,76903,Fixed-Fixed,9090900,8590500,9449550,Symmetric ,Unidirectional,Strong,Constant,1543532,NA,1543532,0.17,0.2,NA,0.17,0.18,1543532,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,2351,3655,18788,3060,0.008,0.03,0.04,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,compact,compact,compact,Class-1,Class-1,Class-1,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_2LP,"Ozkula, Uang & Harris",2019,W610x195,2LP,622,47.6,28.6,526.8,15.4,34.2,328,24.4,6.7,24834,24900,1.70E+09,143677168,5374785,876080,6047662,1346510,3904054,1.30E+13,76,259,5486,2743,5486,72.1,0.5,0.5,11,36,0.33,ASTM A992 Gr. 50,1.1,1.1,350,382,523,536,345,450,200000,199948,77200,76903,Fixed-Fixed,9090900,8590500,9449550,Symmetric,Unidirectional,Strong,Constant,1543532,NA,1543532,0.17,0.2,NA,0.17,0.18,1543532,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,2421,3655,18788,3060,0.007,0.015,NA,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA,compact,compact,compact,Class-1,Class-1,Class-1,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_2M,"Ozkula, Uang & Harris",2019,W610x195,2M,622,47.6,28.6,526.8,15.4,34.2,328,24.4,6.7,24834,24900,1.70E+09,143677168,5374785,876080,6047662,1346510,3904054,1.30E+13,76,259,5486,2743,5486,72.1,0.5,0.5,11,36,0.33,ASTM A992 Gr. 50,1.1,1.1,350,382,523,536,345,450,200000,199948,77200,76903,Fixed-Fixed,9090900,8590500,9449550,Symmetric ,Unidirectional,Strong,Constant,3082616,NA,3082616,0.34,0.4,NA,0.34,0.36,3082616,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,2360,3655,18788,3060,0.006,0.015,0.02,0.029,NA,0.024,0.03,NA,NA,NA,0.012,0.038,NA,compact,compact,compact,Class-1,Class-1,Class-1,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
