Elongation [mm],Load [kN]
0.0,0.0
0.006,2.48204495
0.012,4.90964523
0.018,7.054891260000001
0.024,8.169467880000001
0.03,8.90811164
0.036,9.49378972
0.042,9.98024951
0.048,10.38748831
0.054,10.70786908
0.06,10.96777758
0.066,11.20115856
0.072,11.41424303
0.078,11.61076203
0.084,11.79334353
0.09,11.9639387
0.096,12.12408476
0.102,12.27498473
0.108,12.4176276
0.114,12.552835940000001
0.12,12.68131522
0.126,12.80363754
0.132,12.92032693
0.138,13.03182779
0.144,13.13851692
0.15,13.240664709999999
0.156,13.33865999
0.162,13.432884260000002
0.168,13.523621349999999
0.174,13.61109272
0.18,13.69550073
0.186,13.77701807
0.192,13.85580235
0.198,13.93198835
0.204,14.00571575
0.21,14.0770851
0.216,14.14620036
0.222,14.21314257
0.228,14.27804461
0.234,14.34092178
0.24,14.40191605
0.246,14.461025770000001
0.252,14.51836348
0.258,14.57397342
0.264,14.62791291
0.27,14.68023198
0.276,14.73098038
0.282,14.78020225
0.288,14.82794133
0.294,14.87423946
0.3,14.91913117
0.306,14.96265218
0.312,15.00483835
0.318,15.045721519999999
0.324,15.08532989
0.33,15.123692080000001
0.336,15.160833870000001
0.342,15.19678036
0.348,15.231553830000001
0.354,15.26517831
0.36,15.29767252
0.366,15.32905674
0.372,15.359349340000001
0.378,15.38856666
0.384,15.41670542
0.39,15.443840340000001
0.396,15.46992365
0.402,15.49499091
0.408,15.51905341
0.414,15.54212235
0.42,15.56420828
0.426,15.58532114
0.432,15.60546993
0.438,15.62466277
0.444,15.64290763
0.45,15.66021141
0.456,15.676580920000001
0.462,15.69202173
0.468,15.70653878
0.474,15.7201375
0.48,15.732822039999999
0.486,15.74459607
0.492,15.75546265
0.498,15.76542545
0.504,15.77448561
0.51,15.78264696
0.516,15.789911009999999
0.522,15.79627938
0.528,15.801754129999999
0.534,15.80633691
0.54,15.810029409999999
0.546,15.812833269999999
0.552,15.8147499
0.558,15.81576312
0.564,15.81579385
0.57,15.81519558
0.576,15.813575479999999
0.582,15.81107842
0.588,15.80770241
0.594,15.803448770000001
0.6,15.798318929999999
0.594,13.57200223
0.588,11.34442811
0.582,9.115597229999999
0.576,6.889391730000001
0.57,4.7120817399999995
0.564,2.62283475
0.558,0.66125358
0.552,-0.90634766
0.546,-2.05172685
0.54,-2.98496671
0.534,-3.77159305
0.528,-4.462265029999999
0.522,-5.082701920000001
0.516,-5.6449552
0.51,-6.15727082
0.504,-6.625332459999999
0.498,-7.05176274
0.492,-7.42745906
0.486,-7.75652496
0.48,-8.052493290000001
0.474,-8.32214055
0.468,-8.57037731
0.462,-8.80218706
0.456,-9.02166421
0.45,-9.23041144
0.444,-9.42949624
0.438,-9.61979234
0.432,-9.80214007
0.426,-9.9772102
0.42,-10.145579190000001
0.414,-10.307782849999999
0.408,-10.464286190000001
0.402,-10.61550476
0.396,-10.76181135
0.39,-10.90355229
0.384,-11.0410203
0.378,-11.17446106
0.372,-11.3041692
0.366,-11.430421549999998
0.36,-11.55346486
0.354,-11.67352343
0.348,-11.790842249999999
0.342,-11.90559314
0.336,-12.017920270000001
0.33,-12.12797479
0.324,-12.235874560000001
0.318,-12.34173896
0.312,-12.44569094
0.306,-12.54781284
0.3,-12.64819255
0.294,-12.74692711
0.288,-12.84408999
0.282,-12.939750040000002
0.276,-13.0339594
0.27,-13.12681665
0.264,-13.2183557
0.258,-13.30865671
0.252,-13.39770467
0.246,-13.4856078
0.24,-13.57238729
0.234,-13.65808844
0.228,-13.742749889999999
0.222,-13.826400670000002
0.216,-13.909081389999999
0.21,-13.99082271
0.204,-14.07165588
0.198,-14.15160367
0.192,-14.23069489
0.186,-14.30895724
0.18,-14.38641559
0.174,-14.46309082
0.168,-14.539004559999999
0.162,-14.614174929999999
0.156,-14.68863125
0.15,-14.762381020000001
0.144,-14.835445369999999
0.138,-14.90784127
0.132,-14.97958719
0.126,-15.05069513
0.12,-15.12118583
0.114,-15.191069390000001
0.108,-15.260357690000001
0.102,-15.329067049999999
0.096,-15.39720869
0.09,-15.46479312
0.084,-15.53183257
0.078,-15.59833952
0.072,-15.664323979999999
0.066,-15.72979591
0.06,-15.79476307
0.054,-15.859236339999999
0.048,-15.9232239
0.042,-15.986737100000001
0.036,-16.04978414
0.03,-16.112373390000002
0.024,-16.17451509
0.018,-16.23621636
0.012,-16.29748265
0.006,-16.35832359
0.0,-16.418746419999998
0.006,-13.978122950000001
0.012,-11.53883274
0.018,-9.10088653
0.024,-6.67105685
0.03,-4.28867425
0.036,-1.97770334
0.042,0.24503036
0.048,2.3467571499999997
0.054,3.9113894399999998
0.06,5.0869842
0.066,6.06256809
0.072,6.89561597
0.078,7.61852468
0.084,8.25343552
0.09,8.81839131
0.096,9.32313659
0.102,9.76533597
0.108,10.13059207
0.114,10.444058779999999
0.12,10.72010614
0.126,10.96708979
0.132,11.19101959
0.138,11.39657043
0.144,11.587218360000001
0.15,11.76587699
0.156,11.9349774
0.162,12.09614644
0.168,12.25029703
0.174,12.39793577
0.18,12.53947927
0.186,12.67526546
0.192,12.805591119999999
0.198,12.93070986
0.204,13.05086249
0.21,13.16624547
0.216,13.27705047
0.222,13.38344714
0.228,13.48561643
0.234,13.58370331
0.24,13.67785874
0.246,13.7682244
0.252,13.85492833
0.258,13.93810122
0.264,14.01786807
0.27,14.094342280000001
0.276,14.16764525
0.282,14.237881699999999
0.288,14.305158299999999
0.294,14.369574839999999
0.3,14.43122986
0.306,14.49021624
0.312,14.546625480000001
0.318,14.60054361
0.324,14.65205665
0.33,14.7012432
0.336,14.74818074
0.342,14.79294052
0.348,14.83559435
0.354,14.876209880000001
0.36,14.914851570000002
0.366,14.95158045
0.372,14.9864542
0.378,15.019528249999999
0.384,15.05085614
0.39,15.08048746
0.396,15.108469600000001
0.402,15.13484696
0.408,15.15966233
0.414,15.18295527
0.42,15.2047634
0.426,15.22512184
0.432,15.2440641
0.438,15.26162102
0.444,15.27782096
0.45,15.29269216
0.456,15.30625983
0.462,15.31854869
0.468,15.32957956
0.474,15.33937596
0.48,15.34795754
0.486,15.35534345
0.492,15.36155179
0.498,15.36659972
0.504,15.37050379
0.51,15.3732791
0.516,15.37494004
0.522,15.37526686
0.528,15.37497897
0.534,15.37344862
0.54,15.37070434
0.546,15.36698416
0.552,15.362220939999998
0.558,15.356424279999999
0.564,15.349603080000001
0.57,15.341766600000001
0.576,15.33292231
0.582,15.32307826
0.588,15.31224201
0.594,15.30042028
0.6,15.28762006
0.594,13.10528549
