Elongation [mm],Load [kN]
0.0,0.0
0.012,2.9407497400000002
0.024,5.54416893
0.036,6.76865017
0.048,7.52650799
0.06,7.967722370000001
0.072,8.26818595
0.084,8.51132354
0.096,8.71430973
0.108,8.88691726
0.12,9.03542127
0.132,9.1633749
0.144,9.27394994
0.156,9.37093067
0.168,9.45710279
0.18,9.53435087
0.192,9.603970369999999
0.204,9.66676233
0.216,9.72336102
0.228,9.77420308
0.24,9.81992792
0.252,9.86082209
0.264,9.89720198
0.276,9.929332800000001
0.288,9.95743474
0.3,9.981687809999999
0.312,10.002240610000001
0.324,10.019391330000001
0.336,10.03289472
0.348,10.04299299
0.36,10.0497458
0.372,10.053199269999999
0.384,10.05339446
0.396,10.050371199999999
0.408,10.04416953
0.42,10.034814780000001
0.432,10.022325709999999
0.444,10.00671275
0.456,9.987979439999998
0.468,9.96612361
0.48,9.94113761
0.492,9.91300939
0.504,9.88172305
0.516,9.84726059
0.528,9.80960188
0.54,9.76872638
0.552,9.724614149999999
0.564,9.67724796
0.576,9.62661433
0.588,9.57270617
0.6,9.5155249
0.612,9.45508378
0.624,9.39141043
0.636,9.32455075
0.648,9.25457197
0.66,9.181567220000002
0.672,9.105656960000001
0.684,9.02699306
0.696,8.945759299999999
0.708,8.862170910000001
0.72,8.77647172
0.732,8.68892823
0.744,8.5998219
0.756,8.50943832
0.768,8.4180558
0.78,8.32593413
0.792,8.23330542
0.804,8.14036699
0.816,8.04728171
0.828,7.95418057
0.84,7.86116961
0.852,7.7683355899999995
0.864,7.675750079999999
0.876,7.583473339999999
0.888,7.49155605
0.9,7.40004199
0.912,7.30896911
0.924,7.218370299999999
0.936,7.12827458
0.948,7.03870762
0.96,6.9496918999999995
0.972,6.86124779
0.984,6.77339306
0.996,6.68614378
1.008,6.5995136
1.02,6.513514809999999
1.032,6.42815768
1.044,6.34345057
1.056,6.259399709999999
1.068,6.176009710000001
1.08,6.09327988
1.092,6.0112248
1.104,5.92983267
1.116,5.8491062000000005
1.128,5.769041339999999
1.14,5.6896312600000005
1.152,5.6108651499999995
1.164,5.53272999
1.176,5.45521074
1.188,5.3782924
1.2,5.30196156
1.212,5.22620508
1.224,5.15101023
1.236,5.0763671100000005
1.248,5.00226906
1.26,4.9287085500000005
1.272,4.855692339999999
1.284,4.78320508
1.296,4.71124299
1.308,4.63979454
1.32,4.56884501
1.332,4.49837982
1.344,4.42838412
1.356,4.35884317
1.368,4.28974351
1.38,4.22107265
1.392,4.15282078
1.404,4.08498176
1.416,4.01755265
1.428,3.9505344100000004
1.44,3.88393023
1.452,3.81774269
1.464,3.75198336
1.476,3.68665558
1.488,3.6217534799999997
1.5,3.55728823
1.512,3.49325871
1.524,3.42966599
1.536,3.3665139600000002
1.548,3.3038112500000003
1.56,3.24155851
1.572,3.17976586
1.584,3.1184400500000002
1.596,3.0575873700000002
1.608,2.99721255
1.62,2.93733019
1.632,2.87795107
1.644,2.81908309
1.656,2.76074164
1.668,2.70295537
1.68,2.64573516
1.692,2.5891147599999997
1.704,2.5331057
1.716,2.4777271599999997
1.728,2.42299004
1.74,2.36889982
1.752,2.31545654
1.764,2.26265882
1.776,2.2105039200000003
1.788,2.1589912
1.8,2.10812654
1.812,2.0579223499999997
1.824,2.0083946900000003
1.836,1.95957648
1.848,1.9115081299999999
1.86,1.86424235
1.872,1.81783903
1.884,1.7723668399999999
1.896,1.7278874499999999
1.908,1.68446258
1.92,1.64212705
1.932,1.6009034
1.944,1.56079127
1.956,1.52177174
1.968,1.48381127
1.98,1.44686302
1.992,1.410887
