,test_id,investigator,reference,url,test_configuration,stiffness_coefficient,test_type,loading_protocol,forming_process,seams,tube_section,width__mm,depth__mm,flange_thickness__mm,web_thickness__mm,area__mm2,moment_of_inertia__mm4,radius__mm,depth_over_t,plastic_section_modulus__mm3,axial_load_ratio,axial_load_sequence,loading_angle,steel_type,fy_nominal__n_mm2,fy_measured__n_mm2,f_ultimate__n_mm2,mp_measured__knmm,length__mm,ke_measured__knmm_rad,my_pos_100fit__knmm,my_neg_100fit__knmm,theta_p_pos_100fit__rad,theta_pc_pos_100fit__rad,theta_u_pos_100fit__rad,theta_p_neg_100fit__rad,theta_pc_neg_100fit__rad,theta_u_neg_100fit__rad,mc_my_pos_100fit,mu_mc_pos_100fit,mc_my_neg_100fit,mu_mc_neg_100fit,my_pos_80fit__knmm,my_neg_80fit__knmm,theta_p_pos_80fit__rad,theta_pc_pos_80fit__rad,theta_u_pos_80fit__rad,theta_p_neg_80fit__rad,theta_pc_neg_80fit__rad,theta_u_neg_80fit__rad,mc_my_pos_80fit,mu_mc_pos_80fit,mc_my_neg_80fit,mu_mc_neg_80fit,lambda_s,lambda_c,flexural_buckling
45,Tsuda_Matsui_1998__Matsui-473A,Tsuda & Matsui,"Tsuda, K., and Matsui, C. (1998). ""Strength of Square Steel Tubular Beam-Columns Under Constant Vertical and Horizontal Loads"", Journal of Structural Construction Engineering., AIJ, No. 512. pp. 149-156",https://doi.org/10.3130/aijs.63.149_3,CF,3,Monotonic,Monotonic,NR,NR,HSS-150x150x3.2,151.0,151.0,3.17,3.17,1848.61,6686308.86,60.14,47.63,103930.31,0.3,Constant,0,NR,NR,324.6,464.84,33735.79,750.0,3016694.17,25449.0,-35102.07,0.006,0.03,NA,0.01,0.025,NA,1.03,NA,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
46,Tsuda_Matsui_1998__Matsui-475A,Tsuda & Matsui,"Tsuda, K., and Matsui, C. (1998). ""Strength of Square Steel Tubular Beam-Columns Under Constant Vertical and Horizontal Loads"", Journal of Structural Construction Engineering., AIJ, No. 512. pp. 149-156",https://doi.org/10.3130/aijs.63.149_3,CF,3,Monotonic,Monotonic,NR,NR,HSS-150x150x3.2,151.0,151.0,3.17,3.17,1848.61,6686308.86,60.14,47.63,103930.31,0.5,Constant,0,NR,NR,324.6,464.84,33735.79,750.0,3050589.61,12912.55,-35102.07,0.006,0.18,NA,0.01,0.025,NA,1.05,NA,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
47,Tsuda_Matsui_1998__Matsui-471-27,Tsuda & Matsui,"Tsuda, K., and Matsui, C. (1998). ""Strength of Square Steel Tubular Beam-Columns Under Constant Vertical and Horizontal Loads"", Journal of Structural Construction Engineering., AIJ, No. 512. pp. 149-156",https://doi.org/10.3130/aijs.63.149_3,CF,3,Monotonic,Monotonic,NR,NR,HSS-150x150x3.2,150.0,150.0,3.27,3.27,1891.69,6738871.08,59.69,45.87,105620.63,0.1,Constant,0,NR,NR,379.52,478.56,40084.86,750.0,2259696.01,26695.43,-4519.39,0.02,0.14,NA,0.0,0.3,NA,1.02,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
48,Tsuda_Matsui_1998__Matsui-473-28,Tsuda & Matsui,"Tsuda, K., and Matsui, C. (1998). ""Strength of Square Steel Tubular Beam-Columns Under Constant Vertical and Horizontal Loads"", Journal of Structural Construction Engineering., AIJ, No. 512. pp. 149-156",https://doi.org/10.3130/aijs.63.149_3,CF,3,Monotonic,Monotonic,NR,NR,HSS-150x150x3.2,150.0,150.0,3.27,3.27,1891.69,6738871.08,59.69,45.87,105620.63,0.3,Constant,0,NR,NR,379.52,478.56,40084.86,750.0,2417874.73,19799.24,-4519.39,0.013,0.027,NA,0.0,0.3,NA,1.05,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
49,Tsuda_Matsui_1998__Matsui-601,Tsuda & Matsui,"Tsuda, K., and Matsui, C. (1998). ""Strength of Square Steel Tubular Beam-Columns Under Constant Vertical and Horizontal Loads"", Journal of Structural Construction Engineering., AIJ, No. 512. pp. 149-156",https://doi.org/10.3130/aijs.63.149_3,CF,3,Monotonic,Monotonic,NR,NR,HSS-150x150x2.5,150.0,150.0,2.51,2.51,1464.58,5280527.25,60.05,59.76,81909.08,0.1,Constant,0,NR,NR,386.38,450.13,31648.2,750.0,1581787.21,18723.2,-4519.39,0.011,0.1,NA,0.0,0.3,NA,1.05,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
50,Tsuda_Matsui_1998__Matsui-603,Tsuda & Matsui,"Tsuda, K., and Matsui, C. (1998). ""Strength of Square Steel Tubular Beam-Columns Under Constant Vertical and Horizontal Loads"", Journal of Structural Construction Engineering., AIJ, No. 512. pp. 149-156",https://doi.org/10.3130/aijs.63.149_3,CF,3,Monotonic,Monotonic,NR,NR,HSS-150x150x2.5,150.0,150.0,2.51,2.51,1464.58,5280527.25,60.05,59.76,81909.08,0.3,Constant,0,NR,NR,386.38,450.13,31648.2,750.0,2259696.01,9994.81,-4519.39,0.006,0.025,NA,0.0,0.3,NA,1.04,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
51,Tsuda_Matsui_1998__Matsui-751,Tsuda & Matsui,"Tsuda, K., and Matsui, C. (1998). ""Strength of Square Steel Tubular Beam-Columns Under Constant Vertical and Horizontal Loads"", Journal of Structural Construction Engineering., AIJ, No. 512. pp. 149-156",https://doi.org/10.3130/aijs.63.149_3,CF,3,Monotonic,Monotonic,NR,NR,HSS-150x150x2.0,150.0,150.0,2.0,2.0,1173.7,4265966.96,60.29,75.0,65716.0,0.1,Constant,0,NR,NR,355.0,433.45,23329.23,750.0,1615682.65,11728.9,-4519.39,0.006,0.08,NA,0.0,0.3,NA,1.05,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
52,Tsuda_Matsui_1998__Matsui-753,Tsuda & Matsui,"Tsuda, K., and Matsui, C. (1998). ""Strength of Square Steel Tubular Beam-Columns Under Constant Vertical and Horizontal Loads"", Journal of Structural Construction Engineering., AIJ, No. 512. pp. 149-156",https://doi.org/10.3130/aijs.63.149_3,CF,3,Monotonic,Monotonic,NR,NR,HSS-150x150x2.0,150.0,150.0,2.0,2.0,1173.7,4265966.96,60.29,75.0,65716.0,0.3,Constant,0,NR,NR,355.0,433.45,23329.23,750.0,1288026.72,4780.13,-4519.39,0.005,0.01,NA,0.0,0.3,NA,1.04,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
53,Tsuda_Matsui_1998__Matsui-941,Tsuda & Matsui,"Tsuda, K., and Matsui, C. (1998). ""Strength of Square Steel Tubular Beam-Columns Under Constant Vertical and Horizontal Loads"", Journal of Structural Construction Engineering., AIJ, No. 512. pp. 149-156",https://doi.org/10.3130/aijs.63.149_3,CF,3,Monotonic,Monotonic,NR,NR,HSS-150x150x1.6,150.0,150.0,1.58,1.58,931.59,3408414.26,60.49,94.94,52209.51,0.1,Constant,0,NR,NR,355.98,445.22,18585.61,750.0,1434906.97,8336.74,-4519.39,0.005,0.065,NA,0.0,0.3,NA,1.03,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
54,Tsuda_Matsui_1998__Matsui-943,Tsuda & Matsui,"Tsuda, K., and Matsui, C. (1998). ""Strength of Square Steel Tubular Beam-Columns Under Constant Vertical and Horizontal Loads"", Journal of Structural Construction Engineering., AIJ, No. 512. pp. 149-156",https://doi.org/10.3130/aijs.63.149_3,CF,3,Monotonic,Monotonic,NR,NR,HSS-150x150x1.6,150.0,150.0,1.58,1.58,931.59,3408414.26,60.49,94.94,52209.51,0.3,Constant,0,NR,NR,355.98,445.22,18585.61,750.0,1220235.84,3839.29,-4519.39,0.002,0.018,NA,0.0,0.3,NA,1.03,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
55,Tsuda_Matsui_1998__Matsui-H-471,Tsuda & Matsui,"Tsuda, K., and Matsui, C. (1998). ""Strength of Square Steel Tubular Beam-Columns Under Constant Vertical and Horizontal Loads"", Journal of Structural Construction Engineering., AIJ, No. 512. pp. 149-156",https://doi.org/10.3130/aijs.63.149_3,CF,3,Monotonic,Monotonic,NR,NR,HSS-150x150x3.2,150.0,150.0,3.28,3.28,1897.26,6757638.15,59.68,45.73,105929.3,0.1,Constant,0,NR,NR,493.27,597.22,52252.22,750.0,2824620.01,33895.44,-4519.39,0.013,0.12,NA,0.0,0.3,NA,1.03,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
56,Tsuda_Matsui_1998__Matsui-H-473,Tsuda & Matsui,"Tsuda, K., and Matsui, C. (1998). ""Strength of Square Steel Tubular Beam-Columns Under Constant Vertical and Horizontal Loads"", Journal of Structural Construction Engineering., AIJ, No. 512. pp. 149-156",https://doi.org/10.3130/aijs.63.149_3,CF,3,Monotonic,Monotonic,NR,NR,HSS-150x150x3.2,150.0,150.0,3.28,3.28,1897.26,6757638.15,59.68,45.73,105929.3,0.3,Constant,0,NR,NR,493.27,597.22,52252.22,750.0,2598650.41,23255.12,-4519.39,0.008,0.032,NA,0.0,0.3,NA,1.03,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
57,Tsuda_Matsui_1998__Matsui-H-581,Tsuda & Matsui,"Tsuda, K., and Matsui, C. (1998). ""Strength of Square Steel Tubular Beam-Columns Under Constant Vertical and Horizontal Loads"", Journal of Structural Construction Engineering., AIJ, No. 512. pp. 149-156",https://doi.org/10.3130/aijs.63.149_3,CF,3,Monotonic,Monotonic,NR,NR,HSS-150x150x2.7,150.0,150.0,2.64,2.64,1538.17,5534495.5,59.98,56.82,86000.48,0.1,Constant,0,NR,NR,487.39,604.09,41915.82,750.0,2259696.01,25920.04,-4519.39,0.009,0.18,NA,0.0,0.3,NA,1.02,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
58,Tsuda_Matsui_1998__Matsui-H-583,Tsuda & Matsui,"Tsuda, K., and Matsui, C. (1998). ""Strength of Square Steel Tubular Beam-Columns Under Constant Vertical and Horizontal Loads"", Journal of Structural Construction Engineering., AIJ, No. 512. pp. 149-156",https://doi.org/10.3130/aijs.63.149_3,CF,3,Monotonic,Monotonic,NR,NR,HSS-150x150x2.7,150.0,150.0,2.64,2.64,1538.17,5534495.5,59.98,56.82,86000.48,0.3,Constant,0,NR,NR,486.41,603.11,41831.48,750.0,1807756.81,17599.56,-4519.39,0.005,0.045,NA,0.0,0.3,NA,1.04,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
59,Sugiyama_Igarashi_1986__Igarashi-1,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x3.2,100.0,100.0,3.2,3.2,1212.67,1873775.85,39.31,31.25,44993.54,0.0,Constant,0,NR,NR,437.77,502.1,19696.77,198.9,1525294.81,18318.89,-19716.95,0.01,0.1,NA,0.01,0.17,NA,1.03,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
60,Sugiyama_Igarashi_1986__Igarashi-2,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x3.2,100.0,100.0,3.2,3.2,1212.67,1873775.85,39.31,31.25,44993.54,0.25,Constant,0,NR,NR,437.77,502.1,19696.77,198.645,1638279.61,15644.05,-19716.95,0.005,0.08,NA,0.01,0.17,NA,1.04,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
61,Sugiyama_Igarashi_1986__Igarashi-3,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x3.2,100.0,100.0,3.2,3.2,1212.67,1873775.85,39.31,31.25,44993.54,0.0,Constant,45,NR,NR,437.77,502.1,19696.77,198.69,1694772.01,18318.89,-19716.95,0.015,0.1,NA,0.01,0.17,NA,1.03,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
62,Sugiyama_Igarashi_1986__Igarashi-4,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x3.2,100.0,100.0,3.2,3.2,1212.67,1873775.85,39.31,31.25,44993.54,0.25,Constant,45,NR,NR,437.77,502.1,19696.77,198.625,1638279.61,16355.89,-19716.95,0.01,0.07,NA,0.01,0.17,NA,1.05,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
63,Sugiyama_Igarashi_1986__Igarashi-5,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x3.2,100.0,100.0,3.2,3.2,1212.67,1873775.85,39.31,31.25,44993.54,0.4,Constant,45,NR,NR,437.77,502.1,19696.77,198.625,1638279.61,14096.2,-19716.95,0.008,0.04,NA,0.01,0.17,NA,1.05,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
64,Sugiyama_Igarashi_1986__Igarashi-6,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x4.5,100.0,100.0,4.5,4.5,1666.85,2496641.55,38.7,22.22,61607.25,0.0,Constant,0,NR,NR,437.77,502.1,26969.74,198.195,1864249.21,27692.35,-19716.95,0.03,0.5,NA,0.01,0.17,NA,1.02,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
65,Sugiyama_Igarashi_1986__Igarashi-7,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x4.5,100.0,100.0,4.5,4.5,1666.85,2496641.55,38.7,22.22,61607.25,0.25,Constant,0,NR,NR,437.77,502.1,26969.74,198.49,1920741.61,25229.62,-19716.95,0.03,0.07,NA,0.01,0.17,NA,1.03,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
66,Sugiyama_Igarashi_1986__Igarashi-8,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x4.5,100.0,100.0,4.5,4.5,1666.85,2496641.55,38.7,22.22,61607.25,0.0,Constant,45,NR,NR,437.77,502.1,26969.74,198.395,1977234.01,25986.5,-19716.95,0.08,0.07,NA,0.01,0.17,NA,1.1,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
67,Sugiyama_Igarashi_1986__Igarashi-9,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x4.5,100.0,100.0,4.5,4.5,1666.85,2496641.55,38.7,22.22,61607.25,0.25,Constant,45,NR,NR,437.77,502.1,26969.74,198.495,2033726.41,25747.5,-19716.95,0.045,0.09,NA,0.01,0.17,NA,1.04,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
68,Sugiyama_Igarashi_1986__Igarashi-10,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x4.5,100.0,100.0,4.5,4.5,1666.85,2496641.55,38.7,22.22,61607.25,0.4,Constant,45,NR,NR,437.77,502.1,26969.74,198.59,2090218.81,22193.44,-19716.95,0.037,0.05,NA,0.01,0.17,NA,1.12,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
69,Sugiyama_Igarashi_1986__Igarashi-11,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x6.0,100.0,100.0,6.0,6.0,2163.29,3126720.9,38.02,16.67,79632.0,0.0,Constant,0,NR,NR,437.77,502.1,34860.41,198.4,3231365.29,34534.98,-19716.95,0.052,0.05,NA,0.01,0.17,NA,1.06,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
70,Sugiyama_Igarashi_1986__Igarashi-12,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x6.0,100.0,100.0,6.0,6.0,2163.29,3126720.9,38.02,16.67,79632.0,0.25,Constant,0,NR,NR,437.77,502.1,34860.41,198.87,3231365.29,33042.72,-19716.95,0.025,0.05,NA,0.01,0.17,NA,1.06,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
71,Sugiyama_Igarashi_1986__Igarashi-13,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x6.0,100.0,100.0,6.0,6.0,2163.29,3126720.9,38.02,16.67,79632.0,0.0,Constant,45,NR,NR,437.77,502.1,34860.41,198.39,3231365.29,35707.46,-19716.95,0.073,0.05,NA,0.01,0.17,NA,1.06,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
72,Sugiyama_Igarashi_1986__Igarashi-14,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x6.0,100.0,100.0,6.0,6.0,2163.29,3126720.9,38.02,16.67,79632.0,0.25,Constant,45,NR,NR,437.77,502.1,34860.41,198.365,3231365.29,31144.51,-19716.95,0.04,0.05,NA,0.01,0.17,NA,1.15,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
73,Sugiyama_Igarashi_1986__Igarashi-15,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x3.2,100.0,100.0,3.2,3.2,1212.67,1873775.85,39.31,31.25,44993.54,0.0,Constant,0,NR,NR,437.77,502.1,19696.77,290.7,1129848.0,14688.02,-14400.02,0.015,0.3,NA,0.01,0.17,NA,1.0,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
74,Sugiyama_Igarashi_1986__Igarashi-16,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x3.2,100.0,100.0,3.2,3.2,1212.67,1873775.85,39.31,31.25,44993.54,0.0,Constant,0,NR,NR,437.77,502.1,19696.77,491.1,1016863.2,15661.26,-14400.02,0.007,0.23,NA,0.01,0.17,NA,1.01,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
75,Sugiyama_Igarashi_1986__Igarashi-17,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x3.2,100.0,100.0,3.2,3.2,1212.67,1873775.85,39.31,31.25,44993.54,0.0,Constant,0,NR,NR,437.77,502.1,19696.77,690.8,960370.8,16332.46,-14400.02,0.01,0.23,NA,0.01,0.17,NA,1.01,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
76,Sugiyama_Igarashi_1986__Igarashi-18,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x4.5,100.0,100.0,4.5,4.5,1666.85,2496641.55,38.7,22.22,61607.25,0.0,Constant,0,NR,NR,437.77,502.1,26969.74,290.8,1355817.6,20293.39,-14400.02,0.043,0.7,NA,0.01,0.17,NA,1.03,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
77,Sugiyama_Igarashi_1986__Igarashi-19,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x4.5,100.0,100.0,4.5,4.5,1666.85,2496641.55,38.7,22.22,61607.25,0.0,Constant,0,NR,NR,437.77,502.1,26969.74,490.9,1355817.6,21500.02,-14400.02,0.03,0.6,NA,0.01,0.17,NA,1.03,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
78,Sugiyama_Igarashi_1986__Igarashi-20,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x4.5,100.0,100.0,4.5,4.5,1666.85,2496641.55,38.7,22.22,61607.25,0.0,Constant,0,NR,NR,437.77,502.1,26969.74,690.9,1129848.0,23040.04,-14400.02,0.04,0.4,NA,0.01,0.17,NA,1.02,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
79,Sugiyama_Igarashi_1986__Igarashi-21,Sugiyama & Igarashi,"Sugiyama S., and Igarashi (1986). ""Experimental Investigation of Inelastic Behavior of Cold - Formed Rectangular Hollow Structural Sections under Bending and Constant Axial Force"", AIJ",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-100x100x6.0,100.0,100.0,6.0,6.0,2163.29,3126720.9,38.02,16.67,79632.0,0.0,Constant,0,NR,NR,437.77,502.1,34860.41,291.1,1920741.61,25219.82,-14400.02,0.05,0.4,NA,0.01,0.17,NA,1.12,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
80,Kouichi_Yamada_1984__Yamada-3,Kouichi & Yamada,"Kouichi, Y., and Yamada, S. (1984).""Elasto - Plastics Deformation and Fracture Behavior of Steel Box Columns Subjected to Double Curvature Cyclic Bending Under Contast Axial Load,"" Proceedings of AIJ.",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-125x125x3.2,125.0,125.0,3.2,3.2,1532.67,3757406.85,49.51,39.06,71225.54,0.0,Constant,0,NR,NR,365.79,447.18,26053.45,1500.0,3954468.01,48670.38,-48887.65,0.01,0.22,NA,0.01,0.08,NA,1.04,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
81,Kouichi_Yamada_1984__Yamada-4,Kouichi & Yamada,"Kouichi, Y., and Yamada, S. (1984).""Elasto - Plastics Deformation and Fracture Behavior of Steel Box Columns Subjected to Double Curvature Cyclic Bending Under Contast Axial Load,"" Proceedings of AIJ.",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-125x125x3.2,125.0,125.0,3.2,3.2,1532.67,3757406.85,49.51,39.06,71225.54,0.17,Constant,0,NR,NR,365.79,447.18,26053.45,1500.0,3084485.05,42535.45,-48887.65,0.007,0.075,NA,0.01,0.08,NA,1.02,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
82,Kouichi_Yamada_1984__Yamada-5,Kouichi & Yamada,"Kouichi, Y., and Yamada, S. (1984).""Elasto - Plastics Deformation and Fracture Behavior of Steel Box Columns Subjected to Double Curvature Cyclic Bending Under Contast Axial Load,"" Proceedings of AIJ.",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-125x125x3.2,125.0,125.0,3.2,3.2,1532.67,3757406.85,49.51,39.06,71225.54,0.33,Constant,0,NR,NR,365.79,447.18,26053.45,1500.0,4338616.34,33237.28,-48887.65,0.006,0.033,NA,0.01,0.08,NA,1.03,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
