,test_id,investigator,reference,url,test_configuration,stiffness_coefficient,test_type,loading_protocol,forming_process,seams,tube_section,width__mm,depth__mm,flange_thickness__mm,web_thickness__mm,area__mm2,moment_of_inertia__mm4,radius__mm,depth_over_t,plastic_section_modulus__mm3,axial_load_ratio,axial_load_sequence,loading_angle,steel_type,fy_nominal__n_mm2,fy_measured__n_mm2,f_ultimate__n_mm2,mp_measured__knmm,length__mm,ke_measured__knmm_rad,my_pos_100fit__knmm,my_neg_100fit__knmm,theta_p_pos_100fit__rad,theta_pc_pos_100fit__rad,theta_u_pos_100fit__rad,theta_p_neg_100fit__rad,theta_pc_neg_100fit__rad,theta_u_neg_100fit__rad,mc_my_pos_100fit,mu_mc_pos_100fit,mc_my_neg_100fit,mu_mc_neg_100fit,my_pos_80fit__knmm,my_neg_80fit__knmm,theta_p_pos_80fit__rad,theta_pc_pos_80fit__rad,theta_u_pos_80fit__rad,theta_p_neg_80fit__rad,theta_pc_neg_80fit__rad,theta_u_neg_80fit__rad,mc_my_pos_80fit,mu_mc_pos_80fit,mc_my_neg_80fit,mu_mc_neg_80fit,lambda_s,lambda_c,flexural_buckling
83,Kouichi_Yamada_1984__Yamada-6,Kouichi & Yamada,"Kouichi, Y., and Yamada, S. (1984).""Elasto - Plastics Deformation and Fracture Behavior of Steel Box Columns Subjected to Double Curvature Cyclic Bending Under Contast Axial Load,"" Proceedings of AIJ.",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-125x125x3.2,125.0,125.0,3.2,3.2,1532.67,3757406.85,49.51,39.06,71225.54,0.67,Constant,0,NR,NR,365.79,447.18,26053.45,1500.0,4519392.02,19086.75,-48887.65,0.003,0.033,NA,0.01,0.08,NA,1.03,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
84,Kouichi_Yamada_1984__Yamada-7,Kouichi & Yamada,"Kouichi, Y., and Yamada, S. (1984).""Elasto - Plastics Deformation and Fracture Behavior of Steel Box Columns Subjected to Double Curvature Cyclic Bending Under Contast Axial Load,"" Proceedings of AIJ.",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-125x125x4.5,125.0,125.0,4.5,4.5,2116.85,5062047.74,48.9,27.78,98057.25,0.0,Constant,0,NR,NR,365.79,447.18,35868.17,1500.0,3321753.13,67132.72,-48887.65,0.015,0.08,NA,0.01,0.08,NA,1.03,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
85,Kouichi_Yamada_1984__Yamada-8,Kouichi & Yamada,"Kouichi, Y., and Yamada, S. (1984).""Elasto - Plastics Deformation and Fracture Behavior of Steel Box Columns Subjected to Double Curvature Cyclic Bending Under Contast Axial Load,"" Proceedings of AIJ.",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-125x125x4.5,125.0,125.0,4.5,4.5,2116.85,5062047.74,48.9,27.78,98057.25,0.17,Constant,0,NR,NR,365.79,447.18,35868.17,1500.0,3321753.13,61163.89,-48887.65,0.022,0.11,NA,0.01,0.08,NA,1.04,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
86,Kouichi_Yamada_1984__Yamada-9,Kouichi & Yamada,"Kouichi, Y., and Yamada, S. (1984).""Elasto - Plastics Deformation and Fracture Behavior of Steel Box Columns Subjected to Double Curvature Cyclic Bending Under Contast Axial Load,"" Proceedings of AIJ.",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-125x125x4.5,125.0,125.0,4.5,4.5,2116.85,5062047.74,48.9,27.78,98057.25,0.33,Constant,0,NR,NR,365.79,447.18,35868.17,1500.0,3988363.45,50517.24,-48887.65,0.013,0.05,NA,0.01,0.08,NA,1.04,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
87,Kouichi_Yamada_1984__Yamada-10,Kouichi & Yamada,"Kouichi, Y., and Yamada, S. (1984).""Elasto - Plastics Deformation and Fracture Behavior of Steel Box Columns Subjected to Double Curvature Cyclic Bending Under Contast Axial Load,"" Proceedings of AIJ.",Not available,DC,6,Monotonic,Monotonic,NR,NR,HSS-125x125x4.5,125.0,125.0,4.5,4.5,2116.85,5062047.74,48.9,27.78,98057.25,0.67,Constant,0,NR,NR,365.79,447.18,35868.17,1500.0,3203119.09,21184.65,-48887.65,0.007,0.015,NA,0.01,0.08,NA,1.04,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
88,Yamada_et_al_2018__M00_0.18_22,Yamada & Ishida,"Yamada, S. And Ishida, T. (2018). ""Hysteretic Behavior of RHS Columns Under Random Cyclic Loading Considering Local Buckling"", International Journal of Steel Structures, Vol. 18, Issue 5, 1761-1771",https://link.springer.com/article/10.1007/s13296-018-0087-x,DC,3,Monotonic,Monotonic,Cold,1.0,HSS-200x200x9,200.0,200.0,9.0,9.0,6667.41,39946264.8,77.4,22.22,492858.0,0.18,Constant,0,BCR295,295.0,381.0,462.0,187778.9,1734.0,18219039.15,175497.45,175497.45,0.025,0.378,0.254,0.025,0.378,0.254,1.325,0.429,1.325,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
89,Yamada_et_al_2018__C00_0.18_22,Yamada & Ishida,"Yamada, S. And Ishida, T. (2018). ""Hysteretic Behavior of RHS Columns Under Random Cyclic Loading Considering Local Buckling"", International Journal of Steel Structures, Vol. 18, Issue 5, 1761-1771",https://link.springer.com/article/10.1007/s13296-018-0087-x,DC,3,Cyclic,Symmetric,Cold,1.0,HSS-200x200x9,200.0,200.0,9.0,9.0,6667.41,39946264.8,77.4,22.22,492858.0,0.18,Constant,0,BCR295,295.0,443.0,483.0,218336.09,1734.0,16094119.01,241096.41,238269.8,0.026,0.074,0.093,0.011,0.077,0.076,1.08,0.378,1.079,0.372,228180.84,221717.39,0.041,0.044,0.093,0.032,0.038,0.076,1.14,0.38,1.16,0.37,0.576,0.5,FALSE
90,Yamada_et_al_2018__C00_0.36_22,Yamada & Ishida,"Yamada, S. And Ishida, T. (2018). ""Hysteretic Behavior of RHS Columns Under Random Cyclic Loading Considering Local Buckling"", International Journal of Steel Structures, Vol. 18, Issue 5, 1761-1771",https://link.springer.com/article/10.1007/s13296-018-0087-x,DC,3,Cyclic,Symmetric,Cold,1.0,HSS-200x200x9,200.0,200.0,9.0,9.0,6667.41,39946264.8,77.4,22.22,492858.0,0.36,Constant,0,BCR295,295.0,443.0,483.0,218336.09,1734.0,17664411.61,216846.19,221750.48,0.012,0.049,0.054,0.011,0.033,0.045,1.102,0.327,1.048,0.212,202682.1,205947.64,0.028,0.019,0.054,0.019,0.019,0.045,1.18,0.33,1.13,0.21,0.226,0.201,FALSE
91,Yamada_et_al_2013__CB00_0.2_22_X,Yamada,"Yamada, S. Ishida, T., Shimada, Y., and Matsunaga, T. (2013). ""Cyclic Loading Test on RHS Columns Under Bi-directional Horizontal Forces"", Journal of Structural and Construction Engineering AIJ, Vol. 78, No. 683, pp. 203-212",https://doi.org/10.3130/aijs.78.203,DC,3,Cyclic,Symmetric,Cold,1.0,HSS-200x200x9,200.0,200.0,9.0,9.0,6667.41,39946264.8,77.4,22.22,492858.0,0.2,Constant,0,BCR295,295.0,375.0,427.0,184821.75,1734.0,18343362.94,192093.36,178960.49,0.015,0.03,0.041,0.015,0.033,0.042,1.105,0.375,1.143,0.419,180914.02,170506.89,0.026,0.009,0.041,0.025,0.014,0.042,1.17,0.37,1.2,0.42,NA,NA,FALSE
92,Yamada_et_al_2013__CB00_0.2_22_Y,Yamada,"Yamada, S. Ishida, T., Shimada, Y., and Matsunaga, T. (2013). ""Cyclic Loading Test on RHS Columns Under Bi-directional Horizontal Forces"", Journal of Structural and Construction Engineering AIJ, Vol. 78, No. 683, pp. 203-212",https://doi.org/10.3130/aijs.78.203,DC,3,Cyclic,Symmetric,Cold,1.0,HSS-200x200x9,200.0,200.0,9.0,9.0,6667.41,39946264.8,77.4,22.22,492858.0,0.2,Constant,0,BCR295,295.0,375.0,427.0,184821.75,1734.0,12731165.25,113270.86,105064.59,0.013,0.001,0.023,0.015,0.001,0.024,1.129,0.238,1.143,0.327,114293.99,105447.2,0.013,0.001,0.023,0.016,0.001,0.024,1.12,0.24,1.14,0.33,NA,NA,FALSE
93,Yamada_et_al_2013__CB45_0.2_22_X,Yamada,"Yamada, S. Ishida, T., Shimada, Y., and Matsunaga, T. (2013). ""Cyclic Loading Test on RHS Columns Under Bi-directional Horizontal Forces"", Journal of Structural and Construction Engineering AIJ, Vol. 78, No. 683, pp. 203-212",https://doi.org/10.3130/aijs.78.203,DC,3,Cyclic,Symmetric,Cold,1.0,HSS-200x200x9,200.0,200.0,9.0,9.0,6667.41,39946264.8,77.4,22.22,492858.0,0.2,Constant,45,BCR295,295.0,375.0,427.0,184821.75,1734.0,15580997.76,159131.34,152102.17,0.014,0.032,0.04,0.016,0.019,0.041,1.095,0.48,1.133,0.436,154918.92,150481.87,0.017,0.026,0.04,0.017,0.018,0.041,1.13,0.48,1.14,0.44,NA,NA,FALSE
94,Yamada_et_al_2013__CB45_0.2_22_Y,Yamada,"Yamada, S. Ishida, T., Shimada, Y., and Matsunaga, T. (2013). ""Cyclic Loading Test on RHS Columns Under Bi-directional Horizontal Forces"", Journal of Structural and Construction Engineering AIJ, Vol. 78, No. 683, pp. 203-212",https://doi.org/10.3130/aijs.78.203,DC,3,Cyclic,Symmetric,Cold,1.0,HSS-200x200x9,200.0,200.0,9.0,9.0,6667.41,39946264.8,77.4,22.22,492858.0,0.2,Constant,45,BCR295,295.0,375.0,427.0,184821.75,1734.0,13504528.81,154918.54,171285.22,0.012,0.044,0.039,0.012,0.035,0.041,1.275,0.655,1.127,0.558,156951.02,163422.28,0.015,0.035,0.039,0.022,0.015,0.041,1.26,0.65,1.18,0.56,NA,NA,FALSE
95,Yamada_et_al_2013__CB00_0.4_22_X,Yamada,"Yamada, S. Ishida, T., Shimada, Y., and Matsunaga, T. (2013). ""Cyclic Loading Test on RHS Columns Under Bi-directional Horizontal Forces"", Journal of Structural and Construction Engineering AIJ, Vol. 78, No. 683, pp. 203-212",https://doi.org/10.3130/aijs.78.203,DC,3,Cyclic,Symmetric,Cold,1.0,HSS-200x200x9,200.0,200.0,9.0,9.0,6667.41,39946264.8,77.4,22.22,492858.0,0.4,Constant,0,BCR295,295.0,375.0,427.0,184821.75,1734.0,18919871.0,181799.37,164482.01,0.011,0.023,0.035,0.013,0.019,0.035,1.046,0.237,1.127,0.256,172852.35,160350.49,0.016,0.012,0.035,0.016,0.011,0.035,1.1,0.24,1.16,0.26,NA,NA,FALSE
96,Yamada_et_al_2013__CB00_0.4_22_Y,Yamada,"Yamada, S. Ishida, T., Shimada, Y., and Matsunaga, T. (2013). ""Cyclic Loading Test on RHS Columns Under Bi-directional Horizontal Forces"", Journal of Structural and Construction Engineering AIJ, Vol. 78, No. 683, pp. 203-212",https://doi.org/10.3130/aijs.78.203,DC,3,Cyclic,Symmetric,Cold,1.0,HSS-200x200x9,200.0,200.0,9.0,9.0,6667.41,39946264.8,77.4,22.22,492858.0,0.4,Constant,0,BCR295,295.0,375.0,427.0,184821.75,1734.0,23677686.52,92382.73,95670.85,0.001,0.144,0.012,0.008,0.001,0.016,1.121,0.952,1.042,0.247,99878.98,94524.06,0.008,NA,0.012,0.009,0.0,0.016,1.04,0.95,1.06,0.25,NA,NA,FALSE
97,Yamada_et_al_2013__CB45_0.4_22_X,Yamada,"Yamada, S. Ishida, T., Shimada, Y., and Matsunaga, T. (2013). ""Cyclic Loading Test on RHS Columns Under Bi-directional Horizontal Forces"", Journal of Structural and Construction Engineering AIJ, Vol. 78, No. 683, pp. 203-212",https://doi.org/10.3130/aijs.78.203,DC,3,Cyclic,Symmetric,Cold,1.0,HSS-200x200x9,200.0,200.0,9.0,9.0,6667.41,39946264.8,77.4,22.22,492858.0,0.4,Constant,45,BCR295,295.0,375.0,427.0,184821.75,1734.0,19087007.2,138415.76,142813.01,0.003,0.026,0.025,0.008,0.015,0.026,1.195,0.311,1.033,0.361,135648.96,135378.1,0.01,0.013,0.025,0.012,0.009,0.026,1.22,0.31,1.09,0.36,NA,NA,FALSE
98,Yamada_et_al_2013__CB45_0.4_22_Y,Yamada,"Yamada, S. Ishida, T., Shimada, Y., and Matsunaga, T. (2013). ""Cyclic Loading Test on RHS Columns Under Bi-directional Horizontal Forces"", Journal of Structural and Construction Engineering AIJ, Vol. 78, No. 683, pp. 203-212",https://doi.org/10.3130/aijs.78.203,DC,3,Cyclic,Symmetric,Cold,1.0,HSS-200x200x9,200.0,200.0,9.0,9.0,6667.41,39946264.8,77.4,22.22,492858.0,0.4,Constant,45,BCR295,295.0,375.0,427.0,184821.75,1734.0,13109934.87,142233.06,139792.35,0.01,0.008,0.025,0.009,0.009,0.034,1.164,0.292,1.042,0.223,140977.88,137328.72,0.011,0.005,0.025,0.012,0.004,0.034,1.17,0.29,1.06,0.22,NA,NA,FALSE
99,Yamada_et_al_2012__No-1,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,DC,3,Cyclic,Symmetric,NR,NR,HSS-125x125x4.5,125.0,125.0,4.5,4.5,2116.85,5062047.74,48.9,27.78,98057.25,0.0,Constant,0,STKR400,245.0,367.0,436.9,35987.01,742.0,3512579.15,33451.2,36096.14,0.026,0.096,0.117,0.007,0.114,0.103,1.124,0.358,1.08,0.369,31859.1,31648.92,0.042,0.064,0.117,0.032,0.066,0.103,1.18,0.36,1.23,0.37,0.714,0.7,FALSE
100,Yamada_et_al_2012__No-2,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,DC,3,Cyclic,Symmetric,NR,NR,HSS-125x125x4.5,125.0,125.0,4.5,4.5,2116.85,5062047.74,48.9,27.78,98057.25,0.0,Constant,0,STKR400,245.0,367.0,436.9,35987.01,742.0,3170411.34,34982.28,35860.43,0.027,0.069,0.083,0.007,0.089,0.083,1.089,0.423,1.089,0.379,33511.77,32438.31,0.036,0.053,0.083,0.028,0.049,0.083,1.14,0.42,1.2,0.38,0.757,0.85,FALSE
101,Yamada_et_al_2012__No-3,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,3PB,3,Cyclic,Symmetric,NR,NR,HSS-300x300x9.0,300.0,300.0,9.0,9.0,10267.41,143468521.63,118.21,33.33,1143558.0,0.15,Constant,0,BCR295,295.0,330.0,423.08,377374.14,1443.0,46453862.74,368299.74,358855.65,0.013,0.02,0.039,0.001,0.035,0.04,1.206,0.271,1.176,0.254,363182.37,346891.9,0.014,0.017,0.039,0.014,0.009,0.04,1.22,0.27,1.22,0.25,0.175,0.175,FALSE
102,Yamada_et_al_2012__No-4,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,3PB,3,Cyclic,Symmetric,NR,NR,HSS-300x300x9.0,300.0,300.0,9.0,9.0,10267.41,143468521.63,118.21,33.33,1143558.0,0.14,Constant,0,BCR295,295.0,330.0,423.08,377374.14,1463.0,77276246.1,360795.41,395532.29,0.017,0.035,0.05,0.004,0.041,0.051,1.156,0.219,1.045,0.165,360795.41,360795.41,0.019,0.029,0.05,0.02,0.011,0.051,1.16,0.22,1.15,0.17,0.256,1.852,FALSE
103,Yamada_et_al_2012__No-5,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,3PB,3,Cyclic,Symmetric,NR,NR,HSS-300x300x9.0,300.0,300.0,9.0,9.0,10267.41,143468521.63,118.21,33.33,1143558.0,0.14,Constant,0,BCR295,295.0,330.0,423.08,377374.14,1463.0,65073596.71,224917.85,316187.5,0.015,0.054,0.047,0.004,0.081,0.051,1.867,0.329,1.022,0.316,295939.82,257694.49,0.032,0.018,0.047,0.021,0.049,0.051,1.42,0.33,1.25,0.32,0.365,0.32,FALSE
104,Yamada_et_al_2012__No-6,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,DC,3,Cyclic,Symmetric,NR,NR,HSS-60x60x1.6,60.0,60.0,1.6,1.6,367.17,206861.74,23.74,37.5,8187.39,0.0,Constant,0,STKR400,245.0,427.0,479.78,3496.02,500.0,244885.14,2990.72,3255.93,0.011,0.099,0.245,0.01,0.095,0.096,1.108,0.296,1.058,0.357,2740.28,2884.48,0.032,0.06,0.245,0.024,0.07,0.096,1.21,0.3,1.19,0.36,0.749,0.749,FALSE
105,Yamada_et_al_2012__No-7,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,DC,3,Cyclic,Symmetric,NR,NR,HSS-60x60x1.6,60.0,60.0,1.6,1.6,367.17,206861.74,23.74,37.5,8187.39,0.0,Constant,0,STKR400,245.0,427.0,479.78,3496.02,500.0,272880.0,1849.71,2224.96,0.019,0.141,0.097,0.012,0.27,0.099,1.784,0.462,1.026,0.71,2371.4,1826.49,0.056,0.064,0.097,0.055,0.127,0.099,1.39,0.46,1.25,0.71,0.203,0.075,FALSE
106,Yamada_et_al_2012__No-8,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,DC,3,Cyclic,Symmetric,NR,NR,HSS-60x60x3.2,60.0,60.0,3.2,3.2,700.67,370377.57,22.99,18.75,15502.34,0.0,Constant,0,STKR400,245.0,400.0,459.77,6200.93,500.0,397784.27,6501.1,6758.47,0.033,0.626,0.332,0.032,0.142,0.1,1.109,0.548,1.068,0.642,6149.86,6264.45,0.077,0.529,0.332,0.058,0.073,0.1,1.17,0.55,1.15,0.64,2.034,2.111,FALSE
107,Yamada_et_al_2012__No-9,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,DC,3,Cyclic,Symmetric,NR,NR,HSS-60x60x3.2,60.0,60.0,3.2,3.2,700.67,370377.57,22.99,18.75,15502.34,0.0,Constant,0,STKR400,245.0,400.0,459.77,6200.93,500.0,397026.22,6905.59,6611.5,0.081,0.348,0.25,0.081,NA,0.098,1.124,0.563,1.103,0.914,6506.69,6611.5,0.149,0.195,0.25,0.081,NA,0.098,1.19,0.56,1.1,0.91,1.688,1.892,FALSE
108,Yamada_et_al_2012__No-10,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,CF,3,Cyclic,Symmetric,NR,NR,HSS-125x125x4.5,125.0,125.0,4.5,4.5,2116.85,5062047.74,48.9,27.78,98057.25,0.2,Constant,0,STKR400,245.0,436.0,NR,42752.96,500.0,4345228.48,36801.62,37231.85,0.01,0.016,0.039,0.005,0.025,0.039,1.088,0.209,1.056,0.149,36059.1,33402.24,0.012,0.009,0.039,0.011,0.011,0.039,1.11,0.21,1.17,0.15,0.203,0.267,FALSE
109,Yamada_et_al_2012__No-11,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,CF,3,Cyclic,Symmetric,NR,NR,HSS-125x125x4.5,125.0,125.0,4.5,4.5,2116.85,5062047.74,48.9,27.78,98057.25,0.2,Constant,0,STKR400,245.0,436.0,NR,42752.96,300.0,4183765.84,31212.66,36738.93,0.004,0.025,0.025,0.004,0.02,0.026,1.05,0.18,1.053,0.175,27097.17,31042.37,0.009,0.014,0.025,0.007,0.012,0.026,1.21,0.18,1.25,0.17,0.118,0.108,FALSE
110,Yamada_et_al_2012__No-14,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,3PB,3,Cyclic,Symmetric,NR,NR,HSS-200x200x6.0,200.0,200.0,6.0,6.0,4563.29,28339461.06,78.81,33.33,338832.0,0.3,Constant,0,STKR400,245.0,380.0,463.41,128756.16,1265.0,9481164.47,94380.6,90731.11,0.004,0.016,0.025,0.004,0.009,0.024,1.091,0.117,1.162,0.105,89259.64,92182.16,0.01,0.01,0.025,0.006,0.009,0.024,1.15,0.12,1.14,0.11,0.079,2.501,FALSE
111,Yamada_et_al_2012__No-15,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,3PB,3,Cyclic,Symmetric,NR,NR,HSS-200x200x6.0,200.0,200.0,6.0,6.0,4563.29,28339461.06,78.81,33.33,338832.0,0.1,Constant,0,STKR400,245.0,380.0,463.41,128756.16,1265.0,9547661.86,97423.18,113952.26,0.011,0.029,0.068,0.009,0.025,0.071,1.189,0.217,1.043,0.158,95323.02,106736.62,0.017,0.019,0.068,0.015,0.016,0.071,1.21,0.22,1.11,0.16,0.341,0.342,FALSE
112,Yamada_et_al_2012__No-16,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,DC,3,Cyclic,Symmetric,NR,NR,HSS-200x200x6.0,200.0,200.0,6.0,6.0,4563.29,28339461.06,78.81,33.33,338832.0,0.0,Constant,0,STKR400,245.0,329.0,444.59,111475.73,1350.0,11353546.82,59852.83,75318.55,0.014,0.162,0.101,0.015,0.162,0.1,1.966,0.406,1.038,0.522,89012.5,63010.33,0.049,0.086,0.101,0.059,0.073,0.1,1.32,0.41,1.24,0.52,0.534,0.328,FALSE
113,Yamada_et_al_2012__No-17,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,DC,3,Cyclic,Symmetric,NR,NR,HSS-200x200x6.0,200.0,200.0,6.0,6.0,4563.29,28339461.06,78.81,33.33,338832.0,0.0,Constant,0,STKR400,245.0,329.0,444.59,111475.73,1350.0,8645350.61,77319.6,95465.92,0.013,0.058,0.051,0.004,0.073,0.05,1.544,0.453,1.002,0.516,92485.4,77823.78,0.036,0.008,0.051,0.039,0.005,0.05,1.29,0.45,1.23,0.52,0.744,0.576,FALSE
114,Yamada_et_al_2012__No-18,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,DC,3,Cyclic,Symmetric,NR,NR,HSS-200x200x6.0,200.0,200.0,6.0,6.0,4563.29,28339461.06,78.81,33.33,338832.0,0.0,Constant,0,STKR400,245.0,329.0,444.59,111475.73,1350.0,9681271.42,95465.92,95465.92,0.023,0.001,0.034,0.016,0.019,0.034,1.208,0.5,1.063,0.557,95465.92,95465.92,0.023,0.001,0.034,0.023,0.003,0.034,1.21,0.5,1.06,0.56,0.521,2.501,FALSE
115,Yamada_et_al_2012__No-19,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,3PB,3,Cyclic,Symmetric,NR,NR,HSS-150x150x6,150.0,150.0,6.0,6.0,3363.29,11471033.48,58.4,25.0,186732.0,0.3,Constant,0,STKR400,245.0,456.0,518.18,85149.79,750.0,5840094.12,74201.24,72524.82,0.007,0.011,0.026,0.008,NA,0.02,1.075,0.411,1.057,0.922,70729.61,72524.82,0.01,0.007,0.026,0.008,NA,0.02,1.13,0.41,1.06,0.92,0.248,0.219,FALSE
116,Yamada_et_al_2012__No-20,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,3PB,3,Cyclic,Symmetric,NR,NR,HSS-150x150x4.5,150.0,150.0,4.5,4.5,2566.85,8966782.6,59.1,33.33,142944.75,0.1,Constant,0,STKR400,245.0,440.0,500.0,62895.69,750.0,3704229.88,53853.09,58103.54,0.008,0.016,0.03,0.007,NA,0.023,1.137,0.579,1.082,0.934,51532.2,58266.82,0.013,0.009,0.03,0.007,NA,0.023,1.19,0.58,1.08,0.94,0.196,2.5,FALSE
117,Yamada_et_al_2012__No-21,Yamada,"Yamada, S., Ishida, T., & Shimada, Y. (2012). ""Hysteresis Model of RHS Columns In The Deteriorating Range Governed by Local Buckling"", Journal of Structural and Construction Engineering AIJ, Vol. 77, No. 674, 627-636",https://doi.org/10.3130/aijs.77.627,3PB,3,Cyclic,Symmetric,NR,NR,HSS-150x150x4.5,150.0,150.0,4.5,4.5,2566.85,8966782.6,59.1,33.33,142944.75,0.45,Constant,0,STKR400,245.0,440.0,500.0,62895.69,750.0,4825220.92,32518.0,24919.96,0.005,0.004,0.014,0.004,0.009,0.014,1.299,0.4,1.752,0.264,34997.2,32595.07,0.006,0.0,0.014,0.004,0.005,0.014,1.21,0.4,1.34,0.26,1.492,0.047,FALSE
