data_ind,gamma_t,V
0,0.0,0.0
1,0.0,-0.167778482
2,0.0,-0.294129464
3,0.0004,20.242461346
4,0.0005,22.679289566
5,0.0006,27.436627086
6,0.0016,83.38699606600001
7,0.003,160.165366256
8,0.0034,174.835377956
9,0.0035,184.94036575599998
10,0.0036,193.814728656
11,0.0037,199.33700275599998
12,0.0038,203.881150656
13,0.0025,112.323053556
14,0.0002,-3.415261332
15,-0.0001,-9.283396695
16,-0.0011,-49.195276654000004
17,-0.0025,-126.349794944
18,-0.0036,-186.594055544
19,-0.0041,-206.08100464400002
20,-0.0029,-128.383854844
21,-0.0019,-70.878201354
22,-0.0003,-3.267999041
23,0.0006,25.149703876
24,0.0023,116.429454656
25,0.0038,201.53724955599998
26,0.0026,121.064712256
27,0.001,27.434168856
28,-0.0005,-16.167481234
29,-0.0023,-107.524548744
30,-0.0038,-189.430347344
31,-0.0023,-97.180637624
32,-0.0008,-15.311779844
33,0.0006,21.224246526
34,0.002,95.927479186
35,0.0037,198.361104056
36,0.0025,117.592727256
37,0.0017,72.748945366
38,0.001,33.922187746
39,0.0009,27.251580696
40,0.0009,26.004367996
41,0.0,-3.2481617160000003
42,-0.0036,-183.243080044
43,-0.0039,-192.037649144
44,-0.0003,-3.47646473
45,0.0038,198.57435445599998
46,0.0,-3.640431473
47,-0.0037,-187.593197444
48,-0.0005,-8.818103479
49,0.0038,199.534472056
50,-0.0001,-4.232477083999999
51,-0.0038,-188.079863444
52,0.0001,10.394538696
53,0.0038,197.665403656
54,0.0,-3.766229048
55,-0.0039,-193.41991084400001
56,-0.0024,-100.017993764
57,-0.0011,-31.242434004
58,0.0007,26.017531046000002
59,0.0016,75.017724756
60,0.0022,108.607295656
61,0.0028,147.455715056
62,0.0038,198.40263935599998
63,0.0041,223.523026056
64,0.0047,250.725162856
65,0.0048,256.811179056
66,0.0049,264.615933056
67,0.0037,181.20927475599999
68,0.002,84.407852636
69,0.0003,2.915439188
70,-0.0013,-57.724614624000004
71,-0.0023,-114.46854224399999
72,-0.0033,-174.94062274400002
73,-0.0042,-215.83010654400002
74,-0.0046,-246.996363644
75,-0.0049,-256.587912044
76,-0.004,-178.663040544
77,-0.0019,-66.819333464
78,-0.0003,-3.1155942210000003
79,0.0013,63.467425936
80,0.0035,179.12165215599998
81,0.0048,258.465167856
82,0.0049,264.96498905600004
83,0.0049,269.966265556
84,0.005,277.06269625600004
85,0.0033,152.320882756
86,0.0,-3.726667667
87,-0.0024,-113.311721444
88,-0.005,-255.74953904400002
89,-0.0026,-106.580133144
90,-0.0003,-3.076503415
91,0.001,45.372572045999995
92,0.0032,163.32237825599998
