data_ind,gamma_t,V
0,0.0,0.0
1,-2.3455899999999997e-05,-3.1499999999999986
2,2.5073490000000002e-05,-1.9499999999999957
3,-2.3455899999999997e-05,-2.3999999999999986
4,1.86029e-05,-0.8999999999999986
5,3.6397e-05,0.75
6,4.044100000000001e-06,-0.29999999999999716
7,2.3455840000000003e-05,-22.29
8,-3.9632400000000004e-05,-32.474999999999994
9,-3.80147e-05,-38.129999999999995
10,-5.661800000000001e-06,-26.159999999999997
11,3.9632299999999997e-05,-17.249999999999996
12,4.61029e-05,-1.0499999999999972
13,5.4191100000000004e-05,-2.2499999999999964
14,1.0514660000000002e-05,1.0500000000000043
15,1.5367610000000002e-05,4.800000000000004
16,6.875e-05,15.450000000000003
17,5.580880000000001e-05,21.900000000000006
18,2.022055e-05,18.450000000000003
19,2.3455840000000003e-05,19.950000000000003
20,2.830878e-05,24.150000000000006
21,1.3749960000000001e-05,27.6
22,-5.661800000000001e-06,23.550000000000004
23,-2.0220599999999997e-05,27.900000000000006
24,-2.9926500000000002e-05,29.700000000000003
25,-7.84559e-05,29.700000000000003
26,-5.25736e-05,28.650000000000006
27,-0.0001043381,32.25
28,-0.0001059561,27.150000000000006
29,-8.49261e-05,33.3
30,-0.0001043381,35.55
31,-0.0001496321,41.10000000000001
32,-0.0001528681,40.95
33,-0.0001302211,40.05
34,-0.0001447791,40.2
35,-0.00010110309999999999,44.10000000000001
36,-0.0001205151,41.7
37,-0.0002272791,31.799999999999997
38,-0.00027904410000000003,20.1
39,-0.0002855151,25.5
40,-0.00029845610000000004,26.400000000000006
41,-0.0002369851,18.75
42,-0.00031786810000000005,15.75
43,-0.0003437501,15.0
44,-0.00038095610000000004,3.1500000000000057
45,-0.0003955151,-4.199999999999996
46,-0.0004084561,-1.6499999999999986
47,-0.0004149261,-5.849999999999998
48,-0.0004666911,-5.2499999999999964
49,-0.0004343381,-4.199999999999996
50,-0.0004343381,-6.149999999999999
51,-0.0004181621,-7.649999999999999
