data_ind,gamma_t,V
0,0.0,0.0
1,-2.5e-05,0.0
2,0.0,0.088286468
3,0.0,0.0
4,2.5e-05,-0.088291766
5,2.5e-05,-0.088291766
6,0.0,-0.088291766
7,0.0,-0.176583532
8,-2.5e-05,0.088286468
9,2.5e-05,0.088286468
10,0.0,0.0
11,2.5e-05,-0.088291766
12,0.0,0.176578234
13,-2.5e-05,0.441448234
14,-4.9999999999999996e-05,0.176578234
15,0.0,0.26487
16,2.5e-05,0.26487
17,0.0,0.353156468
18,0.0,0.26487
19,0.0,0.26487
20,0.0,0.441448234
21,-2.5e-05,0.26487
22,0.0,1.236058234
23,2.5e-05,1.147766468
24,2.5e-05,1.5892199999999999
25,0.0,1.85409
26,7.500000000000001e-05,2.91357
27,2.5e-05,3.7964664679999998
28,0.000125,5.738848234
29,0.0002,8.74071
30,0.0002,11.565988234
31,0.00025,16.686810004
32,0.000375,21.101308234
33,0.0004,22.425658234
34,0.0006,30.636628234
35,0.00065,39.200760003999996
36,0.000825,46.528828233999995
37,0.000975,55.181246464
38,0.0011250000000000001,64.363410004
39,0.0012000000000000001,73.722146464
40,0.00135,80.78535000400001
41,0.0015,90.23237823400001
42,0.0016250000000000001,98.53164000400001
43,0.00175,107.360636434
44,0.0018750000000000001,114.24725643400001
45,0.002025,123.252836434
46,0.00215,130.580910034
47,0.00225,138.527010034
48,0.0023499999999999997,147.091136434
49,0.0025,153.27143823400002
50,0.0026,162.100440034
51,0.00275,169.251930034
52,0.00295,175.167356434
53,0.003,177.374608234
54,0.0029749999999999998,176.403420034
55,0.003025,176.84486823400002
56,0.0030499999999999998,178.434088234
57,0.0031249999999999997,183.29004003400001
58,0.003175,185.320708234
59,0.00325,187.351376434
60,0.0032749999999999997,189.293758234
61,0.0033499999999999997,191.412718234
62,0.003375,193.708256434
63,0.0034,192.560490034
64,0.003375,192.560490034
65,0.0033499999999999997,192.648776434
66,0.0034249999999999997,193.090230034
67,0.0034,193.619970034
68,0.0034249999999999997,193.884840034
69,0.0034,194.149710034
70,0.00345,194.679450034
71,0.003475,194.767736434
72,0.00345,195.120898234
73,0.0034999999999999996,195.562346434
74,0.0034999999999999996,196.268670034
