id,investigator,year,spec_id,profile,region,sec_type,sg_flg_link,sg_web_link,f_y_n_flg,f_y_n_web,f_u_n_flg,f_u_n_web,e_n_flg,e_n_web,f_y_m_flg,f_y_m_web,f_y_exp_flg,f_y_exp_web,f_u_m_flg,f_u_m_web,f_u_exp_flg,f_u_exp_web,e_m_flg,e_m_web,r_y_flg,r_y_web,r_t_flg,r_t_web,f_u_f_y_n_flg,f_u_f_y_n_web,f_u_f_y_m_flg,f_u_f_y_m_web,h_n,tw_n,bf_n,tf_n,tf_add_n,r_n,h_m,tw_m,bf_m,tf_m,tf_add_m,hw_n,hw_m,a_fil_n,af_n,aw_n,a_n,af_m,aw_m,a_m,zp_fil_n,zp_n,zp_no_fil_n,zp_fil_m,zp_m,zp_no_fil_m,link_loc,l_confi,l_con_typ,l_st,h_st,e,l_con_confi,l_con_wld,l_endp_wld,l_bu_wld,l_s_side,l_s_reg,l_s_d_pnl_1_f,l_s_d_pnl_2_f,l_s_d_pnl_1_b,l_s_d_pnl_2_b,t_s,l_s_weld,l_s_no_f,l_s_no_b,a_b_b,t_e_s,t_b_s,d_b_s,d_b_pnl_1,d_b_pnl_2,b_s_no,l_p_typ,n_d_n_pl_ten,n_d_n_pl_comp,fail_mode,ov_aisc,ov_ec8,class_aisc,class_ec8,reference,url,latitude,longitude,,,,,
123,"Dusicka, Itani & Buckle",2006,L225,486x370x22x28,Japan,built-up,LYP225,LYP225,225,225,350,350,205000,205000,223,242,NA,NA,316,324,NA,NA,NR,NR,NA,NA,NA,NA,1.555555556,1.555555556,1.417040359,1.338842975,486,22,370,28,NA,NA,NR,NR,NR,NR,NA,430,NR,NA,10360,9460,30180,NR,NR,NR,0,5761830,5761830,NR,NR,NR,middle,TF1,bolted,NA,NA,840,LC5,NA,NA,CJP single V-groove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-symmetric cyclic,NA,NA,NA,NA,NA,short,short,"Dusicka, P., Itani, A. M., and Buckle, I. G. (2006). “Builtup shear links as energy dissipators for seismic protection of bridges.” Technical Report MCEER-06-0003, University of Nevada-Reno, Nevada",https://www.eng.buffalo.edu/mceer-reports/06/06-0003.pdf,45.5701618,-122.6374041,,,,,
124,"Dusicka, Itani & Buckle",2006,X100,470x255x25x20,Japan,built-up,HT440C,LYP100,440,100,540,270,205000,205000,501,76.5,NA,NA,652,257,NA,NA,NR,NR,NA,NA,NA,NA,1.227272727,2.7,1.301397206,3.359477124,470,25,255,20,NA,NA,NR,NR,NR,NR,NA,430,NR,NA,5100,10750,20950,NR,NR,NR,0,3450625,3450625,NR,NR,NR,middle,TF1,bolted,NA,NA,840,LC5,NA,NA,CJP single V-groove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-symmetric cyclic,NA,NA,NA,3.39,2.70,short,short,"Dusicka, P., Itani, A. M., and Buckle, I. G. (2006). “Builtup shear links as energy dissipators for seismic protection of bridges.” Technical Report MCEER-06-0003, University of Nevada-Reno, Nevada",https://www.eng.buffalo.edu/mceer-reports/06/06-0003.pdf,45.5701618,-122.6374041,,,,,
125,"Dusicka, Itani & Buckle",2006,X100,470x255x25x20,Japan,built-up,HT440C,LYP100,440,100,540,270,205000,205000,501,76.5,NA,NA,652,257,NA,NA,NR,NR,NA,NA,NA,NA,1.227272727,2.7,1.301397206,3.359477124,470,25,255,20,NA,NA,NR,NR,NR,NR,NA,430,NR,NA,5100,10750,20950,NR,NR,NR,0,3450625,3450625,NR,NR,NR,middle,TF1,bolted,NA,NA,840,LC5,NA,NA,CJP single V-groove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-symmetric cyclic,NA,NA,NA,NA,NA,short,short,"Dusicka, P., Itani, A. M., and Buckle, I. G. (2006). “Builtup shear links as energy dissipators for seismic protection of bridges.” Technical Report MCEER-06-0003, University of Nevada-Reno, Nevada",https://www.eng.buffalo.edu/mceer-reports/06/06-0003.pdf,45.5701618,-122.6374041,,,,,
126,"Ioan, Stratan & Dubina",2016,S-St1-DL,230x170x8x12,Europe,built-up, 240YPB, 240YPB,235,235,360,360,205000,205000,250,293,340.75,340.75,361,380,432,432,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.444,1.296928328,230,8,170,12,NA,NA,NR,NR,NR,NR,NA,206,NR,NA,2040,1648,5728,NR,NR,NR,0,529592,529592,NR,NR,NR,middle,TF2c,bolted,NA,NA,400,LC1,NA,NR,NR,NR,NR,NR,NR,NR,NR,10,NR,NR,NR,51.3,30,NA,NA,230,NA,NA,Non-symmetric cyclic,NA,NA,NA,1.28,1.27,short,short,"Ioan, A., Stratan, A., Dubina, D., Poljansek, M., Molina, F. J., Taucer, F., Pegon, P., and Sabau, G. (2016). “Experimental validation of re-centring capability of eccentrically braced frames with removable links.” Engineering Structures, 113, 335–346",https://www.sciencedirect.com/science/article/pii/S0141029616000547,45.74625778,21.22706413,,,,,
127,"Ioan, Stratan & Dubina",2016,S-St2-DL,230x170x8x12,Europe,built-up, 240YPB, 240YPB,235,235,360,360,205000,205000,250,293,340.75,340.75,361,380,432,432,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.444,1.296928328,230,8,170,12,NA,NA,NR,NR,NR,NR,NA,206,NR,NA,2040,1648,5728,NR,NR,NR,0,529592,529592,NR,NR,NR,middle,TF2c,bolted,6000,3500,400,LC1,NA,NR,NR,NR,NR,NR,NR,NR,NR,10,NR,NR,NR,51.3,30,NA,NA,230,NA,NA,Non-symmetric cyclic,NA,NA,NA,1.26,1.25,short,short,"Ioan, A., Stratan, A., Dubina, D., Poljansek, M., Molina, F. J., Taucer, F., Pegon, P., and Sabau, G. (2016). “Experimental validation of re-centring capability of eccentrically braced frames with removable links.” Engineering Structures, 113, 335–346",https://www.sciencedirect.com/science/article/pii/S0141029616000547,45.74625778,21.22706413,,,,,
128,"Ioan, Stratan & Dubina",2016,S-St3-DL,230x120x4x12,Europe,built-up, 240YPB, 240YPB,235,235,360,360,205000,205000,250,303,340.75,340.75,361,391,432,432,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.444,1.290429043,230,4,120,12,NA,NA,NR,NR,NR,NR,NA,206,NR,NA,1440,824,3704,NR,NR,NR,0,356356,356356,NR,NR,NR,middle,TF2c,bolted,6000,3500,400,LC1,NA,NR,NR,NR,NR,NR,NR,NR,NR,10,NR,NR,NR,51.3,30,NA,NA,230,NA,NA,Non-symmetric cyclic,NA,NA,NA,1.40,1.39,short,short,"Ioan, A., Stratan, A., Dubina, D., Poljansek, M., Molina, F. J., Taucer, F., Pegon, P., and Sabau, G. (2016). “Experimental validation of re-centring capability of eccentrically braced frames with removable links.” Engineering Structures, 113, 335–346",https://www.sciencedirect.com/science/article/pii/S0141029616000547,45.74625778,21.22706413,,,,,
129,"Ioan, Stratan & Dubina",2016,N-St1-DL,230x170x8x12,Europe,built-up, 240YPB, 240YPB,235,235,360,360,205000,205000,250,293,340.75,340.75,361,380,432,432,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.444,1.296928328,230,8,170,12,NA,NA,NR,NR,NR,NR,NA,206,NR,NA,2040,1648,5728,NR,NR,NR,0,529592,529592,NR,NR,NR,middle,TF2c,bolted,6000,3500,400,LC1,NA,NR,NR,NR,NR,NR,NR,NR,NR,10,NR,NR,NR,51.3,30,NA,NA,230,NA,NA,Non-symmetric cyclic,NA,NA,NA,1.63,1.61,short,short,"Ioan, A., Stratan, A., Dubina, D., Poljansek, M., Molina, F. J., Taucer, F., Pegon, P., and Sabau, G. (2016). “Experimental validation of re-centring capability of eccentrically braced frames with removable links.” Engineering Structures, 113, 335–346",https://www.sciencedirect.com/science/article/pii/S0141029616000547,45.74625778,21.22706413,,,,,
130,"Ioan, Stratan & Dubina",2016,N-St2-DL,230x170x8x12,Europe,built-up, 240YPB, 240YPB,235,235,360,360,205000,205000,250,293,340.75,340.75,361,380,432,432,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.444,1.296928328,230,8,170,12,NA,NA,NR,NR,NR,NR,NA,206,NR,NA,2040,1648,5728,NR,NR,NR,0,529592,529592,NR,NR,NR,middle,TF2c,bolted,6000,3500,400,LC1,NA,NR,NR,NR,NR,NR,NR,NR,NR,10,NR,NR,NR,51.3,30,NA,NA,230,NA,NA,Non-symmetric cyclic,NA,NA,NA,1.50,1.48,short,short,"Ioan, A., Stratan, A., Dubina, D., Poljansek, M., Molina, F. J., Taucer, F., Pegon, P., and Sabau, G. (2016). “Experimental validation of re-centring capability of eccentrically braced frames with removable links.” Engineering Structures, 113, 335–346",https://www.sciencedirect.com/science/article/pii/S0141029616000547,45.74625778,21.22706413,,,,,
131,"Ioan, Stratan & Dubina",2016,N-St3-DL,230x120x4x12,Europe,built-up, 240YPB, 240YPB,235,235,360,360,205000,205000,250,303,340.75,340.75,361,391,432,432,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.444,1.290429043,230,4,120,12,NA,NA,NR,NR,NR,NR,NA,206,NR,NA,1440,824,3704,NR,NR,NR,0,356356,356356,NR,NR,NR,middle,TF2c,bolted,6000,3500,400,LC1,NA,NR,NR,NR,NR,NR,NR,NR,NR,10,NR,NR,NR,51.3,30,NA,NA,230,NA,NA,Non-symmetric cyclic,NA,NA,NA,1.93,1.91,short,short,"Ioan, A., Stratan, A., Dubina, D., Poljansek, M., Molina, F. J., Taucer, F., Pegon, P., and Sabau, G. (2016). “Experimental validation of re-centring capability of eccentrically braced frames with removable links.” Engineering Structures, 113, 335–346",https://www.sciencedirect.com/science/article/pii/S0141029616000547,45.74625778,21.22706413,,,,,
132,"Ioan, Stratan & Dubina",2016,S-St1-SD,230x170x8x12,Europe,built-up, 240YPB, 240YPB,235,235,360,360,205000,205000,250,293,340.75,340.75,361,380,432,432,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.444,1.296928328,230,8,170,12,NA,NA,NR,NR,NR,NR,NA,206,NR,NA,2040,1648,5728,NR,NR,NR,0,529592,529592,NR,NR,NR,middle,TF2c,bolted,6000,3500,400,LC1,NA,NR,NR,NR,NR,NR,NR,NR,NR,10,NR,NR,NR,51.3,30,NA,NA,230,NA,NA,Non-symmetric cyclic,NA,NA,NA,1.53,1.51,short,short,"Ioan, A., Stratan, A., Dubina, D., Poljansek, M., Molina, F. J., Taucer, F., Pegon, P., and Sabau, G. (2016). “Experimental validation of re-centring capability of eccentrically braced frames with removable links.” Engineering Structures, 113, 335–346",https://www.sciencedirect.com/science/article/pii/S0141029616000547,45.74625778,21.22706413,,,,,
133,"Ioan, Stratan & Dubina",2016,S-St2-SD,230x170x8x12,Europe,built-up, 240YPB, 240YPB,235,235,360,360,205000,205000,250,293,340.75,340.75,361,380,432,432,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.444,1.296928328,230,8,170,12,NA,NA,NR,NR,NR,NR,NA,206,NR,NA,2040,1648,5728,NR,NR,NR,0,529592,529592,NR,NR,NR,middle,TF2c,bolted,6000,3500,400,LC1,NA,NR,NR,NR,NR,NR,NR,NR,NR,10,NR,NR,NR,51.3,30,NA,NA,230,NA,NA,Non-symmetric cyclic,NA,NA,NA,1.51,1.50,short,short,"Ioan, A., Stratan, A., Dubina, D., Poljansek, M., Molina, F. J., Taucer, F., Pegon, P., and Sabau, G. (2016). “Experimental validation of re-centring capability of eccentrically braced frames with removable links.” Engineering Structures, 113, 335–346",https://www.sciencedirect.com/science/article/pii/S0141029616000547,45.74625778,21.22706413,,,,,
134,"Ioan, Stratan & Dubina",2016,S-St3-SD,230x120x4x12,Europe,built-up, 240YPB, 240YPB,235,235,360,360,205000,205000,250,303,340.75,340.75,361,391,432,432,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.444,1.290429043,230,4,120,12,NA,NA,NR,NR,NR,NR,NA,206,NR,NA,1440,824,3704,NR,NR,NR,0,356356,356356,NR,NR,NR,middle,TF2c,bolted,6000,3500,400,LC1,NA,NR,NR,NR,NR,NR,NR,NR,NR,10,NR,NR,NR,51.3,30,NA,NA,230,NA,NA,Non-symmetric cyclic,NA,NA,NA,1.51,1.50,short,short,"Ioan, A., Stratan, A., Dubina, D., Poljansek, M., Molina, F. J., Taucer, F., Pegon, P., and Sabau, G. (2016). “Experimental validation of re-centring capability of eccentrically braced frames with removable links.” Engineering Structures, 113, 335–346",https://www.sciencedirect.com/science/article/pii/S0141029616000547,45.74625778,21.22706413,,,,,
135,"Ioan, Stratan & Dubina",2016,N-St1-SD,230x170x8x12,Europe,built-up, 240YPB, 240YPB,235,235,360,360,205000,205000,250,293,340.75,340.75,361,380,432,432,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.444,1.296928328,230,8,170,12,NA,NA,NR,NR,NR,NR,NA,206,NR,NA,2040,1648,5728,NR,NR,NR,0,529592,529592,NR,NR,NR,middle,TF2c,bolted,6000,3500,400,LC1,NA,NR,NR,NR,NR,NR,NR,NR,NR,10,NR,NR,NR,51.3,30,NA,NA,230,NA,NA,Non-symmetric cyclic,NA,NA,NA,1.92,1.90,short,short,"Ioan, A., Stratan, A., Dubina, D., Poljansek, M., Molina, F. J., Taucer, F., Pegon, P., and Sabau, G. (2016). “Experimental validation of re-centring capability of eccentrically braced frames with removable links.” Engineering Structures, 113, 335–346",https://www.sciencedirect.com/science/article/pii/S0141029616000547,45.74625778,21.22706413,,,,,
136,"Ioan, Stratan & Dubina",2016,N-St2-SD,230x170x8x12,Europe,built-up, 240YPB, 240YPB,235,235,360,360,205000,205000,250,293,340.75,340.75,361,380,432,432,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.444,1.296928328,230,8,170,12,NA,NA,NR,NR,NR,NR,NA,206,NR,NA,2040,1648,5728,NR,NR,NR,0,529592,529592,NR,NR,NR,middle,TF2c,bolted,6000,3500,400,LC1,NA,NR,NR,NR,NR,NR,NR,NR,NR,10,NR,NR,NR,51.3,30,NA,NA,230,NA,NA,Non-symmetric cyclic,NA,NA,NA,1.89,1.87,short,short,"Ioan, A., Stratan, A., Dubina, D., Poljansek, M., Molina, F. J., Taucer, F., Pegon, P., and Sabau, G. (2016). “Experimental validation of re-centring capability of eccentrically braced frames with removable links.” Engineering Structures, 113, 335–346",https://www.sciencedirect.com/science/article/pii/S0141029616000547,45.74625778,21.22706413,,,,,
137,"Ioan, Stratan & Dubina",2016,N-St3-SD,230x120x4x12,Europe,built-up, 240YPB, 240YPB,235,235,360,360,205000,205000,250,303,340.75,340.75,361,391,432,432,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.444,1.290429043,230,4,120,12,NA,NA,NR,NR,NR,NR,NA,206,NR,NA,1440,824,3704,NR,NR,NR,0,356356,356356,NR,NR,NR,middle,TF2c,bolted,6000,3500,400,LC1,NA,NR,NR,NR,NR,NR,NR,NR,NR,10,NR,NR,NR,51.3,30,NA,NA,230,NA,NA,Non-symmetric cyclic,NA,NA,NA,2.08,2.06,short,short,"Ioan, A., Stratan, A., Dubina, D., Poljansek, M., Molina, F. J., Taucer, F., Pegon, P., and Sabau, G. (2016). “Experimental validation of re-centring capability of eccentrically braced frames with removable links.” Engineering Structures, 113, 335–346",https://www.sciencedirect.com/science/article/pii/S0141029616000547,45.74625778,21.22706413,,,,,
138,McDaniel et al.,2003,Type 1,950x600x28x45,USA,built-up,A709,A709,345,345,485,485,205000,205000,366,354,379.5,379.5,532,497,582,582,NR,NR,1.1,1.1,1.2,1.2,1.405797101,1.405797101,1.453551913,1.403954802,950,28,600,45,NA,NA,NR,NR,NR,NR,NA,860,NR,NA,27000,24080,78080,NR,NR,NR,0,29612200,29612200,NR,NR,NR,middle,TF1,bolted,6000,3500,1680,LC5,NA,NA,CJP double bevel groove,double,regular,560,NA,560,NA,28,fillet,4,4,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM3,1.80,1.78,short,short,"McDaniel, C. C., Uang, C.-M., and Seible, F. (2003). “Cyclic testing of built-up steel shear links for the new bay bridge.” Journal of Structural Engineering, Vol. 129, Issue(6), pp. 801–809",https://ascelibrary.org/doi/10.1061/%28ASCE%290733-9445%282003%29129%3A6%28801%29,32.8792438,-117.2311247,,,,,
139,McDaniel et al.,2003,Type 3,950x475x28x45,USA,built-up,A709,A709,345,345,485,485,205000,205000,366,354,379.5,379.5,532,497,582,582,NR,NR,1.1,1.1,1.2,1.2,1.405797101,1.405797101,1.453551913,1.403954802,950,28,475,45,NA,NA,NR,NR,NR,NR,NA,860,NR,NA,21375,24080,66830,NR,NR,NR,0,24521575,24521575,NR,NR,NR,middle,TF1,bolted,6000,3500,1000,LC5,NA,NA,CJP double bevel groove,double,regular,500,NA,500,NA,28,fillet,3,3,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM10,1.94,1.91,short,short,"McDaniel, C. C., Uang, C.-M., and Seible, F. (2003). “Cyclic testing of built-up steel shear links for the new bay bridge.” Journal of Structural Engineering, Vol. 129, Issue(6), pp. 801–809",https://ascelibrary.org/doi/10.1061/%28ASCE%290733-9445%282003%29129%3A6%28801%29,32.8792438,-117.2311247,,,,,
140,"Itani, Elfass & Douglas",2003,BU30,762x356x10x38,USA,built-up,A572 Gr. 50,A572 Gr. 50,345,345,450,450,205000,205000,372,393,379.5,379.5,579,559,540,540,NR,NR,1.1,1.1,1.2,1.2,1.304347826,1.304347826,1.556451613,1.422391858,762,10,356,38,NA,NA,NR,NR,NR,NR,NA,686,NR,NA,13528,6860,33916,NR,NR,NR,0,10970762,10970762,NR,NR,NR,middle,TF2,continuous,5334,7010,1829,LC16,NA,NA,fillet,double,regular,133.4,NA,133.4,NA,9.5,fillet,12,12,63,25.4,25.4,314.325,384.175,NA,2,Symmetric-cyclic,NA,NA,"FM10,FM15",1.64,1.62,short,short,"Itani, A. M., Elfass, S., and Douglas, B. M. (2003). “Behavior of built-up shear links under large cyclic displacement.” Engineering Journal,Vol. 40, Issue (4), 221–234",https://www.aisc.org/Behavior-of-Built-Up-Shear-Links-Under-Large-Cyclic-Displacement,39.5442688,-119.8163105,,,,,
141,"Itani, Elfass & Douglas",2003,BU16,406x356x10x38,USA,built-up,A572 Gr. 50,A572 Gr. 50,345,345,450,450,205000,205000,372,393,379.5,379.5,579,559,540,540,NR,NR,1.1,1.1,1.2,1.2,1.304347826,1.304347826,1.556451613,1.422391858,406,10,356,38,NA,NA,NR,NR,NR,NR,NA,330,NR,NA,13528,3300,30356,NR,NR,NR,0,5250554,5250554,NR,NR,NR,middle,TF2,continuous,5334,7010,1829,LC16,NA,NA,fillet,double,regular,419.1,NA,419.1,NA,9.5,fillet,4,4,63,25.4,25.4,314.325,384.175,NA,2,Symmetric-cyclic,NA,NA,FM10,1.83,1.72,short,short,"Itani, A. M., Elfass, S., and Douglas, B. M. (2003). “Behavior of built-up shear links under large cyclic displacement.” Engineering Journal,Vol. 40, Issue (4), 221–234",https://www.aisc.org/Behavior-of-Built-Up-Shear-Links-Under-Large-Cyclic-Displacement,39.5442688,-119.8163105,,,,,
142,Volynkin & Clifton,2016,AL-4C,W14x48,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,364.1,364.1,379.5,379.5,482.7,482.7,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.325734688,1.325734688,350,8.6,204,15.1,NA,15,349.25,7.94,203.2,15.88,NA,289.8,287.49,48.28541324,3080.4,2750.28,8911.08,3226.816,2520.8706,9167.644253,30236.22551,1281747.072,1230883.746,30013.1469,1305824.599,1275811.452,edge,TF4,bolted,3000,2800,862,LC2,NA,CJP single bevel groove and fillet,NA,double,regular,172.5,NA,172.5,NA,9.5,fillet,4,4,56.4,45,NA,NA,260,NA,NA,Symmetric-cyclic,NA,NA,FM7,1.36,1.34,short,short,"Volynkin, D. (2006). “Development and validation of shear links for lcf and ebf seismic systems via testing and numerical modelling.” Ph.D. thesis, The University of Auckland, New Zealand",https://researchspace.auckland.ac.nz/items/74bc9b2c-c3bb-449b-8ad0-db57ac34d0e7,-36.85196304,174.7689514,,,,,
143,Volynkin & Clifton,2016,AL-3S,W14x48,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,364.1,364.1,379.5,379.5,482.7,482.7,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.325734688,1.325734688,350,8.6,204,15.1,NA,15,349.25,7.94,203.2,15.88,NA,289.8,287.49,48.28541324,3080.4,2750.28,8911.08,3226.816,2520.8706,9167.644253,30236.22551,1281747.072,1230883.746,30013.1469,1305824.599,1275811.452,edge,TF4,bolted,3000,2800,862,LC2,NA,CJP single bevel groove and fillet,NA,double,non-regular,431.3,NA,215.6,431.3,9.5,fillet,1,2,56.4,45,NA,NA,260,NA,NA,Symmetric-cyclic,NA,NA,FM3,1.68,1.66,short,short,"Volynkin, D. (2006). “Development and validation of shear links for lcf and ebf seismic systems via testing and numerical modelling.” Ph.D. thesis, The University of Auckland, New Zealand",https://researchspace.auckland.ac.nz/items/74bc9b2c-c3bb-449b-8ad0-db57ac34d0e7,-36.85196304,174.7689514,,,,,
144,Volynkin & Clifton,2016,AL-2S,W14x48,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,364.1,364.1,379.5,379.5,482.7,482.7,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.325734688,1.325734688,350,8.6,204,15.1,NA,15,349.25,7.94,203.2,15.88,NA,289.8,287.49,48.28541324,3080.4,2750.28,8911.08,3226.816,2520.8706,9167.644253,30236.22551,1281747.072,1230883.746,30013.1469,1305824.599,1275811.452,edge,TF4,bolted,3000,2800,862,LC2,NA,CJP single bevel groove and fillet,NA,single,regular,287.5,NA,NA,NA,9.5,fillet,2,NA,56.4,45,NA,NA,260,NA,NA,Symmetric-cyclic,NA,NA,FM14,1.52,1.50,short,short,"Volynkin, D. (2006). “Development and validation of shear links for lcf and ebf seismic systems via testing and numerical modelling.” Ph.D. thesis, The University of Auckland, New Zealand",https://researchspace.auckland.ac.nz/items/74bc9b2c-c3bb-449b-8ad0-db57ac34d0e7,-36.85196304,174.7689514,,,,,
145,Volynkin & Clifton,2016,AL-B,W14x48,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,364.1,364.1,379.5,379.5,482.7,482.7,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.325734688,1.325734688,350,8.6,204,15.1,NA,15,349.25,7.94,203.2,15.88,NA,289.8,287.49,48.28541324,3080.4,2750.28,8911.08,3226.816,2520.8706,9167.644253,30236.22551,1281747.072,1230883.746,30013.1469,1305824.599,1275811.452,edge,TF4,bolted,3000,2800,862,LC2,NA,CJP single bevel groove and fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4,45,NA,NA,260,NA,NA,Symmetric-cyclic,NA,NA,"FM1,FM10",1.39,1.38,short,short,"Volynkin, D. (2006). “Development and validation of shear links for lcf and ebf seismic systems via testing and numerical modelling.” Ph.D. thesis, The University of Auckland, New Zealand",https://researchspace.auckland.ac.nz/items/74bc9b2c-c3bb-449b-8ad0-db57ac34d0e7,-36.85196304,174.7689514,,,,,
146,Volynkin & Clifton,2016,AL-BU-N1,267x229x11x19,USA,built-up,A572 Gr. 50,A572 Gr. 50,345,345,450,450,205000,205000,455.1,374.4,379.5,379.5,593,496.4,540,540,NR,NR,1.1,1.1,1.2,1.2,1.304347826,1.304347826,1.303010327,1.325854701,267,11,229,19,NA,NA,266.7,11.11,228.6,19.05,NA,229,228.6,NA,4351,2519,11221,4354.83,2539.746,11249.406,0,1223260.75,1223260.75,NR,1223620.133,1223620.133,edge,TF4,bolted,3000,2800,837,LC2,NA,CJP single bevel groove and fillet,fillet,single,regular,462.8,NA,NA,NA,9.5,fillet,1,NA,56.4,45,NA,NA,260,NA,NA,Symmetric-cyclic,NA,NA,"FM3,FM11",1.60,1.51,short,short,"Volynkin, D. (2006). “Development and validation of shear links for lcf and ebf seismic systems via testing and numerical modelling.” Ph.D. thesis, The University of Auckland, New Zealand",https://researchspace.auckland.ac.nz/items/74bc9b2c-c3bb-449b-8ad0-db57ac34d0e7,-36.85196304,174.7689514,,,,,
147,Volynkin & Clifton,2016,AL-BU-N2,241x229x9.5x19,USA,built-up,A572 Gr. 50,A572 Gr. 50,345,345,450,450,205000,205000,455.1,374.4,379.5,379.5,593,496.4,540,540,NR,NR,1.1,1.1,1.2,1.2,1.304347826,1.304347826,1.303010327,1.325854701,241,9.5,229,19,NA,NA,241.3,9.53,228.6,19.05,NA,203,203.2,NA,4351,1928.5,10630.5,4354.83,1936.496,10646.156,0,1063793.375,1063793.375,NR,1066234.964,1066234.964,edge,TF4,bolted,3000,2800,837,LC2,NA,CJP single bevel groove and fillet,fillet,single,regular,308.6,NA,NA,NA,9.5,fillet,2,NA,56.4,45,NA,NA,260,NA,NA,Symmetric-cyclic,NA,NA,"FM3,FM11",1.70,1.59,short,short,"Volynkin, D. (2006). “Development and validation of shear links for lcf and ebf seismic systems via testing and numerical modelling.” Ph.D. thesis, The University of Auckland, New Zealand",https://researchspace.auckland.ac.nz/items/74bc9b2c-c3bb-449b-8ad0-db57ac34d0e7,-36.85196304,174.7689514,,,,,
148,Volynkin & Clifton,2016,AL-BU-B1,267x229x11x19,USA,built-up,A572 Gr. 50,A572 Gr. 50,345,345,450,450,205000,205000,455.1,374.4,379.5,379.5,593,496.4,540,540,NR,NR,1.1,1.1,1.2,1.2,1.304347826,1.304347826,1.303010327,1.325854701,267,11,229,19,NA,NA,266.7,11.11,228.6,19.05,NA,229,228.6,NA,4351,2519,11221,4354.83,2539.746,11249.406,0,1223260.75,1223260.75,NR,1223620.133,1223620.133,edge,TF4,bolted,3000,2800,837,LC2,NA,CJP single bevel groove and fillet,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4,45,NA,NA,260,NA,NA,Symmetric-cyclic,NA,NA,FM11,1.64,1.55,short,short,"Volynkin, D. (2006). “Development and validation of shear links for lcf and ebf seismic systems via testing and numerical modelling.” Ph.D. thesis, The University of Auckland, New Zealand",https://researchspace.auckland.ac.nz/items/74bc9b2c-c3bb-449b-8ad0-db57ac34d0e7,-36.85196304,174.7689514,,,,,
149,Volynkin & Clifton,2016,AL-BU-B2,241x229x9.5x19,USA,built-up,A572 Gr. 50,A572 Gr. 50,345,345,450,450,205000,205000,455.1,374.4,379.5,379.5,593,496.4,540,540,NR,NR,1.1,1.1,1.2,1.2,1.304347826,1.304347826,1.303010327,1.325854701,241,9.5,229,19,NA,NA,241.3,9.53,228.6,19.05,NA,203,203.2,NA,4351,1928.5,10630.5,4354.83,1936.496,10646.156,0,1063793.375,1063793.375,NR,1066234.964,1066234.964,edge,TF4,bolted,3000,2800,837,LC2,NA,CJP single bevel groove and fillet,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4,45,NA,NA,260,NA,NA,Symmetric-cyclic,NA,NA,"FM10,FM11",1.69,1.57,short,short,"Volynkin, D. (2006). “Development and validation of shear links for lcf and ebf seismic systems via testing and numerical modelling.” Ph.D. thesis, The University of Auckland, New Zealand",https://researchspace.auckland.ac.nz/items/74bc9b2c-c3bb-449b-8ad0-db57ac34d0e7,-36.85196304,174.7689514,,,,,
