id,investigator,year,spec_id,profile,region,sec_type,sg_flg_link,sg_web_link,f_y_n_flg,f_y_n_web,f_u_n_flg,f_u_n_web,e_n_flg,e_n_web,f_y_m_flg,f_y_m_web,f_y_exp_flg,f_y_exp_web,f_u_m_flg,f_u_m_web,f_u_exp_flg,f_u_exp_web,e_m_flg,e_m_web,r_y_flg,r_y_web,r_t_flg,r_t_web,f_u_f_y_n_flg,f_u_f_y_n_web,f_u_f_y_m_flg,f_u_f_y_m_web,h_n,tw_n,bf_n,tf_n,tf_add_n,r_n,h_m,tw_m,bf_m,tf_m,tf_add_m,hw_n,hw_m,a_fil_n,af_n,aw_n,a_n,af_m,aw_m,a_m,zp_fil_n,zp_n,zp_no_fil_n,zp_fil_m,zp_m,zp_no_fil_m,link_loc,l_confi,l_con_typ,l_st,h_st,e,l_con_confi,l_con_wld,l_endp_wld,l_bu_wld,l_s_side,l_s_reg,l_s_d_pnl_1_f,l_s_d_pnl_2_f,l_s_d_pnl_1_b,l_s_d_pnl_2_b,t_s,l_s_weld,l_s_no_f,l_s_no_b,a_b_b,t_e_s,t_b_s,d_b_s,d_b_pnl_1,d_b_pnl_2,b_s_no,l_p_typ,n_d_n_pl_ten,n_d_n_pl_comp,fail_mode,ov_aisc,ov_ec8,class_aisc,class_ec8,reference,url,latitude,longitude,,,,,
58,Roeder & Popov,1977,3,W6x12,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,298.3,298.3,375,375.00,408.6,408.6,480.0,480.0,230000,230000,1.5,1.5,1.2,1.2,1.6,1.6,1.369761985,1.369761985,153,5.8,102,7.1,NA,6,NR,NR,NR,NR,NA,126.8,NR,7.725666118,724.2,805.04,2284.342664,NR,NR,NR,2103.228927,135698.8969,131180.548,NR,NR,NR,edge,TF1,welded,NA,NA,305,NA, CJP single bevel groove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-symmetric cyclic,NA,NA,FM11,NA,NA,short,short,"Roeder, C. W. and Popov, E. P. (1977). “Inelastic behavior of eccentrically braced steel frames under cyclic loadings.” Research UCB/EERC-77/18, University of California, Berkeley, California",https://nehrpsearch.nist.gov/static/files/NSF/PB275526.pdf,37.8742565,-122.2387092,,,,,
59,Roeder & Popov,1977,4,W6x12,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,298.3,298.3,375,375.00,408.6,408.6,480.0,480.0,230000,230000,1.5,1.5,1.2,1.2,1.6,1.6,1.369761985,1.369761985,153,5.8,102,7.1,NA,6,NR,NR,NR,NR,NA,126.8,NR,7.725666118,724.2,805.04,2284.342664,NR,NR,NR,2103.228927,135698.8969,131180.548,NR,NR,NR,edge,TF1,welded,NA,NA,305,NA, CJP single bevel groove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-symmetric cyclic,NA,NA,FM14,NA,NA,short,short,"Roeder, C. W. and Popov, E. P. (1977). “Inelastic behavior of eccentrically braced steel frames under cyclic loadings.” Research UCB/EERC-77/18, University of California, Berkeley, California",https://nehrpsearch.nist.gov/static/files/NSF/PB275526.pdf,37.8742565,-122.2387092,,,,,
60,Roeder & Popov,1977,5,W6x12,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,298.3,298.3,375,375.00,408.6,408.6,480.0,480.0,230000,230000,1.5,1.5,1.2,1.2,1.6,1.6,1.369761985,1.369761985,153,5.8,102,7.1,NA,6,NR,NR,NR,NR,NA,126.8,NR,7.725666118,724.2,805.04,2284.342664,NR,NR,NR,2103.228927,135698.8969,131180.548,NR,NR,NR,edge,TF1,welded,NA,NA,152,NA, CJP single bevel groove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-symmetric cyclic,NA,NA,FM14,NA,NA,short,short,"Roeder, C. W. and Popov, E. P. (1977). “Inelastic behavior of eccentrically braced steel frames under cyclic loadings.” Research UCB/EERC-77/18, University of California, Berkeley, California",https://nehrpsearch.nist.gov/static/files/NSF/PB275526.pdf,37.8742565,-122.2387092,,,,,
61,Roeder & Popov,1977,6,W6x12,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,298.3,298.3,375,375.00,408.6,408.6,480.0,480.0,230000,230000,1.5,1.5,1.2,1.2,1.6,1.6,1.369761985,1.369761985,153,5.8,102,7.1,NA,6,NR,NR,NR,NR,NA,126.8,NR,7.725666118,724.2,805.04,2284.342664,NR,NR,NR,2103.228927,135698.8969,131180.548,NR,NR,NR,edge,TF1,welded,NA,NA,152,NA, CJP single bevel groove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-symmetric cyclic,NA,NA,FM1,NA,NA,short,short,"Roeder, C. W. and Popov, E. P. (1977). “Inelastic behavior of eccentrically braced steel frames under cyclic loadings.” Research UCB/EERC-77/18, University of California, Berkeley, California",https://nehrpsearch.nist.gov/static/files/NSF/PB275526.pdf,37.8742565,-122.2387092,,,,,
62,Roeder & Popov,1977,7,W6x12,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,298.3,298.3,375,375.00,408.6,408.6,480.0,480.0,230000,230000,1.5,1.5,1.2,1.2,1.6,1.6,1.369761985,1.369761985,153,5.8,102,7.1,NA,6,NR,NR,NR,NR,NA,126.8,NR,7.725666118,724.2,805.04,2284.342664,NR,NR,NR,2103.228927,135698.8969,131180.548,NR,NR,NR,edge,TF1,welded,NA,NA,305,NA, CJP single bevel groove,NA,NA,double,regular,63.5,NA,63.5,NA,6.4,fillet,2,2,NA,NA,NA,NA,NA,NA,NA,Non-symmetric cyclic,NA,NA,FM11,NA,NA,short,short,"Roeder, C. W. and Popov, E. P. (1977). “Inelastic behavior of eccentrically braced steel frames under cyclic loadings.” Research UCB/EERC-77/18, University of California, Berkeley, California",https://nehrpsearch.nist.gov/static/files/NSF/PB275526.pdf,37.8742565,-122.2387092,,,,,
63,Roeder & Popov,1977,8,W6x12,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,298.3,298.3,375,375.00,408.6,408.6,480.0,480.0,230000,230000,1.5,1.5,1.2,1.2,1.6,1.6,1.369761985,1.369761985,153,5.8,102,7.1,NA,6,NR,NR,NR,NR,NA,126.8,NR,7.725666118,724.2,805.04,2284.342664,NR,NR,NR,2103.228927,135698.8969,131180.548,NR,NR,NR,edge,TF1,welded,NA,NA,305,NA, CJP single bevel groove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-symmetric cyclic,NA,NA,FM1,NA,NA,short,short,"Roeder, C. W. and Popov, E. P. (1977). “Inelastic behavior of eccentrically braced steel frames under cyclic loadings.” Research UCB/EERC-77/18, University of California, Berkeley, California",https://nehrpsearch.nist.gov/static/files/NSF/PB275526.pdf,37.8742565,-122.2387092,,,,,
64,Roeder & Popov,1977,9,W6x12,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,298.3,298.3,375,375.00,408.6,408.6,480.0,480.0,230000,230000,1.5,1.5,1.2,1.2,1.6,1.6,1.369761985,1.369761985,153,5.8,102,7.1,NA,6,NR,NR,NR,NR,NA,126.8,NR,7.725666118,724.2,805.04,2284.342664,NR,NR,NR,2103.228927,135698.8969,131180.548,NR,NR,NR,edge,TF1,welded,NA,NA,152,NA, CJP single bevel groove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-symmetric cyclic,NA,NA,FM1,NA,NA,short,short,"Roeder, C. W. and Popov, E. P. (1977). “Inelastic behavior of eccentrically braced steel frames under cyclic loadings.” Research UCB/EERC-77/18, University of California, Berkeley, California",https://nehrpsearch.nist.gov/static/files/NSF/PB275526.pdf,37.8742565,-122.2387092,,,,,
65,Roeder & Popov,1977,TF1-F1,W6x12,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,316.9,347.3,375,375.00,454.1,462.3,480.0,480.0,197700,201200,1.5,1.5,1.2,1.2,1.6,1.6,1.432944146,1.331125828,153,5.8,102,7.1,NA,6,NR,NR,NR,NR,NA,126.8,NR,7.725666118,724.2,805.04,2284.342664,NR,NR,NR,2103.228927,135698.8969,131180.548,NR,NR,NR,edge,TF4,continuous-welded,2438.4,1485.9,330,LC9,CJP single bevel groove and fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,6.35,NA,NA,158,NA,NA,Non-symmetric cyclic,NA,NA,FM10,1.80,2.25,short,intermediate,"Roeder, C. W. and Popov, E. P. (1977). “Inelastic behavior of eccentrically braced steel frames under cyclic loadings.” Research UCB/EERC-77/18, University of California, Berkeley, California",https://nehrpsearch.nist.gov/static/files/NSF/PB275526.pdf,37.8742565,-122.2387092,,,,,
66,Roeder & Popov,1977,TF1-F2,W6x12,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,316.9,347.3,375,375.00,454.1,462.3,480.0,480.0,197700,201200,1.5,1.5,1.2,1.2,1.6,1.6,1.432944146,1.331125828,153,5.8,102,7.1,NA,6,NR,NR,NR,NR,NA,126.8,NR,7.725666118,724.2,805.04,2284.342664,NR,NR,NR,2103.228927,135698.8969,131180.548,NR,NR,NR,edge,TF4,continuous-welded,2438.4,1168.4,330,LC9,CJP single bevel groove and fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,6.35,NA,NA,198,NA,NA,Non-symmetric cyclic,NA,NA,FM10,1.39,1.74,short,intermediate,"Roeder, C. W. and Popov, E. P. (1977). “Inelastic behavior of eccentrically braced steel frames under cyclic loadings.” Research UCB/EERC-77/18, University of California, Berkeley, California",https://nehrpsearch.nist.gov/static/files/NSF/PB275526.pdf,37.8742565,-122.2387092,,,,,
67,Roeder & Popov,1977,TF1-F3,W6x25,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,NR,NR,375,375.00,NR,NR,480.0,480.0,NR,NR,1.5,1.5,1.2,1.2,1.6,1.6,NR,NR,162,8.1,154,11.6,NA,6,NR,NR,NR,NR,NA,126.8,NR,7.725666118,1786.4,1124.28,4727.982664,NR,NR,NR,2103.228927,309790.3049,304314.236,NR,NR,NR,edge,TF4,continuous-welded,2438.4,1168.4,330,LC9,CJP single bevel groove and fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,6.35,NA,NA,198,NA,NA,Non-symmetric cyclic,NA,NA,FM10,NA,NA,short,short,"Roeder, C. W. and Popov, E. P. (1977). “Inelastic behavior of eccentrically braced steel frames under cyclic loadings.” Research UCB/EERC-77/18, University of California, Berkeley, California",https://nehrpsearch.nist.gov/static/files/NSF/PB275526.pdf,37.8742565,-122.2387092,,,,,
68,Roeder & Popov,1977,TF2-F1,W6x12,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,316.9,347.3,375,375.00,454.1,462.3,480.0,480.0,197700,201200,1.5,1.5,1.2,1.2,1.6,1.6,1.432944146,1.331125828,153,5.8,102,7.1,NA,6,NR,NR,NR,NR,NA,126.8,NR,7.725666118,724.2,805.04,2284.342664,NR,NR,NR,2103.228927,135698.8969,131180.548,NR,NR,NR,edge,TF4,continuous-welded,2438.4,1485.9,330,LC9,CJP single bevel groove and fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,6.35,NA,NA,NA,NA,NA,Non-symmetric cyclic,NA,NA,FM10,1.77,2.21,short,intermediate,"Roeder, C. W. and Popov, E. P. (1977). “Inelastic behavior of eccentrically braced steel frames under cyclic loadings.” Research UCB/EERC-77/18, University of California, Berkeley, California",https://nehrpsearch.nist.gov/static/files/NSF/PB275526.pdf,37.8742565,-122.2387092,,,,,
69,Roeder & Popov,1977,TF2-F2,W6x12,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,316.9,347.3,375,375.00,454.1,462.3,480.0,480.0,197700,201200,1.5,1.5,1.2,1.2,1.6,1.6,1.432944146,1.331125828,153,5.8,102,7.1,NA,6,NR,NR,NR,NR,NA,126.8,NR,7.725666118,724.2,805.04,2284.342664,NR,NR,NR,2103.228927,135698.8969,131180.548,NR,NR,NR,edge,TF4,continuous-welded,2438.4,1168.4,330,LC9,CJP single bevel groove and fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,6.35,NA,NA,NA,NA,NA,Non-symmetric cyclic,NA,NA,FM10,1.46,1.83,short,intermediate,"Roeder, C. W. and Popov, E. P. (1977). “Inelastic behavior of eccentrically braced steel frames under cyclic loadings.” Research UCB/EERC-77/18, University of California, Berkeley, California",https://nehrpsearch.nist.gov/static/files/NSF/PB275526.pdf,37.8742565,-122.2387092,,,,,
70,Roeder & Popov,1977,TF2-F3,W6x25,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,NR,NR,375,375.00,NR,NR,480.0,480.0,NR,NR,1.5,1.5,1.2,1.2,1.6,1.6,NR,NR,162,8.1,154,11.6,NA,6,NR,NR,NR,NR,NA,126.8,NR,7.725666118,1786.4,1124.28,4727.982664,NR,NR,NR,2103.228927,309790.3049,304314.236,NR,NR,NR,edge,TF4,continuous-welded,2438.4,1168.4,330,LC9,CJP single bevel groove and fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,6.35,NA,NA,198,NA,NA,Non-symmetric cyclic,NA,NA,FM10,NA,NA,short,short,"Roeder, C. W. and Popov, E. P. (1977). “Inelastic behavior of eccentrically braced steel frames under cyclic loadings.” Research UCB/EERC-77/18, University of California, Berkeley, California",https://nehrpsearch.nist.gov/static/files/NSF/PB275526.pdf,37.8742565,-122.2387092,,,,,
71,Ghobarah & Ramadan,1994,1,W8x10,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,342,372,375,375.00,NR,NR,480.0,480.0,NR,NR,1.5,1.5,1.2,1.2,1.6,1.6,NR,NR,200,4.3,100,5.2,NA,8,NR,NR,NR,NR,NA,173.6,NR,13.73451754,520,815.28,1910.21807,NR,NR,NR,5109.957824,145050.2298,136679.152,NR,NR,NR,edge,TF1,bolted,NA,NA,450,LC2,NA,fillet,NA,single,regular,90,NA,NA,NA,5,fillet,4,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM2,1.28,1.84,intermediate,intermediate,"Ramadan, T. (1994). “Extended end-plate connections for linkcolumn joints of eccentrically braced frames.” Ph.D. thesis, McMaster University, Hamilton, Ontario",https://macsphere.mcmaster.ca/handle/11375/7287,43.2639397,-79.9178252,,,,,
72,Ghobarah & Ramadan,1994,2,W8x10,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,342,372,375,375.00,NR,NR,480.0,480.0,NR,NR,1.5,1.5,1.2,1.2,1.6,1.6,NR,NR,200,4.3,100,5.2,NA,8,NR,NR,NR,NR,NA,173.6,NR,13.73451754,520,815.28,1910.21807,NR,NR,NR,5109.957824,145050.2298,136679.152,NR,NR,NR,edge,TF1,bolted,NA,NA,450,LC2,NA,fillet,NA,single,regular,90,NA,NA,NA,5,fillet,4,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM6,1.13,1.61,intermediate,intermediate,"Ramadan, T. (1994). “Extended end-plate connections for linkcolumn joints of eccentrically braced frames.” Ph.D. thesis, McMaster University, Hamilton, Ontario",https://macsphere.mcmaster.ca/handle/11375/7287,43.2639397,-79.9178252,,,,,
73,Ghobarah & Ramadan,1994,2R,W8x10,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,342,372,375,375.00,NR,NR,480.0,480.0,NR,NR,1.5,1.5,1.2,1.2,1.6,1.6,NR,NR,200,4.3,100,5.2,NA,8,NR,NR,NR,NR,NA,173.6,NR,13.73451754,520,815.28,1910.21807,NR,NR,NR,5109.957824,145050.2298,136679.152,NR,NR,NR,edge,TF1,bolted,NA,NA,450,LC2,NA,fillet,NA,single,regular,90,NA,NA,NA,5,fillet,4,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,"FM1, FM4",1.40,1.96,intermediate,intermediate,"Ramadan, T. (1994). “Extended end-plate connections for linkcolumn joints of eccentrically braced frames.” Ph.D. thesis, McMaster University, Hamilton, Ontario",https://macsphere.mcmaster.ca/handle/11375/7287,43.2639397,-79.9178252,,,,,
74,Ghobarah & Ramadan,1994,3,W8x10,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,342,372,375,375.00,NR,NR,480.0,480.0,NR,NR,1.5,1.5,1.2,1.2,1.6,1.6,NR,NR,200,4.3,100,5.2,NA,8,NR,NR,NR,NR,NA,173.6,NR,13.73451754,520,815.28,1910.21807,NR,NR,NR,5109.957824,145050.2298,136679.152,NR,NR,NR,edge,TF1,bolted,NA,NA,450,LC2,NA,fillet,NA,single,regular,90,NA,NA,NA,5,fillet,4,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM7,1.32,1.87,intermediate,intermediate,"Ramadan, T. (1994). “Extended end-plate connections for linkcolumn joints of eccentrically braced frames.” Ph.D. thesis, McMaster University, Hamilton, Ontario",https://macsphere.mcmaster.ca/handle/11375/7287,43.2639397,-79.9178252,,,,,
75,Ghobarah & Ramadan,1994,4,W8x10,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,342,372,375,375.00,NR,NR,480.0,480.0,NR,NR,1.5,1.5,1.2,1.2,1.6,1.6,NR,NR,200,4.3,100,5.2,NA,8,NR,NR,NR,NR,NA,173.6,NR,13.73451754,520,815.28,1910.21807,NR,NR,NR,5109.957824,145050.2298,136679.152,NR,NR,NR,edge,TF1,bolted,NA,NA,450,LC2,NA,fillet,NA,single,regular,90,NA,NA,NA,5,fillet,4,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM6,1.36,1.94,intermediate,intermediate,"Ramadan, T. (1994). “Extended end-plate connections for linkcolumn joints of eccentrically braced frames.” Ph.D. thesis, McMaster University, Hamilton, Ontario",https://macsphere.mcmaster.ca/handle/11375/7287,43.2639397,-79.9178252,,,,,
76,Ghobarah & Ramadan,1994,5,W8x10,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,342,372,375,375.00,NR,NR,480.0,480.0,NR,NR,1.5,1.5,1.2,1.2,1.6,1.6,NR,NR,200,4.3,100,5.2,NA,8,NR,NR,NR,NR,NA,173.6,NR,13.73451754,520,815.28,1910.21807,NR,NR,NR,5109.957824,145050.2298,136679.152,NR,NR,NR,edge,TF1,bolted,NA,NA,450,LC2,NA,fillet,NA,single,regular,90,NA,NA,NA,5,fillet,4,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM8,1.24,1.76,intermediate,intermediate,"Ramadan, T. (1994). “Extended end-plate connections for linkcolumn joints of eccentrically braced frames.” Ph.D. thesis, McMaster University, Hamilton, Ontario",https://macsphere.mcmaster.ca/handle/11375/7287,43.2639397,-79.9178252,,,,,
77,Ghobarah & Ramadan,1994,6,W8x10,USA,hot-rolled,A36,A36,250,250,400,400,205000,205000,342,372,375,375.00,NR,NR,480.0,480.0,NR,NR,1.5,1.5,1.2,1.2,1.6,1.6,NR,NR,200,4.3,100,5.2,NA,8,NR,NR,NR,NR,NA,173.6,NR,13.73451754,520,815.28,1910.21807,NR,NR,NR,5109.957824,145050.2298,136679.152,NR,NR,NR,edge,TF1,welded,NA,NA,450,LC2,fillet,NA,NA,single,regular,90,NA,NA,NA,5,fillet,4,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,"FM1, FM4",1.36,1.93,intermediate,intermediate,"Ramadan, T. (1994). “Extended end-plate connections for linkcolumn joints of eccentrically braced frames.” Ph.D. thesis, McMaster University, Hamilton, Ontario",https://macsphere.mcmaster.ca/handle/11375/7287,43.2639397,-79.9178252,,,,,
78,Stratan & Dubina,2003,LH4-m,IPE240,Europe,hot-rolled,S235,S235,235,235,360,360,205000,205000,268,337.8,341,340.75,401.9,426.7,432.0,432.0,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.499626866,1.263173475,240,6.2,120,9.8,NA,15,NR,NR,NR,NR,NA,190.4,NR,48.28541324,1176,1366.48,3911.621653,NR,NR,NR,20637.08536,366645.3334,335759.648,NR,NR,NR,middle,TF2,bolted,NA,NA,300,LC1,NA,CJP single bevel groove and fillet,NA,double,regular,125,NA,125,NA,10,fillet,1,1,NA,NA,NA,NA,NA,NA,NA,Monotonic,NA,NA,FM7,1.43,1.44,short,short,"Stratan, A. (2003). “Studiul comportarii cladirilor multietajate cu cadre metalice duale amplasate in zone seismice.” Ph.D. thesis, Polytechnical University of Timisoara, Timisoara",https://dspace.upt.ro/jspui/handle/123456789/4730?mode=full,45.74625778,21.22706413,,,,,
79,Stratan & Dubina,2003,LH4-c1,IPE240,Europe,hot-rolled,S235,S235,235,235,360,360,205000,205000,268,337.8,341,340.75,401.9,426.7,432.0,432.0,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.499626866,1.263173475,240,6.2,120,9.8,NA,15,NR,NR,NR,NR,NA,190.4,NR,48.28541324,1176,1366.48,3911.621653,NR,NR,NR,20637.08536,366645.3334,335759.648,NR,NR,NR,middle,TF2,bolted,NA,NA,300,LC1,NA,CJP single bevel groove and fillet,NA,double,regular,125,NA,125,NA,10,fillet,1,1,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM3,1.41,1.42,short,short,"Stratan, A. (2003). “Studiul comportarii cladirilor multietajate cu cadre metalice duale amplasate in zone seismice.” Ph.D. thesis, Polytechnical University of Timisoara, Timisoara",https://dspace.upt.ro/jspui/handle/123456789/4730?mode=full,45.74625778,21.22706413,,,,,
80,Stratan & Dubina,2003,LH4-c2,IPE240,Europe,hot-rolled,S235,S235,235,235,360,360,205000,205000,268,337.8,341,340.75,401.9,426.7,432.0,432.0,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.499626866,1.263173475,240,6.2,120,9.8,NA,15,NR,NR,NR,NR,NA,190.4,NR,48.28541324,1176,1366.48,3911.621653,NR,NR,NR,20637.08536,366645.3334,335759.648,NR,NR,NR,middle,TF2,bolted,NA,NA,300,LC1,NA,CJP single bevel groove and fillet,NA,double,regular,125,NA,125,NA,10,fillet,1,1,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM3,1.43,1.44,short,short,"Stratan, A. (2003). “Studiul comportarii cladirilor multietajate cu cadre metalice duale amplasate in zone seismice.” Ph.D. thesis, Polytechnical University of Timisoara, Timisoara",https://dspace.upt.ro/jspui/handle/123456789/4730?mode=full,45.74625778,21.22706413,,,,,
81,Stratan & Dubina,2003,LL4-m,IPE240,Europe,hot-rolled,S235,S235,235,235,360,360,205000,205000,268,337.8,341,340.75,401.9,426.7,432.0,432.0,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.499626866,1.263173475,240,6.2,120,9.8,NA,15,NR,NR,NR,NR,NA,190.4,NR,48.28541324,1176,1366.48,3911.621653,NR,NR,NR,20637.08536,366645.3334,335759.648,NR,NR,NR,middle,TF2,bolted,NA,NA,300,LC1,NA,CJP single bevel groove and fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monotonic,NA,NA,FM7,1.29,1.30,short,short,"Stratan, A. (2003). “Studiul comportarii cladirilor multietajate cu cadre metalice duale amplasate in zone seismice.” Ph.D. thesis, Polytechnical University of Timisoara, Timisoara",https://dspace.upt.ro/jspui/handle/123456789/4730?mode=full,45.74625778,21.22706413,,,,,
82,Stratan & Dubina,2003,LL4-c1,IPE240,Europe,hot-rolled,S235,S235,235,235,360,360,205000,205000,268,337.8,341,340.75,401.9,426.7,432.0,432.0,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.499626866,1.263173475,240,6.2,120,9.8,NA,15,NR,NR,NR,NR,NA,190.4,NR,48.28541324,1176,1366.48,3911.621653,NR,NR,NR,20637.08536,366645.3334,335759.648,NR,NR,NR,middle,TF2,bolted,NA,NA,300,LC1,NA,CJP single bevel groove and fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM10,1.32,1.32,short,short,"Stratan, A. (2003). “Studiul comportarii cladirilor multietajate cu cadre metalice duale amplasate in zone seismice.” Ph.D. thesis, Polytechnical University of Timisoara, Timisoara",https://dspace.upt.ro/jspui/handle/123456789/4730?mode=full,45.74625778,21.22706413,,,,,
83,Stratan & Dubina,2003,LL4-c2,IPE240,Europe,hot-rolled,S235,S235,235,235,360,360,205000,205000,268,337.8,341,340.75,401.9,426.7,432.0,432.0,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.499626866,1.263173475,240,6.2,120,9.8,NA,15,NR,NR,NR,NR,NA,190.4,NR,48.28541324,1176,1366.48,3911.621653,NR,NR,NR,20637.08536,366645.3334,335759.648,NR,NR,NR,middle,TF2,bolted,NA,NA,300,LC1,NA,CJP single bevel groove and fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM10,1.27,1.27,short,short,"Stratan, A. (2003). “Studiul comportarii cladirilor multietajate cu cadre metalice duale amplasate in zone seismice.” Ph.D. thesis, Polytechnical University of Timisoara, Timisoara",https://dspace.upt.ro/jspui/handle/123456789/4730?mode=full,45.74625778,21.22706413,,,,,
84,Stratan & Dubina,2003,LH5-m,IPE240,Europe,hot-rolled,S235,S235,235,235,360,360,205000,205000,268,337.8,341,340.75,401.9,426.7,432.0,432.0,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.499626866,1.263173475,240,6.2,120,9.8,NA,15,NR,NR,NR,NR,NA,190.4,NR,48.28541324,1176,1366.48,3911.621653,NR,NR,NR,20637.08536,366645.3334,335759.648,NR,NR,NR,middle,TF2,bolted,NA,NA,400,LC1,NA,CJP single bevel groove and fillet,NA,double,regular,116.67,NA,116.67,NA,10,fillet,2,2,NA,NA,NA,NA,NA,NA,NA,Monotonic,NA,NA,FM7,1.23,1.24,short,short,"Stratan, A. (2003). “Studiul comportarii cladirilor multietajate cu cadre metalice duale amplasate in zone seismice.” Ph.D. thesis, Polytechnical University of Timisoara, Timisoara",https://dspace.upt.ro/jspui/handle/123456789/4730?mode=full,45.74625778,21.22706413,,,,,
85,Stratan & Dubina,2003,LH5-c1,IPE240,Europe,hot-rolled,S235,S235,235,235,360,360,205000,205000,268,337.8,341,340.75,401.9,426.7,432.0,432.0,NR,NR,1.45,1.45,1.2,1.2,1.531914894,1.531914894,1.499626866,1.263173475,240,6.2,120,9.8,NA,15,NR,NR,NR,NR,NA,190.4,NR,48.28541324,1176,1366.48,3911.621653,NR,NR,NR,20637.08536,366645.3334,335759.648,NR,NR,NR,middle,TF2,bolted,NA,NA,400,LC1,NA,CJP single bevel groove and fillet,NA,double,regular,116.67,NA,116.67,NA,10,fillet,2,2,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM10,1.29,1.30,short,short,"Stratan, A. (2003). “Studiul comportarii cladirilor multietajate cu cadre metalice duale amplasate in zone seismice.” Ph.D. thesis, Polytechnical University of Timisoara, Timisoara",https://dspace.upt.ro/jspui/handle/123456789/4730?mode=full,45.74625778,21.22706413,,,,,
