Elongation [mm],Lode angle
0.0,1.0
0.004,0.9999998003196234
0.008,1.0
0.012,1.0
0.016,1.0000000000000002
0.02,1.0000000000000002
0.024,0.9999999999999999
0.028,1.0000000000000002
0.032,1.0
0.036,1.0
0.04,1.0
0.044,1.0000000000000002
0.048,0.9999997455594041
0.052,1.0
0.056,0.9999999999999999
0.06,1.0000002397275534
0.064,1.0
0.068,1.0
0.072,1.0
0.076,1.0
0.08,0.9999995541552216
0.084,1.0
0.088,0.9999995643676008
0.092,1.0000002155092433
0.096,1.0
0.1,0.9999999999999998
0.104,0.9999999999999998
0.108,1.0
0.112,1.0
0.116,0.9999995917488531
0.12,1.0
0.124,1.0000000000000002
0.128,0.9999998003964157
0.132,0.9999999999999999
0.136,1.0
0.14,0.999999608759516
0.144,0.9999999999999999
0.148,1.0
0.152,1.000000192075698
0.156,1.0
0.16,1.000000189908447
0.164,0.9999999999999999
0.168,0.9999998121297017
0.172,1.0000000000000002
0.176,1.0
0.18,1.0
0.184,0.9999999999999999
0.188,0.9999996334300303
0.192,0.9999996351212818
0.196,1.0000000000000002
0.2,1.0000001808073775
0.204,1.0000003600499245
0.208,1.0
0.212,1.0
0.216,1.0
0.22,1.0
0.224,1.0
0.228,1.0
0.232,1.0
0.236,1.0
0.24,0.9999996526168358
0.244,1.0
0.248,1.0000000000000002
0.252,1.0000000000000002
0.256,1.0
0.26,1.0
0.264,1.0
0.268,0.9999999999999998
0.272,1.0
0.276,1.0
0.28,1.0
0.284,1.0
0.288,0.9999993326446981
0.292,1.0
0.296,0.9999996683370739
0.3,0.9999996693197956
0.304,1.0
0.308,1.0
0.312,1.0
0.316,1.0
0.32,1.0
0.324,0.9999999999999998
0.328,1.0
0.332,1.0
0.336,1.0
0.34,0.9999999999999999
0.344,1.0
0.348,0.9999999999999999
0.352,1.0
0.356,0.9999999999999999
0.36,1.0
0.364,1.0000000000000002
0.368,1.0
0.372,1.0000003153834476
0.376,0.9999996853523463
0.38,1.0000000000000002
0.384,1.0
0.388,0.9999999999999999
0.392,1.0
0.396,1.0
0.4,0.9999996895557794
0.404,1.0
0.408,1.0
0.412,0.9999999999999999
0.416,1.0
0.42,1.0
0.424,1.0000000000000002
0.428,1.0
0.432,1.0
0.436,0.9999999999999999
0.44,1.0
0.444,1.0000003035757488
0.448,1.0
0.452,1.0
0.456,1.0000003018689778
