Elongation [mm],Lode angle
0.0,1.0
0.012,1.0
0.024,1.0
0.036,1.0
0.048,1.0000002662190999
0.06,1.0000002525733436
0.072,1.0
0.084,0.9999999999999999
0.096,0.9999997756108143
0.108,0.9999997820347635
0.12,0.9999997875704011
0.132,1.0000000000000002
0.144,1.0
0.156,1.0000001998832881
0.168,1.0000003932768262
0.18,0.9999998062813517
0.192,1.0
0.204,1.0000001886512657
0.216,0.9999998135568943
0.228,0.9999998155872322
0.24,1.0000003650621618
0.252,1.0
0.264,1.0
0.276,1.0000003551407666
0.288,1.0
0.3,1.0
0.312,1.0
0.324,1.0000003437734528
0.336,0.9999996588949095
0.348,1.0
0.36,0.9999996641185911
0.372,1.0
0.384,0.9999996692383828
0.396,1.0000006564706994
0.408,1.0
0.42,1.0000000000000002
0.432,1.0
0.444,1.0
0.456,0.999999684164591
0.468,1.0000003133957673
0.48,1.0
0.492,0.9999996914709263
0.504,1.0000000000000002
0.516,1.0
0.528,0.9999996986960312
0.54,1.0
0.552,1.0000000000000002
0.564,0.9999994116494643
0.576,1.0
0.588,1.0
0.6,1.000000287206701
0.612,1.000000284940795
0.624,1.0000005654297832
0.636,1.0
0.648,0.9999994431653534
0.66,1.000000276370007
0.672,0.9999994512164332
0.684,1.0000005450134715
0.696,0.9999997292802957
0.708,0.9999994619221375
0.72,0.9999997325292261
0.732,0.9999994679612881
0.744,1.0
0.756,0.9999997365305906
0.768,1.0000002623700726
0.78,1.0
0.792,1.0
0.804,1.0000005193379404
0.816,0.9999994821114233
0.828,1.0
0.84,1.000000515432398
0.852,1.0000002571960265
0.864,1.0000005134601917
0.876,0.9999999999999999
0.888,1.0
0.9,0.9999999999999999
0.912,1.0000005106089178
0.924,1.0000002550365656
0.936,0.9999994904057472
0.948,1.0
0.96,0.9999994912144261
0.972,1.0
0.984,0.9999994918522103
0.996,1.0
1.008,1.0
1.02,1.00000050742454
1.032,1.0000002536228443
1.044,1.000000253536233
1.056,1.0000002534639802
1.068,0.9999994931986976
1.08,1.0000002533458692
1.092,1.0000007598956577
1.104,1.0000005065157627
1.116,1.0000002532233363
1.128,1.0
1.14,0.9999994936564116
1.152,0.9999994936968319
1.164,0.9999997468668095
1.176,1.0000005062451565
1.188,0.999999493776631
1.2,0.999999746894423
1.212,0.9999997468986939
1.224,1.0000002530985301
1.236,1.0000002530967578
1.248,1.0
1.26,0.9999997469058896
1.272,0.9999989876283414
1.284,0.9999987345370449
1.296,0.9999992407276613
1.308,0.999998987636408
1.32,1.0
1.332,0.9999994938206994
1.344,0.9999987345671505
1.356,0.9999984814967822
1.368,0.9999989876781697
1.38,0.9999989876981532
1.392,0.9999989877294547
1.404,0.9999994938815059
1.416,0.9999989877902014
1.428,0.999998481767031
1.44,0.9999994939604324
1.452,0.9999992410133677
1.464,0.9999994940711191
1.476,0.999999494149091
1.488,1.0
1.5,1.0
1.512,0.9999997472586488
1.524,1.000000252645229
1.536,1.0000007575695382
1.548,1.0
1.56,0.9999997478460473
1.572,0.9999999999999999
1.584,0.9999995022567725
1.596,1.0000000000000002
1.608,0.9999992737517694
1.62,0.9999985697283474
1.632,0.9999995309392015
1.644,0.9999993082028675
1.656,1.0
1.668,0.9999991094338981
1.68,1.0
1.692,0.9999991412297587
1.704,0.999998735288202
1.716,0.9999983444470856
1.728,0.9999971553552425
1.74,0.9999968074415769
1.752,0.9999958840274198
1.764,0.9999946072081121
1.776,0.9999935575334366
1.788,0.9999927154452062
1.8,0.9999915175408797
1.812,0.9999907066255723
1.824,0.9999900826046823
1.836,0.9999885737695886
1.848,0.9999890734166851
1.86,0.9999891571077039
1.872,0.9999912738323297
1.884,0.9999930365292278
1.896,0.9999944442553951
1.908,0.9999958449667157
1.92,0.9999979284897436
1.932,0.9999986230451362
1.944,0.9999986271051097
1.956,0.9999986311234115
1.968,0.9999993175033933
1.98,1.0
1.992,1.000000678900113
