Elongation [mm],Lode angle
0.0,1.0
0.031,0.5852605232179983
0.061999998,0.1337837289549838
0.093000002,0.08309078517705186
0.123999998,0.06027883986799749
0.155000002,0.05069940885180993
0.186000004,0.04407430914112796
0.216999992,0.03820127523874545
0.247999996,0.03222287544768344
0.279000014,0.02652186298602692
0.310000002,0.02087936786727209
0.279000014,-0.9494843086222434
0.247999996,0.9755379936492274
0.216999992,-0.8765495595316757
0.186000004,-0.7128850286039234
0.155000002,-0.3247410812089367
0.123999998,-0.16219083394936598
0.093000002,-0.10937207053146063
0.061999998,-0.09065188980845336
0.031,-0.08220143650183948
0.0,-0.07713704184666012
0.031,0.9516009900267013
0.061999998,-0.9914827942376655
0.093000002,0.5679054766774688
0.123999998,0.8392872001689657
0.155000002,0.3437414748885468
0.186000004,0.12318474832264575
0.216999992,0.05851212173332231
0.247999996,0.03845952533960362
0.279000014,0.028410926674034262
0.310000002,0.02147207292123007
0.279000014,-0.9194419363394937
0.247999996,0.4020953129912003
0.216999992,-0.9622482170707566
0.186000004,-0.44166060552606906
0.155000002,-0.17918960311634574
0.123999998,-0.09661128546356007
0.093000002,-0.07161518161528853
0.061999998,-0.06102880499118505
0.031,-0.05504399691687169
0.0,-0.0514028200284157
0.031,0.9839870017631415
0.061999998,-0.9786587267618038
0.093000002,0.8052259132908859
0.123999998,0.7074635181929313
0.155000002,0.27217621792813207
0.186000004,0.10291081947641369
0.216999992,0.056276662234596125
0.247999996,0.03854164671866164
0.279000014,0.0285761341232248
0.310000002,0.021408976715621083
0.279000014,-0.909847609846513
0.247999996,-0.025745435537213757
0.216999992,-0.8207217475535534
0.186000004,-0.32236774789061096
0.155000002,-0.13080935573435742
0.123999998,-0.07776459493178568
0.093000002,-0.059701011525228484
0.061999998,-0.051089394819242476
0.031,-0.04558155183834382
0.0,-0.04199453019500217
0.031,0.9894770904867118
0.061999998,-0.9530572838843995
0.093000002,0.9326403162343104
0.123999998,0.6152870045138956
0.155000002,0.23051363838379754
0.186000004,0.09234489737911784
0.216999992,0.05363382585126999
0.247999996,0.03750912195352931
0.279000014,0.02788149477763389
0.310000002,0.020757736091740475
0.279000014,-0.9044767462703855
0.247999996,-0.19777364632030997
0.216999992,-0.7450356346607925
0.186000004,-0.27355469042761044
0.155000002,-0.1122446942634849
0.123999998,-0.07023991850282994
0.093000002,-0.05498086637557887
0.061999998,-0.04705406010930016
0.031,-0.04167822082283345
0.0,-0.03798556258062884
0.031,0.9909748877358361
0.061999998,-0.936776365868315
0.093000002,0.9779317683033953
0.123999998,0.5596484751938475
0.155000002,0.2067620682154917
0.186000004,0.08616885150003516
0.216999992,0.05166283850777525
0.247999996,0.0365292835833725
0.279000014,0.027172440542831147
0.310000002,0.020167453036460656
0.279000014,-0.899229224847241
0.247999996,-0.26742946097243747
0.216999992,-0.7080796519347308
0.186000004,-0.25046046270700684
0.155000002,-0.10228626649821163
0.123999998,-0.06576640373906073
0.093000002,-0.052304867506153103
0.061999998,-0.044800277260902716
0.031,-0.03964073559249158
0.0,-0.03596282260055059
0.031,0.9914418642191337
0.061999998,-0.9290724166786005
0.093000002,0.9933115372893339
0.123999998,0.5234564748565883
0.155000002,0.19168872623691297
0.186000004,0.0823045287462192
0.216999992,0.0503666877973971
0.247999996,0.0358933201352111
0.279000014,0.02674095600824804
0.310000002,0.019817325296373266
0.279000014,-0.893343036521618
0.247999996,-0.29978624572185486
0.216999992,-0.6897794945878586
0.186000004,-0.23909186341676472
0.155000002,-0.09649849384185853
0.123999998,-0.06241943596551556
0.093000002,-0.05044832763072925
0.061999998,-0.04346030709821805
0.031,-0.03853104697448586
0.0,-0.034913607949723306
0.100000002,0.9289734548516684
0.200000002,0.08479864825415577
0.300000012,0.039574841361890635
0.400000006,0.006962630828909383
0.5,-0.0007821705826909206
0.600000024,-0.006104053255592591
0.699999988,-0.017649779836354587
0.800000012,-0.05670671714576512
0.899999976,-0.24926479901038032
1.0,-0.48544341749653985
