Elongation [mm],Lode angle
0.0,1.0
0.043000002,0.12304479149660723
0.086000002,0.04373727581292748
0.128999994,0.03795602309045727
0.172000006,0.0325042581163234
0.215000004,0.027774816495107494
0.257999986,0.022303806720107903
0.301,0.016877915159084746
0.344000012,0.011935981845759188
0.386999994,0.007931070615016467
0.430000008,0.005122723255510888
0.386999994,0.8172801928155167
0.344000012,-0.6078225680131781
0.301,-0.2420656405775164
0.257999986,-0.10140273019669506
0.215000004,-0.06801434948862928
0.172000006,-0.05516922935125158
0.128999994,-0.04783679460815143
0.086000002,-0.042673470061256644
0.043000002,-0.03832687251074582
0.0,-0.03513723915651392
0.043000002,-0.9752761239240905
0.086000002,0.6918012792277709
0.128999994,0.2662321137982445
0.172000006,0.0942046224452576
0.215000004,0.05294411487434593
0.257999986,0.03602111174199969
0.301,0.025779400733887164
0.344000012,0.01811817047448958
0.386999994,0.01205393179867371
0.430000008,0.00775930436771727
0.386999994,0.503270810429927
0.344000012,-0.41061598431877006
0.301,-0.16014821203783428
0.257999986,-0.07174665229382438
0.215000004,-0.05082870529143687
0.172000006,-0.04157774824181013
0.128999994,-0.035756960645499526
0.086000002,-0.031596656281631434
0.043000002,-0.028728064688684638
0.0,-0.027452041669385883
0.043000002,-0.99599869164651
0.086000002,0.6721151563169673
0.128999994,0.263494298411597
0.172000006,0.09497512634564036
0.215000004,0.05442957816443419
0.257999986,0.037444607982219866
0.301,0.026847273263589818
0.344000012,0.018911373295717838
0.386999994,0.012807471318504215
0.430000008,0.008463646579799412
0.386999994,0.49532883925280596
0.344000012,-0.37908346417699706
0.301,-0.14707159490398208
0.257999986,-0.06841038132201202
0.215000004,-0.04945057319325448
0.172000006,-0.04066843316780914
0.128999994,-0.03570081199690436
0.086000002,-0.03248491451564609
0.043000002,-0.030257382158399435
0.0,-0.028652919934916737
0.043000002,-0.9998633060731557
0.086000002,0.6885317282699384
0.128999994,0.26511682559969935
0.172000006,0.0981774739737872
0.215000004,0.05600199327512858
0.257999986,0.03858563034365142
0.301,0.028000018767531835
0.344000012,0.02010552497374458
0.386999994,0.014160792166489827
0.430000008,0.006523714427857503
0.386999994,0.45202924295482017
0.344000012,-0.36551994470661286
0.301,-0.14093820415179872
0.257999986,-0.06670774687051013
0.215000004,-0.049765631139949376
0.172000006,-0.04272995961368722
0.128999994,-0.03924910233107832
0.086000002,-0.0373996888007736
0.043000002,-0.036567471473569396
0.0,-0.03525265342911691
0.043000002,-0.9992807612191921
0.086000002,0.7104976303543058
0.128999994,0.282867383514908
0.172000006,0.10545214158535275
0.215000004,0.05925793333045809
0.257999986,0.04093307542211265
0.301,0.030282376818331607
0.344000012,0.022365811592350925
0.386999994,0.012179781954659373
0.430000008,0.005647699900371938
0.386999994,0.3018048882489698
0.344000012,-0.34703364879901133
0.301,-0.13442368557282197
0.257999986,-0.06568966732161405
0.215000004,-0.05129122307256544
0.172000006,-0.04731478662509228
0.128999994,-0.04733953510055452
0.086000002,-0.0484042846625633
0.043000002,-0.05173350833583101
0.0,-0.05484666647522297
0.043000002,-0.999642145366452
0.086000002,0.7513996942596859
0.128999994,0.3094694061634438
0.172000006,0.11896735557331928
0.215000004,0.06581294189773816
0.257999986,0.04556522087679803
0.301,0.027927496058182955
0.344000012,0.019347163986149097
0.386999994,0.00830784839782702
0.430000008,0.002084828974399943
0.386999994,-0.027868411585209963
0.344000012,-0.32565057797736957
0.301,-0.12021207781498844
0.257999986,-0.06314842804635677
0.215000004,-0.05246334244125888
0.172000006,-0.05331431676014577
0.128999994,-0.06147034657926566
0.086000002,-0.07125735630856524
0.043000002,-0.08072403574624783
0.0,-0.09247705675423296
0.100000002,0.5397959049133256
0.200000002,0.08797102612790098
0.300000012,0.025896562436829022
0.400000006,0.001817277342566426
0.5,-0.008276029020122215
0.600000024,-0.046071241901185736
0.699999988,-0.1818733450022148
0.800000012,-0.310393485751191
0.899999976,-0.4475168774634323
1.0,-0.4646063847922676
